corr,price_time,risk_time,price,dPricedVol1,dPricedVol2,dPricedCorr,dPricedSpot1,dPricedSpot2,gamma_spot1,gamma_spot2,smooth_price_time,smooth_risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_dPricedSpot1,smooth_dPricedSpot2,smooth_gamma_spot1,smooth_gamma_spot2,aadc_price_time,aadc_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_dPricedSpot1,aadc_dPricedSpot2,aadc_gamma_spot1,aadc_gamma_spot2
0.3,0.421723,4.06245,991.951,-412.716,-617.819,9.80143,0.0613085,3.4465,-0.000149648,-0.242116,0.264699,2.60783,994.194,-379.85,-565.371,14.5274,0.0623241,3.27238,-0.000293642,-0.168068,0.539291,0.539291,994.194,-379.671,-565.493,14.5202,0.0621558,3.27304,-0.000303369,-0.16124
0.312,0.220133,2.72405,992.212,-411.121,-608.517,10.1624,0.060034,3.42834,-0.000169031,-0.477763,0.318458,3.23577,994.369,-375.693,-564.617,14.5583,0.0614596,3.26538,-0.000290917,-0.168267,0.604833,0.604833,994.369,-375.476,-564.73,14.5505,0.0612744,3.26617,-0.000301449,-0.161329
0.324,0.276747,3.17989,992.379,-408.271,-558.316,-5.97717,0.0588743,3.43828,-0.000159277,-0.384803,0.473208,3.78199,994.546,-371.901,-563.528,14.7723,0.0606003,3.25854,-0.000286731,-0.167386,0.674364,0.674364,994.546,-371.978,-563.48,14.7919,0.0605623,3.25609,-0.000299852,-0.161598
0.336,0.385404,3.19499,992.479,-403.214,-593.06,15.8897,0.0583759,3.34385,-0.000122401,-0.16596,0.38028,3.64474,994.723,-367.541,-562.991,14.9251,0.0598187,3.25059,-0.000278078,-0.164413,0.61804,0.61804,994.723,-367.562,-562.983,14.9278,0.0596188,3.25155,-0.000296774,-0.161385
0.348,0.309365,2.96513,992.7,-400.529,-575.932,1.58368,0.0581554,3.31043,-0.00014902,-0.288219,0.343181,3.65291,994.905,-364.317,-561.676,15.4131,0.0590534,3.24299,-0.000268472,-0.161139,0.611687,0.611687,994.905,-364.304,-561.689,15.4047,0.0589554,3.24167,-0.00029403,-0.160973
0.36,0.296473,3.24255,992.856,-402.033,-601.888,16.5459,0.0579399,3.37831,-0.000172121,-0.0959128,0.348613,3.96559,995.093,-360.837,-560.613,15.8644,0.0583281,3.23496,-0.000267276,-0.162195,0.916757,0.916757,995.093,-360.706,-560.702,15.8562,0.0582211,3.23372,-0.000291458,-0.160434
0.372,0.491994,4.68904,993.195,-397.232,-577.287,41.5465,0.0571404,3.37765,-0.000186748,-0.337318,0.292042,4.03596,995.287,-357.225,-559.681,16.3476,0.0575657,3.22805,-0.00026753,-0.163865,0.474463,0.474463,995.287,-357.118,-559.763,16.3312,0.0574594,3.22672,-0.000288437,-0.160198
0.384,0.220749,2.42896,993.428,-391.832,-586.546,27.0993,0.0561768,3.36848,-0.000230776,-0.373125,0.346569,2.90159,995.485,-353.317,-558.997,16.7623,0.0567808,3.22179,-0.00026672,-0.164699,0.468892,0.468892,995.485,-353.341,-558.986,16.7693,0.056686,3.22028,-0.000285882,-0.160126
0.396,0.23132,2.88109,993.538,-388.613,-551.775,-3.67095,0.0546633,3.32433,-0.000220115,-0.163394,0.510432,3.69679,995.689,-349.522,-558.23,17.2478,0.0559788,3.21624,-0.000260366,-0.162624,0.52466,0.52466,995.689,-349.542,-558.248,17.2409,0.0558819,3.21483,-0.000282278,-0.159965
0.408,0.244574,2.28373,993.687,-382.954,-573.996,7.85697,0.0529414,3.28645,-0.000206101,0.130611,0.268029,2.66099,995.899,-345.791,-557.454,17.7805,0.0551523,3.2114,-0.000261332,-0.163673,0.451764,0.451764,995.899,-345.868,-557.413,17.78,0.0551244,3.20859,-0.000279368,-0.159612
0.42,0.225436,2.24834,993.844,-379.846,-607.94,16.8532,0.0515146,3.31366,-0.000203968,0.349721,0.265644,2.66181,996.115,-341.641,-556.944,18.2611,0.0543096,3.20698,-0.000261396,-0.164124,0.454368,0.454368,996.115,-341.699,-556.928,18.2509,0.054236,3.20518,-0.000275437,-0.15981
0.432,0.224656,2.27295,994.105,-373.701,-573.542,25.4766,0.0506329,3.30557,-0.000219724,0.343173,0.26938,2.65765,996.337,-337.299,-556.588,18.67,0.0534613,3.20272,-0.000256113,-0.162037,0.447273,0.447273,996.337,-337.08,-556.722,18.6444,0.0532913,3.20291,-0.000272134,-0.159907
0.444,0.223366,2.24732,994.403,-365.036,-556.24,16.4212,0.0499346,3.28997,-0.000231822,0.138879,0.266543,2.64914,996.564,-333.586,-555.646,19.3259,0.0526576,3.19743,-0.000245312,-0.157731,0.448959,0.448959,996.564,-333.611,-555.625,19.331,0.0525616,3.19596,-0.000269336,-0.160246
0.456,0.224215,2.2554,994.558,-363.307,-625.49,39.8994,0.049347,3.26077,-0.000230394,0.354241,0.267051,2.64819,996.8,-330.102,-554.478,20.0089,0.0519033,3.19096,-0.000240748,-0.156427,0.447177,0.447177,996.8,-330.092,-554.513,20.0093,0.0518168,3.18934,-0.000266448,-0.160963
0.468,0.223922,2.25194,994.775,-361.402,-577.429,34.3368,0.0486086,3.26064,-0.00021963,0.278889,0.265324,2.64066,997.044,-326.169,-553.59,20.5941,0.0511148,3.18495,-0.000240758,-0.157528,0.449283,0.449283,997.044,-326.302,-553.514,20.6144,0.0510658,3.18277,-0.000264073,-0.16154
0.48,0.22524,2.26368,995.155,-360.002,-581.726,13.8764,0.0484696,3.31276,-0.000193704,0.114954,0.267724,2.6519,997.294,-322.231,-552.649,21.1311,0.0503219,3.17869,-0.000235748,-0.156834,0.452248,0.452248,997.294,-322.077,-552.745,21.1233,0.0501955,3.17827,-0.000260837,-0.162572
0.492,0.225309,2.24979,995.442,-354.61,-607.066,16.67,0.047661,3.28553,-0.000177421,0.0408353,0.264052,2.64105,997.552,-318.515,-551.339,21.731,0.0494917,3.17262,-0.000237926,-0.160303,0.452507,0.452507,997.552,-318.422,-551.423,21.7218,0.0494577,3.17004,-0.000258006,-0.163165
0.504,0.226122,2.26907,995.879,-350.255,-611.4,26.6245,0.0467004,3.32755,-0.000152385,-0.281935,0.266897,2.624,997.815,-313.883,-550.574,22.0173,0.0485827,3.16709,-0.00024438,-0.166303,0.450583,0.450583,997.815,-313.7,-550.724,21.9855,0.0484883,3.16542,-0.00025532,-0.164163
0.516,0.222611,2.24406,996.135,-344.832,-613.481,28.711,0.046106,3.258,-8.98532e-05,-0.0704748,0.263868,2.6469,998.08,-309.013,-549.882,22.1596,0.0476235,3.16134,-0.000243574,-0.168782,0.453994,0.453994,998.08,-308.893,-549.977,22.128,0.0474684,3.1609,-0.000252308,-0.16464
0.528,0.224939,2.24577,996.5,-341.647,-611.612,37.2933,0.0456536,3.25543,-0.000174564,-0.209773,0.264519,2.64326,998.346,-304.337,-548.914,22.289,0.0466281,3.15549,-0.000233496,-0.167095,0.451952,0.451952,998.346,-304.275,-548.978,22.2652,0.0465098,3.15431,-0.000249943,-0.165254
0.54,0.223627,2.25388,996.781,-335.376,-575.828,-2.10881,0.044774,3.33657,-0.000207174,-0.15469,0.265895,2.66689,998.615,-299.922,-547.737,22.4291,0.0456731,3.14797,-0.000228879,-0.167753,0.454991,0.454991,998.615,-299.901,-547.728,22.4238,0.0455763,3.14639,-0.000246757,-0.166288
