spot2-noisy,price_time,risk_time,price,dPricedVol1,dPricedVol2,dPricedCorr,dPricedSpot1,dPricedSpot2,gamma_spot1,gamma_spot2,smooth_price_time,smooth_risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_dPricedSpot1,smooth_dPricedSpot2,smooth_gamma_spot1,smooth_gamma_spot2,aadc_price_time,aadc_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_dPricedSpot1,aadc_dPricedSpot2,aadc_gamma_spot1,aadc_gamma_spot2
48.91,2.22421,20.9683,547.475,-12.4915,-35.0131,5.94282,0.00271526,12.9876,-2.29481e-05,0.0281725,2.07984,35.3692,547.475,-12.4915,-35.0131,5.94282,0.00271526,12.9876,-2.29481e-05,0.0281725,6.50529,6.50529,547.475,-4.00779,-249.817,0.86824,0.000694204,7.29865,-4.81688e-06,-0.179743
50.8664,2.7661,42.3236,572.798,-16.9553,-64.4108,-2.67502,0.00285617,12.9696,-1.98697e-05,0.0617485,4.83553,45.8369,572.798,-16.9553,-64.4108,-2.67502,0.00285617,12.9696,-1.98697e-05,0.0617485,5.66058,5.66058,572.798,-5.08875,-272.011,1.32065,0.000885874,6.93992,-6.07738e-06,-0.179978
52.8228,3.4586,31.2773,598.01,-24.7736,-107.084,-3.15782,0.00485296,13.0652,-1.12621e-05,0.260003,2.62173,28.8824,598.01,-24.7736,-107.084,-3.15782,0.00485296,13.0652,-1.12621e-05,0.260003,5.11018,5.11018,598.01,-6.61021,-292.266,1.75364,0.0011445,6.59387,-7.57561e-06,-0.180727
54.7792,4.2892,34.1759,623.805,-26.6501,-162.65,-1.56558,0.00514025,13.0645,-5.69439e-05,0.363137,2.91599,26.438,623.805,-26.6501,-162.65,-1.56558,0.00514025,13.0645,-5.69439e-05,0.363137,3.76623,3.76623,623.805,-7.97537,-310.953,1.88586,0.00137547,6.23563,-9.18352e-06,-0.179807
56.7356,2.36171,29.9268,649.086,-33.6186,-195.701,1.66464,0.00670817,12.9343,-2.34347e-05,-0.0425996,2.16342,22.2977,649.086,-33.6186,-195.701,1.66464,0.00670817,12.9343,-2.34347e-05,-0.0425996,3.6977,3.6977,649.086,-10.4392,-327.575,2.2944,0.00181097,5.88445,-1.10902e-05,-0.177037
58.692,2.35661,22.3988,674.187,-45.2648,-259.618,6.67377,0.00837542,12.9489,-3.05891e-05,-0.290319,2.20794,21.48,674.187,-45.2648,-259.618,6.67377,0.00837542,12.9489,-3.05891e-05,-0.290319,3.79158,3.79158,674.187,-12.4549,-342.013,3.02464,0.00214719,5.54364,-1.31179e-05,-0.175049
60.6484,2.16344,21.7215,699.957,-51.4414,-302.53,15.5671,0.00931987,12.7194,-2.93043e-05,-0.275853,2.16031,21.2497,699.957,-51.4414,-302.53,15.5671,0.00931987,12.7194,-2.93043e-05,-0.275853,4.19918,4.19918,699.957,-14.8404,-353.713,3.20878,0.00257843,5.19662,-1.54282e-05,-0.171196
62.6048,2.04265,20.8877,724.783,-62.4322,-358.594,15.5165,0.0114633,12.5618,-5.49223e-05,-0.378429,2.15427,21.5417,724.783,-62.4322,-358.594,15.5165,0.0114633,12.5618,-5.49223e-05,-0.378429,3.76066,3.76066,724.783,-17.7089,-363.389,3.72959,0.00307616,4.85524,-1.82662e-05,-0.166382
64.5612,2.12152,21.2042,748.667,-70.6502,-413.005,12.941,0.0134357,12.2753,-0.000106659,-0.36438,2.12371,21.2818,748.667,-70.6502,-413.005,12.941,0.0134357,12.2753,-0.000106659,-0.36438,3.69686,3.69686,748.667,-21.0591,-370.654,3.96751,0.00365286,4.54341,-2.11212e-05,-0.161702
66.5176,2.0354,20.5445,771.948,-82.7941,-469.362,25.2381,0.0147668,11.8741,-0.000149404,-0.209786,2.06686,21.2863,771.948,-82.7941,-469.362,25.2381,0.0147668,11.8741,-0.000149404,-0.209786,3.70641,3.70641,771.948,-23.646,-375.947,4.52963,0.00409179,4.23945,-2.36821e-05,-0.156919
