vol2,price_time,risk_time,price,dPricedVol1,dPricedVol2,dPricedCorr,dPricedSpot1,dPricedSpot2,gamma_spot1,gamma_spot2,smooth_price_time,smooth_risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_dPricedSpot1,smooth_dPricedSpot2,smooth_gamma_spot1,smooth_gamma_spot2,aadc_price_time,aadc_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_dPricedSpot1,aadc_dPricedSpot2,aadc_gamma_spot1,aadc_gamma_spot2
0.15,41.9795,266.731,1070.37,-576.352,-281.228,-8.26231,0.0619486,-0.975457,-0.000319508,0.0162999,28.9241,289.436,1069.68,-567.649,-273.473,-7.477,0.0615686,-0.897927,-0.000320845,0.00211912,55.9175,55.9175,1069.68,-567.636,-273.513,-7.47696,0.0614143,-0.901605,-0.000331501,-0.0174001
0.156,25.5096,254.24,1068.6,-565.224,-306.609,-6.44825,0.0601095,-0.719143,-0.000313972,-0.016841,28.9295,290.029,1067.95,-556.437,-303.289,-5.21372,0.059856,-0.647208,-0.000318776,-0.0243151,55.3432,55.3432,1067.95,-556.467,-303.262,-5.21364,0.0597184,-0.651498,-0.000328646,-0.0389087
0.162,25.5532,246.438,1066.66,-553.299,-340.722,-4.03251,0.0581483,-0.452246,-0.000311042,-0.05566,27.3259,259.594,1066.05,-544.534,-332.242,-2.96134,0.0580747,-0.397171,-0.000315961,-0.0480059,46.1328,46.1328,1066.05,-544.513,-332.292,-2.96128,0.0579128,-0.400532,-0.000325007,-0.0584305
0.168,22.6892,227.017,1064.53,-540.278,-367.13,-2.8732,0.0561413,-0.196971,-0.000304234,-0.0713916,25.753,257.662,1063.97,-532.36,-359.037,-0.765104,0.0562942,-0.152688,-0.000311462,-0.0657414,45.6282,45.6282,1063.97,-532.349,-359.073,-0.765142,0.0561379,-0.15567,-0.000321229,-0.0759786
0.174,22.6978,227.008,1062.25,-527.589,-393.05,0.753323,0.0543209,0.0444832,-0.00030155,-0.0777121,25.7759,259.485,1061.74,-520.039,-382.875,1.29152,0.0545492,0.0821152,-0.000307256,-0.0798871,46.2503,46.2503,1061.74,-520.038,-382.895,1.29162,0.0544072,0.0789223,-0.000317221,-0.0913689
0.18,22.683,226.818,1059.85,-515.3,-410.216,1.72079,0.0524301,0.267533,-0.000297241,-0.109832,25.824,257.998,1059.38,-507.326,-404.499,3.16204,0.0528096,0.308905,-0.000304327,-0.0960727,46.1804,46.1804,1059.38,-507.332,-404.508,3.16226,0.0526604,0.305439,-0.000313002,-0.10451
0.186,22.7449,227.342,1057.31,-501.847,-435.189,4.13326,0.0505596,0.503011,-0.000292537,-0.118069,25.8147,258.183,1056.89,-494.617,-424.62,4.96027,0.0511191,0.529752,-0.000299761,-0.110737,46.267,46.267,1056.89,-494.639,-424.612,4.96057,0.050985,0.526391,-0.000308549,-0.115898
0.192,22.7521,227.295,1054.66,-488.882,-451.911,7.33725,0.0488771,0.723962,-0.000282437,-0.124914,25.7555,258.111,1054.29,-481.861,-443.01,6.67675,0.0495076,0.742855,-0.000293375,-0.121154,46.3024,46.3024,1054.29,-481.861,-443.023,6.677,0.0493613,0.739938,-0.000303982,-0.125843
0.198,22.7365,227.439,1051.89,-475.177,-469.548,8.29045,0.0472542,0.934134,-0.000278005,-0.12347,25.8345,257.74,1051.58,-469.262,-459.457,8.2819,0.047987,0.946609,-0.000288756,-0.130519,46.276,46.276,1051.58,-469.291,-459.443,8.28209,0.0478442,0.943983,-0.000299241,-0.134707
0.204,22.6919,227.17,1049.04,-462.383,-481.201,9.07233,0.0457563,1.1288,-0.00027143,-0.124446,25.8186,258.178,1048.78,-456.813,-473.953,9.74381,0.0465569,1.14065,-0.000282202,-0.13769,46.273,46.273,1048.78,-456.796,-473.983,9.74418,0.0463979,1.13835,-0.000294226,-0.142165
