corr-noisy,price_time,risk_time,price,dPricedVol1,dPricedVol2,dPricedCorr,dPricedSpot1,dPricedSpot2,gamma_spot1,gamma_spot2,smooth_price_time,smooth_risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_dPricedSpot1,smooth_dPricedSpot2,smooth_gamma_spot1,smooth_gamma_spot2,aadc_price_time,aadc_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_dPricedSpot1,aadc_dPricedSpot2,aadc_gamma_spot1,aadc_gamma_spot2
0.3,0.041286,0.413589,989.695,-319.483,-551.467,-1.16973,0.0629533,3.24298,8.79194e-05,-0.48628,0.048938,0.48477,991.032,-407.134,-574.604,12.7751,0.0666536,3.26471,-0.000283738,-0.159317,0.08627,0.08627,991.032,-406.705,-574.842,12.721,0.0663303,3.27003,-0.000300661,-0.155159
0.312,0.041707,0.413283,990.742,-418.961,-493.419,17.9273,0.0428598,3.10042,-0.00102411,-0.540889,0.048658,0.486508,991.299,-357.554,-566.219,17.1551,0.0530179,3.27805,-0.000289243,-0.173528,0.098157,0.098157,991.299,-357.297,-566.37,17.1533,0.0528177,3.27598,-0.000302963,-0.166154
0.324,0.044462,0.441186,991.46,-553.612,-480.313,-22.9216,0.0632424,3.36069,-0.000500034,-0.912694,0.049685,0.486344,991.886,-418.435,-572.636,13.8481,0.0678633,3.25345,-0.000335908,-0.159034,0.086781,0.086781,991.886,-418.769,-572.473,13.8565,0.0679042,3.24781,-0.000303914,-0.163723
0.336,0.044764,0.449828,991.941,-420.379,-643.125,13.5334,0.0624178,3.30292,0.000853715,-0.040729,0.049778,0.506688,993.335,-384.388,-577.831,16.5491,0.0646332,3.31526,-0.000239388,-0.179968,0.089961,0.089961,993.335,-384.221,-577.973,16.5759,0.0646178,3.31583,-0.000291594,-0.185174
0.348,0.050172,0.420584,994.158,-389.047,-634.751,25.1063,0.0580427,3.91342,-0.000741051,-0.0954032,0.050015,0.490685,995.454,-399.656,-573.642,17.4142,0.057746,3.35999,-0.000286558,-0.158853,0.086426,0.086426,995.454,-399.956,-573.418,17.4383,0.0577261,3.36251,-0.000291347,-0.153859
0.36,0.041522,0.411937,993.925,-397.179,-567.971,-11.0681,0.0454011,3.43352,-0.00167532,-0.155199,0.048585,0.496392,994.533,-374.545,-563.413,16.759,0.0532819,3.29758,-0.000318507,-0.166286,0.098467,0.098467,994.533,-374.867,-563.202,16.7726,0.0532829,3.29357,-0.000306466,-0.172735
0.372,0.08001,0.423917,994.905,-347.461,-562.939,61.9154,0.056734,3.20573,-0.00094507,-0.324567,0.050943,0.523512,996.007,-369.901,-566.746,15.5149,0.0535091,3.16365,-0.000268338,-0.163639,0.087093,0.087093,996.007,-370.118,-566.549,15.5378,0.0535896,3.16119,-0.000293107,-0.164225
0.384,0.041626,0.41673,994.437,-416.208,-681.328,50.6532,0.0653548,3.41803,-0.0014641,0.532486,0.052821,0.483035,995.532,-368.07,-580.38,13.9141,0.0559441,3.33842,-0.000341683,-0.165725,0.08707,0.08707,995.532,-367.857,-580.479,13.9137,0.0555498,3.3439,-0.000311248,-0.180467
0.396,0.044705,0.406246,996.046,-433.459,-575.851,-2.80309,0.0682355,2.78056,-0.00252277,-0.111079,0.048707,0.473987,996.293,-394.672,-542.52,13.4233,0.0658474,3.05184,-0.000331935,-0.185115,0.092124,0.092124,996.293,-394.68,-542.504,13.4385,0.0659367,3.04479,-0.000282848,-0.185151
0.408,0.073432,0.852089,993.13,-349.191,-604.615,16.573,0.0501691,3.20723,-0.000680557,-0.215153,0.048938,0.506661,993.996,-368.018,-576.61,18.0289,0.0540467,3.33063,-0.000285243,-0.190431,0.093313,0.093313,993.996,-368.395,-576.485,18.007,0.0542998,3.3218,-0.000294247,-0.172046
0.42,0.048145,0.442296,994.682,-287.23,-505.325,56.7748,0.0394784,3.58364,-0.000582179,0.556957,0.048292,0.4926,995.682,-345.966,-569.363,19.1681,0.0493486,3.3118,-0.000221858,-0.177677,0.084889,0.084889,995.682,-345.798,-569.449,19.1221,0.04912,3.31436,-0.00025394,-0.1665
0.432,0.042369,0.4132,995.212,-471.981,-546.27,8.78448,0.0550759,3.01715,0.000556198,0.324241,0.048306,0.488542,997.137,-349.547,-551.985,16.6085,0.0492785,3.08741,-0.000213011,-0.117956,0.085737,0.085737,997.137,-349.512,-552.025,16.6239,0.0491528,3.08983,-0.000261666,-0.143475
0.444,0.041619,0.472806,996.223,-347.529,-574.27,-16.6321,0.0562631,3.71882,0.000440227,-0.102956,0.046492,0.458915,997.257,-342.354,-581.13,18.9085,0.0499614,3.38801,-0.000244879,-0.17315,0.082062,0.082062,997.257,-342.277,-581.309,18.8176,0.050026,3.38846,-0.000293151,-0.166714
0.456,0.173871,0.714889,997.206,-361.283,-520.467,9.566,0.0582896,3.04957,0.000609561,0.00309767,0.049355,0.486175,998.035,-364.09,-539.118,16.6147,0.0553841,3.13746,-0.000231756,-0.205845,0.101075,0.101075,998.035,-364.15,-539.04,16.6295,0.0553667,3.13343,-0.000262891,-0.179768
0.468,0.068302,0.425234,993.637,-353.893,-579.457,-37.352,0.0422984,3.573,-0.0010659,0.398309,0.04936,0.478232,994.871,-340.882,-577.452,17.3407,0.0480855,3.32084,-0.000272699,-0.175711,0.085478,0.085478,994.871,-340.825,-577.492,17.3293,0.0479247,3.32044,-0.000265811,-0.176999
0.48,0.040378,0.431741,996.938,-340.179,-614.809,16.1613,0.0298568,2.93413,-0.000839624,-0.380586,0.04917,0.487159,997.933,-327.203,-571.244,14.6883,0.0405097,3.12854,-0.000223045,-0.117272,0.090615,0.090615,997.933,-327.236,-571.245,14.688,0.0402071,3.12642,-0.000255928,-0.146739
0.492,0.04546,0.404001,998.441,-291.62,-587.228,27.0719,0.0344648,3.10781,-0.00044896,-0.403936,0.045408,0.516938,999.327,-332.242,-562.444,22.896,0.0470856,3.25177,-0.000279098,-0.160432,0.113905,0.113905,999.327,-332.136,-562.522,22.902,0.0467137,3.25393,-0.00026285,-0.181222
0.504,0.040226,0.401631,994.613,-346.669,-588.482,34.2946,0.0422527,3.31695,-0.00107651,-0.261192,0.047457,0.386354,995.41,-321.584,-562.448,24.1621,0.0446649,3.28817,-0.000323761,-0.150134,0.079003,0.079003,995.41,-321.928,-562.273,24.1948,0.0447721,3.2822,-0.00027997,-0.149482
0.516,0.041691,0.41899,998.819,-353.002,-535.677,12.7072,0.040591,3.27568,0.00109704,-0.0597638,0.04897,0.489776,999.825,-328.212,-560.349,20.1388,0.0467488,3.17757,-0.000230548,-0.189703,0.137387,0.137387,999.825,-327.962,-560.534,20.1208,0.0465505,3.17891,-0.000280658,-0.183291
0.528,0.041866,0.406685,995.059,-390.481,-486.344,43.956,0.0435639,2.88971,-0.000684108,-0.348323,0.04624,0.482861,995.968,-316.89,-537.528,10.9828,0.0444964,2.99395,-0.000207577,-0.141045,0.084808,0.084808,995.968,-317.026,-537.44,10.9859,0.0444858,2.99302,-0.00023559,-0.163989
0.54,0.034087,0.384911,997.102,-289.69,-568.077,82.0615,0.0365376,3.58908,-0.000449906,-0.586048,0.030937,0.460699,998.171,-323.317,-567.914,19.6541,0.0460195,3.26366,-0.000250399,-0.150506,0.084332,0.084332,998.171,-323.257,-567.919,19.6616,0.0460877,3.26407,-0.000247773,-0.164192
0.552,0.040933,0.404037,995.041,-430.736,-587.7,72.4143,0.0465002,3.49586,-0.00211368,-0.31851,0.041751,0.378536,995.898,-306.012,-569.741,26.7592,0.0415827,3.34478,-0.000213775,-0.174827,0.298611,0.298611,995.898,-306.249,-569.662,26.7748,0.0418284,3.33991,-0.000216957,-0.169809
0.564,0.039384,0.400107,999.82,-299.716,-664.831,59.1846,0.0286978,3.35206,-0.000649718,0.492655,0.046656,0.485781,1001.02,-305.055,-541.243,19.4287,0.0426399,2.99374,-0.000230601,-0.166122,0.083835,0.083835,1001.02,-305.229,-541.151,19.4428,0.0425597,2.99361,-0.000230278,-0.158521
0.576,0.091596,0.725676,998.914,-303.764,-506.625,65.8876,0.0278429,3.21819,-0.00112306,0.0519073,0.047935,0.446901,1000.01,-304.876,-547.085,21.5094,0.0380893,3.12092,-0.000221495,-0.164271,0.108073,0.108073,1000.01,-305.47,-546.85,21.5165,0.0379804,3.11771,-0.000223249,-0.171981
0.588,0.042499,0.448238,994.421,-261.638,-518.185,42.399,0.0458773,3.09738,0.000186655,1.11655,0.048752,0.486275,996.548,-282.225,-551.561,27.6805,0.042647,3.17455,-0.000231136,-0.147186,0.096107,0.096107,996.548,-282.036,-551.707,27.6369,0.0427014,3.17352,-0.000189377,-0.155686
0.6,0.040071,0.410835,993.579,-351.887,-751.635,13.1434,0.0281518,3.47085,-0.000353431,-0.211101,0.049302,0.441603,994.575,-293.1,-576.889,19.8656,0.039414,3.31826,-0.000249043,-0.161425,0.116607,0.116607,994.575,-293.369,-576.67,19.9315,0.0390184,3.32231,-0.000262117,-0.174497
0.612,0.069974,0.424532,996.508,-330.499,-548.825,3.17356,0.0466514,3.1192,0.000213684,-1.35145,0.048135,0.483106,997.492,-281.901,-550.885,22.1765,0.0396248,3.06678,-0.000245068,-0.142059,0.08091,0.08091,997.492,-282.382,-550.577,22.2132,0.0398196,3.06243,-0.000248286,-0.179695
0.624,0.040887,0.41063,995.807,-372.031,-616.328,16.7289,0.0427353,3.48132,0.000590256,-0.142389,0.048449,0.488619,997.083,-291.978,-559.28,24.7052,0.0388222,3.19397,-0.00020329,-0.138901,0.132581,0.132581,997.083,-292.332,-559.069,24.7265,0.0388227,3.19234,-0.000257477,-0.155327
0.636,0.091525,0.806556,999.775,-290.088,-561.811,-7.51994,0.0480117,3.26218,-0.00107125,0.136421,0.094586,0.663943,1000.09,-281.554,-546.546,22.7681,0.0374957,3.07806,-0.000226041,-0.222425,0.127123,0.127123,1000.09,-281.834,-546.528,22.7164,0.037779,3.07146,-0.000236714,-0.196073
0.648,0.075114,0.692607,1002.28,-275.358,-506.32,28.9643,0.0290304,3.43606,0.000729968,-0.129612,0.049607,0.710796,1003.26,-268.919,-535.518,22.4712,0.0331937,3.07379,-0.000185436,-0.187818,0.133574,0.133574,1003.26,-269.003,-535.441,22.4681,0.0331088,3.07635,-0.000214323,-0.187741
0.66,0.042914,0.383512,994.818,-230.074,-538.613,23.249,0.0342987,3.15341,-0.000714011,-0.139162,0.049203,0.494975,995.495,-264.893,-546.264,21.8059,0.0380301,3.05956,-0.000218171,-0.175202,0.08404,0.08404,995.495,-265.221,-546.075,21.8175,0.0381767,3.05226,-0.000209117,-0.181431
0.672,0.042443,0.415361,997.797,-252.288,-569.919,31.5086,0.0351267,3.20264,-0.00225292,-0.480185,0.046741,0.482368,998.36,-263.925,-557.41,23.7772,0.0377598,3.15157,-0.000129068,-0.151606,0.084869,0.084869,998.36,-263.882,-557.432,23.7773,0.037612,3.15061,-0.000220581,-0.16646
0.684,0.041575,0.415263,999.706,-190.144,-547.53,28.9872,0.0220012,3.54799,0.000891252,0.474089,0.04862,0.486532,1001.22,-232.186,-545.572,30.0535,0.0274327,3.18401,-0.000167037,-0.120058,0.083018,0.083018,1001.22,-232.008,-545.702,30.0326,0.0272085,3.19108,-0.00020486,-0.158985
0.696,0.042383,0.423963,998.192,-288.785,-472.758,26.8556,0.0313214,3.41864,-0.000578756,0.267281,0.050087,0.490066,999.724,-242.848,-556.885,25.4057,0.0287339,3.15812,-0.000113123,-0.149566,0.084345,0.084345,999.724,-242.915,-556.776,25.4805,0.0287447,3.15979,-0.000171933,-0.1702
0.708,0.042605,0.424583,999.207,-264.542,-515.469,2.44796,0.0279396,2.79641,9.552e-05,0.961179,0.050906,0.492302,1000.89,-240.83,-550.944,16.1991,0.031067,3.04032,-0.000148673,-0.139865,0.064002,0.064002,1000.89,-241.105,-550.835,16.2515,0.0310889,3.03516,-0.000165182,-0.172978
0.72,0.041968,0.443241,998.628,-133.901,-599.55,35.5276,0.0122912,3.13673,0.000584657,-0.493737,0.049051,0.489031,999.851,-211.842,-548.089,21.5609,0.0229898,3.12836,-0.000107915,-0.143264,0.102717,0.102717,999.851,-211.69,-548.245,21.4897,0.022755,3.12989,-0.000176257,-0.158237
0.732,0.044715,0.425197,1003.3,-337.308,-572.765,37.923,0.020013,3.58364,-0.000564248,-0.135834,0.049454,0.507471,1003.8,-206.278,-556.952,28.3561,0.0249947,3.18559,-0.000210676,-0.203203,0.094503,0.094503,1003.8,-206.486,-556.87,28.3553,0.0248361,3.18994,-0.000198495,-0.17453
0.744,0.04119,0.408796,1003.83,-177.156,-508.015,23.1926,0.0205448,3.18364,-0.000223472,-0.976863,0.048113,0.480131,1004.25,-216.384,-531.418,26.3461,0.0216771,3.03408,-0.00022008,-0.156433,0.080253,0.080253,1004.25,-216.105,-531.631,26.2882,0.0214824,3.03483,-0.000178265,-0.166729
0.756,0.041962,0.429107,999.181,-230.165,-565.087,24.0312,0.0307042,3.4025,0.000440553,0.257016,0.050058,0.438819,1000.22,-217.377,-535.536,23.2797,0.0272317,2.98705,-0.000138736,-0.175158,0.055555,0.055555,1000.22,-217.379,-535.483,23.3211,0.027187,2.98924,-0.00016807,-0.159652
0.768,0.028,0.428158,1002.49,-210.307,-444.582,17.7661,0.0271303,3.2077,-0.000230335,-0.58846,0.049585,0.451603,1002.95,-196.782,-550.834,28.7004,0.0240529,3.18756,-7.74277e-05,-0.189482,0.080366,0.080366,1002.95,-196.881,-550.743,28.7136,0.0240942,3.18605,-0.000155481,-0.189263
0.78,0.041619,0.418285,1003.8,-183.6,-454.846,-19.3893,0.010216,2.98664,-0.000571554,-0.571625,0.048406,0.507318,1004.22,-192.601,-514.574,15.6459,0.0128959,2.86148,-3.1853e-05,-0.149833,0.086537,0.086537,1004.22,-192.844,-514.502,15.6375,0.0129025,2.85723,-0.000100735,-0.147805
0.792,0.042873,0.42619,1002.91,-177.523,-534.485,17.0441,0.0139129,3.30449,-0.00156605,-0.565243,0.049996,0.502421,1003.48,-176.932,-542.45,27.6902,0.0149775,3.05146,-0.00015116,-0.169395,0.08405,0.08405,1003.48,-177.374,-542.137,27.8095,0.0149216,3.04608,-0.000153044,-0.164461
0.804,0.043041,0.426249,999.227,-155.676,-531.42,45.1697,0.031768,2.95205,-0.00110102,0.417584,0.049185,0.511195,1000.73,-171.467,-553.306,25.2527,0.0233406,3.15425,-0.000136575,-0.141861,0.096795,0.096795,1000.73,-171.451,-553.401,25.1767,0.023449,3.15454,-0.000130061,-0.161364
0.816,0.042293,0.413371,1004.39,-152.517,-470.73,-23.9131,0.0171757,3.08932,-0.000336272,-0.502603,0.049787,0.49347,1005.31,-162.483,-549.325,31.0409,0.0184314,3.2227,-0.000141595,-0.153175,0.080222,0.080222,1005.31,-162.696,-549.266,31.0397,0.0185589,3.22004,-0.000156009,-0.165898
0.828,0.041413,0.412639,999.791,-188.197,-469.799,-19.0887,-0.00327228,3.37616,0.000723819,0.977602,0.047955,0.464262,1001.26,-138.922,-562.489,29.2974,0.00843888,3.17365,-8.04134e-05,-0.183821,0.082562,0.082562,1001.26,-138.836,-562.591,29.2433,0.00833307,3.16962,-0.000104549,-0.164525
