corr,price_time,risk_time,price,dPricedVol1,dPricedVol2,dPricedCorr,dPricedSpot1,dPricedSpot2,gamma_spot1,gamma_spot2,smooth_price_time,smooth_risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_dPricedSpot1,smooth_dPricedSpot2,smooth_gamma_spot1,smooth_gamma_spot2,aadc_price_time,aadc_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_dPricedSpot1,aadc_dPricedSpot2,aadc_gamma_spot1,aadc_gamma_spot2
0.3,2.0751,20.2409,991.672,-416.722,-585.907,15.3683,0.0572552,3.32571,-0.00039259,-0.187074,2.37774,24.2316,991.659,-417.647,-586.332,17.7485,0.0570825,3.3328,-0.000355955,-0.171416,4.18509,4.18509,991.659,-417.03,-586.771,17.7683,0.0573712,3.36549,-0.0003238,-0.168303
0.312,2.07327,20.729,991.869,-414.008,-581.327,18.6088,0.0563641,3.33383,-0.000382551,-0.25332,2.41236,24.1044,991.858,-413.642,-582.196,16.4113,0.0563141,3.33626,-0.00034351,-0.221432,4.13053,4.13053,991.858,-413.189,-582.177,16.4051,0.0566679,3.31086,-0.000320845,-0.170638
0.324,2.05106,20.4833,992.047,-410.741,-572.173,18.8003,0.0555937,3.34725,-0.000369339,-0.206533,2.3873,24.4807,992.048,-409.825,-574.241,15.9504,0.0555506,3.33658,-0.000336017,-0.19856,4.16911,4.16911,992.048,-409.408,-573.446,15.9649,0.0560337,3.29519,-0.000321059,-0.169838
0.336,2.07557,20.7504,992.246,-406.385,-577.219,14.3795,0.0548915,3.35251,-0.00035939,-0.230365,2.38409,24.0952,992.256,-406.338,-581.228,19.4712,0.0548385,3.33841,-0.000335126,-0.231578,4.14845,4.14845,992.256,-405.881,-581.311,19.4349,0.0552659,3.35278,-0.000318995,-0.164905
0.348,2.03987,20.264,992.499,-403.238,-585.824,12.7082,0.0542974,3.33197,-0.000363406,-0.326064,2.39551,24.4523,992.481,-402.471,-584.025,15.5109,0.0541254,3.33271,-0.000330721,-0.272577,4.1695,4.1695,992.481,-401.998,-584.318,15.4866,0.054593,3.31452,-0.000314647,-0.158523
0.36,2.05385,20.5909,992.668,-399.011,-581.32,16.0386,0.0534051,3.31513,-0.000359861,-0.199721,2.42466,23.9119,992.671,-398.345,-581.153,15.9853,0.0532904,3.30972,-0.000324979,-0.205394,4.11911,4.11911,992.671,-397.969,-580.795,15.9805,0.0538712,3.28064,-0.000310769,-0.157473
0.372,2.02512,20.3649,992.878,-395.681,-565.804,22.1568,0.052797,3.30855,-0.000346086,-0.189424,2.39091,24.4874,992.877,-394.291,-571.998,17.804,0.0524459,3.30108,-0.000324693,-0.192973,4.16981,4.16981,992.877,-393.913,-571.394,17.7869,0.0530901,3.23898,-0.00030685,-0.155684
0.384,2.02813,20.1786,993.091,-389.564,-573.642,22.0848,0.0516503,3.29492,-0.000349614,-0.2258,2.35033,23.2931,993.087,-388.489,-570.978,17.9638,0.0514531,3.28555,-0.000322822,-0.213656,4.11817,4.11817,993.087,-387.999,-571.056,18.043,0.0517979,3.23201,-0.000305997,-0.164772
0.396,1.97868,18.8002,993.292,-383.449,-570.845,18.803,0.0506591,3.28136,-0.000340275,-0.248989,1.48617,14.7583,993.29,-383.54,-571.189,16.893,0.0504921,3.27013,-0.000316338,-0.224722,2.66449,2.66449,993.29,-382.819,-571.521,16.9053,0.0506686,3.26754,-0.000303823,-0.167249
0.408,1.28014,12.8235,993.499,-379.485,-581.009,15.3505,0.0497294,3.26279,-0.000344123,-0.200589,1.46034,14.6296,993.491,-379.206,-576.947,15.7779,0.0496437,3.25718,-0.000314803,-0.186412,2.67346,2.67346,993.491,-378.165,-577.21,15.8017,0.0496857,3.25467,-0.000301203,-0.171174
