spot1-noisy,price_time,risk_time,price,dPricedVol1,dPricedVol2,dPricedCorr,dPricedSpot1,dPricedSpot2,gamma_spot1,gamma_spot2,smooth_price_time,smooth_risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_dPricedSpot1,smooth_dPricedSpot2,smooth_gamma_spot1,smooth_gamma_spot2,aadc_price_time,aadc_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_dPricedSpot1,aadc_dPricedSpot2,aadc_gamma_spot1,aadc_gamma_spot2
1047.58,0.737625,8.56809,537.634,173.599,-53.1922,24.9727,0.643878,0.191705,0.000361161,-0.00071909,0.625253,9.6959,540.019,180.461,-45.0525,16.8122,0.64767,0.190954,0.000617067,-0.0138629,1.31235,1.31235,540.019,180.481,-44.9969,16.8083,0.647663,0.191426,0.000461088,-0.0139688
1089.48,0.952492,9.20519,565.055,164.72,-60.4225,22.4962,0.671987,0.243803,0.00228264,-0.0336404,0.714884,10.5339,567.629,169.338,-57.019,20.9655,0.67215,0.248162,0.000413489,-0.0177953,2.1119,2.1119,567.629,169.342,-56.9667,20.9635,0.672208,0.24885,0.000439364,-0.0173849
1131.38,0.903885,9.44251,592.497,128.437,-73.7966,30.854,0.690043,0.30149,-0.000954601,-0.0185489,0.557551,6.45632,595.106,137.301,-72.7924,25.9366,0.689869,0.319186,0.000366196,-0.0217498,2.20209,2.20209,595.106,137.327,-72.7224,25.9026,0.690116,0.318532,0.000385556,-0.0217438
1173.28,0.941833,9.26327,622.821,137.581,-90.8722,33.1857,0.702068,0.425301,-0.00103359,-0.0172971,1.36113,9.12362,625.509,94.0137,-94.2763,34.1438,0.70725,0.432697,0.000213495,-0.0288909,1.70596,1.70596,625.509,94.0137,-94.3133,34.148,0.707072,0.433995,0.000316411,-0.0287938
1215.19,0.602915,9.66389,653.031,53.0533,-111.769,39.1794,0.721344,0.530881,0.000497081,-0.0942156,1.01727,9.58507,655.897,34.9481,-113.621,39.4426,0.721988,0.535368,0.000343162,-0.0360193,2.14548,2.14548,655.897,34.902,-113.498,39.4473,0.722016,0.533762,0.000229373,-0.0361403
1257.09,0.534502,4.33671,683.011,-43.8788,-139.693,47.07,0.7277,0.652445,-0.000603352,-0.0662916,0.570888,5.38936,685.798,-47.2134,-137.613,45.4839,0.722397,0.65753,0.000142932,-0.0483846,0.873912,0.873912,685.798,-47.2271,-137.515,45.4716,0.722747,0.655005,0.000105541,-0.0424016
1298.99,0.50391,5.00048,712.315,-130.055,-166.954,58.0459,0.731717,0.795896,0.000336508,-0.123426,0.569816,5.75535,715.001,-136.47,-164.983,52.1425,0.726011,0.803497,-7.70906e-05,-0.0531304,1.41198,1.41198,715.001,-136.503,-164.934,52.1593,0.726248,0.801228,-5.64147e-05,-0.0490265
1340.9,0.526491,4.92371,746.889,-215.026,-199.168,61.291,0.73135,0.966785,-0.000269822,0.0472154,0.561625,6.62973,749.321,-233.722,-194.332,60.4886,0.724261,0.976866,-0.000513204,-0.0611426,1.68965,1.68965,749.321,-233.689,-194.526,60.5156,0.724524,0.977744,-0.000355633,-0.0571468
1382.8,0.454847,4.37702,773.899,-337.358,-238.67,68.7218,0.705681,1.14816,-0.00111562,-0.0621635,0.538209,5.08145,776.111,-346.744,-224.845,64.9883,0.700111,1.13951,-0.000461689,-0.0734943,0.841758,0.841758,776.111,-346.722,-224.862,64.9698,0.700125,1.13887,-0.000570338,-0.0718347
1424.7,0.371185,5.88081,804.292,-458.632,-262.42,68.7761,0.684295,1.36254,4.8597e-06,-0.208498,0.507737,5.05231,806.14,-453.459,-260.198,72.1038,0.675695,1.34268,-0.000908813,-0.0740358,0.828452,0.828452,806.14,-453.454,-260.063,72.1054,0.675961,1.34126,-0.00086877,-0.0799874
