corr-noisy,price_time,risk_time,price,dPricedVol1,dPricedVol2,dPricedCorr,dPricedSpot1,dPricedSpot2,gamma_spot1,gamma_spot2,smooth_price_time,smooth_risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_dPricedSpot1,smooth_dPricedSpot2,smooth_gamma_spot1,smooth_gamma_spot2,aadc_price_time,aadc_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_dPricedSpot1,aadc_dPricedSpot2,aadc_gamma_spot1,aadc_gamma_spot2
0.3,1.23813,8.71535,991.298,-451.394,-599.125,14.4039,0.0585532,3.35182,-0.000505024,-0.075103,1.73211,7.31312,991.381,-420.855,-584.289,17.9045,0.0582684,3.37871,-0.000337208,-0.174924,1.23848,1.23848,991.381,-420.672,-584.468,17.8952,0.0591983,3.38845,-0.000300641,-0.157128
0.312,0.766803,5.72297,991.131,-406.006,-572.483,16.8449,0.0519994,3.267,-0.000563196,-0.245603,0.704224,8.25221,991.219,-404.347,-578.619,13.3445,0.0546912,3.27372,-0.000425898,-0.152037,1.12426,1.12426,991.219,-404.499,-578.558,13.3241,0.0541009,3.23714,-0.000316731,-0.169006
0.324,0.792273,5.36046,991.206,-416.82,-581.767,6.92711,0.0590238,3.38253,-0.000439575,-0.189204,0.513268,7.71274,991.25,-421.474,-585.033,16.2391,0.059199,3.38464,-0.000455538,-0.156289,1.67984,1.67984,991.25,-421.592,-585.068,16.2411,0.0587679,3.38767,-0.000311499,-0.174301
0.336,0.468313,4.68189,992.248,-420.786,-589.511,29.9476,0.0567594,3.39698,0.000486282,-0.198869,0.49482,5.44526,992.46,-412.386,-590.508,16.4627,0.059793,3.38674,-0.000137906,-0.184512,0.931723,0.931723,992.46,-412.222,-590.593,16.4562,0.0602104,3.40707,-0.000299109,-0.159922
0.348,0.47007,4.58625,992.828,-396.864,-650.997,14.4268,0.0555149,3.41828,-0.000723727,-0.160475,0.570238,6.1976,992.872,-412.724,-591.476,18.0629,0.0568472,3.38218,-0.000361395,-0.170242,1.3474,1.3474,992.872,-412.847,-591.53,18.067,0.0553409,3.39098,-0.000294464,-0.169126
0.36,0.688383,5.14065,992.003,-434.759,-587.737,25.7145,0.0489085,3.41353,-0.000343684,-0.147511,0.591001,5.71639,992.111,-397.518,-587.873,15.8598,0.0532064,3.33061,-0.000308898,-0.128077,0.866308,0.866308,992.111,-397.639,-587.912,15.867,0.052592,3.32552,-0.00024788,-0.157878
0.372,0.450236,5.63347,992.304,-388.161,-613.703,35.5364,0.0516581,3.32678,-0.000388767,-0.271152,0.618311,6.12582,992.348,-396.361,-585.218,16.1033,0.0535053,3.30967,-0.000367972,-0.22107,0.860554,0.860554,992.348,-396.597,-585.118,16.1192,0.0526187,3.31563,-0.00028766,-0.173773
0.384,0.693996,5.7041,994.108,-398.57,-551.787,0.376452,0.0599608,3.2537,-0.000981184,-0.377154,0.966195,6.07083,994.072,-392.47,-564.079,14.627,0.0570629,3.25367,-0.000392431,-0.182253,0.972421,0.972421,994.072,-392.246,-564.149,14.6157,0.0578393,3.24923,-0.000295227,-0.180777
0.396,0.607423,4.56095,993.344,-389.568,-594.09,13.4622,0.0534593,3.23404,-0.000411286,-0.0430187,0.522163,9.65871,993.483,-382.074,-574.749,15.4288,0.0550086,3.27062,-0.000288543,-0.126456,0.831533,0.831533,993.483,-381.957,-574.769,15.4338,0.0540759,3.26591,-0.000291367,-0.163524
0.408,0.458667,4.41886,993.518,-345.74,-569.643,18.6106,0.0546725,3.20937,0.000102651,0.0162754,0.51981,5.01812,993.703,-384.189,-571.811,20.687,0.0539116,3.27501,-0.000199002,-0.157912,0.846877,0.846877,993.703,-384.05,-571.87,20.6676,0.0534984,3.26946,-0.000286227,-0.161267
0.42,0.439607,6.31064,993.219,-366.977,-562.494,19.1995,0.0514864,3.33835,-0.000543621,-0.218812,1.14365,7.71424,993.257,-370.275,-575.88,18.7421,0.0508362,3.33356,-0.000293105,-0.201346,0.844652,0.844652,993.257,-370.04,-576,18.7049,0.0505764,3.32424,-0.000287803,-0.162404
0.432,0.809853,6.13958,993.983,-385.042,-604.581,14.6345,0.0472368,3.36619,-0.000247623,0.0929821,1.30166,6.13137,994.14,-379.084,-582.123,17.8136,0.048333,3.33055,-0.000278487,-0.114429,0.956478,0.956478,994.14,-379.411,-582.125,17.8139,0.0478225,3.3535,-0.000301444,-0.153565
0.444,0.442925,4.28686,993.877,-395.681,-577.685,10.2261,0.0532356,3.30077,-0.000292328,-0.088252,0.493578,4.97902,993.931,-381.572,-571.617,16.2375,0.0523667,3.2202,-0.000288094,-0.186286,0.80285,0.80285,993.931,-381.719,-571.574,16.2219,0.0518038,3.20784,-0.000268539,-0.172036
0.456,0.429392,4.31761,994.629,-401.479,-573.112,20.5959,0.0509156,3.32072,-0.000319724,-0.0607407,0.498801,7.29889,994.75,-368.852,-566.894,18.5639,0.0512051,3.29156,-0.000248294,-0.145677,0.830563,0.830563,994.75,-369.246,-566.752,18.5701,0.0523022,3.29067,-0.000271756,-0.184001
