corr,price_time,risk_time,price,dPricedVol1,dPricedVol2,dPricedCorr,dPricedSpot1,dPricedSpot2,gamma_spot1,gamma_spot2,smooth_price_time,smooth_risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_dPricedSpot1,smooth_dPricedSpot2,smooth_gamma_spot1,smooth_gamma_spot2,aadc_price_time,aadc_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_dPricedSpot1,aadc_dPricedSpot2,aadc_gamma_spot1,aadc_gamma_spot2
0.3,4.16296,41.4301,991.659,-414.912,-587.991,17.0317,0.0584389,3.32412,-0.000316797,-0.113376,4.85732,48.5992,993.867,-383.824,-560.238,13.951,0.0628348,3.2248,-0.000293692,-0.163112,8.35134,8.35134,993.867,-383.823,-560.235,13.9525,0.062733,3.22358,-0.000302527,-0.164103
0.312,4.17748,41.5088,991.833,-411.772,-587.029,19.3486,0.0575765,3.32402,-0.000310407,-0.126778,4.85291,48.3687,994.036,-380.229,-559.094,14.2547,0.062069,3.21689,-0.000291966,-0.163437,8.32429,8.32429,994.036,-380.274,-559.074,14.258,0.0619794,3.21538,-0.00030025,-0.164135
0.324,4.13638,41.2627,992.015,-407.553,-569.421,15.9767,0.0566641,3.3318,-0.000297547,-0.126812,4.8473,48.3834,994.209,-376.517,-558.072,14.5315,0.0612976,3.2091,-0.000288871,-0.163218,8.39635,8.39635,994.209,-376.532,-558.064,14.5338,0.0611874,3.20805,-0.000298016,-0.164125
0.336,4.15298,40.8899,992.21,-402.83,-579.825,12.3621,0.0558425,3.34051,-0.000291702,-0.129127,4.75288,36.6935,994.385,-372.897,-556.962,14.85,0.0605129,3.20152,-0.000285927,-0.163178,5.51143,5.51143,994.385,-372.932,-556.947,14.8502,0.0604238,3.20005,-0.000295481,-0.163981
0.348,2.70048,26.4809,992.432,-398.546,-582.347,14.9559,0.0551188,3.33881,-0.00029065,-0.147138,2.89725,28.908,994.565,-369.124,-555.96,15.1158,0.0597198,3.19395,-0.000284644,-0.163987,5.50687,5.50687,994.565,-369.126,-555.965,15.1162,0.0596192,3.19272,-0.000293115,-0.163942
0.36,2.542,25.457,992.644,-394.431,-582.398,18.8031,0.0543005,3.32954,-0.000287856,-0.155835,2.88743,28.8412,994.748,-365.23,-555.019,15.3463,0.0589106,3.18651,-0.000282158,-0.164215,5.50035,5.50035,994.748,-365.202,-555.041,15.3448,0.0587963,3.18552,-0.000290617,-0.163925
0.372,2.53848,25.4333,992.853,-391.04,-571.608,21.2797,0.0535064,3.32898,-0.00027894,-0.151563,2.89375,28.818,994.933,-361.314,-554.076,15.5768,0.0580943,3.17905,-0.000278864,-0.164007,5.50896,5.50896,994.933,-361.314,-554.075,15.5773,0.0579766,3.1781,-0.000288127,-0.163944
0.384,2.5399,25.4491,993.062,-385.99,-583.584,22.0326,0.052484,3.325,-0.000276606,-0.163401,2.88269,28.8606,995.122,-357.497,-553.044,15.8359,0.0572763,3.1716,-0.000275407,-0.163569,5.51596,5.51596,995.122,-357.498,-553.043,15.8355,0.0571757,3.17027,-0.000285384,-0.163835
0.396,2.54088,25.4219,993.266,-380.551,-575.705,16.7005,0.0514694,3.30816,-0.000273644,-0.18086,2.8883,28.8151,995.313,-353.527,-552.124,16.0773,0.0564489,3.16442,-0.000273037,-0.163519,5.53452,5.53452,995.313,-353.507,-552.142,16.0749,0.0563408,3.16327,-0.000282807,-0.163869
0.408,2.54159,25.422,993.494,-376.189,-573.232,15.4201,0.0506203,3.28767,-0.000273426,-0.215507,2.88221,28.8295,995.508,-349.52,-551.232,16.3418,0.0556135,3.15745,-0.000270734,-0.163474,5.51566,5.51566,995.508,-349.542,-551.218,16.3437,0.0555099,3.15625,-0.000280231,-0.163723
