vol1-noisy,price_time,risk_time,price,dPricedVol1,dPricedVol2,dPricedCorr,dPricedSpot1,dPricedSpot2,gamma_spot1,gamma_spot2,smooth_price_time,smooth_risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_dPricedSpot1,smooth_dPricedSpot2,smooth_gamma_spot1,smooth_gamma_spot2,aadc_price_time,aadc_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_dPricedSpot1,aadc_dPricedSpot2,aadc_gamma_spot1,aadc_gamma_spot2
0.1,4.85451,57.2154,1012.34,2.14738,-632.398,-17.5588,-0.083463,3.58003,0.000656409,-0.123295,7.28748,54.5615,1012.34,2.14738,-632.398,-17.5588,-0.083463,3.58003,0.000656409,-0.123295,11.8663,11.8663,1012.34,-1.49627,-251.152,-3.97124,0.000168079,1.10178,-3.49523e-06,-0.0529389
0.104,5.26251,61.2834,1012.21,-7.97528,-629.543,-17.8206,-0.0791926,3.5528,0.000553173,-0.143135,5.62379,57.4018,1012.21,-7.97528,-629.543,-17.8206,-0.0791926,3.5528,0.000553173,-0.143135,7.85594,7.85594,1012.21,-2.27498,-251.32,-4.21201,0.000264465,1.10258,-4.64481e-06,-0.0530544
0.108,4.44018,45.8668,1012.29,-17.5544,-649.786,-16.848,-0.0717412,3.55577,0.000502745,-0.0827353,4.40264,41.95,1012.29,-17.5544,-649.786,-16.848,-0.0717412,3.55577,0.000502745,-0.0827353,7.27241,7.27241,1012.29,-3.11511,-251.609,-4.32997,0.000370417,1.10435,-6.17506e-06,-0.0532575
0.112,4.26995,42.0177,1012.07,-26.2276,-630.428,-12.102,-0.0703125,3.62156,0.000445815,-0.143265,4.11869,42.1335,1012.07,-26.2276,-630.428,-12.102,-0.0703125,3.62156,0.000445815,-0.143265,7.47656,7.47656,1012.07,-4.30955,-251.737,-4.07362,0.000530829,1.10509,-8.10937e-06,-0.053282
0.116,4.2966,42.2278,1012.09,-36.9626,-609.83,-10.1185,-0.0657215,3.58522,0.000262253,-0.311326,4.29772,41.3583,1012.09,-36.9626,-609.83,-10.1185,-0.0657215,3.58522,0.000262253,-0.311326,7.56866,7.56866,1012.09,-5.81005,-251.308,-4.11047,0.000729497,1.10156,-1.00731e-05,-0.0528407
0.12,4.06951,30.5769,1011.62,-42.6218,-632.596,-18.9799,-0.0626827,3.60911,0.00018429,-0.200664,2.62251,26.4325,1011.62,-42.6218,-632.596,-18.9799,-0.0626827,3.60911,0.00018429,-0.200664,5.0634,5.0634,1011.62,-7.23986,-252.242,-3.90229,0.000936366,1.10568,-1.25435e-05,-0.0530987
0.124,2.72341,27.0605,1011.42,-65.6742,-628.467,-15.2829,-0.0593422,3.5367,0.000359317,-0.118151,2.67756,26.5394,1011.42,-65.6742,-628.467,-15.2829,-0.0593422,3.5367,0.000359317,-0.118151,5.02189,5.02189,1011.42,-9.50742,-251.491,-3.66673,0.0012511,1.10142,-1.479e-05,-0.053295
0.128,2.67041,26.7769,1011.67,-78.1192,-630.225,-5.32637,-0.0528822,3.5596,0.000190748,-0.232415,2.71708,26.7349,1011.67,-78.1192,-630.225,-5.32637,-0.0528822,3.5596,0.000190748,-0.232415,4.91336,4.91336,1011.67,-11.4623,-250.264,-3.25125,0.00154815,1.09557,-1.72706e-05,-0.0531571
0.132,2.68449,26.9542,1011.15,-92.4401,-620.306,-5.63623,-0.0497514,3.56243,0.00016254,-0.116794,2.68719,26.5437,1011.15,-92.4401,-620.306,-5.63623,-0.0497514,3.56243,0.00016254,-0.116794,5.08122,5.08122,1011.15,-13.9546,-250.774,-3.41939,0.00191982,1.09881,-2.04069e-05,-0.0530237
0.136,2.7046,26.9787,1010.78,-102.203,-624.489,-6.23949,-0.0450509,3.54363,0.00029386,-0.129859,2.68981,26.9523,1010.78,-102.203,-624.489,-6.23949,-0.0450509,3.54363,0.00029386,-0.129859,5.00878,5.00878,1010.78,-16.8407,-250.461,-2.95231,0.00236444,1.09679,-2.32945e-05,-0.0529432
