corr-noisy,price_time,risk_time,price,dPricedVol1,dPricedVol2,dPricedCorr,dPricedSpot1,dPricedSpot2,gamma_spot1,gamma_spot2,smooth_price_time,smooth_risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_dPricedSpot1,smooth_dPricedSpot2,smooth_gamma_spot1,smooth_gamma_spot2,aadc_price_time,aadc_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_dPricedSpot1,aadc_dPricedSpot2,aadc_gamma_spot1,aadc_gamma_spot2
0.3,0.355536,2.0905,991.951,-412.716,-617.819,9.80143,0.0613085,3.4465,-0.000149648,-0.242116,0.264797,2.59514,993.027,-397.86,-577.644,15.4763,0.0610236,3.3458,-0.000292909,-0.178665,0.435873,0.435873,993.027,-397.626,-577.802,15.4645,0.0608401,3.34785,-0.00030493,-0.162844
0.312,0.588986,2.56553,991.705,-385.791,-550.08,0.388297,0.0487827,3.2341,-0.00106782,-0.137525,0.24984,2.54811,992.739,-390.291,-566.164,14.0985,0.0574589,3.25738,-0.000287663,-0.159749,0.415512,0.415512,992.739,-390.41,-566.121,14.0889,0.0574745,3.25281,-0.000291538,-0.171634
0.324,0.24192,2.08221,990.865,-403.111,-605.13,9.58326,0.0573571,3.3522,0.000214555,-0.485004,0.245757,3.85718,991.701,-398.364,-571.885,13.8946,0.0616659,3.29928,-0.000290866,-0.185065,0.803394,0.803394,991.701,-398.437,-571.844,13.8998,0.0615006,3.2984,-0.000307014,-0.170223
0.336,0.541563,4.86771,992.739,-421.344,-590.307,29.2793,0.0525078,3.46393,0.000419966,-0.25829,0.473443,3.33862,993.895,-393.104,-571.744,16.983,0.0617018,3.29361,-0.000276955,-0.172311,0.410915,0.410915,993.895,-393.064,-571.795,16.9599,0.061553,3.29471,-0.000293223,-0.165394
0.348,0.506622,2.14656,991.978,-383.584,-677.121,13.2486,0.0600869,3.36594,-0.000584747,-0.117792,0.245494,2.45028,993.166,-390.487,-568.847,16.1708,0.0589141,3.25229,-0.000277359,-0.161338,0.391829,0.391829,993.166,-390.502,-568.811,16.1749,0.0588583,3.25019,-0.000288537,-0.161565
0.36,0.225181,3.16422,991.941,-464.273,-619.327,44.3291,0.0483987,3.49763,-0.000300258,-0.264497,0.507376,4.3995,993.137,-382.823,-569.149,15.8846,0.05803,3.28486,-0.000250677,-0.171578,0.603313,0.603313,993.137,-382.957,-569.084,15.8776,0.0579752,3.2831,-0.00026958,-0.164104
0.372,0.209905,2.43598,992.618,-382.225,-605.663,44.0087,0.0486211,3.33401,-2.12437e-05,-0.124275,0.252343,2.78011,993.624,-374.99,-569.684,16.5616,0.0552999,3.23239,-0.000298984,-0.169968,1.02905,1.02905,993.624,-375.023,-569.67,16.5588,0.0552493,3.2316,-0.000290576,-0.166911
0.384,0.460874,2.13928,993.345,-386.16,-538.833,-0.142286,0.0532364,3.2198,-0.00125267,-0.184036,0.20512,3.09011,994.467,-367.465,-561.472,14.9169,0.0538126,3.20781,-0.000285241,-0.154267,0.861378,0.861378,994.467,-367.468,-561.48,14.9103,0.0536732,3.20697,-0.000284666,-0.161759
0.396,0.230971,2.50557,994.107,-384.078,-569.252,4.63791,0.0604695,3.15815,-0.000607127,0.075674,0.575061,3.56387,995.223,-373.795,-559.329,13.8943,0.05927,3.1861,-0.00027583,-0.147775,1.04313,1.04313,995.223,-373.776,-559.334,13.9029,0.0592844,3.18301,-0.000290663,-0.163587
0.408,0.446013,2.82568,992.633,-345.306,-549.581,9.19369,0.0503854,3.12039,-0.000163637,0.111907,0.250605,2.56318,993.891,-365.254,-567.723,18.8424,0.0531307,3.26187,-0.000270695,-0.154811,0.49627,0.49627,993.891,-365.255,-567.737,18.8374,0.053079,3.25871,-0.00028108,-0.166492
0.42,0.252769,1.99856,992.703,-347.876,-554.855,19.6448,0.0510292,3.32126,-0.000609062,-0.172986,0.218136,2.55258,993.89,-357.538,-572.406,18.312,0.0540534,3.28035,-0.000275486,-0.164911,0.500209,0.500209,993.89,-357.604,-572.377,18.3015,0.0539822,3.27846,-0.000277302,-0.15755
0.432,0.180146,2.18448,994.105,-401.817,-649.28,55.8895,0.0460551,3.3225,-9.99478e-05,0.245475,0.26464,2.45863,995.286,-355.447,-563.143,17.1996,0.0512448,3.19778,-0.000274722,-0.166449,0.410837,0.410837,995.286,-355.575,-563.097,17.2057,0.0511359,3.19765,-0.000283613,-0.161396
0.444,0.224662,2.14892,993.926,-362.057,-566.357,2.04649,0.050728,3.29319,2.51084e-05,0.0762425,0.249768,2.52481,994.798,-359.015,-557.618,16.093,0.0528524,3.18006,-0.000249362,-0.183872,0.378516,0.378516,994.798,-358.924,-557.723,16.0623,0.0527522,3.17847,-0.000275125,-0.171261
