corr-noisy,price_time,risk_time,price,dPricedVol1,dPricedVol2,dPricedCorr,dPricedSpot1,dPricedSpot2,gamma_spot1,gamma_spot2,smooth_price_time,smooth_risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_dPricedSpot1,smooth_dPricedSpot2,smooth_gamma_spot1,smooth_gamma_spot2,aadc_price_time,aadc_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_dPricedSpot1,aadc_dPricedSpot2,aadc_gamma_spot1,aadc_gamma_spot2
0.3,54.3895,431.905,991.693,-420.353,-588.763,14.106,0.059163,3.36985,-0.000302657,-0.172274,48.0102,481.828,992.005,-415.694,-583.54,15.0674,0.0602813,3.34584,-0.000297606,-0.167669,85.6327,85.6327,992.005,-415.697,-583.542,15.0671,0.0601664,3.34474,-0.000305925,-0.168549
0.312,41.4486,412.499,991.778,-417.225,-590.383,16.9145,0.0582385,3.36539,-0.000226814,-0.194941,48.5625,477.884,992.092,-411.073,-582.76,15.4721,0.0592487,3.33771,-0.00028399,-0.167982,83.986,83.986,992.092,-411.072,-582.766,15.4711,0.0591295,3.33681,-0.000303832,-0.166768
0.324,25.9024,241.764,991.968,-414.66,-588.57,17.1808,0.0577519,3.35959,-0.000284929,-0.192768,27.4976,270.73,992.273,-407.822,-581.396,15.8811,0.0585818,3.33495,-0.000291474,-0.168975,49.6463,49.6463,992.273,-407.82,-581.403,15.8811,0.0584752,3.33369,-0.000300709,-0.168625
0.336,25.7639,257.411,992.099,-411.076,-587.245,15.3282,0.0570857,3.34452,-0.000319943,-0.163691,29.2501,292.407,992.409,-403.002,-580.849,15.7502,0.0577605,3.32276,-0.000289522,-0.165582,55.6937,55.6937,992.409,-403.013,-580.847,15.7495,0.0576767,3.32133,-0.000297471,-0.167035
0.348,23.8539,230.118,992.388,-407.258,-587.568,16.5855,0.055744,3.33331,-0.000320344,-0.184508,26.0898,260.633,992.68,-398.815,-579.149,16.1811,0.0566866,3.31694,-0.00028704,-0.167871,46.1551,46.1551,992.68,-398.813,-579.155,16.1801,0.0565804,3.31532,-0.000295449,-0.167203
0.36,22.9544,229.583,992.65,-399.726,-580.927,17.3699,0.0547722,3.32603,-0.000287638,-0.17407,26.0634,260.5,992.953,-393.641,-577.145,16.3879,0.0557814,3.30238,-0.000278182,-0.16918,46.071,46.071,992.953,-393.641,-577.148,16.3883,0.0556724,3.30082,-0.000292097,-0.166736
0.372,22.9502,229.464,992.787,-396.681,-577.173,17.6525,0.0544403,3.31869,-0.00030844,-0.16061,26.0741,260.471,993.094,-390.124,-576.704,16.8026,0.0553907,3.29946,-0.000283696,-0.164712,45.9713,45.9713,993.094,-390.126,-576.707,16.8026,0.055302,3.29819,-0.000290253,-0.167249
0.384,22.9641,229.578,992.972,-393.19,-582.867,16.1474,0.0533748,3.30234,-0.000250474,-0.15907,26.0791,260.342,993.283,-386.21,-575.279,16.98,0.0542947,3.2883,-0.000271507,-0.165127,45.9863,45.9863,993.283,-386.222,-575.273,16.9806,0.0542276,3.28662,-0.00028424,-0.167299
0.396,22.9547,229.531,993.187,-390.903,-581.097,17.3252,0.0528385,3.29768,-0.000269403,-0.169419,26.0623,260.389,993.481,-382.196,-574.098,17.2555,0.0534986,3.28034,-0.000276989,-0.167362,45.9421,45.9421,993.481,-382.208,-574.094,17.256,0.0534085,3.27889,-0.000286571,-0.166442
0.408,22.8751,229.542,993.496,-383.436,-578.025,19.7932,0.0515206,3.29139,-0.000309791,-0.159536,26.0618,260.516,993.796,-377.869,-572.44,17.5084,0.0526576,3.27349,-0.000274876,-0.165064,45.9511,45.9511,993.796,-377.853,-572.458,17.505,0.0525435,3.27248,-0.000280555,-0.167407
0.42,22.9377,229.511,993.568,-381.658,-573.605,16.9792,0.050617,3.28988,-0.000282591,-0.169717,26.0639,260.419,993.86,-371.955,-571.835,17.7575,0.0516343,3.2689,-0.000271023,-0.167618,45.9433,45.9433,993.86,-371.966,-571.833,17.7567,0.0515208,3.26795,-0.000277702,-0.166741
0.432,22.9327,229.537,993.809,-374.092,-573.587,17.5902,0.049604,3.28509,-0.000244832,-0.154201,26.0621,260.51,994.124,-367.444,-571.359,18.1932,0.050627,3.26614,-0.00026082,-0.163025,45.9678,45.9678,994.124,-367.428,-571.378,18.1909,0.0505223,3.26475,-0.000274547,-0.167354
0.444,22.9525,229.281,993.979,-374.123,-571.223,19.2648,0.0485409,3.27199,-0.000318386,-0.14962,26.0609,260.507,994.267,-363.724,-570.341,18.3809,0.0496673,3.2562,-0.000263636,-0.165395,45.955,45.955,994.267,-363.745,-570.33,18.3831,0.0495537,3.25465,-0.000270436,-0.166457
0.456,22.9367,229.539,994.282,-365.67,-574.235,18.7697,0.0478255,3.2721,-0.000283782,-0.167607,26.0607,260.493,994.565,-358.705,-568.188,18.7426,0.0487869,3.2462,-0.000257029,-0.167169,45.9537,45.9537,994.565,-358.694,-568.195,18.7434,0.0486775,3.24514,-0.000268722,-0.168151
0.468,22.8239,229.476,994.576,-360.122,-572.559,19.6604,0.0470684,3.25392,-0.000246339,-0.162977,26.0427,260.432,994.873,-354.312,-567.352,18.9904,0.0480695,3.24285,-0.000254101,-0.167506,45.9289,45.9289,994.873,-354.32,-567.346,18.9914,0.0479769,3.24103,-0.000266937,-0.167129
0.48,22.951,229.397,994.771,-357.628,-565.903,19.1431,0.0459778,3.2575,-0.000229542,-0.162959,26.0501,260.409,995.068,-349.225,-566.264,19.2087,0.0470453,3.23415,-0.000248377,-0.164891,45.9529,45.9529,995.068,-349.231,-566.262,19.2082,0.04693,3.23346,-0.000262579,-0.166996
0.492,22.9352,229.406,994.991,-350.155,-568.673,20.4499,0.0456064,3.24926,-0.000220147,-0.1334,26.0611,260.277,995.303,-344.691,-565.64,19.7576,0.0462385,3.2272,-0.000249239,-0.162505,46.2042,46.2042,995.303,-344.677,-565.654,19.7562,0.0461318,3.22582,-0.000257232,-0.166281
0.504,22.9477,229.466,995.182,-342.643,-570.315,19.6928,0.0442248,3.24546,-0.000251871,-0.180253,26.0495,260.436,995.463,-339.348,-565.226,19.9641,0.0452283,3.22742,-0.000249186,-0.165982,46.176,46.176,995.463,-339.37,-565.215,19.9659,0.0451367,3.22595,-0.000256711,-0.16632
