vol2,price_time,risk_time,price,dPricedVol1,dPricedVol2,dPricedCorr,dPricedSpot1,dPricedSpot2,gamma_spot1,gamma_spot2,smooth_price_time,smooth_risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_dPricedSpot1,smooth_dPricedSpot2,smooth_gamma_spot1,smooth_gamma_spot2,aadc_price_time,aadc_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_dPricedSpot1,aadc_dPricedSpot2,aadc_gamma_spot1,aadc_gamma_spot2
0.15,0.413788,4.34627,1071.36,-601.495,-245.083,-16.2304,0.0653785,-0.989173,3.78006e-05,-0.221396,0.478855,3.65612,1070.66,-576.486,-259.516,-7.6267,0.0622697,-0.914655,-0.000296421,0.0110193,0.442786,0.442786,1070.66,-576.547,-259.384,-7.62699,0.0623843,-0.92007,-0.000353938,-0.0260698
0.156,0.214268,2.13787,1069.71,-587.786,-260.578,-3.97702,0.0629327,-0.801325,-2.02967e-06,-0.0751035,0.248738,2.48924,1069.02,-565.784,-286.086,-5.49049,0.0606302,-0.678314,-0.000306494,-0.0234396,0.448649,0.448649,1069.02,-565.908,-285.833,-5.49065,0.060726,-0.686641,-0.000352726,-0.0491063
0.162,0.213939,2.14185,1067.92,-563.455,-325.807,-4.13185,0.0599043,-0.49586,-1.57776e-05,-0.0864589,0.24713,2.50248,1067.21,-552.522,-320.837,-3.13291,0.0585546,-0.412256,-0.000318788,-0.0737875,0.437022,0.437022,1067.21,-552.446,-320.981,-3.14088,0.0585532,-0.417555,-0.000348119,-0.0686261
0.168,0.214245,2.15114,1065.89,-548.941,-351.793,6.95337,0.0585265,-0.154609,3.90715e-05,-0.300991,0.247556,2.51203,1065.17,-537.803,-359.399,-0.747497,0.0563504,-0.1287,-0.000304203,-0.0904631,0.427601,0.427601,1065.17,-538.03,-359.243,-0.747231,0.0563594,-0.131824,-0.000343862,-0.0881688
0.174,0.210073,2.12413,1063.41,-531.093,-409.891,-4.31284,0.0559115,0.0416909,2.58147e-05,0.0597139,0.24546,2.49593,1062.91,-523.962,-388.911,1.7238,0.0543738,0.124627,-0.000295559,-0.0783989,0.428187,0.428187,1062.91,-523.825,-389.15,1.71588,0.0542813,0.124683,-0.000339381,-0.10588
0.18,0.211738,2.13323,1060.99,-515.375,-471.971,9.82415,0.0547152,0.32674,2.5505e-05,-0.247332,0.248296,2.51383,1060.52,-509.977,-409.28,3.99079,0.0524629,0.344223,-0.000298851,-0.0863513,0.432219,0.432219,1060.52,-509.718,-409.677,3.98438,0.052264,0.344192,-0.000333757,-0.116849
0.186,0.215215,2.1863,1058.4,-498.133,-379.192,-11.1049,0.0530071,0.451848,2.3947e-05,-0.0388718,0.253873,3.88612,1058.02,-496.659,-425.255,5.40171,0.0505475,0.551671,-0.000275061,-0.101612,0.689422,0.689422,1058.02,-496.755,-425.124,5.39773,0.0505836,0.542707,-0.000328704,-0.12443
0.192,0.274447,2.41657,1055.8,-491.319,-456.35,12.8426,0.0509685,0.710538,3.09991e-05,-0.140513,0.257182,3.10128,1055.41,-483.363,-445.237,6.69621,0.0488558,0.76993,-0.000253195,-0.132992,0.484726,0.484726,1055.41,-483.433,-445.158,6.69794,0.0488779,0.763922,-0.000324829,-0.129432
0.198,0.297622,3.48272,1053.04,-482.844,-465.132,10.6651,0.0493963,1.04371,-1.21029e-05,-0.0928377,0.433569,3.2238,1052.67,-471.586,-465.332,8.23103,0.0474225,0.985833,-0.000243133,-0.12948,0.425961,0.425961,1052.67,-471.869,-465.122,8.23291,0.0475476,0.983903,-0.000319125,-0.137243
0.204,0.213953,2.14499,1050.08,-472.849,-447.057,7.39783,0.0472406,1.13772,-3.20442e-05,-0.10829,0.253733,2.5105,1049.84,-458.428,-479.878,9.37779,0.0458603,1.17864,-0.000266573,-0.126704,0.430328,0.430328,1049.84,-458.053,-480.294,9.37356,0.0458379,1.17723,-0.000310786,-0.146147
0.21,0.215852,2.15918,1047.09,-457.282,-520.237,11.4281,0.0452926,1.31136,-0.0001829,-0.0251081,0.252824,2.52903,1046.92,-444.65,-490.087,10.5716,0.0441593,1.35303,-0.000270282,-0.132972,0.430268,0.430268,1046.92,-444.814,-489.958,10.5769,0.0442994,1.34504,-0.000304267,-0.154439
0.216,0.215152,2.15611,1044.18,-432.233,-524.588,3.38441,0.0443743,1.47093,-9.39949e-05,-0.324698,0.252315,2.5312,1043.95,-431.924,-498.969,11.7082,0.0428989,1.51501,-0.000241596,-0.134293,0.430915,0.430915,1043.95,-431.532,-499.338,11.7049,0.0428688,1.51091,-0.000298811,-0.157601
0.222,0.215572,2.15856,1041.18,-416.198,-504.123,4.07379,0.0427878,1.60848,-0.000150393,-0.269111,0.252822,2.53039,1040.94,-420.418,-507.257,12.8299,0.0419188,1.67041,-0.000245873,-0.145289,0.430601,0.430601,1040.94,-420.536,-507.18,12.8404,0.0419416,1.66594,-0.000290944,-0.15929
0.228,0.215621,2.15813,1038.15,-409.126,-494.03,-14.1807,0.0419315,1.83341,-0.000319939,-0.463164,0.25257,2.53481,1037.87,-409.913,-515.118,13.9339,0.0408553,1.82665,-0.000243545,-0.159062,0.430112,0.430112,1037.87,-410.131,-514.941,13.932,0.0411147,1.81584,-0.000288718,-0.163838
0.234,0.215293,2.16269,1034.92,-399.407,-544.438,24.9195,0.0409418,1.99748,-0.000355909,-0.162851,0.253722,2.53269,1034.74,-396.349,-527.01,14.6023,0.0395904,1.98646,-0.000250803,-0.170495,0.429825,0.429825,1034.74,-396.449,-526.93,14.6061,0.0395768,1.9847,-0.000281957,-0.169674
0.24,0.215488,2.15712,1031.76,-390.431,-565.679,20.4929,0.0403187,2.12023,-0.000286717,-0.602444,0.252256,2.52665,1031.56,-386.009,-534.202,15.8904,0.0387517,2.12857,-0.000211831,-0.152628,0.431348,0.431348,1031.56,-386.131,-534.138,15.8926,0.0388452,2.12567,-0.000276195,-0.175225
0.246,0.216088,2.16832,1028.38,-377.01,-578.153,25.9804,0.0395263,2.23676,-0.000351328,-0.155998,0.254573,2.5471,1028.34,-376.753,-538.124,16.7903,0.0382811,2.25194,-0.000227349,-0.159944,0.43208,0.43208,1028.34,-376.597,-538.305,16.7443,0.0383095,2.2504,-0.000271777,-0.17608
0.252,0.216668,2.17128,1025.21,-367.863,-548.451,21.4285,0.0387379,2.30086,-0.000426815,-0.604018,0.256263,2.55349,1025.1,-367.027,-541.214,16.9524,0.0376657,2.37205,-0.000225198,-0.16812,0.43367,0.43367,1025.1,-366.856,-541.376,16.9225,0.0378581,2.36808,-0.000264432,-0.175862
0.258,0.216452,2.16164,1021.83,-360.078,-545.338,20.7057,0.0391126,2.427,-0.000424829,-0.247509,0.253635,2.55269,1021.84,-357.394,-545.812,18.0543,0.0373935,2.49539,-0.000218679,-0.181942,0.430419,0.430419,1021.84,-357.627,-545.617,18.0716,0.03755,2.49126,-0.000259302,-0.172923
0.264,0.215884,2.15713,1018.65,-354.038,-538.79,23.5414,0.0390871,2.60728,-0.00045087,-0.593741,0.253673,2.52762,1018.55,-349.594,-552.049,19.7888,0.0373563,2.62503,-0.000212881,-0.192184,0.430219,0.430219,1018.55,-349.808,-551.941,19.7983,0.0376198,2.6236,-0.00025477,-0.171946
0.27,0.215481,2.16152,1015.15,-346.866,-592.193,22.8118,0.0386379,2.84877,-0.000367527,-0.245674,0.253564,2.53112,1015.21,-341.389,-558.459,21.0311,0.0374297,2.7478,-0.000220376,-0.177342,0.430375,0.430375,1015.21,-341.422,-558.479,21.0211,0.0376938,2.75239,-0.000248443,-0.175288
0.276,0.215131,2.17452,1011.65,-342.039,-597.519,35.4259,0.0401543,2.86419,-0.00033347,-0.0724814,0.258416,2.57587,1011.86,-332.368,-560.54,21.6029,0.0375048,2.84665,-0.00022644,-0.154068,0.481565,0.481565,1011.86,-332.371,-560.519,21.6154,0.0376136,2.85099,-0.000241462,-0.178763
0.282,0.220017,2.2038,1008.29,-334.27,-542.465,5.80229,0.0397376,2.9327,-0.000294041,-0.173429,0.259497,2.54006,1008.5,-324.306,-559.043,21.0991,0.0374782,2.92694,-0.000219364,-0.150511,0.430242,0.430242,1008.5,-324.111,-559.146,21.0937,0.0376709,2.92633,-0.000237828,-0.181102
0.288,0.215481,2.14941,1004.88,-324.51,-608.374,41.2883,0.0391391,3.00169,-0.000298023,-0.0726597,0.25151,2.52659,1005.15,-316.661,-557.825,20.4321,0.0374598,3.0036,-0.000215294,-0.154793,0.42998,0.42998,1005.15,-316.624,-557.913,20.4082,0.0379435,2.99864,-0.000234118,-0.181995
0.294,0.215505,2.15408,1001.52,-319.487,-554.979,11.5389,0.0394831,3.06322,-0.000270972,-0.0495029,0.252412,2.52159,1001.8,-307.111,-558.581,20.181,0.0375701,3.07957,-0.000219834,-0.159302,0.431546,0.431546,1001.8,-307.206,-558.527,20.184,0.037768,3.07982,-0.000230277,-0.180365
0.3,0.216396,2.14941,998.182,-316.322,-530.096,13.8955,0.0399425,3.10475,-0.000281083,-0.0254692,0.251325,2.52415,998.451,-300.033,-558.254,21.063,0.037781,3.15947,-0.00021666,-0.173014,0.430324,0.430324,998.451,-300.704,-557.832,21.1523,0.0382282,3.15072,-0.000226014,-0.179359
0.306,0.215411,2.15616,994.861,-305.752,-558.442,8.47538,0.0396957,3.24795,-0.000248341,-0.152253,0.25326,2.5277,995.095,-293.019,-560.521,21.737,0.0380805,3.24509,-0.000210224,-0.183808,0.430741,0.430741,995.095,-293.029,-560.523,21.7415,0.0384091,3.24215,-0.00022256,-0.179091
0.312,0.215592,2.15117,991.474,-298.644,-587.926,56.3676,0.0404467,3.43387,-0.000228964,-0.19254,0.252292,2.53505,991.725,-286.389,-562.759,22.9374,0.0384806,3.32887,-0.000213895,-0.179779,0.433364,0.433364,991.725,-286.574,-562.697,22.9355,0.0388589,3.32833,-0.000217021,-0.177679
0.318,0.216483,2.18199,988.009,-285.341,-573.202,-10.7456,0.0399226,3.50742,-0.000243102,-0.0726765,0.258274,2.5634,988.346,-279.57,-563.327,24.3136,0.0388265,3.40361,-0.000221069,-0.172241,0.436393,0.436393,988.346,-279.686,-563.324,24.2811,0.0392001,3.402,-0.000210887,-0.177279
0.324,0.218267,2.16751,984.61,-282.429,-600.175,27.0187,0.0404775,3.48504,-0.000242635,-0.0530095,0.253973,2.55584,984.967,-273.146,-562.574,25.5103,0.0392715,3.46792,-0.000204671,-0.165761,0.438563,0.438563,984.967,-273.253,-562.519,25.5217,0.0395737,3.46511,-0.00020898,-0.175949
