corr,price_time,risk_time,price,dPricedVol1,dPricedVol2,dPricedCorr,dPricedSpot1,dPricedSpot2,gamma_spot1,gamma_spot2,smooth_price_time,smooth_risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_dPricedSpot1,smooth_dPricedSpot2,smooth_gamma_spot1,smooth_gamma_spot2,aadc_price_time,aadc_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_dPricedSpot1,aadc_dPricedSpot2,aadc_gamma_spot1,aadc_gamma_spot2
0.3,0.418331,4.19584,991.298,-451.394,-599.125,14.4039,0.0585532,3.35182,-0.000505024,-0.075103,0.482649,4.89187,995.573,-359.973,-543.46,13.0202,0.064018,3.13766,-0.000285566,-0.156903,0.991027,0.991027,995.573,-359.926,-543.488,13.0231,0.0639072,3.13698,-0.00029284,-0.156168
0.312,0.411261,4.11214,991.608,-446.629,-581.34,26.2035,0.0574287,3.35364,-0.000489403,-0.410131,0.482772,4.82939,995.731,-356.61,-542.602,13.3263,0.063262,3.13115,-0.000284725,-0.157963,0.832595,0.832595,995.731,-356.6,-542.608,13.3263,0.0631515,3.13041,-0.000290473,-0.156199
0.324,0.412892,4.14271,991.747,-442.758,-545.781,5.73666,0.0564433,3.37602,-0.000477188,-0.162651,0.486442,4.87845,995.893,-353.211,-541.733,13.6189,0.0624767,3.12501,-0.000282561,-0.158437,0.83391,0.83391,995.893,-353.32,-541.659,13.6317,0.0624262,3.123,-0.000288304,-0.156449
0.336,0.415643,4.15329,991.923,-435.687,-574.876,21.634,0.0556956,3.38194,-0.000441382,-0.095309,0.486102,4.87962,996.058,-349.491,-541.083,13.8201,0.0617039,3.11836,-0.000278714,-0.158078,0.833027,0.833027,996.058,-349.513,-541.081,13.8228,0.0615813,3.11789,-0.000285907,-0.15656
0.348,0.41797,4.17355,992.238,-433.234,-588.861,15.2635,0.0552693,3.36098,-0.000480667,-0.338607,0.488256,4.8809,996.225,-346.166,-540.143,14.1173,0.0609402,3.11135,-0.000273043,-0.156888,0.876687,0.876687,996.225,-346.138,-540.155,14.1116,0.0608364,3.11039,-0.000283661,-0.156682
0.36,0.416988,4.16714,992.401,-433.043,-583.909,21.409,0.0550315,3.37991,-0.000490423,-0.155232,0.48712,4.87782,996.396,-342.854,-539.149,14.4076,0.0601873,3.10385,-0.000270607,-0.157179,0.832626,0.832626,996.396,-342.751,-539.227,14.3973,0.06008,3.10295,-0.000281794,-0.15673
0.372,0.4173,4.16423,992.646,-429.784,-570.557,38.2774,0.0544515,3.36313,-0.000486628,-0.25376,0.488694,4.89096,996.571,-339.309,-538.334,14.6614,0.0594293,3.09629,-0.000268773,-0.157584,0.832439,0.832439,996.571,-339.204,-538.41,14.6472,0.0592916,3.09609,-0.000279013,-0.156699
0.384,0.416047,4.16749,992.876,-425.931,-564.756,20.4031,0.0539781,3.35898,-0.000509529,-0.267114,0.488175,4.8855,996.749,-336.003,-537.309,14.9877,0.0586617,3.0888,-0.000264953,-0.156938,0.832427,0.832427,996.749,-336.037,-537.293,14.9916,0.0585838,3.08732,-0.000276841,-0.156767
0.396,0.415933,4.17584,993.047,-420.218,-554.828,22.8219,0.052579,3.32718,-0.000520282,-0.197402,0.489176,5.02706,996.93,-332.608,-536.349,15.2913,0.0579104,3.08093,-0.000261368,-0.156348,0.928623,0.928623,996.93,-332.597,-536.371,15.286,0.0578102,3.07987,-0.000273974,-0.156857
0.408,0.437965,4.32097,993.191,-413.15,-570.109,11.3688,0.0513081,3.29435,-0.000506291,-0.00381544,0.490354,4.89139,997.116,-329.185,-535.41,15.6091,0.0571433,3.07331,-0.000260219,-0.156818,0.832408,0.832408,997.116,-329.217,-535.391,15.605,0.0570612,3.07185,-0.000271385,-0.156769
0.42,0.41675,4.16913,993.391,-410.835,-596.185,25.1151,0.0504325,3.26659,-0.000495939,0.129915,0.489064,4.87792,997.305,-325.778,-534.407,15.9575,0.0563261,3.06671,-0.000261831,-0.158541,0.832115,0.832115,997.305,-325.894,-534.367,15.9561,0.0563069,3.06393,-0.000268677,-0.156872
