corr,price_time,risk_time,price,dPricedVol1,dPricedVol2,dPricedCorr,dPricedSpot1,dPricedSpot2,gamma_spot1,gamma_spot2,smooth_price_time,smooth_risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_dPricedSpot1,smooth_dPricedSpot2,smooth_gamma_spot1,smooth_gamma_spot2,aadc_price_time,aadc_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_dPricedSpot1,aadc_dPricedSpot2,aadc_gamma_spot1,aadc_gamma_spot2
0.3,0.378787,3.32877,991.951,-412.716,-617.819,9.80143,0.0613085,3.4465,-0.000149648,-0.242116,0.251766,3.65971,992.025,-424.127,-590.401,17.944,0.0608408,3.45142,-0.000262855,-0.254417,0.412302,0.412302,992.025,-423.752,-590.679,17.9135,0.0621041,3.49211,-0.000315539,-0.156047
0.312,0.213839,3.17344,992.212,-411.121,-608.517,10.1624,0.060034,3.42834,-0.000169031,-0.477763,0.440164,3.15881,992.241,-419.316,-589.911,17.2231,0.059811,3.43357,-0.000254986,-0.30608,0.412415,0.412415,992.241,-418.884,-590.177,17.2151,0.0611254,3.47104,-0.000313645,-0.153557
0.324,0.214928,2.35086,992.379,-408.271,-558.316,-5.97717,0.0588743,3.43828,-0.000159277,-0.384803,0.28871,2.73584,992.428,-415.239,-584.491,13.8541,0.0588318,3.39732,-0.00024597,-0.301804,0.426916,0.426916,992.428,-415.546,-584.24,13.9179,0.0605091,3.38384,-0.000313151,-0.150731
0.336,0.214446,2.17014,992.479,-403.214,-593.06,15.8897,0.0583759,3.34385,-0.000122401,-0.16596,0.251609,2.55324,992.589,-410.813,-584.524,13.623,0.0580785,3.36392,-0.000229886,-0.23431,0.419278,0.419278,992.589,-410.904,-584.526,13.6229,0.0595796,3.34721,-0.000309721,-0.150709
0.348,0.215818,2.17568,992.7,-400.529,-575.932,1.58368,0.0581554,3.31043,-0.00014902,-0.288219,0.253463,2.55188,992.761,-408.127,-583.8,15.4337,0.0573944,3.3548,-0.000222548,-0.183566,0.424629,0.424629,992.761,-408.309,-583.747,15.4294,0.0591349,3.32261,-0.000304558,-0.153458
0.36,0.218516,2.18042,992.856,-402.033,-601.888,16.5459,0.0579399,3.37831,-0.000172121,-0.0959128,0.253695,2.56156,992.964,-404.672,-584.737,18.6814,0.0566938,3.35943,-0.000232055,-0.174828,0.777587,0.777587,992.964,-404.815,-584.701,18.6885,0.0584837,3.32406,-0.000302586,-0.148894
0.372,0.44643,4.37412,993.195,-397.232,-577.287,41.5465,0.0571404,3.37765,-0.000186748,-0.337318,0.509244,3.69557,993.203,-400.263,-585.021,20.2302,0.0558522,3.35355,-0.000245489,-0.229735,0.512783,0.512783,993.203,-400.108,-585.151,20.1985,0.0575145,3.3211,-0.000300009,-0.150895
0.384,0.219094,2.3993,993.428,-391.832,-586.546,27.0993,0.0561768,3.36848,-0.000230776,-0.373125,0.25769,3.13616,993.43,-394.946,-582.559,17.6819,0.054942,3.32745,-0.000240023,-0.249476,0.43313,0.43313,993.43,-394.975,-582.579,17.6851,0.0564851,3.28445,-0.000298489,-0.159357
0.396,0.226505,2.29316,993.538,-388.613,-551.775,-3.67095,0.0546633,3.32433,-0.000220115,-0.163394,0.265033,2.72118,993.632,-390.561,-579.836,16.4073,0.0540275,3.30558,-0.000229602,-0.217456,0.461987,0.461987,993.632,-390.49,-579.907,16.3976,0.0555926,3.26551,-0.000293267,-0.154872
0.408,0.228765,2.38958,993.687,-382.954,-573.996,7.85697,0.0529414,3.28645,-0.000206101,0.130611,0.27094,2.66156,993.831,-386.13,-582.198,16.9652,0.0530422,3.29954,-0.000237987,-0.152136,0.440891,0.440891,993.831,-386.219,-582.186,16.9541,0.054744,3.25882,-0.000290137,-0.15322
0.42,0.250155,2.31155,993.844,-379.846,-607.94,16.8532,0.0515146,3.31366,-0.000203968,0.349721,0.255777,2.57618,994.041,-381.387,-583.167,18.2803,0.0520416,3.30405,-0.000245831,-0.0886479,0.490926,0.490926,994.041,-381.544,-583.224,18.2245,0.0537784,3.26595,-0.000285334,-0.151445
0.432,0.222862,2.23392,994.105,-373.701,-573.542,25.4766,0.0506329,3.30557,-0.000219724,0.343173,0.254731,2.61395,994.278,-376.052,-583.589,20.6753,0.0511477,3.30354,-0.000243044,-0.0899487,0.477152,0.477152,994.278,-375.825,-583.772,20.6527,0.0525916,3.28882,-0.000282231,-0.147393
0.444,0.219808,2.31796,994.403,-365.036,-556.24,16.4212,0.0499346,3.28997,-0.000231822,0.138879,0.458024,3.463,994.512,-371.684,-580.162,18.6063,0.0503477,3.28807,-0.00023097,-0.0739305,0.423538,0.423538,994.512,-371.512,-580.238,18.6137,0.051703,3.25356,-0.000276458,-0.147706
0.456,0.219737,2.17378,994.558,-363.307,-625.49,39.8994,0.049347,3.26077,-0.000230394,0.354241,0.253716,2.53626,994.741,-368.073,-577.912,19.9341,0.0495934,3.28195,-0.000219651,-0.0343852,0.420987,0.420987,994.741,-368.105,-577.924,19.9311,0.0510428,3.2709,-0.000273357,-0.15399
0.468,0.217671,2.19032,994.775,-361.402,-577.429,34.3368,0.0486086,3.26064,-0.00021963,0.278889,0.254204,2.55947,994.992,-364.225,-577.072,21.5642,0.0488287,3.29203,-0.000217441,-0.0268742,0.427618,0.427618,994.992,-364.407,-576.966,21.5799,0.0503623,3.2943,-0.000270709,-0.155758
0.48,0.221486,2.18952,995.155,-360.002,-581.726,13.8764,0.0484696,3.31276,-0.000193704,0.114954,0.253877,2.55744,995.263,-360.096,-578.37,24.0789,0.0480885,3.30735,-0.000216651,-0.0381187,0.424578,0.424578,995.263,-359.677,-578.643,24.0315,0.0494376,3.33342,-0.000265511,-0.157734
0.492,0.221615,2.18294,995.442,-354.61,-607.066,16.67,0.047661,3.28553,-0.000177421,0.0408353,0.255049,2.56344,995.572,-355.728,-580.522,27.6641,0.0472855,3.32293,-0.000216805,-0.0872152,0.427962,0.427962,995.572,-355.714,-580.579,27.6613,0.0487119,3.36631,-0.000263945,-0.159477
0.504,0.221191,2.20364,995.879,-350.255,-611.4,26.6245,0.0467004,3.32755,-0.000152385,-0.281935,0.254268,2.55797,995.917,-351.004,-582.411,28.1653,0.0464022,3.31705,-0.000221031,-0.166441,0.423808,0.423808,995.917,-350.738,-582.661,28.1389,0.0477905,3.34185,-0.000260479,-0.162771
