spot1,price_time,risk_time,price,dPricedVol1,dPricedVol2,dPricedCorr,dPricedSpot1,dPricedSpot2,gamma_spot1,gamma_spot2,smooth_price_time,smooth_risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_dPricedSpot1,smooth_dPricedSpot2,smooth_gamma_spot1,smooth_gamma_spot2,aadc_price_time,aadc_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_dPricedSpot1,aadc_dPricedSpot2,aadc_gamma_spot1,aadc_gamma_spot2
1047.58,0.072442,0.84436,537.57,140.565,-68.8284,43.0514,0.641927,0.221625,-0.00103209,-0.0508906,0.097009,0.964602,545.29,149.953,-47.4076,18.2958,0.645688,0.236063,0.000390069,-0.0181252,0.146308,0.146308,545.29,149.951,-47.3607,18.2892,0.64575,0.235164,0.000384101,-0.0163135
1089.48,0.073459,0.799177,564.408,253.752,-78.6226,45.4318,0.667057,0.263335,-0.000932434,-0.047253,0.095402,0.972342,572.721,130.618,-61.4151,23.29,0.664938,0.301627,0.000526847,-0.0138373,0.160388,0.160388,572.721,130.541,-61.3434,23.2922,0.664896,0.300732,0.000478183,-0.0206848
1131.38,0.088346,0.80336,592.332,190.951,-107.215,48.804,0.689249,0.358998,-0.000830434,-0.161451,0.095255,0.916826,601.071,103.79,-77.6264,29.1847,0.687581,0.384056,0.000450316,-0.0263289,0.101893,0.101893,601.071,103.607,-77.9486,29.3081,0.687699,0.38357,0.00041867,-0.0247901
1173.28,0.072181,0.637498,621.623,80.7662,-120.941,52.4522,0.685957,0.43249,-8.98623e-05,-0.189777,0.047679,0.686233,630.224,56.6595,-98.1411,35.8077,0.701436,0.483558,0.000176201,-0.0322828,0.148917,0.148917,630.224,56.6556,-98.1646,35.8053,0.701352,0.484368,0.000295843,-0.0308432
1215.19,0.089786,0.678554,650.752,121.197,-135.889,56.01,0.686697,0.535358,0.000757058,-0.267456,0.073128,0.752354,659.79,-2.95315,-120.461,42.2116,0.709903,0.600331,0.000220656,-0.03265,0.160347,0.160347,659.79,-2.9273,-120.456,42.1928,0.710119,0.596027,0.000154732,-0.0365296
1257.09,0.073851,0.809974,681.386,-35.1812,-168.529,60.4828,0.732738,0.688488,-0.00495042,-0.382445,0.095359,0.871592,689.71,-73.7542,-146.816,49.5885,0.716306,0.736855,-7.46411e-08,-0.0399685,0.147089,0.147089,689.71,-73.7832,-146.724,49.5892,0.716717,0.734524,9.42159e-06,-0.0420615
1298.99,0.041168,0.61001,711.679,-22.2674,-201.037,78.333,0.735094,0.811132,-0.00295578,-0.269915,0.047964,0.753225,719.667,-163.082,-171.317,55.3389,0.711477,0.862794,-0.000227727,-0.0474822,0.147276,0.147276,719.667,-163.16,-171.308,55.3561,0.711364,0.863113,-0.000123831,-0.0478848
1340.9,0.043341,0.778462,741.321,-260.895,-219.062,79.4642,0.731009,0.945589,0.000266392,-0.223435,0.105195,0.989668,749.297,-258.053,-198.262,60.8857,0.70323,1.00591,-0.000168555,-0.0520678,0.155744,0.155744,749.297,-258.079,-198.476,60.9116,0.702984,1.00843,-0.000298081,-0.0574689
1382.8,0.07402,0.882364,771.207,-281.445,-272.108,99.2397,0.739193,1.16014,-0.000390504,-0.18532,0.096694,1.02287,778.536,-361.211,-227.05,66.4618,0.689629,1.17307,-0.000459818,-0.0673747,0.178941,0.178941,778.536,-361.163,-226.979,66.4637,0.690075,1.16917,-0.000468141,-0.0681334
1424.7,0.081421,0.892023,800.622,-537.636,-286.496,101.344,0.692943,1.32487,-0.0016524,-0.206053,0.096803,0.834734,806.945,-465.864,-260.052,72.5214,0.664542,1.36459,-0.000683341,-0.0843616,0.14706,0.14706,806.945,-465.951,-259.573,72.4526,0.66487,1.36153,-0.000779477,-0.0765715
