vol1-noisy,price_time,risk_time,price,dPricedVol1,dPricedVol2,dPricedCorr,dPricedSpot1,dPricedSpot2,gamma_spot1,gamma_spot2,smooth_price_time,smooth_risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_dPricedSpot1,smooth_dPricedSpot2,smooth_gamma_spot1,smooth_gamma_spot2,aadc_price_time,aadc_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_dPricedSpot1,aadc_dPricedSpot2,aadc_gamma_spot1,aadc_gamma_spot2
0.1,3.86123,47.6085,1012.14,1.48881,-636.854,-12.385,-0.0852426,3.55764,0.000638989,-0.134749,5.60745,52.9969,1014.51,-25.4278,-584.141,-11.5021,-0.0392181,3.27059,0.000242224,-0.162364,4.57115,4.57115,1014.51,-25.4107,-584.144,-11.5044,-0.0392306,3.26942,0.000202134,-0.163639
0.104,3.43113,36.0642,1012.01,-9.05088,-634.515,-18.4645,-0.0790782,3.56513,0.000728926,-0.0931652,3.12858,38.1465,1014.24,-30.4572,-583.952,-11.0833,-0.0370566,3.27643,0.000217594,-0.164345,6.48871,6.48871,1014.24,-30.4729,-583.946,-11.077,-0.0370689,3.27513,0.000179262,-0.164929
0.108,4.39757,42.0567,1012.62,-19.0035,-654.266,-25.0059,-0.0710239,3.50787,0.00048556,-0.0982865,3.01564,33.6896,1014.6,-36.9191,-582.902,-11.5203,-0.0342053,3.27147,0.000185962,-0.166801,7.31289,7.31289,1014.6,-36.9184,-582.903,-11.5211,-0.0342215,3.26993,0.000151791,-0.167008
0.112,4.10619,24.1935,1012.22,-16.1714,-627.722,-11.3659,-0.0698545,3.64844,0.000501055,-0.14359,2.61187,28.0306,1014.12,-44.1343,-585.233,-10.6299,-0.0320143,3.29665,0.000162331,-0.165262,4.21154,4.21154,1014.12,-44.1001,-585.249,-10.6417,-0.0320487,3.29559,0.000130353,-0.165168
0.116,2.17992,21.7634,1012.06,-33.9039,-609.679,-8.35665,-0.0669175,3.57809,0.000178187,-0.244638,2.57485,25.4995,1013.82,-52.7545,-581.916,-10.0908,-0.0295785,3.26862,0.000137896,-0.165462,4.24295,4.24295,1013.82,-52.7112,-581.93,-10.0977,-0.0296222,3.26734,0.000106998,-0.165827
0.12,2.13305,21.5305,1011.65,-46.121,-646.307,-25.9543,-0.0626248,3.64723,0.000312153,-0.277678,2.52438,24.9585,1013.49,-61.9111,-583.41,-9.42001,-0.0264898,3.28188,0.000111669,-0.16342,3.9926,3.9926,1013.49,-61.9355,-583.396,-9.4098,-0.0265379,3.28062,8.20087e-05,-0.164281
0.124,2.1282,21.7096,1011.56,-63.7273,-626.091,-14.7303,-0.0604188,3.53732,0.000397195,-0.15824,2.55721,25.4498,1013.28,-69.5905,-580.224,-8.60885,-0.0247195,3.24828,9.486e-05,-0.164603,4.13129,4.13129,1013.28,-69.5579,-580.238,-8.61559,-0.0247793,3.24707,6.50108e-05,-0.164743
0.128,2.1547,21.6239,1011.14,-76.5394,-631.683,-4.00654,-0.0524995,3.53141,0.000147035,-0.174301,2.56411,24.9341,1012.8,-79.0112,-578.83,-6.94661,-0.0211027,3.25359,6.77969e-05,-0.161915,3.98637,3.98637,1012.8,-78.9968,-578.834,-6.94545,-0.0211624,3.25244,4.13916e-05,-0.163063
0.132,2.14596,21.6733,1010.98,-96.8936,-608.427,-9.00693,-0.0495361,3.55316,8.64911e-05,-0.0639256,2.55092,25.5688,1012.75,-90.8779,-578.183,-6.54502,-0.0179429,3.25197,4.2976e-05,-0.163409,4.1495,4.1495,1012.75,-90.8868,-578.181,-6.5428,-0.0180116,3.25074,1.6403e-05,-0.164411
0.136,2.15061,20.9258,1010.66,-98.5908,-624.942,-6.52548,-0.0433492,3.56796,0.000261801,-0.134438,2.42225,23.454,1012.48,-101.644,-576.725,-5.74185,-0.0144619,3.24295,2.60561e-05,-0.165082,4.11956,4.11956,1012.48,-101.649,-576.731,-5.74726,-0.0145245,3.2415,1.25974e-06,-0.16545
0.14,2.11234,20.5669,1010.31,-116.386,-628.254,-11.5266,-0.0381352,3.58153,8.61678e-05,-0.161057,2.42131,23.8925,1012.1,-110.739,-573.751,-2.89532,-0.0115039,3.22494,3.61963e-06,-0.163624,4.10553,4.10553,1012.1,-110.712,-573.754,-2.89316,-0.0115703,3.22363,-1.87697e-05,-0.163577
0.144,2.05389,20.3205,1009.71,-134.613,-621.082,1.00507,-0.0347733,3.52139,-2.7229e-05,-0.0693775,2.41571,23.8346,1011.6,-119.617,-572.161,-1.91319,-0.00835275,3.21782,-1.69285e-05,-0.162861,4.09008,4.09008,1011.6,-119.596,-572.164,-1.91164,-0.00844312,3.21687,-3.89001e-05,-0.163763
0.148,2.07892,20.2467,1008.71,-140.432,-613.849,-3.53198,-0.0290392,3.55147,2.74214e-05,-0.0516729,2.37317,23.8222,1010.7,-131.724,-571.926,-1.25329,-0.00466618,3.21723,-3.33796e-05,-0.160772,4.10713,4.10713,1010.7,-131.702,-571.927,-1.25049,-0.00476515,3.21653,-5.66873e-05,-0.162547
0.152,2.10742,20.5341,1009.18,-160.338,-615.707,5.27943,-0.0213515,3.46176,0.000298161,-0.0940709,2.37735,23.5579,1011.12,-143.007,-565.46,0.181319,-0.00103614,3.18345,-5.69086e-05,-0.164047,4.05202,4.05202,1011.12,-142.976,-565.467,0.180546,-0.00111652,3.18216,-7.51864e-05,-0.164046
0.156,2.07532,20.5419,1008.05,-169.352,-621.732,-0.412675,-0.0194831,3.5217,5.45388e-05,-0.267892,2.41163,24.1199,1010.04,-153.711,-564.362,2.02057,0.00250895,3.17831,-7.58503e-05,-0.162375,4.03673,4.03673,1010.04,-153.688,-564.376,2.01414,0.00241113,3.17732,-9.52181e-05,-0.163151
0.16,2.044,20.2327,1007.24,-184.524,-606.66,-8.5535,-0.0151877,3.45404,-4.66772e-05,-0.152779,2.35454,23.7009,1009.26,-165.808,-561.669,4.14545,0.00600478,3.1564,-9.32785e-05,-0.162447,4.01654,4.01654,1009.26,-165.806,-561.674,4.14042,0.00591904,3.15513,-0.000111129,-0.162848
0.164,2.07155,20.307,1006.62,-203.634,-594.389,-2.56368,-0.00643493,3.42195,-0.000171187,-0.207136,2.33026,23.552,1008.88,-175.748,-558.393,5.68669,0.00992175,3.1516,-0.000106311,-0.16261,3.99711,3.99711,1008.88,-175.649,-558.439,5.67581,0.00981585,3.15086,-0.00012383,-0.162953
