spot2-noisy,price_time,risk_time,price,dPricedVol1,dPricedVol2,dPricedCorr,dPricedSpot1,dPricedSpot2,gamma_spot1,gamma_spot2,smooth_price_time,smooth_risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_dPricedSpot1,smooth_dPricedSpot2,smooth_gamma_spot1,smooth_gamma_spot2,aadc_price_time,aadc_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_dPricedSpot1,aadc_dPricedSpot2,aadc_gamma_spot1,aadc_gamma_spot2
48.91,0.040632,0.405746,548.466,-3.83787,-16.8756,12.8394,0.00387082,13.143,0.000133217,-1.03005,0.047715,0.483105,550.009,-14.9082,-38.0941,3.10038,0.00355322,12.9659,-1.85719e-06,-0.269119,0.083563,0.083563,550.009,-14.9171,-38.0851,3.10027,0.00365079,12.9725,-9.66605e-06,-0.00118266
50.8664,0.040546,0.405098,570.451,-23.206,-168.736,16.5344,0.00307076,12.1752,-0.000151933,-0.444905,0.047772,0.490066,572.395,-12.8144,-82.9866,6.31907,0.00339032,12.8343,-2.87934e-05,0.163086,0.084793,0.084793,572.395,-12.8234,-83.0601,6.32427,0.00331988,12.8047,-1.57754e-05,0.0425757
52.8228,0.045128,0.411725,594.445,-23.2352,-162.054,-55.5912,0.00510815,13.2802,4.78906e-05,-0.953941,0.048628,0.484569,596.321,-21.819,-111.211,5.38213,0.0057133,13.2029,-3.03303e-05,-0.0978486,0.240731,0.240731,596.321,-21.5895,-111.222,5.33375,0.00560187,13.2118,-2.85212e-05,-0.0919121
54.7792,0.041664,0.417396,624.028,-41.1932,-81.6082,1.76539,0.00607061,13.3457,-0.000283673,1.65378,0.049058,0.501243,626.193,-29.3,-151.676,8.6336,0.00641025,13.2487,-3.69921e-05,0.102486,0.082793,0.082793,626.193,-29.3556,-151.688,8.68516,0.00643001,13.2668,-3.81271e-05,-0.0120048
56.7356,0.042945,0.419635,651.49,-44.8945,-182.253,0.93574,0.0108422,13.0507,-0.000492737,2.3016,0.050122,0.503849,653.792,-49.2807,-194.107,9.54761,0.0097868,12.9724,-7.81289e-05,0.160475,0.086287,0.086287,653.792,-49.2812,-194.071,9.54428,0.00988271,12.9912,-4.92995e-05,0.0166981
58.692,0.108454,0.528606,674.183,-95.1394,-241.737,3.21246,0.0106741,13.1398,0.000141733,0.180362,0.049928,0.498476,676.506,-46.2024,-253.95,19.1745,0.00896552,13.0982,-2.67206e-05,0.0545877,0.087209,0.087209,676.506,-46.1406,-253.985,19.1442,0.0091862,13.0823,-4.5752e-05,0.000684926
60.6484,0.041886,0.420449,706.942,-35.1718,-335.538,-39.5249,0.0049892,13.2629,0.000381675,0.325736,0.054601,0.515757,708.788,-50.676,-295.203,9.07749,0.0103734,12.988,-8.25829e-06,-0.344251,0.085616,0.085616,708.788,-50.79,-295.214,9.08646,0.0101631,12.9917,-7.23099e-05,-0.186954
62.6048,0.04156,0.357817,723.975,-49.1739,-285.653,3.81165,0.0209949,12.0131,-0.000295936,-0.391843,0.041456,0.441235,725.927,-68.1173,-361.45,12.165,0.0148136,12.1444,-2.78227e-05,0.0808709,0.072013,0.072013,725.927,-68.1026,-361.452,12.1518,0.0149268,12.1405,-6.41956e-05,-0.146987
64.5612,0.099719,0.625617,751.956,-64.3293,-363.093,-9.69602,0.011646,12.1359,-0.000489834,1.35877,0.048022,0.47731,753.822,-72.3236,-417.667,-2.62043,0.0138077,12.006,-0.00013435,-0.243042,0.259627,0.259627,753.822,-71.8431,-417.634,-2.59663,0.0133479,12.0292,-8.72439e-05,-0.238794
66.5176,0.041914,0.411966,769.958,-72.468,-485.761,97.3483,0.0161354,11.7016,-0.000408583,1.61025,0.068406,1.17302,772.074,-82.6329,-464.927,15.9515,0.0156171,11.5294,-0.000102059,-0.00522632,0.257594,0.257594,772.074,-82.6595,-464.906,15.9462,0.0155196,11.5519,-0.000116009,-0.244344
68.474,0.112707,0.41369,798.011,-93.5959,-551.219,-7.9936,0.0141258,11.3775,-0.000556534,-1.21419,0.046469,0.474171,799.506,-85.779,-519.091,26.0656,0.0149733,11.4405,-0.000132808,-0.217588,0.091124,0.091124,799.506,-85.9881,-519.077,26.121,0.0148406,11.4248,-7.65568e-05,-0.268056
70.4304,0.040635,0.421158,823.283,-101.053,-602.036,43.106,0.0205791,10.9387,-0.000669973,-0.957123,0.04862,0.438378,824.169,-106.178,-570.297,26.6764,0.0200226,10.6954,-4.05009e-05,-0.484057,0.108254,0.108254,824.169,-106.419,-570.286,26.6751,0.0201518,10.6982,-0.000103607,-0.349632
72.3868,0.040103,0.412197,835.731,-163.13,-552.429,51.4922,0.0282808,9.90115,0.000228666,0.787022,0.04879,0.486486,837.23,-118.071,-608.295,27.4339,0.0222483,10.1965,-9.18858e-05,-0.237407,0.074171,0.074171,837.23,-118.142,-608.309,27.434,0.022747,10.1711,-0.000102085,-0.296819
74.3432,0.040128,1.18299,858.242,-158.465,-654.898,16.4045,0.0272558,9.85117,-2.46286e-05,-0.149818,0.141994,1.51435,859.996,-139.592,-641.554,23.6802,0.0240451,9.6666,-3.50613e-05,-0.113296,0.248922,0.248922,859.996,-139.768,-641.636,23.6106,0.024721,9.68272,-0.000117213,-0.276981
76.2996,0.114257,1.31777,872.647,-164.034,-707.721,91.813,0.0288096,8.99303,-0.000642426,-2.20551,0.134022,1.62992,873.132,-144.836,-669.983,29.2755,0.0260789,8.92643,-0.000104158,-0.406697,0.292452,0.292452,873.132,-144.574,-670.071,29.184,0.0262819,8.91312,-0.000115386,-0.352321
78.256,0.163325,1.74545,892.979,-149.999,-741.217,106.747,0.0384338,8.32997,-0.000169154,0.690115,0.194719,1.93281,894.187,-163.696,-681.812,27.6899,0.0288948,8.40446,-7.02715e-05,-0.294522,0.298126,0.298126,894.187,-163.294,-681.829,27.6791,0.0289434,8.40987,-0.000130089,-0.352952
80.2124,0.162356,1.50069,908.425,-162.588,-702.475,119.416,0.0148847,7.58295,-0.000160892,-1.7646,0.169718,1.7911,908.644,-157.494,-702.015,22.2571,0.0247788,7.66483,-0.000221395,-0.34665,0.295756,0.295756,908.644,-157.499,-701.995,22.2692,0.0241264,7.66213,-0.000136324,-0.333076
82.1688,0.041714,0.472623,921.525,-246.298,-696.425,47.6808,0.0288472,6.92254,-0.000175582,-0.146275,0.133659,0.973151,922.234,-178.718,-673.931,21.7149,0.0276744,6.77744,-0.000209204,-0.36809,0.162358,0.162358,922.234,-178.55,-673.959,21.7177,0.0276632,6.79133,-0.000214936,-0.320904
84.1252,0.042285,0.350327,936.544,-230.558,-601.305,46.2959,0.0344689,6.41789,-0.000299419,-0.685723,0.031984,0.487686,936.976,-208.331,-686.476,30.9205,0.0370027,6.39661,-0.000106473,-0.331465,0.085209,0.085209,936.976,-208.098,-686.546,30.871,0.0372626,6.40678,-0.000169553,-0.289579
86.0816,0.041779,0.422272,946.462,-276.104,-739.502,-1.59546,0.0339347,5.8763,-0.000872762,-0.00162028,0.048923,0.491619,947.104,-215.516,-681.141,17.9587,0.0323091,5.81336,-8.49924e-05,-0.139394,0.086736,0.086736,947.104,-214.893,-681.43,17.8926,0.0322516,5.82229,-0.000171176,-0.324068
88.038,0.042337,0.370127,957.628,-180.997,-541.382,36.8287,0.0363464,4.85136,-0.000771683,0.310991,0.044958,0.480676,958.45,-235.791,-647.232,22.5266,0.0384417,4.81985,-0.000216478,-0.137301,0.083042,0.083042,958.45,-235.796,-647.16,22.5632,0.03804,4.83889,-0.000178212,-0.214863
89.9944,0.039487,0.408137,964.03,-327.146,-666.81,-58.6555,0.0333276,4.7678,-0.0016405,-0.676742,0.047865,0.481312,964.287,-238.405,-662.739,25.0142,0.0333162,4.78571,-7.41405e-05,-0.215109,0.083376,0.083376,964.287,-238.557,-662.721,25.0238,0.0335671,4.77314,-0.000142066,-0.213373
91.9508,0.04233,0.41244,980.716,-259.525,-556.089,21.0833,0.0310536,4.13098,-0.000119998,-0.850728,0.048021,0.483066,980.76,-251.936,-614.578,20.8972,0.037163,4.13996,-0.000206414,-0.380033,0.082992,0.082992,980.76,-252.623,-614.04,21.0654,0.0370759,4.13171,-0.000206586,-0.265138
93.9072,0.041646,0.415511,985.513,-256.715,-578.554,49.0996,0.0343168,3.98185,-0.000912793,0.122941,0.048112,0.481219,986.032,-280.571,-611.601,20.7602,0.0362404,3.94158,-0.000137729,-0.233669,0.117256,0.117256,986.032,-279.672,-612.141,20.6401,0.0353941,3.9507,-0.00018552,-0.177715
