corr,price_time,risk_time,price,dPricedVol1,dPricedVol2,dPricedCorr,dPricedSpot1,dPricedSpot2,gamma_spot1,gamma_spot2,smooth_price_time,smooth_risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_dPricedSpot1,smooth_dPricedSpot2,smooth_gamma_spot1,smooth_gamma_spot2,aadc_price_time,aadc_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_dPricedSpot1,aadc_dPricedSpot2,aadc_gamma_spot1,aadc_gamma_spot2
0.3,0.090449,0.832564,989.695,-319.483,-551.467,-1.16973,0.0629533,3.24298,8.79194e-05,-0.48628,0.097566,0.996671,989.733,-404.618,-581.599,14.6684,0.0641479,3.34967,-0.000254707,-0.186917,0.18124,0.18124,989.733,-402.964,-582.273,14.5405,0.0657107,3.43836,-0.000310573,-0.12931
0.312,0.074372,0.854358,989.865,-317.147,-647.769,-25.2227,0.0603691,3.22403,-4.07471e-06,-0.655256,0.097477,0.989822,989.896,-400.662,-574.878,11.0839,0.0628319,3.28563,-0.000244977,-0.250659,0.182042,0.182042,989.896,-399.847,-575.307,11.0029,0.0651555,3.29923,-0.000311803,-0.120616
0.324,0.074062,0.83573,989.806,-315.944,-528.899,-36.3762,0.0597225,3.34881,6.96896e-05,-0.0096501,0.097111,1.00332,990.005,-394.939,-566.148,7.48104,0.0617133,3.21564,-0.000247684,-0.201087,0.162929,0.162929,990.005,-396.222,-564.984,7.78856,0.0645101,3.13517,-0.0003059,-0.123201
0.336,0.089419,0.713704,989.976,-298.604,-443.901,-13.7259,0.0587048,3.15284,0.000163142,-0.111836,0.081118,0.776871,990.081,-389.767,-559.219,6.26213,0.060998,3.15072,-0.000211832,-0.0691985,0.104583,0.104583,990.081,-389.729,-559.036,6.2694,0.0632014,3.07672,-0.000305265,-0.127046
0.348,0.090876,0.610475,989.975,-294.503,-566.654,21.939,0.0581887,3.06138,0.00015869,-0.225013,0.049473,0.704621,990.173,-386.731,-557.897,9.66662,0.0603721,3.14622,-0.000201625,0.0185525,0.115682,0.115682,990.173,-386.407,-557.899,9.66335,0.0627785,3.11126,-0.000301332,-0.125542
0.36,0.074656,0.603944,990.039,-309.539,-628.089,27.1565,0.0587889,3.23778,9.88895e-05,0.274317,0.049538,0.800009,990.322,-381.608,-563.324,15.3249,0.0596984,3.18175,-0.000215352,-0.0134302,0.09974,0.09974,990.322,-381.343,-563.435,15.3261,0.0619328,3.20482,-0.000296408,-0.118148
0.372,0.04249,0.642207,990.294,-290.996,-616.923,56.0968,0.0579256,3.26822,0.000285459,-0.105964,0.093763,0.796543,990.528,-374.181,-564.77,17.5063,0.0587873,3.20498,-0.000214826,-0.135242,0.087369,0.087369,990.528,-372.43,-565.637,17.3187,0.0602062,3.24741,-0.000291434,-0.111328
0.384,0.059626,0.611037,990.75,-290.411,-492.168,-15.2676,0.0571464,3.2405,0.000188803,-0.479013,0.050391,0.504501,990.73,-368.168,-560.635,16.2932,0.0578752,3.21151,-0.000163822,-0.170424,0.083329,0.083329,990.73,-367.752,-560.711,16.286,0.0594472,3.1663,-0.000289296,-0.118587
0.396,0.042391,0.426685,990.734,-287.041,-481.717,-14.2653,0.055539,3.22574,0.00032546,0.0353687,0.049468,0.495369,990.923,-365.706,-552.458,16.3691,0.05716,3.20224,-0.000122683,-0.143535,0.083155,0.083155,990.923,-365.275,-552.376,16.3679,0.0591569,3.09803,-0.000284924,-0.118652
0.408,0.042504,0.42394,990.913,-285.547,-496.829,16.0573,0.054679,3.18604,0.000232462,0.248132,0.049362,0.495788,991.127,-362.582,-550.956,17.5391,0.0566412,3.18105,-0.000130786,-0.125266,0.083203,0.083203,991.127,-362.342,-550.818,17.5205,0.0587525,3.09709,-0.000281768,-0.112246
