corr,price_time,risk_time,price,dPricedVol1,dPricedVol2,dPricedCorr,dPricedSpot1,dPricedSpot2,gamma_spot1,gamma_spot2,smooth_price_time,smooth_risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_dPricedSpot1,smooth_dPricedSpot2,smooth_gamma_spot1,smooth_gamma_spot2,aadc_price_time,aadc_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_dPricedSpot1,aadc_dPricedSpot2,aadc_gamma_spot1,aadc_gamma_spot2
0.3,1.36217,14.1226,991.672,-416.722,-585.907,15.3683,0.0572552,3.32571,-0.00039259,-0.187074,1.57126,15.7048,991.931,-412.839,-581.309,15.4466,0.0585175,3.32609,-0.000297779,-0.164599,2.70527,2.70527,991.931,-412.811,-581.304,15.4546,0.0583209,3.32569,-0.000309539,-0.166876
0.312,1.3841,18.8821,991.869,-414.008,-581.327,18.6088,0.0563641,3.33383,-0.000382551,-0.25332,2.42647,23.9428,992.119,-408.836,-580.147,15.857,0.0577372,3.31897,-0.000293021,-0.165726,4.15018,4.15018,992.119,-408.88,-580.117,15.8621,0.0575436,3.31816,-0.000307012,-0.167049
0.324,2.05705,16.6655,992.047,-410.741,-572.173,18.8003,0.0555937,3.34725,-0.000369339,-0.206533,1.57499,15.7195,992.311,-404.98,-578.942,16.2765,0.0569526,3.31249,-0.000287919,-0.167328,2.71306,2.71306,992.311,-405.015,-578.908,16.2823,0.0567809,3.31165,-0.000304931,-0.16677
0.336,1.37714,13.7332,992.246,-406.385,-577.219,14.3795,0.0548915,3.35251,-0.00035939,-0.230365,1.55804,15.6969,992.509,-401.093,-577.871,16.7141,0.0561612,3.30558,-0.000286654,-0.17168,2.74252,2.74252,992.509,-401.117,-577.866,16.7131,0.0560083,3.3053,-0.000302468,-0.166238
0.348,1.39034,13.8738,992.499,-403.238,-585.824,12.7082,0.0542974,3.33197,-0.000363406,-0.326064,1.57009,15.7424,992.712,-396.992,-576.859,16.9639,0.0553593,3.29692,-0.000284723,-0.175532,2.75239,2.75239,992.712,-396.979,-576.874,16.9605,0.0551841,3.29624,-0.000300174,-0.165663
0.36,1.3924,13.7682,992.668,-399.011,-581.32,16.0386,0.0534051,3.31513,-0.000359861,-0.199721,1.55754,15.6401,992.916,-392.896,-575.517,17.0676,0.0545293,3.28622,-0.000283353,-0.176102,2.71447,2.71447,992.916,-392.952,-575.485,17.0732,0.0543866,3.2837,-0.000297464,-0.165251
0.372,1.37455,13.7668,992.878,-395.681,-565.804,22.1568,0.052797,3.30855,-0.000346086,-0.189424,1.56059,15.5621,993.121,-388.573,-574.192,17.1303,0.0536751,3.27509,-0.000282623,-0.176265,2.72478,2.72478,993.121,-388.567,-574.195,17.1313,0.0535066,3.27336,-0.00029465,-0.165595
0.384,1.38226,13.7957,993.091,-389.564,-573.642,22.0848,0.0516503,3.29492,-0.000349614,-0.2258,1.56316,15.6069,993.327,-384.106,-572.848,17.137,0.0528062,3.26435,-0.000279889,-0.176806,2.76349,2.76349,993.327,-384.065,-572.864,17.1351,0.052608,3.26344,-0.00029216,-0.166202
0.396,1.37411,13.6778,993.292,-383.449,-570.845,18.803,0.0506591,3.28136,-0.000340275,-0.248989,1.5635,15.7278,993.533,-379.654,-571.644,17.2003,0.051938,3.25482,-0.000275119,-0.175529,2.79219,2.79219,993.533,-379.562,-571.695,17.1954,0.0517138,3.25408,-0.00028939,-0.167275
0.408,1.38341,13.7696,993.499,-379.485,-581.009,15.3505,0.0497294,3.26279,-0.000344123,-0.200589,1.53475,15.3879,993.741,-375.388,-570.682,17.4521,0.0510838,3.24706,-0.000271506,-0.172781,2.78225,2.78225,993.741,-375.295,-570.735,17.4439,0.0508805,3.24493,-0.000286934,-0.168234
