vol1,price,dPricedVol1,dPricedVol2,dPricedCorr,price_time,risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_price_time,smooth_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_price_time,aadc_risk_time
0.1, 1012.42, 9.20807, -613.078, -7.83002, 0.233254, 1.40297, 1012.42, 7.76444, -622.722, -11.8494, 0.286079, 1.71865, 1012.42, 7.08727, -622.717, -11.5825, 0.117592, 0.117592
0.11, 1012.36, -18.7069, -613.593, -7.7918, 0.233229, 1.40041, 1012.36, -16.275, -621.567, -10.062, 0.286317, 1.71638, 1012.36, -18.4969, -621.712, -9.90191, 0.117449, 0.117449
0.12, 1012.12, -42.0459, -614.299, -7.54728, 0.232973, 1.39985, 1012.12, -42.3781, -620.892, -8.91647, 0.288198, 1.71544, 1012.12, -43.8748, -621.104, -8.79887, 0.1191, 0.1191
0.13, 1011.58, -92.7555, -611.589, -5.01694, 0.233922, 1.40121, 1011.55, -85.9983, -617.957, -6.21472, 0.285621, 1.71448, 1011.55, -87.2744, -618.214, -6.11614, 0.117978, 0.117978
0.14, 1010.57, -116.329, -601.485, 2.80831, 0.234111, 1.40186, 1010.56, -129.164, -611.361, -1.33103, 0.285348, 1.7175, 1010.56, -128.014, -611.291, -1.14496, 0.117876, 0.117876
0.15, 1009.17, -152.994, -599.631, 3.78907, 0.233239, 1.41916, 1009.15, -150.578, -606.87, 1.87058, 0.285761, 1.71974, 1009.15, -147.58, -607.02, 2.01382, 0.114799, 0.114799
0.16, 1007.37, -211.844, -592.29, 12.1708, 0.23488, 1.41134, 1007.36, -198.977, -598.744, 6.94238, 0.28857, 1.7214, 1007.36, -205.61, -598.749, 7.11771, 0.114397, 0.114397
0.17, 1005.2, -224.507, -587.525, 19.6758, 0.234271, 1.41342, 1005.24, -235.872, -590.325, 11.8983, 0.286962, 1.72222, 1005.24, -235.976, -590.625, 12.0509, 0.114932, 0.114932
0.18, 1002.8, -247.166, -583.649, 22.4022, 0.236208, 1.41577, 1002.79, -249.239, -584.181, 15.519, 0.287131, 1.72524, 1002.79, -250.302, -584.486, 15.6754, 0.115107, 0.115107
0.19, 1000.19, -296.57, -576.965, 24.3422, 0.235624, 1.41379, 1000.2, -283.994, -576.223, 19.2404, 0.286235, 1.72243, 1000.2, -284.619, -576.776, 19.3832, 0.114428, 0.114428
0.2, 997.265, -342.666, -570.315, 28.4087, 0.235792, 1.41132, 997.268, -326.503, -564.279, 24.1208, 0.289733, 1.72025, 997.268, -328.529, -564.918, 24.261, 0.114417, 0.114417
0.21, 994.109, -308.582, -559.631, 32.6935, 0.236276, 1.41716, 994.125, -314.973, -553.5, 28.181, 0.286911, 1.72134, 994.125, -314.168, -554.292, 28.3141, 0.114155, 0.114155
0.22, 990.804, -341, -546.889, 35.1257, 0.237613, 1.41525, 990.809, -351.238, -540.336, 32.645, 0.285604, 1.72285, 990.809, -351.623, -541.353, 32.7731, 0.117415, 0.117415
0.23, 987.182, -351.522, -530.08, 38.8954, 0.235503, 1.4142, 987.213, -352.905, -525.005, 37.3022, 0.287486, 1.71887, 987.213, -353.289, -525.979, 37.4298, 0.117024, 0.117024
0.24, 983.647, -378.696, -512.891, 42.2539, 0.235718, 1.41744, 983.656, -363.437, -510.499, 41.3979, 0.28614, 1.7176, 983.656, -364.674, -511.246, 41.5283, 0.116858, 0.116858
0.25, 979.918, -413.703, -496.505, 47.7899, 0.236389, 1.41718, 979.917, -399.653, -496.529, 45.0424, 0.286347, 1.71684, 979.917, -400.634, -496.996, 45.1759, 0.117058, 0.117058
0.26, 976.002, -403.83, -482.994, 51.4301, 0.237703, 1.41633, 976.011, -394.847, -484.215, 48.0602, 0.285716, 1.71936, 976.011, -395.512, -484.575, 48.1947, 0.117114, 0.117114
0.27, 972.004, -416.331, -470.475, 55.0638, 0.236159, 1.41662, 972.039, -404.071, -469.34, 51.1717, 0.286851, 1.71931, 972.039, -404.157, -469.788, 51.3052, 0.116836, 0.116836
