vol2,price_time,risk_time,price,dPricedVol1,dPricedVol2,dPricedCorr,dPricedSpot1,dPricedSpot2,gamma_spot1,gamma_spot2,smooth_price_time,smooth_risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_dPricedSpot1,smooth_dPricedSpot2,smooth_gamma_spot1,smooth_gamma_spot2,aadc_price_time,aadc_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_dPricedSpot1,aadc_dPricedSpot2,aadc_gamma_spot1,aadc_gamma_spot2
0.15,0.760671,7.70242,1070.44,-627.743,-257.047,-8.96395,0.0630795,-0.939312,-0.00028878,-0.209213,0.80076,6.71695,1069.66,-571.108,-269.503,-7.0892,0.0614319,-0.881774,-0.000318614,-0.00937558,1.23765,1.23765,1069.66,-571.198,-269.38,-7.08918,0.0613771,-0.884706,-0.000342588,-0.0196884
0.156,0.470472,4.46834,1068.65,-616.162,-290.215,-0.129101,0.0612943,-0.689301,-0.000297608,-0.0273662,0.543696,6.99897,1067.95,-560.136,-299.967,-4.73792,0.0597733,-0.631054,-0.000317758,-0.028256,0.835586,0.835586,1067.95,-560.274,-299.785,-4.73774,0.0596929,-0.633701,-0.000342178,-0.0419827
0.162,0.426929,6.95649,1066.77,-597.815,-339.284,-1.9173,0.0588454,-0.448564,-0.000355306,-0.12503,0.68205,6.59733,1066.06,-547.263,-330.769,-2.57978,0.0577363,-0.376135,-0.000326079,-0.0620679,0.842818,0.842818,1066.06,-547.143,-330.954,-2.5851,0.0575865,-0.376999,-0.000336256,-0.0610128
0.168,0.428169,5.3226,1064.63,-580.324,-378.259,3.00572,0.0572122,-0.126725,-0.00035213,-0.18967,0.505522,6.46845,1063.98,-533.697,-361.36,-0.395851,0.0556668,-0.120962,-0.000316711,-0.0718061,0.866393,0.866393,1063.98,-533.752,-361.381,-0.396735,0.05558,-0.11991,-0.000331672,-0.077477
0.174,0.436567,4.36152,1062.27,-565.122,-392.896,-7.82994,0.0543535,0.0522258,-0.000383806,-0.070637,0.51119,5.16672,1061.74,-519.456,-385.193,1.46693,0.0535898,0.112315,-0.000323472,-0.0770229,0.859046,0.859046,1061.74,-519.255,-385.48,1.46313,0.0534181,0.113846,-0.000327672,-0.0939231
0.18,0.438871,4.41176,1059.91,-551.943,-426.381,4.24332,0.0525269,0.317638,-0.00039865,-0.231031,0.517051,5.15826,1059.37,-505.49,-404.966,3.51811,0.0516075,0.33073,-0.00031299,-0.0898333,0.853266,0.853266,1059.37,-505.436,-405.066,3.5151,0.051466,0.329875,-0.000322226,-0.107128
0.186,0.437755,4.48398,1057.35,-537.528,-419.826,-0.232537,0.0505961,0.488676,-0.000402713,-0.108801,0.50784,5.06513,1056.88,-492.605,-422.904,5.31089,0.0498683,0.542377,-0.000295416,-0.104239,0.839293,0.839293,1056.88,-492.691,-422.803,5.31083,0.0497824,0.538739,-0.000317019,-0.116728
0.192,0.432474,4.31905,1054.74,-531.824,-442.543,5.80778,0.0486291,0.729243,-0.000404608,-0.113025,0.50579,5.05099,1054.29,-480.474,-441.951,6.78712,0.0483461,0.757738,-0.000281235,-0.129074,0.839632,0.839632,1054.29,-480.351,-442.082,6.78581,0.0482217,0.755512,-0.000312561,-0.12555
0.198,0.428162,4.31339,1051.99,-518.243,-443.876,5.15371,0.0469562,1.00597,-0.000490487,-0.0193614,0.504672,5.06922,1051.58,-468.724,-462.456,8.3653,0.0469136,0.975641,-0.000279998,-0.136363,0.840219,0.840219,1051.58,-468.847,-462.397,8.36148,0.0468703,0.976538,-0.000308433,-0.13412
0.204,0.428816,4.31072,1049.1,-509.71,-491.067,9.3023,0.0453229,1.2272,-0.000591594,-0.142792,0.507787,5.07922,1048.75,-455.547,-479.707,9.7469,0.0453175,1.17856,-0.000298911,-0.131867,0.844958,0.844958,1048.75,-455.117,-480.192,9.74078,0.0451358,1.18235,-0.000300343,-0.141817
0.21,0.434566,4.38974,1046.06,-492.537,-502.331,9.09265,0.0436931,1.35156,-0.000628808,0.0384104,0.530246,5.29622,1045.84,-442.338,-490.698,10.7928,0.0436625,1.35577,-0.000291624,-0.123118,1.00547,1.00547,1045.84,-442.395,-490.662,10.7864,0.043649,1.35177,-0.0002947,-0.147946
0.216,0.449274,4.46967,1043.12,-470.964,-501.737,10.9883,0.0420644,1.47542,-0.000556582,-0.221674,0.522964,5.19507,1042.86,-429.722,-500.136,11.9319,0.0423226,1.51951,-0.000279175,-0.133774,0.855968,0.855968,1042.86,-429.348,-500.495,11.9252,0.0421595,1.51678,-0.000288758,-0.150799
0.222,0.440374,4.41794,1040.06,-452.921,-509.137,1.98773,0.0406559,1.67007,-0.000513879,-0.140408,0.515313,5.15182,1039.83,-418.409,-509.642,13.3837,0.0413085,1.67992,-0.00026656,-0.141589,0.852242,0.852242,1039.83,-418.257,-509.795,13.3783,0.0411408,1.6773,-0.000282427,-0.152023
0.228,0.438746,4.41148,1036.96,-444.875,-516.133,11.5571,0.0401525,1.87516,-0.000628166,-0.247902,0.517422,5.14358,1036.75,-408.011,-518.406,14.6738,0.0403321,1.83734,-0.000270942,-0.152856,0.85303,0.85303,1036.75,-408.16,-518.298,14.6716,0.0403457,1.83171,-0.000278851,-0.15479
0.234,0.439749,4.39897,1033.74,-432.902,-564.223,15.1741,0.0388299,2.03082,-0.00064553,-0.191821,0.512613,5.18585,1033.61,-395.636,-527.769,15.5266,0.0391926,1.98962,-0.000276002,-0.152553,0.856365,0.856365,1033.61,-395.606,-527.81,15.5283,0.0390727,1.98846,-0.000272822,-0.15902
0.24,0.441871,4.42404,1030.52,-421.968,-525.779,13.6024,0.0386289,2.0961,-0.000592078,-0.279901,0.516587,5.1542,1030.42,-384.626,-533.036,16.4486,0.0382793,2.12262,-0.000252579,-0.140534,0.854576,0.854576,1030.42,-384.546,-533.108,16.4496,0.0381822,2.12,-0.000268188,-0.163693
0.246,0.441419,4.39006,1027.29,-412.844,-547.919,36.2745,0.0385514,2.22579,-0.000609889,-0.209561,0.507837,5.08662,1027.22,-374.843,-536.45,17.3596,0.0377272,2.2418,-0.000249923,-0.146952,0.844323,0.844323,1027.22,-374.736,-536.576,17.3299,0.037582,2.24,-0.000263231,-0.165275
0.252,0.435419,4.34431,1024.06,-401.267,-548.215,15.2133,0.0378153,2.33407,-0.000667108,-0.337626,0.512747,5.11952,1023.99,-365.832,-539.614,17.9129,0.0372313,2.35922,-0.000248547,-0.155033,0.855478,0.855478,1023.99,-365.635,-539.784,17.897,0.0371955,2.35612,-0.00025782,-0.166555
0.258,0.436885,4.36519,1020.77,-392.894,-554.308,13.7853,0.0380718,2.45115,-0.000696413,-0.276737,0.513841,5.10899,1020.74,-356.428,-543.766,18.8052,0.0368949,2.47735,-0.000242702,-0.162679,0.849963,0.849963,1020.74,-356.54,-543.67,18.8103,0.0368398,2.47359,-0.000253099,-0.166624
0.264,0.436109,4.36456,1017.5,-386.542,-556.054,29.8009,0.0379436,2.61408,-0.000704724,-0.400575,0.51348,5.1387,1017.46,-348.39,-548.099,20.0732,0.0366645,2.59543,-0.000241079,-0.169344,0.857725,0.857725,1017.46,-348.482,-548.083,20.067,0.0367333,2.5919,-0.000248468,-0.167403
0.27,0.442038,4.41241,1014.11,-377.446,-596.394,19.488,0.0373574,2.74369,-0.000648187,-0.242535,0.520251,5.17778,1014.16,-339.649,-552.474,20.81,0.0364892,2.70807,-0.000243058,-0.164503,0.861663,0.861663,1014.16,-339.875,-552.346,20.8169,0.0365433,2.70626,-0.000242589,-0.16954
0.276,0.445182,4.43143,1010.73,-371.368,-578.695,43.2001,0.0377163,2.79264,-0.000613792,-0.160923,0.521658,5.19555,1010.84,-330.694,-555.03,20.9983,0.036365,2.80786,-0.000237144,-0.155812,0.862171,0.862171,1010.84,-330.65,-555.039,20.998,0.0362323,2.80804,-0.000238427,-0.170995
