spot1-noisy,price_time,risk_time,price,dPricedVol1,dPricedVol2,dPricedCorr,dPricedSpot1,dPricedSpot2,gamma_spot1,gamma_spot2,smooth_price_time,smooth_risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_dPricedSpot1,smooth_dPricedSpot2,smooth_gamma_spot1,smooth_gamma_spot2,aadc_price_time,aadc_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_dPricedSpot1,aadc_dPricedSpot2,aadc_gamma_spot1,aadc_gamma_spot2
1047.58,0.20443,2.17801,538.641,200.699,-55.7038,29.6509,0.653604,0.197827,0.00181033,0.0241642,0.214542,1.89164,538.641,200.699,-55.7038,29.6509,0.653604,0.197827,0.00181033,0.0241642,0.452965,0.452965,538.641,-175.027,-35.3888,9.61306,0.394774,0.122225,-0.000463173,-0.00946536
1089.48,0.267733,2.02744,565.407,188.251,-52.2868,16.213,0.674177,0.216311,0.00179339,-0.0214232,0.209515,2.01919,565.407,188.251,-52.2868,16.213,0.674177,0.216311,0.00179339,-0.0214232,0.662578,0.662578,565.407,-207.372,-43.9201,11.6905,0.374303,0.156634,-0.000511953,-0.0122098
1131.38,0.199277,1.98001,591.353,134.278,-71.8335,29.0183,0.690027,0.290014,-0.00109869,-0.0203647,0.19465,1.88937,591.353,134.278,-71.8335,29.0183,0.690027,0.290014,-0.00109869,-0.0203647,0.367397,0.367397,591.353,-239.339,-56.535,14.725,0.352196,0.206207,-0.000525077,-0.014528
1173.28,0.209387,1.98072,624.044,146.634,-102.619,41.2013,0.694694,0.404025,-0.000902259,-0.0426742,0.209371,1.91377,624.044,146.634,-102.619,41.2013,0.694694,0.404025,-0.000902259,-0.0426742,0.258164,0.258164,624.044,-258.973,-67.8175,16.8884,0.329076,0.252869,-0.000572051,-0.0188231
1215.19,0.201202,1.91585,653.315,34.4732,-116.779,42.1995,0.715321,0.54389,0.00068721,-0.0735235,0.169253,1.80007,653.315,34.4732,-116.779,42.1995,0.715321,0.54389,0.00068721,-0.0735235,0.302627,0.302627,653.315,-282.754,-80.7621,18.8364,0.305119,0.306016,-0.000586232,-0.0210982
1257.09,0.201091,2.01062,683.816,-22.1854,-146.614,51.6318,0.718269,0.659192,0.000611046,-0.163833,0.201358,2.02136,683.816,-22.1854,-146.614,51.6318,0.718269,0.659192,0.000611046,-0.163833,0.3681,0.3681,683.816,-304.012,-94.077,20.481,0.279288,0.360304,-0.000560181,-0.023684
1298.99,0.204874,2.08511,712.476,-116.834,-168.804,64.7948,0.736188,0.80221,-0.000447753,-0.214219,0.210065,2.09942,712.476,-116.834,-168.804,64.7948,0.736188,0.80221,-0.000447753,-0.214219,0.403521,0.403521,712.476,-318.451,-108.051,22.1644,0.258294,0.420504,-0.000566219,-0.0269653
1340.9,0.210259,2.10712,746.928,-196.918,-179.679,53.4138,0.731079,0.981229,-0.000400879,-0.0563439,0.208812,2.09277,746.928,-196.918,-179.679,53.4138,0.731079,0.981229,-0.000400879,-0.0563439,0.38676,0.38676,746.928,-325.794,-121.624,23.9905,0.23197,0.484081,-0.000551226,-0.0294374
1382.8,0.212134,2.10584,774.058,-338.174,-214.455,58.5163,0.709303,1.06374,-0.00126902,-0.0703418,0.211435,2.09326,774.058,-338.174,-214.455,58.5163,0.709303,1.06374,-0.00126902,-0.0703418,0.386546,0.386546,774.058,-334.861,-135.154,24.3874,0.211352,0.542553,-0.000527958,-0.0320673
1424.7,0.212606,2.10417,803.362,-448.49,-278.711,76.5742,0.678586,1.37885,-0.00140354,-0.193464,0.209868,1.73446,803.362,-448.49,-278.711,76.5742,0.678586,1.37885,-0.00140354,-0.193464,0.38149,0.38149,803.362,-333.583,-152.63,26.253,0.187591,0.622298,-0.000504634,-0.035455
