vol1,price_time,risk_time,price,dPricedVol1,dPricedVol2,dPricedCorr,dPricedSpot1,dPricedSpot2,gamma_spot1,gamma_spot2,smooth_price_time,smooth_risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_dPricedSpot1,smooth_dPricedSpot2,smooth_gamma_spot1,smooth_gamma_spot2,aadc_price_time,aadc_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_dPricedSpot1,aadc_dPricedSpot2,aadc_gamma_spot1,aadc_gamma_spot2
0.1,0.404475,3.89884,1012.97,8.84644,-557.376,-10.3396,-0.080802,3.40235,0.000406204,-0.0403338,0.269382,2.86611,1012.97,8.84644,-557.376,-10.3396,-0.080802,3.40235,0.000406204,-0.0403338,0.694485,0.694485,1012.97,-1.78143,-249.185,-3.42708,0.000198563,1.09126,-3.49466e-06,-0.0522579
0.104,0.442194,3.24602,1013,-3.42265,-557.435,-10.2922,-0.0770138,3.40491,0.000183668,-0.0428855,0.291603,3.11735,1013,-3.42265,-557.435,-10.2922,-0.0770138,3.40491,0.000183668,-0.0428855,0.612199,0.612199,1013,-2.29333,-249.243,-3.37964,0.000260484,1.09142,-4.44186e-06,-0.0522627
0.108,0.27469,3.40429,1012.93,-0.198714,-557.985,-10.2172,-0.0730477,3.38143,0.000321663,-0.0346571,0.287207,4.22546,1012.93,-0.198714,-557.985,-10.2172,-0.0730477,3.38143,0.000321663,-0.0346571,0.743311,0.743311,1012.93,-3.58372,-249.279,-3.3024,0.000428522,1.09146,-5.47362e-06,-0.0522656
0.112,0.438136,3.88313,1012.86,-33.7176,-558.329,-10.1473,-0.0708707,3.38159,0.000124895,-0.0317623,0.458399,3.89462,1012.86,-33.7176,-558.329,-10.1473,-0.0708707,3.38159,0.000124895,-0.0317623,0.558825,0.558825,1012.86,-4.62883,-249.367,-3.23098,0.000566475,1.0917,-6.80504e-06,-0.0522444
0.116,0.350657,2.72489,1012.76,-17.4161,-558.662,-10.0772,-0.0676687,3.38048,0.000183562,-0.0253281,0.222871,2.20833,1012.76,-17.4161,-558.662,-10.0772,-0.0676687,3.38048,0.000183562,-0.0253281,0.387247,0.387247,1012.76,-5.72084,-249.448,-3.16431,0.000715675,1.09201,-8.81574e-06,-0.0522527
0.12,0.221049,2.23727,1012.66,-41.9216,-559.216,-9.95468,-0.0636302,3.36836,0.000157618,-0.0345397,0.227518,2.20823,1012.66,-41.9216,-559.216,-9.95468,-0.0636302,3.36836,0.000157618,-0.0345397,0.435968,0.435968,1012.66,-6.86741,-249.485,-3.03943,0.000874958,1.092,-1.05545e-05,-0.0523011
0.124,0.451611,4.59305,1012.48,-50.4228,-559.104,-9.61399,-0.0575071,3.3626,0.000350124,-0.0346039,0.440953,4.34248,1012.48,-50.4228,-559.104,-9.61399,-0.0575071,3.3626,0.000350124,-0.0346039,0.768286,0.768286,1012.48,-8.2286,-249.638,-2.95712,0.00107232,1.0927,-1.33727e-05,-0.0522883
0.128,0.216686,2.44477,1012.36,-60.5297,-555.573,-6.1662,-0.0526614,3.36113,-0.000319139,-0.0316315,0.449359,4.2793,1012.36,-60.5297,-555.573,-6.1662,-0.0526614,3.36113,-0.000319139,-0.0316315,0.598733,0.598733,1012.36,-9.86549,-249.358,-2.75988,0.0013104,1.0911,-1.62763e-05,-0.0524086
0.132,0.313337,3.05716,1012.04,-68.9824,-555.181,-5.4845,-0.0484426,3.34827,0.000110685,-0.0390881,0.278561,2.81088,1012.04,-68.9824,-555.181,-5.4845,-0.0484426,3.34827,0.000110685,-0.0390881,0.51406,0.51406,1012.04,-12.1468,-249.232,-2.59594,0.00165894,1.09019,-1.92358e-05,-0.0523896
0.136,0.297139,2.85198,1011.75,-99.7499,-554.21,-5.56718,-0.0415878,3.34783,-0.000258747,-0.0435908,0.28009,3.02358,1011.75,-99.7499,-554.21,-5.56718,-0.0415878,3.34783,-0.000258747,-0.0435908,0.631884,0.631884,1011.75,-14.1547,-249.017,-2.42093,0.00196756,1.08903,-2.27213e-05,-0.0526747
0.14,0.312101,2.91628,1011.25,-102.969,-552.942,-4.56948,-0.0326726,3.33909,-4.36386e-05,-0.0342988,0.282606,2.88509,1011.25,-102.969,-552.942,-4.56948,-0.0326726,3.33909,-4.36386e-05,-0.0342988,0.491514,0.491514,1011.25,-17.2896,-248.764,-2.1846,0.00247136,1.08753,-2.59009e-05,-0.0527858
0.144,0.297159,2.79374,1010.71,-152.487,-551.85,-4.04378,-0.0288479,3.32565,-0.000449966,-0.039693,0.279405,2.86434,1010.71,-152.487,-551.85,-4.04378,-0.0288479,3.32565,-0.000449966,-0.039693,0.470577,0.470577,1010.71,-20.6879,-248.412,-1.90697,0.00302551,1.08555,-2.93062e-05,-0.0529644
0.148,0.392566,2.81174,1010.1,-156.182,-551.29,-3.70739,-0.0261098,3.32288,-0.000276482,-0.0265972,0.363962,3.85471,1010.1,-156.182,-551.29,-3.70739,-0.0261098,3.32288,-0.000276482,-0.0265972,0.769667,0.769667,1010.1,-24.4561,-247.883,-1.58377,0.00364853,1.08273,-3.3129e-05,-0.0530704
0.152,0.321729,2.59109,1009.49,-164.428,-546.954,0.183752,-0.0214224,3.31181,-0.000458876,-0.0281467,0.26675,2.52206,1009.49,-164.428,-546.954,0.183752,-0.0214224,3.31181,-0.000458876,-0.0281467,0.432202,0.432202,1009.49,-27.9452,-247.305,-1.19617,0.00422646,1.07967,-3.66609e-05,-0.0531286
0.156,0.225477,2.68873,1008.8,-167.572,-546.189,1.17987,-0.016479,3.28419,-0.000327941,-0.0245423,0.257032,3.48211,1008.8,-167.572,-546.189,1.17987,-0.016479,3.28419,-0.000327941,-0.0245423,0.787842,0.787842,1008.8,-32.1727,-246.559,-0.725255,0.00493428,1.07573,-4.0103e-05,-0.0530062
0.16,0.481991,3.45041,1008.09,-180.856,-541.517,5.46923,-0.0135108,3.26882,-0.00027323,0.0039594,0.421819,4.36348,1008.09,-180.856,-541.517,5.46923,-0.0135108,3.26882,-0.00027323,0.0039594,0.758884,0.758884,1008.09,-36.3203,-245.661,-0.196819,0.00565057,1.07075,-4.23709e-05,-0.0531287
