spot2,price_time,risk_time,price,dPricedVol1,dPricedVol2,dPricedCorr,dPricedSpot1,dPricedSpot2,gamma_spot1,gamma_spot2,smooth_price_time,smooth_risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_dPricedSpot1,smooth_dPricedSpot2,smooth_gamma_spot1,smooth_gamma_spot2,aadc_price_time,aadc_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_dPricedSpot1,aadc_dPricedSpot2,aadc_gamma_spot1,aadc_gamma_spot2
48.91,2.78999,23.4623,547.475,-12.4915,-35.0131,5.94282,0.00271526,12.9876,-2.29481e-05,0.0281725,2.28519,22.723,547.475,-12.4915,-35.0131,5.94282,0.00271526,12.9876,-2.29481e-05,0.0281725,3.97984,3.97984,547.475,-4.00779,-249.817,0.86824,0.000694204,7.29865,-4.81688e-06,-0.179743
50.8664,2.14724,22.6903,572.928,-17.1642,-56.0492,6.27944,0.00367835,13.0335,-2.55644e-05,-0.181662,2.15603,21.4555,572.928,-17.1642,-56.0492,6.27944,0.00367835,13.0335,-2.55644e-05,-0.181662,3.81789,3.81789,572.928,-5.33284,-271.715,1.26166,0.000925533,6.94315,-6.20864e-06,-0.180913
52.8228,2.14387,21.7283,598.311,-22.117,-103.278,6.18735,0.0047191,13.0419,-2.57181e-05,0.229222,2.2844,22.9309,598.311,-22.117,-103.278,6.18735,0.0047191,13.0419,-2.57181e-05,0.229222,3.81322,3.81322,598.311,-6.90348,-291.879,1.70526,0.00119704,6.59303,-7.6593e-06,-0.182104
54.7792,2.20135,21.8498,623.995,-27.216,-156.793,8.05014,0.00567621,13.1504,-4.84201e-05,-0.10601,2.21618,22.2705,623.995,-27.216,-156.793,8.05014,0.00567621,13.1504,-4.84201e-05,-0.10601,4.30578,4.30578,623.995,-8.72138,-310.482,2.14841,0.00151324,6.23313,-9.46603e-06,-0.180723
56.7356,2.25685,23.1334,649.519,-35.2757,-207.087,9.41948,0.00692061,12.9732,-3.04038e-05,0.24421,2.51409,22.9344,649.519,-35.2757,-207.087,9.41948,0.00692061,12.9732,-3.04038e-05,0.24421,5.67631,5.67631,649.519,-10.6121,-326.986,2.47894,0.00184361,5.88204,-1.13764e-05,-0.178729
58.692,2.3978,22.2769,674.953,-45.2494,-247.472,9.41619,0.00846779,12.9476,-6.0737e-05,-0.137571,2.15042,21.2488,674.953,-45.2494,-247.472,9.41619,0.00846779,12.9476,-6.0737e-05,-0.137571,3.7294,3.7294,674.953,-12.9392,-341.287,2.89704,0.00224467,5.53451,-1.33307e-05,-0.174676
60.6484,2.08995,20.8968,700.114,-54.9085,-301.789,25.1628,0.0101288,12.796,-0.00010137,-0.185457,2.11241,21.3944,700.114,-54.9085,-301.789,25.1628,0.0101288,12.796,-0.00010137,-0.185457,3.78866,3.78866,700.114,-15.2898,-353.321,3.23521,0.00265468,5.19451,-1.56912e-05,-0.172217
62.6048,2.11587,21.0824,724.9,-67.3406,-369.358,19.1063,0.0118076,12.5379,-8.38048e-05,-0.0944951,2.10573,21.0679,724.9,-67.3406,-369.358,19.1063,0.0118076,12.5379,-8.38048e-05,-0.0944951,3.73004,3.73004,724.9,-17.9719,-362.958,3.63817,0.00312437,4.86255,-1.81924e-05,-0.167304
64.5612,2.08646,20.8489,749.212,-74.9519,-424.213,17.5058,0.0133027,12.187,-9.10554e-05,-0.315375,2.09727,20.9496,749.212,-74.9519,-424.213,17.5058,0.0133027,12.187,-9.10554e-05,-0.315375,4.25586,4.25586,749.212,-21.0055,-370.071,4.06935,0.00364747,4.53602,-2.08846e-05,-0.161518
66.5176,2.19459,21.0607,772.598,-84.8615,-478.996,16.3276,0.0154303,11.7462,-8.87943e-05,-0.350302,2.08154,20.7473,772.598,-84.8615,-478.996,16.3276,0.0154303,11.7462,-8.87943e-05,-0.350302,3.77531,3.77531,772.598,-24.1506,-374.89,4.44111,0.0041959,4.2291,-2.3643e-05,-0.155132
