spot1-noisy,price_time,risk_time,price,dPricedVol1,dPricedVol2,dPricedCorr,dPricedSpot1,dPricedSpot2,gamma_spot1,gamma_spot2,smooth_price_time,smooth_risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_dPricedSpot1,smooth_dPricedSpot2,smooth_gamma_spot1,smooth_gamma_spot2,aadc_price_time,aadc_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_dPricedSpot1,aadc_dPricedSpot2,aadc_gamma_spot1,aadc_gamma_spot2
1047.58,0.040705,0.414189,537.57,140.565,-68.8284,43.0514,0.641927,0.221625,-0.00103209,-0.0508906,0.041459,0.414553,537.57,140.565,-68.8284,43.0514,0.641927,0.221625,-0.00103209,-0.0508906,0.077037,0.077037,537.57,-181.55,-36.2305,10.5016,0.392765,0.12867,-0.000454717,-0.0101257
1089.48,0.041373,0.422568,566.261,179.152,-45.958,13.0472,0.673899,0.203896,0.0029018,-0.0781568,0.041769,0.473161,566.261,179.152,-45.958,13.0472,0.673899,0.203896,0.0029018,-0.0781568,0.078653,0.078653,566.261,-207.583,-43.4101,11.7722,0.374165,0.155188,-0.00050147,-0.0122771
1131.38,0.044655,0.443167,591.72,116.413,-71.8718,31.0603,0.674724,0.281409,0.00503356,-0.0172503,0.043965,0.434963,591.72,116.413,-71.8718,31.0603,0.674724,0.281409,0.00503356,-0.0172503,0.075419,0.075419,591.72,-241.18,-55.5905,14.7607,0.351833,0.204249,-0.000546596,-0.0148199
1173.28,0.042025,0.411711,625.867,195.09,-121.973,37.5745,0.700182,0.411807,-0.00354821,0.000723324,0.041465,0.412807,625.867,195.09,-121.973,37.5745,0.700182,0.411807,-0.00354821,0.000723324,0.08588,0.08588,625.867,-256.684,-68.1584,17.4782,0.328773,0.256795,-0.000584756,-0.0194623
1215.19,0.044609,0.442156,654.222,28.1697,-81.5503,21.236,0.708355,0.482383,-0.00179175,-0.0113603,0.042502,0.411875,654.222,28.1697,-81.5503,21.236,0.708355,0.482383,-0.00179175,-0.0113603,0.077461,0.077461,654.222,-285.831,-76.1239,17.4105,0.305161,0.289426,-0.000580014,-0.0215253
1257.09,0.051719,0.418555,683.331,55.4955,-136.331,42.9522,0.72135,0.686229,0.00204245,-0.226482,0.041984,0.407704,683.331,55.4955,-136.331,42.9522,0.72135,0.686229,0.00204245,-0.226482,0.081768,0.081768,683.331,-304.458,-90.8477,20.3203,0.281474,0.350275,-0.000567698,-0.0252801
1298.99,0.042519,0.406548,715.796,-143.005,-114.812,22.2473,0.736529,0.655404,0.00476471,-0.0813282,0.04051,0.405565,715.796,-143.005,-114.812,22.2473,0.736529,0.655404,0.00476471,-0.0813282,0.075307,0.075307,715.796,-312.09,-108.249,22.2506,0.25837,0.421951,-0.000559875,-0.0257496
1340.9,0.040879,0.415097,748.059,-140.058,-253.171,79.3873,0.711558,1.11982,0.000866823,-0.150854,0.041867,0.412912,748.059,-140.058,-253.171,79.3873,0.711558,1.11982,0.000866823,-0.150854,0.079651,0.079651,748.059,-324.355,-124.01,24.176,0.230407,0.492612,-0.00052658,-0.0275436
1382.8,0.041003,0.411838,773.973,-316.669,-163.977,42.3701,0.693955,1.12203,-0.00356987,-0.190251,0.04117,0.411337,773.973,-316.669,-163.977,42.3701,0.693955,1.12203,-0.00356987,-0.190251,0.077216,0.077216,773.973,-337.357,-133.724,24.2857,0.211141,0.538241,-0.000532601,-0.0318519
1424.7,0.091598,0.476816,802.191,-396.61,-273.961,47.7343,0.669716,1.36142,-0.00173682,-0.251517,0.044006,0.439152,802.191,-396.61,-273.961,47.7343,0.669716,1.36142,-0.00173682,-0.251517,0.087945,0.087945,802.191,-331.838,-155.915,26.3625,0.187389,0.633466,-0.00051496,-0.0357112
1466.61,0.041739,0.426448,837.093,-558.076,-254.926,41.8498,0.620585,1.52802,-0.00478843,-0.402941,0.045832,0.41525,837.093,-558.076,-254.926,41.8498,0.620585,1.52802,-0.00478843,-0.402941,0.129885,0.129885,837.093,-322.607,-162.64,24.3092,0.164343,0.6644,-0.000485106,-0.0377358
1508.51,0.044306,0.437081,862.071,-725.58,-319.279,48.9475,0.600484,1.63578,0.00415326,0.15497,0.040524,0.409611,862.071,-725.58,-319.279,48.9475,0.600484,1.63578,0.00415326,0.15497,0.075118,0.075118,862.071,-317.723,-172.24,25.0283,0.147375,0.71693,-0.000447761,-0.039173
1550.41,0.054436,0.416854,881.359,-710.941,-337.93,61.6981,0.555361,1.9105,0.00287758,0.0115889,0.040935,0.410175,881.359,-710.941,-337.93,61.6981,0.555361,1.9105,0.00287758,0.0115889,0.123875,0.123875,881.359,-308.69,-192.893,24.9998,0.131726,0.810613,-0.000423204,-0.0449365
1592.31,0.041062,0.405705,902.687,-773.356,-361.556,70.4708,0.461259,1.92609,-0.00202188,0.322524,0.040486,0.409134,902.687,-773.356,-361.556,70.4708,0.461259,1.92609,-0.00202188,0.322524,0.07509,0.07509,902.687,-297.647,-198.281,22.9167,0.11468,0.838718,-0.000365218,-0.0420729
1634.22,0.04149,0.413434,920.806,-756.241,-461.209,91.9822,0.3954,2.47056,0.00162727,-0.425088,0.041347,0.41541,920.806,-756.241,-461.209,91.9822,0.3954,2.47056,0.00162727,-0.425088,0.078648,0.078648,920.806,-279.536,-209.649,22.6913,0.0987844,0.886809,-0.00032405,-0.0448231
1676.12,0.099486,1.42991,940.667,-880.875,-358.216,75.6467,0.332977,2.53658,0.00114897,-0.444131,0.080001,0.420228,940.667,-880.875,-358.216,75.6467,0.332977,2.53658,0.00114897,-0.444131,0.077861,0.077861,940.667,-261.939,-207.091,18.949,0.0861783,0.879262,-0.000312544,-0.0471183
1718.02,0.04139,0.424118,949.997,-835.653,-511.132,40.4589,0.28988,2.91162,-0.00241286,0.118288,0.042153,0.420109,949.997,-835.653,-511.132,40.4589,0.28988,2.91162,-0.00241286,0.118288,0.077969,0.077969,949.997,-245.366,-222.617,19.0766,0.0747391,0.96084,-0.000277419,-0.0499581
1759.93,0.049371,0.47113,960.877,-714.169,-443.941,1.29258,0.204969,2.72522,-0.00228516,0.142383,0.042058,0.420665,960.877,-714.169,-443.941,1.29258,0.204969,2.72522,-0.00228516,0.142383,0.147768,0.147768,960.877,-218.395,-233.058,17.5746,0.0613872,1.00061,-0.000238745,-0.0491647
