vol1,price,dPricedVol1,dPricedVol2,dPricedCorr,price_time,risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_price_time,smooth_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_price_time,aadc_risk_time
0.1, 1011.96, 24.4157, -527.893, 22.016, 0.023171, 0.139795, 1012.14, 9.10735, -606.878, 0.575858, 0.028503, 0.171379, 1012.14, 9.16366, -606.627, 0.592631, 0.010384, 0.010384
0.11, 1012.1, -0.749833, -527.907, 22.2304, 0.023279, 0.139641, 1012.15, -17.0172, -606.647, 1.63778, 0.028541, 0.171057, 1012.15, -16.6608, -606.386, 1.66155, 0.010465, 0.010465
0.12, 1011.67, -67.1372, -529.613, 22.4753, 0.023278, 0.139499, 1011.82, -42.5359, -606.015, 2.74259, 0.028541, 0.17125, 1011.82, -42.6044, -605.756, 2.7641, 0.010465, 0.010465
0.13, 1011.13, -78.3954, -529.051, 23.0431, 0.023324, 0.139782, 1011.28, -69.277, -604.84, 4.05918, 0.028484, 0.171957, 1011.28, -69.1041, -604.589, 4.0776, 0.010791, 0.010791
0.14, 1010.18, -124.066, -527.197, 24.845, 0.023426, 0.139833, 1010.29, -129.585, -602.143, 6.19991, 0.028522, 0.171292, 1010.29, -129.868, -601.894, 6.2177, 0.010786, 0.010786
0.15, 1008.86, -185.514, -526.486, 25.2815, 0.023476, 0.140922, 1008.88, -160.72, -599.443, 8.14487, 0.028596, 0.171333, 1008.88, -160.85, -599.212, 8.15915, 0.010814, 0.010814
0.16, 1006.91, -238.107, -524.641, 26.6004, 0.023351, 0.139998, 1007.07, -204.422, -586.77, 15.1086, 0.028585, 0.172918, 1007.07, -204.606, -586.51, 15.1269, 0.010778, 0.010778
0.17, 1004.44, -251.002, -522.614, 27.8216, 0.023466, 0.139928, 1004.74, -261.663, -576.273, 20.3907, 0.028408, 0.171182, 1004.74, -261.667, -576.034, 20.4063, 0.010842, 0.010842
0.18, 1001.54, -185.139, -517.992, 30.6649, 0.023406, 0.14012, 1002, -267.309, -569.866, 23.5719, 0.028489, 0.171603, 1002, -266.977, -569.657, 23.5849, 0.010827, 0.010827
0.19, 998.841, -320.76, -513.892, 31.8581, 0.023441, 0.140201, 999.227, -295.844, -558.58, 28.3299, 0.028489, 0.171323, 999.227, -295.986, -558.387, 28.342, 0.010779, 0.010779
0.2, 995.878, -243.775, -507.643, 32.1324, 0.023488, 0.140429, 996.242, -294.374, -548.667, 32.2781, 0.028548, 0.171586, 996.242, -294.191, -548.479, 32.2898, 0.010785, 0.010785
0.21, 992.813, -339.54, -500.692, 33.7193, 0.023396, 0.140271, 993.152, -338.159, -535.081, 37.0507, 0.028534, 0.171627, 993.152, -338.13, -534.932, 37.0611, 0.010828, 0.010828
0.22, 989.048, -328.355, -491.72, 34.9827, 0.025003, 0.140448, 989.589, -351.9, -517.518, 42.5761, 0.028487, 0.171338, 989.589, -351.714, -517.403, 42.5854, 0.010796, 0.010796
0.23, 985.283, -381.68, -469.941, 34.9488, 0.023494, 0.140481, 985.946, -377.71, -504.682, 46.4557, 0.028507, 0.171231, 985.946, -377.92, -504.538, 46.4654, 0.010812, 0.010812
0.24, 981.647, -343.026, -445.067, 36.1869, 0.023533, 0.140442, 982.239, -368.568, -494.521, 49.352, 0.028555, 0.172257, 982.239, -368.601, -494.395, 49.3614, 0.01082, 0.01082
0.25, 978.043, -328.922, -437.893, 38.9052, 0.023518, 0.140604, 978.588, -361.39, -479.794, 53.0072, 0.028633, 0.171505, 978.588, -361.27, -479.687, 53.0164, 0.010742, 0.010742
0.26, 974.357, -450.718, -427.979, 41.4875, 0.023368, 0.140897, 974.83, -395.696, -467.68, 55.8448, 0.028584, 0.171289, 974.83, -395.841, -467.576, 55.854, 0.010807, 0.010807
0.27, 970.18, -508.513, -421.363, 42.8369, 0.023508, 0.140804, 970.765, -419.466, -455.614, 58.5025, 0.028569, 0.171351, 970.765, -419.628, -455.535, 58.5115, 0.010767, 0.010767
0.28, 965.905, -406.018, -410.288, 46.5127, 0.023462, 0.140771, 966.601, -409.531, -443.215, 61.033, 0.028514, 0.170956, 966.601, -409.5, -443.133, 61.042, 0.010777, 0.010777
0.29, 962.044, -444.255, -402.511, 47.1556, 0.02357, 0.141242, 962.502, -417.425, -435.474, 62.7876, 0.028553, 0.17145, 962.502, -417.415, -435.439, 62.7964, 0.010774, 0.010774
0.3, 957.503, -524.147, -396.549, 48.0939, 0.02352, 0.140948, 958.229, -430.052, -421.826, 65.0634, 0.028541, 0.1713, 958.229, -430.198, -421.773, 65.0723, 0.010829, 0.010829
0.31, 953.555, -414.762, -387.521, 48.7687, 0.02343, 0.140764, 953.976, -434.397, -412.901, 66.7214, 0.028565, 0.171965, 953.976, -434.354, -412.85, 66.7307, 0.010815, 0.010815
0.32, 948.985, -465.69, -383.065, 66.1432, 0.023592, 0.140804, 949.449, -465.452, -404.722, 68.679, 0.028839, 0.173504, 949.449, -465.527, -404.683, 68.6892, 0.010841, 0.010841
0.33, 944.256, -368.441, -377.547, 68.6315, 0.023518, 0.140991, 944.846, -446.159, -394.479, 70.4592, 0.02871, 0.171223, 944.846, -446.074, -394.44, 70.4696, 0.010779, 0.010779
0.34, 939.925, -427.948, -370.539, 69.6523, 0.023481, 0.140902, 940.437, -444.415, -383.678, 71.9387, 0.028543, 0.171906, 940.437, -444.375, -383.647, 71.9492, 0.010791, 0.010791
0.35, 935.201, -511.246, -343.108, 70.7496, 0.023455, 0.140744, 935.881, -463.913, -373.968, 73.2623, 0.028532, 0.171507, 935.881, -463.993, -373.941, 73.2731, 0.010855, 0.010855
0.36, 930.643, -402.293, -368.694, 88.2451, 0.023496, 0.140744, 931.277, -452.521, -363.05, 74.8471, 0.028442, 0.171837, 931.277, -452.516, -363.031, 74.8587, 0.010793, 0.010793
0.37, 926.564, -431.16, -362.544, 89.6269, 0.023478, 0.142654, 926.815, -445.856, -352.524, 76.0208, 0.028486, 0.171623, 926.815, -445.777, -352.51, 76.0327, 0.010775, 0.010775
0.38, 921.958, -501.363, -354.596, 90.8397, 0.023524, 0.140922, 922.257, -466.286, -344.439, 76.8539, 0.028457, 0.170797, 922.257, -466.327, -344.448, 76.8659, 0.010797, 0.010797
0.39, 917.062, -385.868, -345.265, 93.3122, 0.023469, 0.140969, 917.565, -466.047, -334.319, 77.6322, 0.028431, 0.171443, 917.565, -465.991, -334.323, 77.6443, 0.010762, 0.010762
0.4, 912.409, -532.277, -337.898, 94.4425, 0.023623, 0.140467, 912.886, -473.193, -325.974, 78.3516, 0.028488, 0.173306, 912.886, -473.225, -325.984, 78.3637, 0.010841, 0.010841
0.41, 907.704, -456.158, -350.765, 95.5395, 0.023539, 0.140887, 908.149, -471.656, -319.845, 78.9935, 0.028547, 0.171085, 908.149, -471.611, -319.875, 79.0057, 0.010776, 0.010776
0.42, 902.703, -587.828, -329.637, 96.6181, 0.02358, 0.141254, 903.405, -477.05, -310.211, 79.4015, 0.028559, 0.171035, 903.405, -477.149, -310.194, 79.4137, 0.01077, 0.01077
0.43, 898.12, -463.085, -325.593, 97.603, 0.02341, 0.140865, 898.704, -465.007, -302.807, 79.758, 0.028601, 0.171244, 898.704, -464.961, -302.82, 79.7702, 0.010843, 0.010843
0.44, 893.338, -414.326, -302.708, 98.5548, 0.023524, 0.140803, 894.039, -467.22, -294.481, 80.0449, 0.02853, 0.171297, 894.039, -467.215, -294.459, 80.0572, 0.010843, 0.010843
0.45, 888.669, -469.352, -300.348, 99.5527, 0.023516, 0.141094, 889.367, -465.63, -289.033, 80.5319, 0.028468, 0.172077, 889.367, -465.66, -289.018, 80.5441, 0.01086, 0.01086
0.46, 884.181, -463.894, -297.233, 100.441, 0.023507, 0.140807, 884.775, -452.635, -282.483, 80.8219, 0.028482, 0.171196, 884.775, -452.58, -282.485, 80.8341, 0.010797, 0.010797
0.47, 879.681, -515.195, -277.245, 101.311, 0.023514, 0.140889, 880.234, -459.149, -271.489, 80.7068, 0.028527, 0.171736, 880.234, -459.204, -271.428, 80.719, 0.010785, 0.010785
