vol1,price_time,risk_time,price,dPricedVol1,dPricedVol2,dPricedCorr,dPricedSpot1,dPricedSpot2,gamma_spot1,gamma_spot2,smooth_price_time,smooth_risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_dPricedSpot1,smooth_dPricedSpot2,smooth_gamma_spot1,smooth_gamma_spot2,aadc_price_time,aadc_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_dPricedSpot1,aadc_dPricedSpot2,aadc_gamma_spot1,aadc_gamma_spot2
0.1,0.579369,6.14119,1012.42,9.20807,-613.078,-7.83002,-0.0846029,3.51751,0.000449502,-0.310649,0.777507,7.58927,1013.28,-11.2952,-604.944,-12.8432,-0.0544756,3.38634,0.000346812,-0.166332,1.6282,1.6282,1013.28,-11.2721,-604.946,-12.8436,-0.0544661,3.38464,0.000291427,-0.166858
0.104,0.80411,7.09541,1012.44,1.5104,-613.413,-8.03996,-0.0799727,3.52046,0.000337042,-0.31098,0.486177,4.88489,1013.23,-17.5693,-604.82,-12.4977,-0.0519996,3.38667,0.000311945,-0.167023,0.802389,0.802389,1013.23,-17.5043,-604.825,-12.4989,-0.0520093,3.38502,0.000261564,-0.166678
0.108,0.417083,4.18807,1012.38,-4.66649,-613.602,-7.84615,-0.0761901,3.50344,0.000420136,-0.310361,0.493479,4.94767,1013.14,-25.1557,-604.308,-11.8448,-0.0493097,3.38457,0.000275238,-0.168425,0.802481,0.802481,1013.14,-25.2106,-604.294,-11.8301,-0.0493254,3.38267,0.000231048,-0.166684
0.112,0.422553,4.2481,1012.33,-28.7855,-613.788,-7.77542,-0.0737054,3.49972,0.00023123,-0.298504,0.498093,5.08401,1013.02,-33.7665,-603.603,-11.0662,-0.0464774,3.3817,0.000248925,-0.16529,0.834867,0.834867,1013.02,-33.7955,-603.598,-11.063,-0.0464755,3.37935,0.000201213,-0.166765
0.116,0.436092,4.36628,1012.21,-22.4507,-614.107,-7.69746,-0.0698077,3.49226,0.000383399,-0.280797,0.509866,5.1047,1012.87,-42.3184,-603.14,-10.5228,-0.0435381,3.3792,0.000214923,-0.166226,0.841981,0.841981,1012.87,-42.3117,-603.128,-10.5138,-0.0435891,3.37776,0.000171702,-0.16679
0.12,0.439322,5.05934,1012.12,-42.0459,-614.299,-7.54728,-0.065167,3.48309,0.000115011,-0.291232,0.881571,7.74002,1012.68,-52.1284,-602.258,-9.68651,-0.0403811,3.37487,0.000183436,-0.165944,1.50449,1.50449,1012.68,-52.1668,-602.235,-9.67678,-0.0404455,3.37341,0.00014225,-0.166718
0.124,0.883175,6.6918,1011.92,-46.1578,-613.957,-7.19145,-0.060305,3.47576,0.00024265,-0.288403,0.68951,7.33126,1012.45,-63.007,-601.08,-8.69386,-0.0370228,3.3693,0.000151037,-0.165894,0.87123,0.87123,1012.45,-63.0428,-601.062,-8.68915,-0.0370681,3.36718,0.000113687,-0.166561
0.128,0.444769,4.45004,1011.74,-65.7813,-611.808,-5.23525,-0.0540732,3.47374,-0.000205193,-0.288303,0.560426,8.82245,1012.18,-74.4162,-599.825,-7.69688,-0.0334889,3.36287,0.000121446,-0.165164,1.61772,1.61772,1012.18,-74.4867,-599.804,-7.68233,-0.0335455,3.36095,8.60094e-05,-0.166307
0.132,0.864111,7.65903,1011.41,-77.5739,-607.87,-3.15757,-0.0495158,3.45908,0.000122435,-0.284314,0.499213,6.34965,1011.86,-86.2741,-598.437,-6.65491,-0.0298024,3.35564,9.18199e-05,-0.165276,1.28126,1.28126,1011.86,-86.2276,-598.464,-6.67063,-0.0298854,3.3542,5.93453e-05,-0.166262
0.136,0.59524,4.82367,1011.08,-98.2449,-604.093,-1.10344,-0.0426217,3.44937,-0.000173688,-0.280328,0.507411,5.10666,1011.49,-99.0881,-596.522,-5.31348,-0.0259214,3.34614,6.1959e-05,-0.166148,0.824962,0.824962,1011.49,-99.1373,-596.502,-5.30381,-0.0259753,3.34395,3.34711e-05,-0.166376
