vol2-noisy,price_time,risk_time,price,dPricedVol1,dPricedVol2,dPricedCorr,dPricedSpot1,dPricedSpot2,gamma_spot1,gamma_spot2,smooth_price_time,smooth_risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_dPricedSpot1,smooth_dPricedSpot2,smooth_gamma_spot1,smooth_gamma_spot2,aadc_price_time,aadc_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_dPricedSpot1,aadc_dPricedSpot2,aadc_gamma_spot1,aadc_gamma_spot2
0.15,0.040462,0.420436,1071.06,-554.569,-216.094,6.0208,0.0731623,-1.17259,3.24115e-05,-0.492866,0.041499,0.415589,1071.06,-554.569,-216.094,6.0208,0.0731623,-1.17259,3.24115e-05,-0.492866,0.075781,0.075781,1071.06,-159.968,-54.6643,2.34793,0.0278505,0.171696,-0.000116509,-0.0259474
0.156,0.041907,0.423002,1070.78,-584.756,-286.931,-27.5033,0.0519476,-0.488105,-0.00164623,-0.0873518,0.043729,0.430053,1070.78,-584.756,-286.931,-27.5033,0.0519476,-0.488105,-0.00164623,-0.0873518,0.085932,0.085932,1070.78,-147.758,-65.911,3.09674,0.0255121,0.21495,-0.000105701,-0.0337087
0.162,0.041463,0.404142,1064.94,-631.174,-372.399,-23.349,0.0754496,-0.565784,-0.00225923,0.189638,0.040987,0.421841,1064.94,-631.174,-372.399,-23.349,0.0754496,-0.565784,-0.00225923,0.189638,0.078013,0.078013,1064.94,-159.662,-75.9599,3.73894,0.0274356,0.252855,-0.000109451,-0.0317194
0.168,0.0523,0.43413,1065.68,-517.941,-288.288,-7.8096,0.0566639,-0.644298,0.000136847,-0.120504,0.04243,0.426213,1065.68,-517.941,-288.288,-7.8096,0.0566639,-0.644298,0.000136847,-0.120504,0.080526,0.080526,1065.68,-148.812,-78.7155,3.96826,0.0255982,0.266217,-0.00010605,-0.0332765
0.174,0.041922,0.438551,1061.76,-473.539,-359.879,15.1809,0.0730143,0.122233,-0.00139402,-0.0128929,0.041883,0.418627,1061.76,-473.539,-359.879,15.1809,0.0730143,0.122233,-0.00139402,-0.0128929,0.079651,0.079651,1061.76,-149.108,-92.5122,4.02182,0.025584,0.319896,-0.000105169,-0.0356844
0.18,0.041611,0.454834,1060.81,-525.282,-477.994,3.74676,0.0535529,0.459663,-0.000954308,-0.755162,0.040604,0.437006,1060.81,-525.282,-477.994,3.74676,0.0535529,0.459663,-0.000954308,-0.755162,0.081565,0.081565,1060.81,-141.487,-104.904,4.05593,0.0245061,0.364746,-0.000104526,-0.0424696
0.186,0.043283,0.422802,1058.24,-463.908,-342.234,4.91236,0.0488228,0.208887,-0.000651594,-0.000479539,0.044074,0.426522,1058.24,-463.908,-342.234,4.91236,0.0488228,0.208887,-0.000651594,-0.000479539,0.077585,0.077585,1058.24,-139.448,-107.88,5.09124,0.0243475,0.382595,-9.96721e-05,-0.0404549
0.192,0.042251,0.457764,1054.96,-495.816,-614.738,33.0041,0.0597838,0.835494,-0.00124466,0.237117,0.047643,0.421352,1054.96,-495.816,-614.738,33.0041,0.0597838,0.835494,-0.00124466,0.237117,0.076983,0.076983,1054.96,-134.83,-122.082,5.41044,0.0234051,0.440642,-0.000102007,-0.0428554
0.198,0.044214,0.436778,1052.64,-512.27,-366.233,3.86515,0.0436887,1.19344,-0.00300004,0.054888,0.041694,0.417486,1052.64,-512.27,-366.233,3.86515,0.0436887,1.19344,-0.00300004,0.054888,0.075253,0.075253,1052.64,-129.821,-129.444,5.29311,0.0221144,0.473716,-0.000104089,-0.045376
0.204,0.041886,0.41815,1050.54,-421.829,-507.922,8.50009,0.048432,1.15272,-0.000993543,-0.530466,0.041755,0.426852,1050.54,-421.829,-507.922,8.50009,0.048432,1.15272,-0.000993543,-0.530466,0.07841,0.07841,1050.54,-122.029,-145.841,6.24859,0.0211374,0.543712,-9.6861e-05,-0.0493121
0.21,0.0424,0.480286,1047.1,-363.153,-412.851,32.683,0.0380452,1.26947,-0.00085791,-0.360358,0.040122,0.413315,1047.1,-363.153,-412.851,32.683,0.0380452,1.26947,-0.00085791,-0.360358,0.077427,0.077427,1047.1,-121.235,-148.207,5.07659,0.020635,0.554625,-9.57697e-05,-0.0470784
0.216,0.041891,0.371263,1043.44,-558.531,-406.31,-14.4565,0.0507311,1.77183,-0.000103088,-0.740789,0.041576,0.411451,1043.44,-558.531,-406.31,-14.4565,0.0507311,1.77183,-0.000103088,-0.740789,0.074932,0.074932,1043.44,-125.449,-151.457,5.96074,0.0216793,0.582055,-9.75931e-05,-0.0461423
0.222,0.040656,0.405038,1042.95,-380.477,-464.153,-11.6399,0.0443287,1.68487,0.000886025,-0.0789,0.040091,0.40156,1042.95,-380.477,-464.153,-11.6399,0.0443287,1.68487,0.000886025,-0.0789,0.074827,0.074827,1042.95,-111.49,-161.741,6.21199,0.0191648,0.62305,-9.74978e-05,-0.04962
0.228,0.039495,0.409354,1038.53,-439.257,-716.12,38.4171,0.0535218,2.06092,0.000553677,-0.160951,0.04105,0.409685,1038.53,-439.257,-716.12,38.4171,0.0535218,2.06092,0.000553677,-0.160951,0.074478,0.074478,1038.53,-120.294,-164.149,4.95527,0.0207365,0.643329,-9.23738e-05,-0.0513025
0.234,0.046156,0.455766,1034.71,-392.063,-518.51,-23.0119,0.0303394,2.2904,-0.000510857,-0.319392,0.037483,0.448839,1034.71,-392.063,-518.51,-23.0119,0.0303394,2.2904,-0.000510857,-0.319392,0.093306,0.093306,1034.71,-114.357,-175.687,6.32811,0.0196257,0.697105,-8.64601e-05,-0.0499746
0.24,0.039635,0.41677,1032.89,-322.401,-479.303,-5.80174,0.0249482,2.1183,-0.000918254,0.537558,0.040834,0.362923,1032.89,-322.401,-479.303,-5.80174,0.0249482,2.1183,-0.000918254,0.537558,0.146199,0.146199,1032.89,-111.453,-178.171,5.79185,0.0191861,0.710138,-9.06434e-05,-0.0509057
0.246,0.041817,0.404046,1030.47,-331.336,-593.422,83.008,0.0286031,2.18497,0.000475196,-0.598317,0.038188,0.599121,1030.47,-331.336,-593.422,83.008,0.0286031,2.18497,0.000475196,-0.598317,0.250105,0.250105,1030.47,-106.112,-189.301,6.00922,0.0183577,0.769109,-8.75555e-05,-0.0529871
0.252,0.042439,0.418019,1024.32,-404.711,-563.425,51.208,0.0339679,2.37372,-0.000375267,-0.184566,0.040987,0.413353,1024.32,-404.711,-563.425,51.208,0.0339679,2.37372,-0.000375267,-0.184566,0.081476,0.081476,1024.32,-101.495,-201.279,6.02543,0.0175614,0.82114,-8.1894e-05,-0.0536088
0.258,0.041975,0.421582,1023.6,-396.421,-497.444,63.133,0.0364279,2.56594,0.00105075,-0.594139,0.040986,0.406668,1023.6,-396.421,-497.444,63.133,0.0364279,2.56594,0.00105075,-0.594139,0.089242,0.089242,1023.6,-100.209,-197.652,5.03217,0.0174554,0.819714,-8.47924e-05,-0.0498414
0.264,0.041656,0.410358,1015.71,-398.428,-536.871,-3.70466,0.0440888,2.5804,-0.000943645,0.181996,0.041462,0.435958,1015.71,-398.428,-536.871,-3.70466,0.0440888,2.5804,-0.000943645,0.181996,0.099629,0.099629,1015.71,-98.1045,-212.92,5.24545,0.0166908,0.881368,-7.96074e-05,-0.0489955
0.27,0.097677,0.443126,1015.75,-299.705,-653.867,133.341,0.0347506,2.89314,-0.000150288,-0.016955,0.040721,0.405067,1015.75,-299.705,-653.867,133.341,0.0347506,2.89314,-0.000150288,-0.016955,0.078088,0.078088,1015.75,-98.217,-208.073,7.09228,0.0168411,0.87795,-8.73424e-05,-0.0566794
0.276,0.041663,0.454275,1010.45,-434.406,-551.73,43.5167,0.0415439,3.23245,-0.00197755,-0.3262,0.052416,1.10138,1010.45,-434.406,-551.73,43.5167,0.0415439,3.23245,-0.00197755,-0.3262,0.078389,0.078389,1010.45,-90.4585,-219.682,5.39332,0.0157204,0.91673,-7.54042e-05,-0.0568668
0.282,0.041717,0.474509,1011.33,-303.475,-564.618,24.6579,0.0258178,2.76568,-0.000790999,-0.544593,0.073926,0.617545,1011.33,-303.475,-564.618,24.6579,0.0258178,2.76568,-0.000790999,-0.544593,0.120785,0.120785,1011.33,-92.6886,-211.095,5.46653,0.0160135,0.895797,-7.54184e-05,-0.0516835
0.288,0.041835,0.41642,1006.16,-305.025,-599.729,-21.944,0.0187421,3.07962,-0.000771354,-0.0739428,0.041843,0.418261,1006.16,-305.025,-599.729,-21.944,0.0187421,3.07962,-0.000771354,-0.0739428,0.076571,0.076571,1006.16,-85.3619,-221.887,4.82886,0.014927,0.945162,-7.77354e-05,-0.0526065
0.294,0.041913,0.733518,998.552,-259.078,-577.85,-25.5203,0.0453839,3.43522,0.000133308,0.0236199,0.076504,0.632151,998.552,-259.078,-577.85,-25.5203,0.0453839,3.43522,0.000133308,0.0236199,0.119349,0.119349,998.552,-85.3905,-235.539,6.04463,0.0148678,1.01314,-6.70489e-05,-0.0537829
0.3,0.042992,1.01978,993.579,-351.887,-751.635,13.1434,0.0281518,3.47085,-0.000353431,-0.211101,0.099729,1.09287,993.579,-351.887,-751.635,13.1434,0.0281518,3.47085,-0.000353431,-0.211101,0.184231,0.184231,993.579,-81.7896,-246.184,4.61539,0.0142021,1.06658,-7.44716e-05,-0.0539235
0.306,0.045217,0.420015,992.381,-330.006,-539.864,-16.7976,0.0481207,3.19625,0.000169181,0.230921,0.04227,0.423761,992.381,-330.006,-539.864,-16.7976,0.0481207,3.19625,0.000169181,0.230921,0.213852,0.213852,992.381,-75.0619,-242.743,5.1529,0.013097,1.04679,-7.18743e-05,-0.052441
0.312,0.04034,0.416165,988.223,-372.637,-501.776,52.2197,0.0457758,3.11142,0.00035861,0.30475,0.040739,0.902983,988.223,-372.637,-501.776,52.2197,0.0457758,3.11142,0.00035861,0.30475,0.080148,0.080148,988.223,-78.2709,-248.896,5.43704,0.0136583,1.08077,-7.22523e-05,-0.0519078
0.318,0.043018,0.511428,987.957,-271.598,-546.571,10.2763,0.0495979,3.75793,-0.00105935,0.249353,0.043017,0.608217,987.957,-271.598,-546.571,10.2763,0.0495979,3.75793,-0.00105935,0.249353,0.090583,0.090583,987.957,-78.0631,-243.18,4.04675,0.0135204,1.07912,-6.88174e-05,-0.0544408
0.324,0.042019,0.426488,987.485,-269.504,-540.207,-18.7753,0.0379483,3.43945,0.000771854,0.174666,0.043049,0.429395,987.485,-269.504,-540.207,-18.7753,0.0379483,3.43945,0.000771854,0.174666,0.074614,0.074614,987.485,-74.8021,-239.311,4.60037,0.0129684,1.06777,-6.81322e-05,-0.0534218
0.33,0.042709,0.492094,976.134,-226.014,-557.214,40.5692,0.0381336,3.48241,-0.000581487,0.1721,0.043697,0.43937,976.134,-226.014,-557.214,40.5692,0.0381336,3.48241,-0.000581487,0.1721,0.079553,0.079553,976.134,-72.041,-257.511,3.44676,0.0125521,1.1385,-6.29931e-05,-0.0521068
0.336,0.04362,0.430174,975.942,-249.101,-497.943,48.2302,0.0383184,3.69018,-0.00233684,-0.307077,0.042941,0.43903,975.942,-249.101,-497.943,48.2302,0.0383184,3.69018,-0.00233684,-0.307077,0.077843,0.077843,975.942,-69.0397,-256.431,3.11887,0.0119479,1.14067,-6.75371e-05,-0.0508791
0.342,0.046774,0.424248,974.613,-187.314,-547.619,7.23531,0.0324711,3.65681,0.000762864,0.259026,0.042528,0.418911,974.613,-187.314,-547.619,7.23531,0.0324711,3.65681,0.000762864,0.259026,0.07731,0.07731,974.613,-62.4614,-255.673,3.48251,0.0107402,1.14344,-5.54267e-05,-0.04646
0.348,0.04224,0.417049,969.172,-286.071,-587.931,3.18499,0.0464768,3.45933,-0.000520042,0.29744,0.041966,0.761056,969.172,-286.071,-587.931,3.18499,0.0464768,3.45933,-0.000520042,0.29744,0.155619,0.155619,969.172,-64.8857,-262.994,1.94825,0.0114962,1.18931,-5.9183e-05,-0.0493427
0.354,0.083228,0.634515,967.876,-265.711,-536.969,5.97413,0.0372139,3.70041,-0.000160269,-1.05619,0.041875,0.404885,967.876,-265.711,-536.969,5.97413,0.0372139,3.70041,-0.000160269,-1.05619,0.077435,0.077435,967.876,-65.4019,-260.579,0.535249,0.0115862,1.18286,-5.88177e-05,-0.0496785
0.36,0.047201,0.464215,963.557,-149.791,-435.763,23.9419,0.0308212,3.52177,-0.000147797,-0.94458,0.044863,0.388881,963.557,-149.791,-435.763,23.9419,0.0308212,3.52177,-0.000147797,-0.94458,0.065831,0.065831,963.557,-56.1936,-264.171,-0.399631,0.00983462,1.19318,-5.5913e-05,-0.0496203
0.366,0.092137,0.86698,960.496,-344.416,-533.638,54.2022,0.0359257,3.91754,-0.000185263,0.14994,0.090758,0.834376,960.496,-344.416,-533.638,54.2022,0.0359257,3.91754,-0.000185263,0.14994,0.091132,0.091132,960.496,-56.4217,-269.896,3.36107,0.00979453,1.2421,-4.89953e-05,-0.0484149
0.372,0.043405,0.436396,960.361,-253.006,-432.221,-16.5635,0.0355238,3.9116,-1.17995e-05,-0.302159,0.043017,0.430288,960.361,-253.006,-432.221,-16.5635,0.0355238,3.9116,-1.17995e-05,-0.302159,0.077424,0.077424,960.361,-61.8654,-259.858,1.99282,0.0106925,1.20273,-5.58666e-05,-0.0472947
0.378,0.042764,0.426746,953.638,-233.972,-618.244,-37.5524,0.0448736,3.83474,0.000793272,-0.797415,0.0422,0.426045,953.638,-233.972,-618.244,-37.5524,0.0448736,3.83474,0.000793272,-0.797415,0.07742,0.07742,953.638,-59.5517,-266.798,-0.858667,0.0104125,1.22336,-5.51777e-05,-0.0471929
0.384,0.106995,1.09244,949.468,-241.365,-515.818,-61.0754,0.0535507,3.65533,0.000135106,-0.232515,0.107331,1.08494,949.468,-241.365,-515.818,-61.0754,0.0535507,3.65533,0.000135106,-0.232515,0.182627,0.182627,949.468,-55.4004,-274.596,1.80537,0.00961221,1.27965,-5.32184e-05,-0.0474932
0.39,0.115097,0.908536,953.426,-194.173,-504.495,-21.787,0.041949,3.70513,0.000509135,-0.165416,0.074533,0.855305,953.426,-194.173,-504.495,-21.787,0.041949,3.70513,0.000509135,-0.165416,0.114287,0.114287,953.426,-54.4778,-256.997,-2.99308,0.00955808,1.18735,-5.23147e-05,-0.0458329
0.396,0.076047,1.107,945.409,-220.798,-518.983,32.8641,0.0446938,4.28642,-0.00161781,-0.855611,0.091748,0.537993,945.409,-220.798,-518.983,32.8641,0.0446938,4.28642,-0.00161781,-0.855611,0.074704,0.074704,945.409,-50.0269,-270.563,-0.60645,0.00875537,1.24868,-4.8291e-05,-0.0439436
0.402,0.092353,0.60329,938.627,-214.072,-504.707,38.8078,0.0639477,3.87199,-0.00201392,0.535735,0.043392,0.97306,938.627,-214.072,-504.707,38.8078,0.0639477,3.87199,-0.00201392,0.535735,0.092376,0.092376,938.627,-48.7323,-277.449,-1.97427,0.00864812,1.28233,-4.71536e-05,-0.0424268
0.408,0.087638,0.927736,939.015,-199.204,-560.482,32.16,0.0492483,4.06046,0.000479501,-0.692571,0.051206,0.387139,939.015,-199.204,-560.482,32.16,0.0492483,4.06046,0.000479501,-0.692571,0.075982,0.075982,939.015,-47.6612,-274.838,0.153331,0.00842982,1.28051,-5.03886e-05,-0.0467457
0.414,0.041843,0.42431,929.963,-225.415,-485.451,-32.9101,0.0260915,3.85843,0.000618954,-0.909515,0.0417,0.420213,929.963,-225.415,-485.451,-32.9101,0.0260915,3.85843,0.000618954,-0.909515,0.076262,0.076262,929.963,-45.7681,-282.214,1.21869,0.00805218,1.30973,-4.47325e-05,-0.0437178
0.42,0.04182,0.392146,928.644,-193.813,-486.49,9.36979,0.0458787,4.53921,0.000483563,-0.31604,0.042989,0.440253,928.644,-193.813,-486.49,9.36979,0.0458787,4.53921,0.000483563,-0.31604,0.083754,0.083754,928.644,-47.0019,-280.745,-3.19783,0.00829083,1.3088,-4.7582e-05,-0.0435291
0.426,0.041158,0.415541,925.907,-160.472,-621.02,55.4022,0.035864,4.30748,0.000693768,-0.014376,0.038352,0.424889,925.907,-160.472,-621.02,55.4022,0.035864,4.30748,0.000693768,-0.014376,0.076657,0.076657,925.907,-46.2332,-280.706,-1.28082,0.00814495,1.31451,-4.4108e-05,-0.0450988
0.432,0.03798,0.628801,923.081,-194.611,-570.644,-4.04203,0.0572644,4.27674,0.000106391,-1.11611,0.041807,0.431176,923.081,-194.611,-570.644,-4.04203,0.0572644,4.27674,0.000106391,-1.11611,0.194479,0.194479,923.081,-51.3688,-278.058,-1.27013,0.00890837,1.30591,-4.17802e-05,-0.0445039
0.438,0.042903,0.430006,921.349,-194.691,-606.947,18.1743,0.0671995,4.28914,0.0017066,0.154265,0.042152,0.385562,921.349,-194.691,-606.947,18.1743,0.0671995,4.28914,0.0017066,0.154265,0.074061,0.074061,921.349,-45.6317,-281.412,-3.40234,0.00801728,1.33752,-4.49253e-05,-0.0447011
0.444,0.093703,0.551652,921.375,-143.572,-445.625,42.2932,0.0605411,4.01772,-0.00126894,-0.723223,0.046569,0.432646,921.375,-143.572,-445.625,42.2932,0.0605411,4.01772,-0.00126894,-0.723223,0.140996,0.140996,921.375,-42.5378,-277.122,-7.19335,0.00757187,1.31366,-3.9126e-05,-0.0425443
