vol1,price,dPricedVol1,dPricedVol2,dPricedCorr,price_time,risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_price_time,smooth_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_price_time,aadc_risk_time
0.1, 1012.34, 2.14738, -632.398, -17.5588, 2.35351, 13.9481, 1012.49, 3.30813, -628.287, -17.9128, 2.88221, 17.271, 1012.49, 3.32197, -628.284, -17.9131, 1.23224, 1.23224
0.11, 1012.26, -22.0755, -631.864, -16.5262, 2.32299, 14.0389, 1012.42, -18.9645, -627.775, -16.4394, 2.86013, 17.2601, 1012.42, -18.9509, -627.772, -16.4395, 1.23857, 1.23857
0.12, 1011.91, -52.6215, -629.738, -13.7659, 2.34715, 14.0356, 1012.09, -47.7281, -625.852, -14.0886, 2.87246, 17.2507, 1012.09, -47.7288, -625.849, -14.0889, 1.23531, 1.23531
0.13, 1011.25, -85.5714, -626.115, -10.4418, 2.35074, 14.0216, 1011.46, -78.2574, -622.435, -10.9801, 2.86942, 17.1385, 1011.46, -78.2486, -622.433, -10.9803, 1.24618, 1.24618
0.14, 1010.27, -119.73, -620.901, -6.1558, 2.32425, 13.894, 1010.5, -114.486, -617.095, -6.98801, 2.8834, 17.0151, 1010.5, -114.497, -617.092, -6.98814, 1.23123, 1.23123
0.15, 1008.89, -158.734, -613.645, -1.60109, 2.30966, 13.8687, 1009.18, -148.989, -610.012, -2.37095, 2.8323, 17.0169, 1009.18, -148.987, -610.01, -2.37104, 1.23417, 1.23417
0.16, 1007.18, -192.224, -606.386, 2.53157, 2.31389, 13.8821, 1007.52, -183.697, -601.653, 2.48699, 2.83321, 17.3151, 1007.52, -183.703, -601.65, 2.48695, 1.23293, 1.23293
0.17, 1005.1, -213.395, -598.352, 8.545, 2.31731, 13.9033, 1005.52, -215.846, -592.242, 7.42525, 2.83696, 17.0308, 1005.52, -215.848, -592.24, 7.42511, 1.23266, 1.23266
0.18, 1002.74, -254.751, -587.258, 13.0574, 2.31696, 13.9065, 1003.21, -245.309, -582.092, 12.2726, 2.88293, 17.0184, 1003.21, -245.317, -582.091, 12.2724, 1.23346, 1.23346
0.19, 1000.05, -277.118, -575.863, 18.1767, 2.31572, 13.8901, 1000.63, -270.883, -570.935, 17.1247, 2.83411, 17.2069, 1000.63, -270.887, -570.934, 17.1245, 1.19787, 1.19787
0.2, 997.188, -295.652, -565.084, 22.6023, 2.35381, 14.1279, 997.803, -293.833, -558.937, 21.8995, 2.87025, 17.2314, 997.803, -293.834, -558.937, 21.8993, 1.23569, 1.23569
0.21, 994.089, -323.141, -550.49, 27.8251, 2.3645, 14.1108, 994.751, -316.428, -546.12, 26.5792, 2.88239, 17.2304, 994.751, -316.43, -546.12, 26.579, 1.23772, 1.23772
0.22, 990.743, -343.45, -537.746, 31.9858, 2.35187, 14.1846, 991.479, -337.328, -532.844, 31.0339, 2.87364, 17.2504, 991.479, -337.335, -532.843, 31.0336, 1.23542, 1.23542
0.23, 987.209, -358.965, -523.891, 35.2276, 2.35765, 14.1661, 988.02, -353.939, -519.312, 35.2231, 2.87226, 17.2462, 988.02, -353.942, -519.311, 35.2228, 1.23649, 1.23649
0.24, 983.563, -382.396, -509.199, 39.3632, 2.35947, 14.1564, 984.408, -368.275, -505.821, 39.0932, 2.88618, 17.4255, 984.408, -368.279, -505.821, 39.0929, 1.23979, 1.23979
0.25, 979.788, -384.504, -494.553, 42.8243, 2.37134, 14.1932, 980.659, -381.25, -492.352, 42.6753, 2.87302, 17.2932, 980.659, -381.248, -492.353, 42.675, 1.23291, 1.23291
0.26, 975.866, -401.133, -482.172, 45.6107, 2.36258, 14.1894, 976.782, -393.925, -478.906, 45.9825, 2.90965, 17.3037, 976.782, -393.931, -478.906, 45.9822, 1.23785, 1.23785
0.27, 971.788, -408.115, -468.265, 48.3942, 2.37572, 14.1743, 972.791, -403.783, -465.541, 49.0175, 2.90013, 17.3252, 972.791, -403.787, -465.541, 49.0172, 1.23414, 1.23414
0.28, 967.672, -415.853, -456.107, 51.7613, 2.36222, 14.1978, 968.713, -411.622, -452.278, 51.8032, 2.88763, 17.3862, 968.713, -411.621, -452.277, 51.8029, 1.23509, 1.23509
0.29, 963.505, -434.259, -442.343, 53.8382, 2.36506, 14.1979, 964.557, -419.704, -439.323, 54.3284, 2.90387, 17.3732, 964.557, -419.708, -439.322, 54.3282, 1.23467, 1.23467
0.3, 959.243, -419.159, -430.617, 55.8582, 2.36748, 14.187, 960.325, -426.43, -426.72, 56.6107, 2.8856, 17.3944, 960.325, -426.43, -426.72, 56.6104, 1.23453, 1.23453
0.31, 954.944, -433.317, -418.55, 57.696, 2.36391, 14.192, 956.03, -432.403, -414.313, 58.6895, 2.87225, 17.3123, 956.03, -432.406, -414.313, 58.6892, 1.22879, 1.22879
0.32, 950.578, -438.736, -405.962, 59.2128, 2.36705, 14.2045, 951.681, -437.174, -402.04, 60.5911, 2.89535, 17.2875, 951.681, -437.174, -402.04, 60.5909, 1.23401, 1.23401
0.33, 946.171, -442.466, -393.873, 60.5003, 2.38421, 14.1764, 947.288, -441.251, -390.176, 62.304, 2.90254, 17.3219, 947.288, -441.253, -390.175, 62.3038, 1.23519, 1.23519
0.34, 941.702, -438.677, -381.821, 62.8452, 2.36394, 14.1998, 942.86, -444.298, -378.948, 63.8207, 2.87363, 17.3419, 942.86, -444.299, -378.948, 63.8204, 1.23307, 1.23307
0.35, 937.256, -462.173, -371.425, 64.3673, 2.36458, 14.2071, 938.404, -446.676, -368.121, 65.1735, 2.89364, 17.284, 938.404, -446.676, -368.122, 65.1732, 1.23274, 1.23274
0.36, 932.783, -453.698, -361.745, 65.4084, 2.37575, 14.2049, 933.926, -449.136, -357.503, 66.394, 2.90843, 17.3289, 933.926, -449.137, -357.503, 66.3938, 1.23642, 1.23642
0.37, 928.266, -454.955, -352.747, 66.4223, 2.36475, 14.2047, 929.423, -451.34, -347.273, 67.4909, 2.8726, 17.2788, 929.423, -451.341, -347.273, 67.4907, 1.23521, 1.23521
0.38, 923.739, -464.269, -342.617, 67.0592, 2.36598, 14.2052, 924.9, -453.042, -337.373, 68.4686, 2.87162, 17.3096, 924.9, -453.043, -337.373, 68.4684, 1.23635, 1.23635
0.39, 919.197, -453.957, -331.254, 68.0293, 2.36468, 14.1927, 920.364, -454.103, -327.758, 69.3407, 2.88526, 17.3065, 920.364, -454.104, -327.757, 69.3405, 1.23109, 1.23109
0.4, 914.645, -452.609, -321.228, 68.6833, 2.36532, 14.2037, 915.82, -454.663, -318.586, 70.1123, 2.87795, 17.3072, 915.82, -454.663, -318.586, 70.1121, 1.23325, 1.23325
0.41, 910.096, -454.905, -313.032, 69.3402, 2.36551, 14.193, 911.271, -455.235, -309.848, 70.7968, 2.88369, 17.2649, 911.271, -455.235, -309.848, 70.7965, 1.2356, 1.2356
0.42, 905.545, -456.164, -304.479, 69.8403, 2.37753, 14.1896, 906.717, -455.524, -301.408, 71.4083, 2.90863, 17.333, 906.717, -455.524, -301.407, 71.408, 1.23614, 1.23614
0.43, 901.011, -453.949, -295.215, 70.4805, 2.36367, 14.1916, 902.16, -455.714, -293.238, 71.9613, 2.87265, 17.2797, 902.16, -455.714, -293.237, 71.9611, 1.23304, 1.23304
0.44, 896.489, -462.237, -287.205, 70.6905, 2.36357, 14.1957, 897.602, -456.019, -285.428, 72.4613, 2.89018, 17.3322, 897.602, -456.019, -285.428, 72.4611, 1.23647, 1.23647
