vol2-noisy,price_time,risk_time,price,dPricedVol1,dPricedVol2,dPricedCorr,dPricedSpot1,dPricedSpot2,gamma_spot1,gamma_spot2,smooth_price_time,smooth_risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_dPricedSpot1,smooth_dPricedSpot2,smooth_gamma_spot1,smooth_gamma_spot2,aadc_price_time,aadc_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_dPricedSpot1,aadc_dPricedSpot2,aadc_gamma_spot1,aadc_gamma_spot2
0.15,0.041425,0.411797,1071.06,-554.569,-216.094,6.0208,0.0731623,-1.17259,3.24115e-05,-0.492866,0.048277,0.482455,1068.74,-574.81,-254.983,-5.92792,0.0701321,-0.795214,-0.000364211,-0.0383793,0.084886,0.084886,1068.74,-575.088,-254.489,-5.92952,0.0703171,-0.807083,-0.000371019,-0.0418468
0.156,0.042236,0.413643,1070.78,-584.756,-286.931,-27.5033,0.0519476,-0.488105,-0.00164623,-0.0873518,0.047886,0.480885,1068.69,-499.413,-313.897,-1.63143,0.0519176,-0.338778,-0.000377098,-0.0593262,0.083098,0.083098,1068.69,-499.854,-313.256,-1.6309,0.05203,-0.349712,-0.000358162,-0.0749717
0.162,0.040745,0.419095,1064.94,-631.174,-372.399,-23.349,0.0754496,-0.565784,-0.00225923,0.189638,0.049506,0.492915,1063.2,-554.104,-332.058,-0.67995,0.0676503,-0.263212,-0.000366675,-0.0233059,0.086566,0.086566,1063.2,-554.136,-332.105,-0.679167,0.0674384,-0.263511,-0.000334523,-0.0610519
0.168,0.042803,0.425544,1065.68,-517.941,-288.288,-7.8096,0.0566639,-0.644298,0.000136847,-0.120504,0.050127,0.494754,1064.17,-510.532,-334.36,-1.40472,0.0593159,-0.241091,-0.000276242,-0.0594519,0.091637,0.091637,1064.17,-510.502,-334.365,-1.4048,0.0595598,-0.25066,-0.000308072,-0.0901842
0.174,0.0435,0.431071,1061.76,-473.539,-359.879,15.1809,0.0730143,0.122233,-0.00139402,-0.0128929,0.049533,0.493984,1060.55,-514.039,-356.207,1.59941,0.0571575,0.142641,-0.000306893,-0.0535915,0.093295,0.093295,1060.55,-513.78,-356.564,1.60058,0.0570939,0.147313,-0.000321507,-0.0768489
0.18,0.045329,0.442391,1060.81,-525.282,-477.994,3.74676,0.0535529,0.459663,-0.000954308,-0.755162,0.047226,0.475564,1059.19,-484.133,-399.955,2.89404,0.0517635,0.443503,-0.000391397,-0.120546,0.118426,0.118426,1059.19,-483.815,-400.351,2.89231,0.0513728,0.445456,-0.000367061,-0.110208
0.186,0.092545,0.810741,1058.24,-463.908,-342.234,4.91236,0.0488228,0.208887,-0.000651594,-0.000479539,0.200762,1.611,1057.2,-471.851,-397.576,5.30166,0.0480577,0.468794,-0.00026904,-0.103646,0.086246,0.086246,1057.2,-472.38,-397.045,5.32816,0.0480779,0.46174,-0.000305926,-0.101057
0.192,0.042313,0.424448,1054.96,-495.816,-614.738,33.0041,0.0597838,0.835494,-0.00124466,0.237117,0.0506,0.392875,1054.28,-469.493,-422.934,7.48477,0.0530457,0.73886,-0.000348793,-0.121561,0.088914,0.088914,1054.28,-469.875,-422.536,7.4842,0.0532467,0.730177,-0.000325051,-0.125758
0.198,0.041613,0.410566,1052.64,-512.27,-366.233,3.86515,0.0436887,1.19344,-0.00300004,0.054888,0.049381,0.4892,1051.18,-468.209,-444.639,7.03832,0.0532766,0.979079,-0.00033784,-0.109421,0.086003,0.086003,1051.18,-468.463,-444.412,7.0321,0.0531662,0.975831,-0.000301744,-0.133448
0.204,0.051175,0.405025,1050.54,-421.829,-507.922,8.50009,0.048432,1.15272,-0.000993543,-0.530466,0.037452,0.454481,1049.7,-442.645,-485.12,15.0867,0.0480847,1.26707,-0.000304666,-0.126086,0.092034,0.092034,1049.7,-443.005,-484.792,15.1101,0.0481174,1.26239,-0.000328567,-0.145855
