vol2-noisy,price_time,risk_time,price,dPricedVol1,dPricedVol2,dPricedCorr,dPricedSpot1,dPricedSpot2,gamma_spot1,gamma_spot2,smooth_price_time,smooth_risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_dPricedSpot1,smooth_dPricedSpot2,smooth_gamma_spot1,smooth_gamma_spot2,aadc_price_time,aadc_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_dPricedSpot1,aadc_dPricedSpot2,aadc_gamma_spot1,aadc_gamma_spot2
0.15,2.25847,27.7658,1070.4,-570.728,-273.119,-10.9408,0.061129,-0.957231,-0.000300943,-0.0335592,5.36282,58.0804,1070.4,-570.728,-273.119,-10.9408,0.061129,-0.957231,-0.000300943,-0.0335592,9.58532,9.58532,1070.4,-158.002,-54.5449,2.641,0.0273151,0.17153,-0.000109233,-0.0262977
0.156,3.80344,29.5928,1068.78,-556.922,-313.46,-3.88197,0.0584515,-0.669124,-0.000512288,-0.00668254,2.86779,36.3219,1068.78,-556.922,-313.46,-3.88197,0.0584515,-0.669124,-0.000512288,-0.00668254,6.9913,6.9913,1068.78,-154.63,-64.0157,3.0885,0.0266704,0.206218,-0.00010815,-0.0295772
0.162,2.82147,36.6152,1066.77,-570.836,-331.583,-5.19399,0.0615793,-0.500473,-0.000231581,-0.0624946,2.20491,33.9039,1066.77,-570.836,-331.583,-5.19399,0.0615793,-0.500473,-0.000231581,-0.0624946,6.44049,6.44049,1066.77,-152.803,-72.9405,3.51251,0.0263552,0.24024,-0.000107861,-0.0321237
0.168,3.50088,30.3424,1064.49,-539.037,-370.623,2.20281,0.0546504,-0.201533,-0.000250072,-0.0587437,2.52285,25.69,1064.49,-539.037,-370.623,2.20281,0.0546504,-0.201533,-0.000250072,-0.0587437,3.72503,3.72503,1064.49,-150.376,-82.9525,3.92654,0.0259204,0.278449,-0.000106855,-0.0349598
0.174,3.29165,22.6678,1062.11,-523.32,-384.139,-0.135872,0.0551028,0.0310064,-0.000430786,-0.124101,2.10772,21.5601,1062.11,-523.32,-384.139,-0.135872,0.0551028,0.0310064,-0.000430786,-0.124101,4.03522,4.03522,1062.11,-147.865,-92.2585,4.26924,0.025433,0.315818,-0.000106046,-0.0373585
0.18,2.23614,21.1145,1059.55,-530.073,-416.904,5.77596,0.0516935,0.327603,-0.000320614,-0.0707076,2.13677,21.1622,1059.55,-530.073,-416.904,5.77596,0.0516935,0.327603,-0.000320614,-0.0707076,3.72866,3.72866,1059.55,-144.831,-102.347,4.59628,0.0249026,0.356526,-0.000104271,-0.0397901
0.186,2.14403,21.2002,1056.87,-510.454,-430.311,5.12318,0.0504305,0.483655,-0.000327201,-0.120184,2.07236,20.7142,1056.87,-510.454,-430.311,5.12318,0.0504305,0.483655,-0.000327201,-0.120184,3.6351,3.6351,1056.87,-141.319,-112.057,4.93253,0.0242793,0.396571,-0.000103092,-0.0414172
0.192,2.07976,21.2197,1054.34,-487.785,-446.159,0.162262,0.0495684,0.726154,-0.000121926,-0.101138,2.06406,20.9868,1054.34,-487.785,-446.159,0.162262,0.0495684,0.726154,-0.000121926,-0.101138,3.7737,3.7737,1054.34,-137.123,-121.699,5.28992,0.0235408,0.437925,-0.000101364,-0.0439353
0.198,2.12635,21.1969,1051.52,-484.453,-466.825,11.8835,0.0473974,0.951232,-0.000426952,-0.124975,2.20993,20.8088,1051.52,-484.453,-466.825,11.8835,0.0473974,0.951232,-0.000426952,-0.124975,3.77318,3.77318,1051.52,-135.714,-129.435,5.56627,0.0232643,0.473221,-0.000100682,-0.0450694
0.204,2.11449,21.0309,1048.8,-460.709,-466.556,0.247455,0.0459726,1.11784,-2.86559e-05,-0.131947,2.09708,20.7944,1048.8,-460.709,-466.556,0.247455,0.0459726,1.11784,-2.86559e-05,-0.131947,3.77231,3.77231,1048.8,-131.276,-138.803,5.71632,0.0225379,0.515403,-9.90531e-05,-0.0467759
