vol1,price_time,risk_time,price,dPricedVol1,dPricedVol2,dPricedCorr,dPricedSpot1,dPricedSpot2,gamma_spot1,gamma_spot2,smooth_price_time,smooth_risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_dPricedSpot1,smooth_dPricedSpot2,smooth_gamma_spot1,smooth_gamma_spot2,aadc_price_time,aadc_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_dPricedSpot1,aadc_dPricedSpot2,aadc_gamma_spot1,aadc_gamma_spot2
0.1,0.07369,0.838057,1011.96,24.4157,-527.893,22.016,-0.07158,3.41703,0.00087656,0.136873,0.073707,0.840958,1011.96,24.4157,-527.893,22.016,-0.07158,3.41703,0.00087656,0.136873,0.151091,0.151091,1011.96,-2.01835,-254.579,-3.45871,0.000223762,1.12201,-3.20236e-06,-0.053932
0.104,0.089372,0.862538,1012.01,19.1107,-527.907,22.2304,-0.0712452,3.42377,0.000870059,0.145102,0.073351,0.863604,1012.01,19.1107,-527.907,22.2304,-0.0712452,3.42377,0.000870059,0.145102,0.138998,0.138998,1012.01,-2.56427,-254.593,-3.24437,0.000281799,1.12188,-4.18129e-06,-0.0540071
0.108,0.082191,0.838761,1012.08,5.28809,-527.907,22.2304,-0.0662771,3.43147,0.000513664,0.161332,0.076713,0.801759,1012.08,5.28809,-527.907,22.2304,-0.0662771,3.43147,0.000513664,0.161332,0.155633,0.155633,1012.08,-3.02938,-254.593,-3.24437,0.000343631,1.12188,-4.84503e-06,-0.053828
0.112,0.090019,0.807654,1011.96,-75.3442,-528.077,22.2613,-0.0625978,3.42049,0.000372619,0.158015,0.080802,0.823034,1011.96,-75.3442,-528.077,22.2613,-0.0625978,3.42049,0.000372619,0.158015,0.152426,0.152426,1011.96,-3.9742,-254.734,-3.19447,0.000469992,1.12232,-6.76226e-06,-0.0538496
0.116,0.09557,0.833264,1011.84,2.5898,-529.345,22.3888,-0.0585286,3.42262,0.000519384,0.157797,0.041311,0.479152,1011.84,2.5898,-529.345,22.3888,-0.0585286,3.42262,0.000519384,0.157797,0.147586,0.147586,1011.84,-5.35396,-254.756,-3.08594,0.000660713,1.12214,-8.20925e-06,-0.0537255
0.12,0.092615,0.836924,1011.67,-67.1372,-529.613,22.4753,-0.0553024,3.40607,0.000667256,0.12804,0.074462,0.674404,1011.67,-67.1372,-529.613,22.4753,-0.0553024,3.40607,0.000667256,0.12804,0.074624,0.074624,1011.67,-6.67205,-255.024,-2.99948,0.000848931,1.12318,-1.12249e-05,-0.0538773
0.124,0.041193,0.418843,1011.46,-54.5444,-529.546,22.6165,-0.0486176,3.40822,0.000583322,0.127304,0.041521,0.413637,1011.46,-54.5444,-529.546,22.6165,-0.0486176,3.40822,0.000583322,0.127304,0.07464,0.07464,1011.46,-8.41422,-254.915,-2.8329,0.00109756,1.12245,-1.44099e-05,-0.0539951
0.128,0.04127,0.417608,1011.3,-45.209,-529.184,22.8687,-0.0463244,3.4088,0.000264628,0.131601,0.041565,0.415984,1011.3,-45.209,-529.184,22.8687,-0.0463244,3.4088,0.000264628,0.131601,0.074662,0.074662,1011.3,-10.3093,-254.571,-2.5921,0.00137528,1.12042,-1.64515e-05,-0.0540586
0.132,0.041171,0.419109,1010.91,-92.7269,-528.959,23.1802,-0.0419552,3.42893,0.00105037,0.176183,0.042571,0.417765,1010.91,-92.7269,-528.959,23.1802,-0.0419552,3.42893,0.00105037,0.176183,0.074818,0.074818,1010.91,-12.7919,-254.37,-2.29452,0.00174496,1.11881,-2.01296e-05,-0.0540449
0.136,0.041282,0.41334,1010.69,-102.362,-528.595,23.4212,-0.0318755,3.43203,0.000225227,0.155863,0.04226,0.422194,1010.69,-102.362,-528.595,23.4212,-0.0318755,3.43203,0.000225227,0.155863,0.075423,0.075423,1010.69,-14.786,-254.006,-2.05351,0.00204129,1.1169,-2.31278e-05,-0.0541447
0.14,0.04173,0.412657,1010.18,-124.066,-527.197,24.845,-0.0227365,3.42884,0.00023135,0.150376,0.041291,0.422014,1010.18,-124.066,-527.197,24.845,-0.0227365,3.42884,0.00023135,0.150376,0.07536,0.07536,1010.18,-18.0578,-253.883,-1.90475,0.00257221,1.11628,-2.70009e-05,-0.0542545
0.144,0.041888,0.414296,1009.72,-68.3752,-526.908,25.0311,-0.0230853,3.42366,-0.000807175,0.130675,0.041316,0.420865,1009.72,-68.3752,-526.908,25.0311,-0.0230853,3.42366,-0.000807175,0.130675,0.075387,0.075387,1009.72,-21.0478,-253.643,-1.74475,0.00305968,1.115,-3.05128e-05,-0.0543746
