corr,price_time,risk_time,price,dPricedVol1,dPricedVol2,dPricedCorr,dPricedSpot1,dPricedSpot2,gamma_spot1,gamma_spot2,smooth_price_time,smooth_risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_dPricedSpot1,smooth_dPricedSpot2,smooth_gamma_spot1,smooth_gamma_spot2,aadc_price_time,aadc_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_dPricedSpot1,aadc_dPricedSpot2,aadc_gamma_spot1,aadc_gamma_spot2
0.3,0.430501,4.1867,991.951,-412.716,-617.819,9.80143,0.0613085,3.4465,-0.000149648,-0.242116,0.482183,4.43739,992.235,-415.39,-586.187,16.7375,0.0602084,3.41361,-0.000295722,-0.213295,0.659335,0.659335,992.235,-415.075,-586.398,16.7161,0.0603421,3.42295,-0.000306637,-0.161383
0.312,0.424564,3.16018,992.212,-411.121,-608.517,10.1624,0.060034,3.42834,-0.000169031,-0.477763,0.432649,4.66902,992.433,-410.63,-585.385,16.0514,0.0592332,3.39953,-0.000287629,-0.223466,0.838879,0.838879,992.433,-410.262,-585.58,16.0373,0.0593744,3.40694,-0.000305178,-0.160716
0.324,0.418505,4.27211,992.379,-408.271,-558.316,-5.97717,0.0588743,3.43828,-0.000159277,-0.384803,0.403819,3.7217,992.621,-406.427,-583.504,15.2091,0.0583089,3.38058,-0.000279929,-0.221353,0.830917,0.830917,992.621,-406.573,-583.411,15.2476,0.0586788,3.37749,-0.000304499,-0.160408
0.336,0.48513,3.53854,992.479,-403.214,-593.06,15.8897,0.0583759,3.34385,-0.000122401,-0.16596,0.282549,4.8061,992.801,-401.839,-582.645,15.0526,0.0575355,3.3634,-0.00026567,-0.200848,0.968878,0.968878,992.801,-401.917,-582.619,15.0542,0.0577373,3.35914,-0.00030119,-0.159508
0.348,0.577573,3.89439,992.7,-400.529,-575.932,1.58368,0.0581554,3.31043,-0.00014902,-0.288219,0.315361,2.65989,992.988,-398.866,-581.422,16.2376,0.0568162,3.35393,-0.00025629,-0.18388,0.421047,0.421047,992.988,-398.966,-581.378,16.2322,0.0571928,3.34407,-0.000297486,-0.158918
0.36,0.216415,2.22522,992.856,-402.033,-601.888,16.5459,0.0579399,3.37831,-0.000172121,-0.0959128,0.355596,2.60548,993.191,-395.365,-581.037,17.6717,0.0561133,3.3474,-0.000261192,-0.188943,0.502101,0.502101,993.191,-395.437,-581.015,17.6713,0.0565186,3.33785,-0.000295134,-0.157428
0.372,0.277345,3.52998,993.195,-397.232,-577.287,41.5465,0.0571404,3.37765,-0.000186748,-0.337318,0.332209,3.52769,993.409,-391.124,-580.68,18.3061,0.0553092,3.33816,-0.000267045,-0.207193,0.590321,0.590321,993.409,-391.002,-580.792,18.2801,0.0556125,3.33132,-0.000292416,-0.157859
0.384,0.312072,2.94087,993.428,-391.832,-586.546,27.0993,0.0561768,3.36848,-0.000230776,-0.373125,0.249964,3.30434,993.625,-386.47,-579.486,17.7416,0.0544645,3.32321,-0.000262834,-0.212731,0.419137,0.419137,993.625,-386.519,-579.472,17.7457,0.0547381,3.31469,-0.000290244,-0.159058
0.396,0.21891,2.15348,993.538,-388.613,-551.775,-3.67095,0.0546633,3.32433,-0.000220115,-0.163394,0.24994,2.52335,993.837,-382.307,-578.426,17.7533,0.0536221,3.31195,-0.000254698,-0.201995,0.419819,0.419819,993.837,-382.287,-578.48,17.7459,0.0539031,3.30142,-0.000285434,-0.158062
0.408,0.217349,2.14673,993.687,-382.954,-573.996,7.85697,0.0529414,3.28645,-0.000206101,0.130611,0.250085,2.52995,994.054,-378.242,-578.381,18.3992,0.0527502,3.3064,-0.000259608,-0.188767,0.420096,0.420096,994.054,-378.337,-578.332,18.3926,0.0531472,3.29298,-0.000282478,-0.15705
