corr-noisy,price_time,risk_time,price,dPricedVol1,dPricedVol2,dPricedCorr,dPricedSpot1,dPricedSpot2,gamma_spot1,gamma_spot2,smooth_price_time,smooth_risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_dPricedSpot1,smooth_dPricedSpot2,smooth_gamma_spot1,smooth_gamma_spot2,aadc_price_time,aadc_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_dPricedSpot1,aadc_dPricedSpot2,aadc_gamma_spot1,aadc_gamma_spot2
0.3,9.13946,67.9703,991.659,-414.912,-587.991,17.0317,0.0584389,3.32412,-0.000316797,-0.113376,6.59415,88.9608,991.745,-418.862,-583.966,14.7532,0.0583595,3.33438,-0.000284916,-0.154952,10.6709,10.6709,991.745,-418.873,-583.953,14.7612,0.0583359,3.33245,-0.000307967,-0.170574
0.312,4.87279,52.4345,991.897,-411.838,-585.232,18.2107,0.056434,3.33595,-0.000319774,-0.0802278,7.13136,74.0775,991.999,-412.625,-583.439,15.0488,0.0572062,3.32405,-0.000310935,-0.15072,8.99912,8.99912,991.999,-412.648,-583.427,15.0476,0.0569905,3.31292,-0.000303716,-0.166768
0.324,5.4003,43.7704,992.051,-427.58,-591.242,16.1339,0.0597903,3.36188,-0.00018991,-0.134745,5.08752,50.4198,992.164,-418.388,-585.316,16.5858,0.0590951,3.35667,-0.000244236,-0.154788,7.99434,7.99434,992.164,-418.469,-585.31,16.5867,0.0590573,3.36022,-0.000311715,-0.169989
0.336,4.30434,43.1009,992.247,-406.179,-582.231,20.4385,0.0552988,3.32412,-0.000275991,-0.243511,5.03517,50.3406,992.321,-406.149,-582.319,14.6816,0.0564297,3.32649,-0.000303625,-0.183728,7.98063,7.98063,992.321,-406.125,-582.316,14.6811,0.0562216,3.32071,-0.00030167,-0.168666
0.348,4.29617,42.8159,992.289,-402.709,-592.404,23.3779,0.0563233,3.36266,-0.000296921,-0.18254,5.0016,34.1383,992.377,-405.82,-584.519,17.3833,0.056525,3.35864,-0.000288701,-0.177367,5.55696,5.55696,992.377,-405.892,-584.502,17.3909,0.0564006,3.36403,-0.000294075,-0.166296
0.36,2.68217,27.3031,992.225,-404.464,-578.561,12.8295,0.0546106,3.31072,-0.000233005,-0.244339,3.11864,31.2133,992.301,-398.206,-581.73,16.1923,0.0548316,3.30703,-0.000262474,-0.167408,5.55297,5.55297,992.301,-398.275,-581.702,16.1918,0.0548313,3.30445,-0.000288891,-0.167222
0.372,2.69468,27.1806,992.521,-397.26,-584.51,13.9152,0.0532235,3.28844,-0.000269537,-0.167969,3.11178,30.9201,992.609,-397.664,-579.622,16.6434,0.0536848,3.30083,-0.000269449,-0.169082,5.51576,5.51576,992.609,-397.733,-579.598,16.6441,0.0532163,3.29707,-0.000282302,-0.16592
0.384,2.69059,27.3948,993.155,-391.538,-574.893,13.7748,0.0539559,3.30857,-0.000136885,-0.101106,3.14924,31.0536,993.278,-391.03,-576.07,17.1019,0.0541575,3.31123,-0.000250656,-0.148367,5.51767,5.51767,993.278,-391.086,-576.016,17.1001,0.0543211,3.30972,-0.00028538,-0.171355
0.396,2.70059,27.2801,993.213,-396.09,-575.153,15.6056,0.0531171,3.30763,-0.000354623,-0.166923,3.13521,31.2128,993.302,-389.843,-577.222,17.7553,0.0532716,3.3011,-0.000316522,-0.171273,5.53202,5.53202,993.302,-389.826,-577.235,17.7592,0.0531241,3.30299,-0.000289447,-0.167041
0.408,2.69121,27.0042,993.429,-377.417,-571.217,19.7733,0.0504803,3.2864,-0.000145295,-0.129213,3.07589,30.9114,993.543,-381.891,-573.595,17.5501,0.0513831,3.27984,-0.000255455,-0.172093,5.51111,5.51111,993.543,-381.888,-573.59,17.5455,0.0509363,3.2748,-0.000284707,-0.164473
0.42,2.68858,26.9499,993.639,-380.789,-570.003,15.4769,0.0509029,3.31417,-0.000412175,-0.183768,3.11259,30.813,993.7,-374.863,-575.903,18.9355,0.0508721,3.29836,-0.000297051,-0.1759,5.51062,5.51062,993.7,-374.857,-575.906,18.9354,0.0508327,3.30301,-0.00027657,-0.165653
0.432,2.6893,27.1002,993.953,-372.089,-575.15,17.3832,0.0501337,3.29312,-0.00012903,-0.206578,3.12749,30.8646,994.048,-371.505,-575.252,18.684,0.0501329,3.29534,-0.000239649,-0.182155,5.50841,5.50841,994.048,-371.516,-575.275,18.6791,0.0504476,3.29681,-0.000278434,-0.163243
0.444,2.94985,27.0247,993.959,-368.261,-570.685,16.5783,0.049568,3.23981,-0.000297904,-0.174046,3.1104,31.0302,994.027,-368.074,-571.15,17.8107,0.0492047,3.24163,-0.000285153,-0.171704,5.51466,5.51466,994.027,-368.084,-571.129,17.8125,0.0492736,3.23567,-0.000271,-0.164764
0.456,2.68635,27.0451,994.43,-373.45,-582.398,18.1211,0.0475426,3.2853,-0.000277391,-0.198058,3.09878,30.738,994.499,-364.449,-571.778,18.9332,0.0479474,3.26195,-0.000228919,-0.177315,5.41211,5.41211,994.499,-364.513,-571.772,18.9386,0.0477942,3.26312,-0.000261591,-0.168241
0.468,2.68348,27.0894,994.9,-356.729,-577.498,18.0431,0.0469799,3.27488,-0.000155495,-0.211804,3.11607,30.964,994.975,-357.151,-569.487,18.8195,0.0472891,3.26267,-0.000236958,-0.190073,5.45743,5.45743,994.975,-357.127,-569.506,18.8174,0.0475721,3.27271,-0.000268058,-0.169875
0.48,2.66771,26.8878,994.675,-358.704,-566.126,19.6082,0.0470959,3.27023,-0.000323158,-0.13314,3.11483,30.9041,994.774,-356.566,-568.316,20.2994,0.0470333,3.25778,-0.000251971,-0.166768,5.51215,5.51215,994.774,-356.581,-568.291,20.3065,0.0468799,3.26118,-0.00026435,-0.16655
0.492,2.69054,27.2543,995.084,-358.556,-564,18.7847,0.045146,3.24594,-0.000152194,-0.168547,3.12797,30.8654,995.167,-349.114,-566.622,19.4089,0.0456195,3.2273,-0.000211978,-0.1714,5.54312,5.54312,995.167,-349.148,-566.608,19.4077,0.0454599,3.22061,-0.000241303,-0.165243
0.504,2.724,27.2874,995.299,-334.267,-568.973,15.0127,0.043584,3.25405,-0.000235438,-0.116333,3.09802,31.2091,995.388,-343.775,-567.464,20.9885,0.0441401,3.24468,-0.000253613,-0.161722,5.52792,5.52792,995.388,-343.807,-567.415,20.9936,0.0435108,3.24289,-0.000250267,-0.164621
0.516,2.7147,27.0077,994.755,-343.943,-567.868,22.5458,0.0438855,3.20724,-0.000178492,-0.0761534,3.09873,31.2043,994.87,-341.724,-565.757,20.025,0.0443611,3.22083,-0.000195667,-0.142464,5.52472,5.52472,994.87,-341.752,-565.711,20.0309,0.0444102,3.20934,-0.000250968,-0.164186
0.528,2.72356,27.0487,995.576,-344.78,-578.418,28.1291,0.0430863,3.21445,-0.000326785,-0.140282,3.08913,30.9677,995.646,-337.282,-566.287,20.152,0.0430075,3.22622,-0.000222497,-0.151547,5.52282,5.52282,995.646,-337.343,-566.275,20.1535,0.0432215,3.22175,-0.000248499,-0.165525
0.54,2.70226,26.9616,995.728,-326.614,-568.804,23.058,0.0395722,3.24329,-0.000162771,-0.190073,3.07436,30.7421,995.813,-325.562,-566.649,21.6842,0.0408296,3.24159,-0.000237917,-0.176411,5.50952,5.50952,995.813,-325.595,-566.624,21.6877,0.0406103,3.24785,-0.000245789,-0.163041
0.552,2.68494,26.9811,995.839,-329.268,-561.322,19.4594,0.0414702,3.24404,-0.000261371,-0.208615,3.08873,30.8042,995.905,-327.361,-565.892,20.5256,0.0414836,3.22058,-0.000241727,-0.176973,5.45913,5.45913,995.905,-327.383,-565.886,20.5274,0.0412161,3.21431,-0.000235864,-0.167639
0.564,2.70452,26.9564,996.703,-320.6,-563.638,18.841,0.039346,3.2058,-0.0003755,-0.168239,3.08584,30.8647,996.769,-318.495,-563.312,20.8097,0.0397097,3.20131,-0.000282391,-0.174289,5.53128,5.53128,996.769,-318.517,-563.304,20.81,0.0395848,3.19986,-0.000230963,-0.167254
0.576,2.71335,27.1352,996.578,-309.131,-553.173,26.4496,0.0365102,3.18599,-0.000257896,-0.172028,3.0962,30.8768,996.664,-308.552,-560.917,21.2457,0.0375222,3.19003,-0.000208038,-0.161715,5.5465,5.5465,996.664,-308.618,-560.862,21.2465,0.0371135,3.18447,-0.000231551,-0.165259
0.588,2.7346,27.3001,997.03,-312.929,-560.69,26.0328,0.0377464,3.19848,-0.00020557,-0.179146,3.08648,30.7492,997.107,-307.676,-560.313,22.0136,0.0378049,3.20174,-0.000211774,-0.161563,5.53803,5.53803,997.107,-307.69,-560.319,22.0123,0.0377494,3.20347,-0.000236447,-0.165716
0.6,2.68685,26.764,997.339,-306.643,-557.323,25.1423,0.0347795,3.21525,-0.000385481,-0.131504,3.0925,30.2507,997.421,-299.518,-561.349,22.4521,0.0358073,3.20573,-0.000231511,-0.164876,5.41682,5.41682,997.421,-299.39,-561.416,22.4478,0.0356209,3.21432,-0.000232112,-0.167788
0.612,2.66897,26.5901,997.256,-300.278,-550.797,21.8732,0.0351585,3.20129,-0.000250191,-0.0815121,3.0479,30.1094,997.34,-297.069,-561.242,22.7588,0.0356234,3.19974,-0.000222304,-0.154274,5.54295,5.54295,997.34,-297.096,-561.191,22.7636,0.035524,3.19981,-0.000222315,-0.167585
0.624,2.64943,26.509,997.824,-296.415,-562.243,22.1804,0.0318648,3.17895,-0.000167391,-0.225183,3.05073,29.999,997.898,-290.025,-558.794,22.6482,0.033177,3.17587,-0.00020113,-0.189373,5.50436,5.50436,997.898,-290.085,-558.776,22.6427,0.0327564,3.16956,-0.000221294,-0.167301
0.636,2.65345,26.7794,997.868,-281.29,-567.922,25.9258,0.0322965,3.19622,-0.000279359,-0.140446,3.03631,30.0629,997.938,-282.231,-559.156,23.4952,0.0325514,3.18823,-0.000232758,-0.155196,5.32352,5.32352,997.938,-282.261,-559.133,23.5039,0.0325221,3.19268,-0.000216946,-0.167234
0.648,2.67885,26.5219,998.29,-270.8,-565.395,20.2104,0.0309586,3.19683,-0.000141598,-0.200294,3.00534,29.7094,998.38,-276.59,-559.263,23.1644,0.0314757,3.19131,-0.000159784,-0.174158,5.54805,5.54805,998.38,-276.455,-559.36,23.1479,0.0312102,3.1987,-0.000204879,-0.167267
0.66,2.65377,26.3115,998.237,-287.394,-561.106,22.1822,0.0307832,3.18936,-0.000232202,-0.0807397,2.95835,29.0101,998.336,-273.134,-560.694,24.031,0.0311348,3.19024,-0.000199654,-0.151129,5.34363,5.34363,998.336,-273.217,-560.673,24.0404,0.0308987,3.1847,-0.000208816,-0.170345
0.672,2.49283,24.3315,998.774,-268.71,-571.829,29.6002,0.0285364,3.17171,-0.000162598,-0.160448,2.73362,27.2126,998.872,-264.623,-558.067,24.3915,0.0292274,3.1759,-0.000168101,-0.170254,5.27299,5.27299,998.872,-264.64,-558.078,24.3902,0.0287191,3.17698,-0.000207262,-0.167918
0.684,2.43532,23.9417,999.197,-266.205,-557.266,19.5108,0.0282684,3.156,-0.000147607,-0.177736,2.67413,26.6169,999.277,-259.874,-553.898,23.0166,0.0282959,3.14978,-0.000171772,-0.180658,4.96158,4.96158,999.277,-259.92,-553.906,23.0207,0.0285162,3.14262,-0.000202727,-0.169739
0.696,2.39322,23.8185,999.316,-252.94,-557.254,21.0947,0.0258328,3.20246,-0.000237264,-0.130549,2.69202,26.7253,999.408,-248.607,-555.498,24.6036,0.0261212,3.17446,-0.000173584,-0.155071,4.7679,4.7679,999.408,-248.712,-555.446,24.6113,0.026218,3.18072,-0.000187627,-0.168915
0.708,2.38873,23.7913,999.434,-236.468,-554.372,32.1146,0.0257449,3.18824,-4.98985e-05,-0.196171,2.69344,26.7252,999.533,-243.698,-559.163,25.1104,0.0256763,3.17909,-0.000146725,-0.157681,4.97656,4.97656,999.533,-243.646,-559.192,25.1106,0.0255517,3.17725,-0.000192971,-0.168519
0.72,2.38378,23.7562,1000.03,-231.083,-560.215,18.9294,0.0232117,3.14514,-0.00018682,-0.209753,2.69124,26.5846,1000.11,-235.112,-555.17,23.6551,0.023332,3.14095,-0.000142926,-0.184805,4.96406,4.96406,1000.11,-234.958,-555.297,23.6421,0.0232362,3.14702,-0.000170656,-0.167953
0.732,2.37021,23.6734,1000.5,-227.987,-548.46,23.6835,0.022188,3.14253,-0.000202319,-0.214139,2.6975,26.3043,1000.55,-227.604,-555.088,24.8087,0.0222927,3.15366,-0.000173324,-0.183176,4.76881,4.76881,1000.55,-227.523,-555.119,24.8052,0.0222906,3.14829,-0.000175171,-0.165309
0.744,2.36769,23.6429,1000.32,-221.43,-555.729,26.483,0.0200507,3.17023,-0.000140052,-0.187177,2.67649,26.3307,1000.4,-219.023,-555.471,25.2297,0.0211792,3.16342,-0.000160005,-0.188197,4.9603,4.9603,1000.4,-219.103,-555.393,25.2546,0.0208482,3.1656,-0.000167359,-0.167687
0.756,2.35945,23.564,1000.72,-211.713,-557.167,26.4108,0.0201358,3.1836,-0.000189234,-0.178131,2.64925,26.353,1000.8,-213.43,-559.002,26.0683,0.0205384,3.17552,-0.000159458,-0.174906,4.93216,4.93216,1000.8,-213.437,-559.009,26.0668,0.0203531,3.17862,-0.00016629,-0.170341
0.768,2.36637,23.7004,1001.06,-198.872,-551.822,21.9882,0.0169947,3.19448,-0.000155366,-0.228562,2.67962,26.3459,1001.12,-202.973,-556.925,24.6532,0.0176071,3.18178,-0.000164276,-0.192704,4.96904,4.96904,1001.12,-202.949,-556.923,24.6457,0.0172147,3.17911,-0.000159269,-0.174359
0.78,2.52716,25.2709,1001.68,-199.93,-554.486,19.1237,0.0164567,3.20443,4.20487e-05,-0.147419,2.90507,28.882,1001.79,-197.153,-556.989,26.3967,0.0170226,3.18283,-0.000113194,-0.169632,5.53869,5.53869,1001.79,-197.112,-557.053,26.3733,0.0171343,3.18449,-0.000152169,-0.174421
0.792,2.52787,25.221,1001.76,-193.56,-557.466,26.1858,0.0141615,3.18017,-9.37099e-05,-0.112158,2.88339,28.7826,1001.87,-187.917,-557.85,25.8403,0.01463,3.16216,-0.000106358,-0.145726,5.35184,5.35184,1001.87,-187.94,-557.832,25.8482,0.014477,3.15469,-0.000139639,-0.171082
0.804,2.49192,24.9933,1002.21,-173.389,-560.437,25.4766,0.0115036,3.15871,-8.29295e-05,-0.125611,2.88397,28.684,1002.3,-176.826,-555.989,24.5167,0.0124953,3.14962,-0.000114625,-0.167994,5.50495,5.50495,1002.3,-176.774,-556.026,24.508,0.0122595,3.14872,-0.000135468,-0.171836
0.816,2.52902,25.3197,1002.29,-168.074,-554.091,22.1185,0.0104166,3.1859,-8.41785e-05,-0.16349,2.88358,28.8639,1002.39,-167.891,-556.336,25.7549,0.0109031,3.16798,-0.000101032,-0.169905,5.54038,5.54038,1002.39,-167.863,-556.349,25.7607,0.0106622,3.16633,-0.0001225,-0.172248
0.828,2.52904,25.3176,1002.25,-155.379,-560.234,27.4092,0.00953034,3.19521,-0.000153357,-0.176874,2.88335,28.7666,1002.34,-156.693,-561.782,26.4076,0.00989915,3.1853,-0.000129666,-0.175145,5.46758,5.46758,1002.34,-156.65,-561.803,26.409,0.0101726,3.18395,-0.000113724,-0.170832
0.84,2.52826,25.2616,1002.99,-150.554,-559.219,20.503,0.00760393,3.15802,-3.14204e-05,-0.126479,2.8827,28.8358,1003.09,-149.504,-559.187,23.2145,0.00769054,3.16401,-5.1842e-05,-0.157437,5.50966,5.50966,1003.09,-149.47,-559.19,23.2002,0.0076672,3.15874,-0.000104406,-0.172456
0.852,2.52838,25.3277,1003.49,-139.743,-559.341,20.5118,0.00472962,3.17117,1.50053e-05,-0.129366,2.90783,28.8896,1003.6,-140.621,-559.09,22.6812,0.00564444,3.16842,-6.18131e-05,-0.182456,5.52328,5.52328,1003.6,-140.609,-559.096,22.6798,0.00528684,3.16145,-9.99524e-05,-0.173633
0.864,2.52836,25.3106,1003.45,-123.471,-558.428,27.192,0.00297413,3.17533,9.78351e-05,-0.211481,2.88233,28.7988,1003.55,-125.735,-559.963,22.8331,0.00368998,3.17781,-1.8484e-05,-0.181359,5.53668,5.53668,1003.55,-125.643,-560.03,22.7907,0.00375809,3.16874,-8.17689e-05,-0.168803
0.876,2.52749,25.3096,1003.72,-110.73,-569.047,18.9743,0.00110619,3.19304,1.4874e-05,-0.217576,2.88316,28.8539,1003.81,-113.672,-561.58,20.812,0.00139446,3.18478,-2.08913e-05,-0.170977,5.36137,5.36137,1003.81,-113.708,-561.532,20.8359,0.00130392,3.18266,-6.94473e-05,-0.176579
0.888,2.52779,25.3108,1003.96,-99.8735,-559.545,14.8247,-8.04153e-05,3.16728,-7.65792e-05,-0.199803,2.88245,27.9505,1004.04,-101.269,-563.891,19.0255,0.000267733,3.17341,-3.52002e-05,-0.170779,5.3099,5.3099,1004.04,-101.218,-563.916,19.0048,0.000524812,3.17417,-5.33492e-05,-0.174533
