vol1,price_time,risk_time,price,dPricedVol1,dPricedVol2,dPricedCorr,dPricedSpot1,dPricedSpot2,gamma_spot1,gamma_spot2,smooth_price_time,smooth_risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_dPricedSpot1,smooth_dPricedSpot2,smooth_gamma_spot1,smooth_gamma_spot2,aadc_price_time,aadc_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_dPricedSpot1,aadc_dPricedSpot2,aadc_gamma_spot1,aadc_gamma_spot2
0.1,2.12893,32.2803,1012.14,1.48881,-636.854,-12.385,-0.0852426,3.55764,0.000638989,-0.134749,4.95345,29.9194,1012.55,-3.64937,-617.366,-15.4573,-0.0649933,3.47275,0.000430664,-0.16291,4.21324,4.21324,1012.55,-3.60453,-617.375,-15.4654,-0.0650061,3.47138,0.000359723,-0.166504
0.104,2.17723,22.5616,1012.15,-1.24429,-636.813,-12.0719,-0.0815805,3.55761,0.00054892,-0.131826,2.63108,25.8767,1012.52,-10.9814,-617.334,-15.1003,-0.0621172,3.47347,0.000389556,-0.16304,4.62467,4.62467,1012.52,-10.9139,-617.348,-15.1118,-0.062149,3.47221,0.000324792,-0.166353
0.108,2.24146,22.1665,1012.11,-9.21183,-636.74,-11.6891,-0.0776474,3.55705,0.000528491,-0.134983,2.54391,25.6803,1012.46,-19.4927,-617.052,-14.5581,-0.0590732,3.47265,0.000349032,-0.163479,4.27342,4.27342,1012.46,-19.5328,-617.032,-14.5407,-0.0591066,3.47114,0.000290213,-0.16629
0.112,2.20655,22.1405,1012.05,-28.4448,-636.425,-11.2594,-0.0736165,3.55452,0.00041326,-0.132373,2.71141,26.2731,1012.36,-29.3282,-616.419,-13.7651,-0.0558377,3.46989,0.000310467,-0.163553,5.01191,5.01191,1012.36,-29.3451,-616.414,-13.7607,-0.0558709,3.4681,0.000256298,-0.166232
0.116,2.2698,22.4199,1011.92,-38.376,-635.459,-9.79274,-0.0697363,3.54952,0.000386939,-0.128175,2.60733,25.9074,1012.23,-39.6456,-615.757,-12.997,-0.0524657,3.46627,0.000275401,-0.162738,4.13638,4.13638,1012.23,-39.5928,-615.767,-13.0015,-0.0525269,3.46493,0.00022309,-0.16622
0.12,2.14542,21.3391,1011.76,-49.4276,-633.917,-8.58095,-0.0652008,3.54088,0.000261045,-0.135136,2.47566,24.8755,1012.05,-50.412,-614.926,-12.1366,-0.0489707,3.46179,0.000240712,-0.162572,4.86984,4.86984,1012.05,-50.4019,-614.923,-12.1337,-0.0490466,3.4606,0.000190327,-0.166286
0.124,2.19962,22.0452,1011.54,-62.1896,-632.529,-7.56364,-0.0608794,3.53311,0.000268448,-0.128611,2.42005,24.1512,1011.82,-61.9159,-613.725,-11.0575,-0.0453199,3.45567,0.000206066,-0.162675,4.12806,4.12806,1011.82,-61.9653,-613.713,-11.0501,-0.0453843,3.45395,0.000158925,-0.16624
0.128,2.06632,21.236,1011.28,-73.2695,-631.763,-6.88411,-0.0567061,3.52491,0.000143568,-0.128649,2.44388,24.4366,1011.55,-73.929,-612.332,-9.90027,-0.0415048,3.44794,0.000170847,-0.163041,4.19075,4.19075,1011.55,-73.9487,-612.324,-9.89478,-0.0415832,3.44636,0.000128333,-0.166149
0.132,2.08756,19.8263,1010.97,-74.4267,-627.608,-3.79169,-0.0522448,3.50941,0.000198414,-0.131933,1.60916,15.9749,1011.23,-86.4761,-610.7,-8.63434,-0.0375297,3.43891,0.00013866,-0.162613,2.73808,2.73808,1011.23,-86.4558,-610.715,-8.64408,-0.0376187,3.43745,9.91593e-05,-0.166218
0.136,1.37769,13.8394,1010.61,-107.582,-625.595,-3.02842,-0.0459087,3.49511,6.12773e-05,-0.12864,1.56868,15.684,1010.86,-99.5904,-608.744,-7.21689,-0.033397,3.42824,0.000105862,-0.163428,2.69945,2.69945,1010.86,-99.6854,-608.708,-7.19558,-0.0334627,3.42625,7.0135e-05,-0.166277
