spot1,price_time,risk_time,price,dPricedVol1,dPricedVol2,dPricedCorr,dPricedSpot1,dPricedSpot2,gamma_spot1,gamma_spot2,smooth_price_time,smooth_risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_dPricedSpot1,smooth_dPricedSpot2,smooth_gamma_spot1,smooth_gamma_spot2,aadc_price_time,aadc_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_dPricedSpot1,aadc_dPricedSpot2,aadc_gamma_spot1,aadc_gamma_spot2
1047.58,0.086332,0.578741,537.57,140.565,-68.8284,43.0514,0.641927,0.221625,-0.00103209,-0.0508906,0.063875,0.792157,539.878,161.807,-46.7464,18.6638,0.636898,0.205487,0.000576133,-0.0128837,0.102638,0.102638,539.878,161.817,-46.7072,18.6607,0.637312,0.205963,0.000317856,-0.0168944
1089.48,0.041797,0.707624,564.408,253.752,-78.6226,45.4318,0.667057,0.263335,-0.000932434,-0.047253,0.048868,0.558374,566.919,144.095,-59.003,22.6202,0.655253,0.26113,0.000544204,-0.00778838,0.083885,0.083885,566.919,144.048,-58.906,22.6157,0.655671,0.260347,0.000609074,-0.0210539
1131.38,0.042233,0.421769,592.332,190.951,-107.215,48.804,0.689249,0.358998,-0.000830434,-0.161451,0.049315,0.493317,595.003,129.298,-75.2928,28.729,0.687383,0.346485,0.000696618,-0.0256666,0.083157,0.083157,595.003,129.135,-75.5301,28.8215,0.68784,0.343969,0.000510461,-0.0244144
1173.28,0.041841,0.413045,621.623,80.7662,-120.941,52.4522,0.685957,0.43249,-8.98623e-05,-0.189777,0.048157,0.479456,624.176,78.4353,-95.1154,35.1906,0.700073,0.440601,0.00023905,-0.0258191,0.082014,0.082014,624.176,78.4029,-95.078,35.1795,0.699632,0.441538,0.000372111,-0.0294774
1215.19,0.041104,0.408005,650.752,121.197,-135.889,56.01,0.686697,0.535358,0.000757058,-0.267456,0.047979,0.479901,653.642,17.8637,-116.089,41.1654,0.706793,0.550438,0.000440921,-0.0284463,0.081809,0.081809,653.642,17.8505,-116.089,41.1545,0.706079,0.546441,0.000219525,-0.0351524
1257.09,0.040834,0.410463,681.386,-35.1812,-168.529,60.4828,0.732738,0.688488,-0.00495042,-0.382445,0.048825,0.479112,683.757,-43.6694,-142.924,48.9883,0.726156,0.693749,-6.75543e-06,-0.0443506,0.081527,0.081527,683.757,-43.7151,-142.772,48.9923,0.727082,0.689823,4.9377e-05,-0.0413755
1298.99,0.040861,0.406924,711.679,-22.2674,-201.037,78.333,0.735094,0.811132,-0.00295578,-0.269915,0.047897,0.479432,714.073,-140.424,-167.936,55.0909,0.717273,0.8239,-0.000418855,-0.0464605,0.081762,0.081762,714.073,-140.518,-167.887,55.1062,0.717322,0.822674,-6.40127e-05,-0.0476431
1340.9,0.041308,0.410331,741.321,-260.895,-219.062,79.4642,0.731009,0.945589,0.000266392,-0.223435,0.047777,0.488234,743.909,-238.213,-193.193,60.4435,0.71152,0.961062,3.41515e-05,-0.0586249,0.086056,0.086056,743.909,-238.243,-193.6,60.4954,0.711611,0.962131,-0.000249149,-0.0571634
1382.8,0.042862,0.421081,771.207,-281.445,-272.108,99.2397,0.739193,1.16014,-0.000390504,-0.18532,0.048552,0.479526,773.66,-346.523,-223.509,66.8115,0.705225,1.13797,-0.000365148,-0.0741366,0.082437,0.082437,773.66,-346.474,-223.466,66.8208,0.706102,1.13648,-0.000301739,-0.0685405
1424.7,0.041064,0.504919,800.622,-537.636,-286.496,101.344,0.692943,1.32487,-0.0016524,-0.206053,0.048725,0.650665,802.759,-465.075,-257.493,73.477,0.683813,1.34328,-0.000427451,-0.0966052,0.081963,0.081963,802.759,-465.204,-256.628,73.3591,0.684413,1.33589,-0.000721425,-0.078749
1466.61,0.041286,0.650421,829.627,-473.162,-306.426,101.029,0.667363,1.57632,-0.00234433,-0.226054,0.047922,0.780824,830.932,-562.922,-287.634,77.6827,0.654126,1.5328,-0.0012067,-0.113001,0.08162,0.08162,830.932,-562.797,-287.44,77.6791,0.655892,1.52147,-0.00113577,-0.0891782
1508.51,0.041261,0.651814,856.275,-629.131,-331.486,102.063,0.579111,1.79529,-0.00115436,-0.374473,0.080127,0.620802,857.012,-670.415,-323.777,81.2993,0.58523,1.74476,-0.00186115,-0.155062,0.097836,0.097836,857.012,-670.395,-323.452,81.301,0.585657,1.73706,-0.00135949,-0.0946831
1550.41,0.073332,0.5949,879.362,-745.874,-350.123,101.633,0.513283,1.98998,-0.0012129,-0.308355,0.110432,0.975957,880.069,-717.999,-363.414,83.7997,0.521236,1.98552,-0.00123271,-0.158122,0.159599,0.159599,880.069,-717.96,-363.338,83.8066,0.522016,1.97566,-0.00146684,-0.107675
1592.31,0.06661,0.790428,900.325,-727.135,-385.128,99.3744,0.462698,2.26738,-0.00308014,-0.101096,0.08755,1.05406,900.727,-791.578,-397.844,83.9408,0.462646,2.18896,-0.00145841,-0.141466,0.156266,0.156266,900.727,-791.652,-397.457,83.9391,0.462781,2.17962,-0.00137618,-0.112216
1634.22,0.090065,0.804503,918.268,-931.682,-445.537,94.2734,0.421187,2.56409,0.00159011,0.0614689,0.10447,0.969121,918.997,-803.518,-432.009,83.4145,0.412852,2.3879,-0.0010722,-0.140856,0.161564,0.161564,918.997,-803.216,-432.515,83.4103,0.412691,2.3991,-0.00138628,-0.119371
1676.12,0.07275,0.835894,935.205,-767.835,-455.728,91.3535,0.349346,2.66322,-0.00260724,0.0794958,0.096934,0.976899,935.126,-804.285,-456.444,80.6285,0.350214,2.54602,-0.00179681,-0.140038,0.165026,0.165026,935.126,-804.461,-456.132,80.63,0.350185,2.54487,-0.00134028,-0.12068
1718.02,0.073834,0.841122,947.833,-769.795,-495.122,115.524,0.286721,2.80661,0.00223749,0.188668,0.092829,0.976604,948.402,-785.977,-483.585,77.3869,0.291009,2.72817,-0.00101828,-0.14421,0.159737,0.159737,948.402,-786.017,-483.578,77.39,0.290805,2.73267,-0.00131754,-0.12336
1759.93,0.089933,0.840518,959.71,-650.343,-506.962,100.136,0.242318,2.95982,-0.00196233,0.330949,0.096107,0.961469,959.59,-756.126,-501.519,72.6648,0.239428,2.83909,-0.00134487,-0.140619,0.161328,0.161328,959.59,-756.048,-501.638,72.6676,0.238134,2.84617,-0.00122049,-0.131921
1801.83,0.08925,0.8237,968.857,-554.306,-473.661,52.0727,0.19084,2.92101,-0.00296974,0.327448,0.113314,0.979284,968.577,-695.472,-511.847,66.3902,0.190813,2.89182,-0.00120505,-0.154359,0.162157,0.162157,968.577,-695.378,-511.803,66.383,0.191222,2.88684,-0.00102011,-0.137425
1843.73,0.073234,0.854936,975.267,-628.883,-487.631,59.1411,0.134039,2.96699,0.000477123,0.479573,0.097263,0.989419,975.553,-631.594,-524.741,60.4184,0.146814,2.96809,-0.00072402,-0.149539,0.162211,0.162211,975.553,-631.638,-524.682,60.4252,0.145971,2.96408,-0.000869771,-0.148724
1885.64,0.073764,0.864388,981.068,-566.438,-495.127,57.4101,0.1199,3.1077,-0.00248435,0.42932,0.097222,0.968098,981.084,-577.181,-535.732,55.4808,0.117748,3.06978,-0.000676856,-0.162344,0.130213,0.130213,981.084,-577.487,-535.431,55.5028,0.118012,3.06354,-0.000673325,-0.153753
1927.54,0.081877,0.871006,984.965,-501.18,-501.697,52.8118,0.0840323,3.16627,0.000584423,0.292651,0.097493,0.99098,985.453,-513.674,-546.847,49.6718,0.0937604,3.15034,-0.000383465,-0.176986,0.163198,0.163198,985.453,-513.667,-546.791,49.6713,0.0933666,3.1477,-0.000505281,-0.158137
1969.44,0.090811,0.83428,988.415,-384.583,-508.791,49.8881,0.078821,3.1315,0.000746851,0.281527,0.11321,0.990486,989.057,-463.595,-553.769,43.4724,0.0792061,3.17277,-0.00029046,-0.170368,0.167256,0.167256,989.057,-463.529,-553.767,43.4699,0.0791151,3.17127,-0.00041212,-0.158194
2011.34,0.058278,0.890562,991.716,-456.763,-512.361,31.6661,0.0612218,3.02576,-0.00078075,0.176845,0.101532,1.07094,992.095,-416.176,-553.297,39.2067,0.0643626,3.16411,-0.000430781,-0.213088,0.18758,0.18758,992.095,-416.119,-553.292,39.2106,0.064512,3.1523,-0.000298223,-0.159538
2053.25,0.07432,0.852848,994.238,-387.068,-519.352,31.9282,0.0511142,3.19612,-0.00179668,0.110829,0.097202,0.996894,994.452,-355.441,-559.057,33.4219,0.0500412,3.20388,-0.000246888,-0.215609,0.165287,0.165287,994.452,-355.512,-559.059,33.4177,0.0496435,3.19859,-0.00023894,-0.161177
2095.15,0.096599,0.74157,995.878,-243.775,-507.643,32.1324,0.045479,3.16349,0.00024001,0.192539,0.065497,0.969645,996.395,-299.564,-561.053,28.7184,0.0437605,3.22499,-0.000140723,-0.215058,0.163598,0.163598,996.395,-299.636,-560.925,28.7551,0.0441371,3.22141,-0.000211747,-0.166235
2137.05,0.088267,0.857835,997.704,-238.987,-504.843,32.6524,0.0353036,3.08577,-0.000723412,0.166335,0.107417,1.26443,998.099,-269.622,-557.931,26.0707,0.0379752,3.20112,-0.000104482,-0.216108,0.222633,0.222633,998.099,-269.46,-557.943,26.0431,0.0377522,3.19248,-0.000188224,-0.174649
2178.96,0.1166,0.893824,999.194,-235.685,-499.118,31.8462,0.0311582,3.16922,-0.00102163,0.199632,0.108751,0.957673,999.607,-232.662,-557.789,22.7361,0.0329285,3.18996,-0.000202228,-0.200484,0.161687,0.161687,999.607,-232.479,-557.83,22.7413,0.0334317,3.1817,-0.000166421,-0.182144
2220.86,0.073894,0.875381,1000.42,-260.367,-480.363,31.5396,0.0280301,3.07394,-0.000795433,0.434112,0.049682,0.633361,1000.8,-205.25,-552.877,21.9031,0.0233219,3.13566,-0.000276649,-0.185583,0.08933,0.08933,1000.8,-205.325,-552.879,21.8697,0.0235924,3.12602,-0.000149241,-0.187011
2262.76,0.09083,0.536155,1001.12,-145.869,-493.17,18.4022,0.00551079,3.01006,-0.00072416,0.338133,0.094121,0.744675,1001.53,-165.778,-550.076,20.798,0.0127065,3.08199,-0.00017791,-0.1853,0.157685,0.157685,1001.53,-165.538,-550.128,20.8042,0.0120024,3.07096,-0.000132591,-0.187681
2304.67,0.074596,0.609112,1001.33,-87.9395,-491.872,26.834,0.00969698,2.97659,5.92928e-05,0.51831,0.089048,0.871052,1001.97,-130.748,-551.03,18.6666,0.00950021,3.07636,-3.64087e-05,-0.182722,0.14529,0.14529,1001.97,-130.636,-550.886,18.7176,0.00966624,3.0616,-0.000116847,-0.185368
2346.57,0.089972,0.821849,1001.68,-86.4572,-491.102,26.6272,0.00762277,3.01743,0.000113553,0.416955,0.097932,0.979488,1002.33,-104.978,-551.031,17.2365,0.00773796,3.07643,-4.11786e-05,-0.187021,0.179084,0.179084,1002.33,-105.105,-550.976,17.2419,0.00784399,3.05834,-7.36435e-05,-0.185178
2388.47,0.07475,0.874544,1002.13,-111.641,-489.154,29.1785,0.00956027,3.01827,-0.000174742,0.213731,0.116792,0.992409,1002.62,-82.883,-552.181,15.4036,0.00584574,3.06779,-5.55178e-05,-0.201463,0.183792,0.183792,1002.62,-82.5751,-552.192,15.4309,0.00596696,3.05722,-3.18875e-05,-0.183675
2430.37,0.091367,0.739954,1002.27,-56.664,-479.264,37.9344,0.00259477,3.0101,0.000240603,-0.0129263,0.098259,0.751159,1002.81,-68.3734,-549.268,15.9042,0.00384362,3.05042,-1.4962e-05,-0.206377,0.098315,0.098315,1002.81,-68.301,-549.248,15.9094,0.00355613,3.03437,-2.63372e-05,-0.179023
2472.28,0.091133,0.645671,1002.39,-70.7679,-479.209,37.809,0.00315951,2.997,7.62241e-05,0.122964,0.050199,0.878034,1002.97,-60.8156,-547.568,15.765,0.00365423,3.04875,-6.84467e-06,-0.213507,0.179905,0.179905,1002.97,-60.9533,-547.471,15.8068,0.00364307,3.03249,-1.35698e-05,-0.17485
2514.18,0.075305,0.861365,1002.54,-73.1283,-480.394,40.131,0.00290273,3.02372,-5.47538e-05,0.142739,0.098007,1.01656,1003.12,-51.1177,-546.609,15.1854,0.00340969,3.05582,-1.05529e-05,-0.209463,0.163891,0.163891,1003.12,-51.1114,-546.579,15.1891,0.00343684,3.04236,-4.66645e-06,-0.17213
2556.08,0.091054,1.02631,1002.65,-32.0254,-477.446,50.4081,0.000343009,3.04582,-1.30218e-06,0.131954,0.098688,1.00449,1003.25,-44.1835,-545.566,15.1182,0.00338194,3.06077,1.57848e-05,-0.204993,0.163639,0.163639,1003.25,-44.199,-545.524,15.1287,0.00326496,3.0472,-2.44129e-06,-0.170475
2597.99,0.091782,0.58695,1002.83,-26.4838,-477.145,50.3993,0.00481461,3.03378,-0.00021874,0.174743,0.053339,0.541531,1003.41,-43.9247,-544.697,15.2729,0.00441715,3.05861,2.55236e-05,-0.208012,0.096681,0.096681,1003.41,-43.8444,-544.719,15.2493,0.00447604,3.04335,-6.92392e-06,-0.17052
2639.89,0.075649,0.528081,1003.04,-47.4106,-476.68,47.8939,0.0082661,3.00438,-5.5153e-05,0.125259,0.052862,0.523319,1003.62,-41.3039,-544.531,14.7617,0.00462763,3.06099,-2.21326e-05,-0.218995,0.087502,0.087502,1003.62,-41.3163,-544.501,14.765,0.00479373,3.04526,-6.28045e-06,-0.171497
2681.79,0.044808,0.455106,1003.26,-28.2756,-476.575,47.8983,0.00226505,3.01033,-0.000211744,0.0990885,0.052185,0.522066,1003.78,-32.9649,-544.35,14.4464,0.00304607,3.06369,-4.96087e-05,-0.22678,0.086454,0.086454,1003.78,-33.1701,-544.261,14.4585,0.00305788,3.04698,-4.78966e-06,-0.17474
2723.7,0.04395,0.460839,1003.22,-56.6824,-476.538,47.8692,0.000744149,3.0055,0.00018648,0.0922049,0.052358,0.527176,1003.88,-26.2943,-544.177,14.5385,0.00196858,3.05867,1.06396e-06,-0.223462,0.092845,0.092845,1003.88,-26.3392,-544.136,14.5503,0.00186688,3.04212,-8.64483e-06,-0.17665
2765.6,0.052705,0.496832,1003.38,-50.0662,-470.157,54.1035,0.00137044,3.01502,-8.20847e-05,0.0384727,0.051069,0.508723,1003.96,-22.1433,-543.919,14.5483,0.00187054,3.0547,-9.55401e-06,-0.222788,0.084917,0.084917,1003.96,-22.2197,-543.885,14.5512,0.00191177,3.03929,-1.43134e-05,-0.177887
2807.5,0.043728,0.440128,1003.41,3.06245,-470.143,54.0595,-0.000577988,3.01858,3.8262e-06,0.0317452,0.051636,0.512531,1004.03,-18.8785,-543.546,14.9099,0.00177334,3.04849,6.65935e-06,-0.221604,0.085477,0.085477,1004.03,-18.8291,-543.516,14.9128,0.0017585,3.03223,-1.15355e-05,-0.177778
2849.4,0.043691,0.43665,1003.44,-73.8387,-470.009,54.0783,0.00331134,2.98879,8.64264e-05,0.0702058,0.050872,0.509662,1004.11,-19.294,-543.711,14.9679,0.00183982,3.044,-7.97374e-06,-0.216866,0.084953,0.084953,1004.11,-19.4179,-543.68,14.9722,0.00198559,3.02692,-6.27558e-06,-0.177352
2891.31,0.043528,0.435355,1003.57,-25.0219,-469.892,54.0984,0.000453372,2.99394,2.84509e-05,0.0636444,0.050604,0.503703,1004.18,-13.8541,-543.734,14.9464,0.00124021,3.04144,-1.55265e-05,-0.214976,0.084219,0.084219,1004.18,-13.8234,-543.703,14.951,0.00122195,3.02515,-7.34248e-06,-0.177448
2933.21,0.043239,0.434657,1003.62,-19.0069,-471.161,52.7747,0.000195324,2.99203,-4.18446e-05,0.0511808,0.05081,0.514028,1004.22,-9.72866,-543.542,15.1572,0.000705697,3.03758,-9.98069e-06,-0.215541,0.095619,0.095619,1004.22,-9.83016,-543.506,15.1626,0.000698004,3.02079,-5.57627e-06,-0.177724
2975.11,0.045126,0.44262,1003.64,9.0979,-471.161,52.7747,-0.000180597,2.9676,-4.58879e-05,0.0803336,0.051097,0.512438,1004.24,-6.00475,-543.214,15.2416,0.000317648,3.03216,-9.25201e-06,-0.213703,0.08538,0.08538,1004.24,-6.01242,-543.182,15.2464,0.000325006,3.01576,-5.41551e-06,-0.17739
