corr,price_time,risk_time,price,dPricedVol1,dPricedVol2,dPricedCorr,dPricedSpot1,dPricedSpot2,gamma_spot1,gamma_spot2,smooth_price_time,smooth_risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_dPricedSpot1,smooth_dPricedSpot2,smooth_gamma_spot1,smooth_gamma_spot2,aadc_price_time,aadc_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_dPricedSpot1,aadc_dPricedSpot2,aadc_gamma_spot1,aadc_gamma_spot2
0.3,0.440145,4.24392,991.298,-451.394,-599.125,14.4039,0.0585532,3.35182,-0.000505024,-0.075103,0.491739,4.09738,991.596,-412.962,-582.978,16.7327,0.0584739,3.36697,-0.000310355,-0.178942,0.544774,0.544774,991.596,-412.756,-583.098,16.7242,0.0584564,3.36761,-0.000301683,-0.159977
0.312,0.275124,2.73744,991.608,-446.629,-581.34,26.2035,0.0574287,3.35364,-0.000489403,-0.410131,0.310009,3.10073,991.8,-408.609,-582.695,17.1848,0.0575901,3.36315,-0.000306058,-0.186592,0.542862,0.542862,991.8,-408.579,-582.711,17.1824,0.0576226,3.36223,-0.000298962,-0.160415
0.324,0.277163,2.76091,991.747,-442.758,-545.781,5.73666,0.0564433,3.37602,-0.000477188,-0.162651,0.312084,3.1384,992.007,-404.236,-582.087,17.1496,0.0566975,3.35596,-0.000300428,-0.190438,0.539299,0.539299,992.007,-404.365,-582.004,17.1609,0.0567975,3.35337,-0.0002966,-0.160511
0.336,0.276567,2.75708,991.923,-435.687,-574.876,21.634,0.0556956,3.38194,-0.000441382,-0.095309,0.314314,3.13594,992.212,-399.799,-581.658,17.1396,0.0558598,3.34686,-0.000289579,-0.185999,0.552339,0.552339,992.212,-399.911,-581.609,17.1439,0.0559183,3.34588,-0.000293735,-0.160608
0.348,0.275054,2.75376,992.238,-433.234,-588.861,15.2635,0.0552693,3.36098,-0.000480667,-0.338607,0.314689,3.15353,992.419,-396.072,-580.651,17.4656,0.0550663,3.33737,-0.000282609,-0.182664,0.594492,0.594492,992.419,-396.129,-580.623,17.4634,0.0551911,3.33516,-0.000290527,-0.16075
0.36,0.276972,2.77245,992.401,-433.043,-583.909,21.409,0.0550315,3.37991,-0.000490423,-0.155232,0.316985,3.15641,992.63,-392.203,-579.427,17.7881,0.0542816,3.3262,-0.000283748,-0.184507,0.549741,0.549741,992.63,-392.24,-579.427,17.7814,0.054431,3.32372,-0.000288676,-0.160156
0.372,0.276761,2.77017,992.646,-429.784,-570.557,38.2774,0.0544515,3.36313,-0.000486628,-0.25376,0.315957,3.14228,992.845,-387.836,-578.31,17.9934,0.0534991,3.31327,-0.000281434,-0.188275,0.54932,0.54932,992.845,-387.728,-578.408,17.9753,0.0535334,3.3136,-0.000285064,-0.16117
0.384,0.276944,2.77007,992.876,-425.931,-564.756,20.4031,0.0539781,3.35898,-0.000509529,-0.267114,0.316178,4.65725,993.06,-383.89,-576.222,17.8573,0.0527196,3.29739,-0.000273695,-0.190091,0.829714,0.829714,993.06,-383.935,-576.202,17.8594,0.0528054,3.29487,-0.000283038,-0.162834
0.396,0.410111,4.11201,993.047,-420.218,-554.828,22.8219,0.052579,3.32718,-0.000520282,-0.197402,0.478957,4.28994,993.275,-380.131,-574.213,17.956,0.0519651,3.28218,-0.000271937,-0.189096,0.552881,0.552881,993.275,-380.169,-574.21,17.9583,0.0520786,3.2779,-0.000279165,-0.163527
0.408,0.278348,2.78413,993.191,-413.15,-570.109,11.3688,0.0513081,3.29435,-0.000506291,-0.00381544,0.318217,3.17042,993.492,-375.96,-573.131,18.2454,0.0511868,3.26942,-0.000272539,-0.185922,0.54826,0.54826,993.492,-375.899,-573.175,18.2319,0.0512383,3.26605,-0.000276106,-0.163853
