corr-noisy,price_time,risk_time,price,dPricedVol1,dPricedVol2,dPricedCorr,dPricedSpot1,dPricedSpot2,gamma_spot1,gamma_spot2,smooth_price_time,smooth_risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_dPricedSpot1,smooth_dPricedSpot2,smooth_gamma_spot1,smooth_gamma_spot2,aadc_price_time,aadc_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_dPricedSpot1,aadc_dPricedSpot2,aadc_gamma_spot1,aadc_gamma_spot2
0.3,0.212957,2.2082,991.951,-412.716,-617.819,9.80143,0.0613085,3.4465,-0.000149648,-0.242116,0.274368,2.4738,992.025,-424.127,-590.401,17.944,0.0608408,3.45142,-0.000262855,-0.254417,0.414617,0.414617,992.025,-423.752,-590.679,17.9135,0.0621041,3.49211,-0.000315539,-0.156047
0.312,0.21812,2.09861,991.705,-385.791,-550.08,0.388297,0.0487827,3.2341,-0.00106782,-0.137525,0.242481,2.47853,991.746,-396.461,-567.437,13.9231,0.0528105,3.24118,-0.000532197,-0.0831064,0.541847,0.541847,991.746,-396.446,-567.468,13.8705,0.0517147,3.1962,-0.000283016,-0.18014
0.324,0.218416,2.23003,990.865,-403.111,-605.13,9.58326,0.0573571,3.3522,0.000214555,-0.485004,0.323829,6.59443,990.889,-422.296,-589.66,13.4411,0.0582966,3.36355,-0.000290997,-0.267865,1.00988,1.00988,990.889,-422.298,-589.718,13.4405,0.0575015,3.37879,-0.000329605,-0.182335
0.336,0.416289,5.73042,992.739,-421.344,-590.307,29.2793,0.0525078,3.46393,0.000419966,-0.25829,0.857468,7.03311,992.914,-410.829,-593.119,18.4618,0.0581733,3.42742,-0.000177454,-0.226811,0.411725,0.411725,992.914,-410.958,-593.066,18.4451,0.0578869,3.44378,-0.00027875,-0.15885
0.348,0.222116,2.32019,991.978,-383.584,-677.121,13.2486,0.0600869,3.36594,-0.000584747,-0.117792,0.242888,2.43249,992.074,-419.846,-587.768,16.3083,0.0590019,3.32491,-0.000277082,-0.209815,0.782486,0.782486,992.074,-419.9,-587.813,16.3085,0.0570872,3.33671,-0.000289063,-0.161953
0.36,0.416069,5.16871,991.941,-464.273,-619.327,44.3291,0.0483987,3.49763,-0.000300258,-0.264497,0.599246,2.771,992.031,-399.319,-591.227,18.5984,0.0532603,3.41548,-0.000211583,-0.191273,0.459344,0.459344,992.031,-399.76,-591.112,18.6135,0.0531243,3.41299,-0.000245451,-0.161819
0.372,0.213261,4.45568,992.618,-382.225,-605.663,44.0087,0.0486211,3.33401,-2.12437e-05,-0.124275,0.639156,7.17043,992.737,-390.076,-584.921,18.171,0.0524278,3.34399,-0.000328169,-0.19009,1.027,1.027,992.737,-390.348,-584.779,18.1835,0.0518648,3.35436,-0.000303062,-0.17003
0.384,0.253878,2.81489,993.345,-386.16,-538.833,-0.142286,0.0532364,3.2198,-0.00125267,-0.184036,0.253057,2.56752,993.388,-383.53,-561.305,14.969,0.0516029,3.19064,-0.000368582,-0.169456,0.409032,0.409032,993.388,-383.466,-561.226,14.9685,0.0519809,3.17658,-0.000276392,-0.170554
0.396,0.443756,4.82393,994.107,-384.078,-569.252,4.63791,0.0604695,3.15815,-0.000607127,0.075674,0.508139,4.00064,994.237,-386.062,-567.358,13.586,0.059654,3.1955,-0.00034493,-0.110623,0.421254,0.421254,994.237,-385.741,-567.419,13.5873,0.0586739,3.1911,-0.000311024,-0.177802
0.408,0.38199,2.31455,992.633,-345.306,-549.581,9.19369,0.0503854,3.12039,-0.000163637,0.111907,0.229572,2.65761,992.796,-381.581,-570.612,17.82,0.051432,3.2429,-0.000269599,-0.0764165,0.424972,0.424972,992.796,-381.338,-570.69,17.7954,0.0511421,3.22958,-0.000288342,-0.165998
