corr,price_time,risk_time,price,dPricedVol1,dPricedVol2,dPricedCorr,dPricedSpot1,dPricedSpot2,gamma_spot1,gamma_spot2,smooth_price_time,smooth_risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_dPricedSpot1,smooth_dPricedSpot2,smooth_gamma_spot1,smooth_gamma_spot2,aadc_price_time,aadc_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_dPricedSpot1,aadc_dPricedSpot2,aadc_gamma_spot1,aadc_gamma_spot2
0.3,0.297714,2.38688,991.951,-412.716,-617.819,9.80143,0.0613085,3.4465,-0.000149648,-0.242116,0.216637,2.15422,991.951,-412.716,-617.819,9.80143,0.0613085,3.4465,-0.000149648,-0.242116,0.3754,0.3754,991.951,-114.782,-245.824,2.97493,0.0197238,1.06989,-8.58481e-05,-0.0525547
0.312,0.213779,2.16678,992.212,-411.121,-608.517,10.1624,0.060034,3.42834,-0.000169031,-0.477763,0.21342,2.16173,992.212,-411.121,-608.517,10.1624,0.060034,3.42834,-0.000169031,-0.477763,0.399094,0.399094,992.212,-113.421,-245.339,2.93492,0.0194815,1.06742,-8.56116e-05,-0.0527875
0.324,0.217895,2.16752,992.379,-408.271,-558.316,-5.97717,0.0588743,3.43828,-0.000159277,-0.384803,0.249371,3.49395,992.379,-408.271,-558.316,-5.97717,0.0588743,3.43828,-0.000159277,-0.384803,0.565765,0.565765,992.379,-112.117,-245.029,3.06138,0.0192698,1.06598,-8.54245e-05,-0.0525358
0.336,0.315607,2.29486,992.479,-403.214,-593.06,15.8897,0.0583759,3.34385,-0.000122401,-0.16596,0.218602,2.20022,992.479,-403.214,-593.06,15.8897,0.0583759,3.34385,-0.000122401,-0.16596,0.384288,0.384288,992.479,-110.893,-244.864,3.26832,0.0190511,1.06567,-8.46445e-05,-0.052537
0.348,0.2213,2.21019,992.7,-400.529,-575.932,1.58368,0.0581554,3.31043,-0.00014902,-0.288219,0.220067,2.20471,992.7,-400.529,-575.932,1.58368,0.0581554,3.31043,-0.00014902,-0.288219,0.38597,0.38597,992.7,-109.691,-244.42,3.38633,0.0188544,1.06351,-8.42916e-05,-0.0526
0.36,0.237187,2.29497,992.856,-402.033,-601.888,16.5459,0.0579399,3.37831,-0.000172121,-0.0959128,0.221835,2.22235,992.856,-402.033,-601.888,16.5459,0.0579399,3.37831,-0.000172121,-0.0959128,0.391544,0.391544,992.856,-108.388,-244.08,3.58208,0.0186409,1.06176,-8.36566e-05,-0.0525777
0.372,0.222402,3.0397,993.195,-397.232,-577.287,41.5465,0.0571404,3.37765,-0.000186748,-0.337318,0.410188,3.59178,993.195,-397.232,-577.287,41.5465,0.0571404,3.37765,-0.000186748,-0.337318,0.441749,0.441749,993.195,-107.416,-243.116,3.63856,0.0184854,1.05642,-8.29319e-05,-0.0529146
0.384,0.225525,2.2157,993.428,-391.832,-586.546,27.0993,0.0561768,3.36848,-0.000230776,-0.373125,0.223984,2.25447,993.428,-391.832,-586.546,27.0993,0.0561768,3.36848,-0.000230776,-0.373125,0.413651,0.413651,993.428,-105.96,-242.687,3.67396,0.0182388,1.05414,-8.23603e-05,-0.0528626
0.396,0.295708,2.31159,993.538,-388.613,-551.775,-3.67095,0.0546633,3.32433,-0.000220115,-0.163394,0.223995,2.23533,993.538,-388.613,-551.775,-3.67095,0.0546633,3.32433,-0.000220115,-0.163394,0.382394,0.382394,993.538,-104.812,-242.508,3.96386,0.0180428,1.0536,-8.17057e-05,-0.0526136
0.408,0.218668,2.2708,993.687,-382.954,-573.996,7.85697,0.0529414,3.28645,-0.000206101,0.130611,0.222197,2.20635,993.687,-382.954,-573.996,7.85697,0.0529414,3.28645,-0.000206101,0.130611,0.386379,0.386379,993.687,-103.433,-242.342,4.15439,0.0178052,1.0537,-8.0894e-05,-0.052402
0.42,0.220574,2.21755,993.844,-379.846,-607.94,16.8532,0.0515146,3.31366,-0.000203968,0.349721,0.221843,2.21487,993.844,-379.846,-607.94,16.8532,0.0515146,3.31366,-0.000203968,0.349721,0.388314,0.388314,993.844,-102.146,-242.088,4.19284,0.0175739,1.05256,-8.03287e-05,-0.0526206
0.432,0.219266,2.20051,994.105,-373.701,-573.542,25.4766,0.0506329,3.30557,-0.000219724,0.343173,0.219321,2.33332,994.105,-373.701,-573.542,25.4766,0.0506329,3.30557,-0.000219724,0.343173,0.465866,0.465866,994.105,-100.405,-241.975,4.20068,0.0172726,1.05254,-7.94348e-05,-0.0524108
0.444,0.222222,2.17281,994.403,-365.036,-556.24,16.4212,0.0499346,3.28997,-0.000231822,0.138879,0.217192,2.17394,994.403,-365.036,-556.24,16.4212,0.0499346,3.28997,-0.000231822,0.138879,0.381592,0.381592,994.403,-99.3433,-241.083,4.31688,0.0170849,1.04784,-7.89246e-05,-0.0526651
0.456,0.216784,2.21664,994.558,-363.307,-625.49,39.8994,0.049347,3.26077,-0.000230394,0.354241,0.22203,2.21931,994.558,-363.307,-625.49,39.8994,0.049347,3.26077,-0.000230394,0.354241,0.38741,0.38741,994.558,-98.3499,-240.53,4.51629,0.0169237,1.04489,-7.82878e-05,-0.052664
0.468,0.222762,2.18426,994.775,-361.402,-577.429,34.3368,0.0486086,3.26064,-0.00021963,0.278889,0.217403,2.16936,994.775,-361.402,-577.429,34.3368,0.0486086,3.26064,-0.00021963,0.278889,0.378532,0.378532,994.775,-96.7242,-240.308,4.4864,0.0166645,1.04399,-7.79795e-05,-0.0530185
0.48,0.215166,2.18027,995.155,-360.002,-581.726,13.8764,0.0484696,3.31276,-0.000193704,0.114954,0.224624,2.21079,995.155,-360.002,-581.726,13.8764,0.0484696,3.31276,-0.000193704,0.114954,0.387824,0.387824,995.155,-95.2462,-239.653,4.66431,0.0164092,1.04097,-7.74225e-05,-0.0531555
0.492,0.220579,2.19728,995.442,-354.61,-607.066,16.67,0.047661,3.28553,-0.000177421,0.0408353,0.216208,2.16314,995.442,-354.61,-607.066,16.67,0.047661,3.28553,-0.000177421,0.0408353,0.383247,0.383247,995.442,-93.8485,-239.144,4.66797,0.0161766,1.03834,-7.67796e-05,-0.0533184
0.504,0.21789,2.16055,995.879,-350.255,-611.4,26.6245,0.0467004,3.32755,-0.000152385,-0.281935,0.216181,2.21243,995.879,-350.255,-611.4,26.6245,0.0467004,3.32755,-0.000152385,-0.281935,0.3883,0.3883,995.879,-92.1955,-238.303,4.50881,0.0159107,1.0336,-7.60168e-05,-0.0530442
0.516,0.221163,2.21771,996.135,-344.832,-613.481,28.711,0.046106,3.258,-8.98532e-05,-0.0704748,0.220257,2.17285,996.135,-344.832,-613.481,28.711,0.046106,3.258,-8.98532e-05,-0.0704748,0.377762,0.377762,996.135,-90.7758,-237.897,4.53972,0.0156706,1.03174,-7.55223e-05,-0.0530791
0.528,0.216655,2.16474,996.5,-341.647,-611.612,37.2933,0.0456536,3.25543,-0.000174564,-0.209773,0.216017,2.20138,996.5,-341.647,-611.612,37.2933,0.0456536,3.25543,-0.000174564,-0.209773,0.386844,0.386844,996.5,-89.1221,-237.369,4.6223,0.0154014,1.02868,-7.54552e-05,-0.0529818
0.54,0.22063,2.21945,996.781,-335.376,-575.828,-2.10881,0.044774,3.33657,-0.000207174,-0.15469,0.220671,2.20184,996.781,-335.376,-575.828,-2.10881,0.044774,3.33657,-0.000207174,-0.15469,0.382971,0.382971,996.781,-87.947,-236.738,4.74959,0.0151986,1.02546,-7.50888e-05,-0.0529828
0.552,0.218795,2.18377,997.058,-327.22,-611.861,6.48863,0.0435746,3.32883,-0.000191445,-0.0578325,0.219016,2.19281,997.058,-327.22,-611.861,6.48863,0.0435746,3.32883,-0.000191445,-0.0578325,0.43832,0.43832,997.058,-86.3131,-236.354,4.62832,0.0149263,1.02375,-7.42568e-05,-0.0527697
0.564,0.228486,2.24106,997.408,-325.13,-587.346,22.3084,0.041964,3.26761,-0.000236152,-0.00418435,0.223525,2.22753,997.408,-325.13,-587.346,22.3084,0.041964,3.26761,-0.000236152,-0.00418435,0.388544,0.388544,997.408,-84.4864,-235.787,4.51662,0.0146171,1.02062,-7.35542e-05,-0.0529695
0.576,0.218517,2.19766,997.705,-321.526,-559.531,9.34928,0.0409135,3.2538,-0.000248034,-0.110888,0.220897,2.20934,997.705,-321.526,-559.531,9.34928,0.0409135,3.2538,-0.000248034,-0.110888,0.386766,0.386766,997.705,-82.428,-235.474,4.4159,0.0142557,1.01894,-7.31183e-05,-0.0529047
0.588,0.220382,2.29848,997.943,-318.856,-536.147,21.4696,0.0401536,3.18894,-0.00024065,0.119435,0.224061,2.23693,997.943,-318.856,-536.147,21.4696,0.0401536,3.18894,-0.00024065,0.119435,0.390867,0.390867,997.943,-80.4309,-235.494,4.47973,0.0139329,1.01902,-7.25607e-05,-0.0525289
0.6,0.222679,2.19223,998.182,-316.322,-530.096,13.8955,0.0399425,3.10475,-0.000281083,-0.0254692,0.218851,2.18571,998.182,-316.322,-530.096,13.8955,0.0399425,3.10475,-0.000281083,-0.0254692,0.384409,0.384409,998.182,-78.7618,-235.298,4.69066,0.0136554,1.01799,-7.17241e-05,-0.0524128
