corr,price_time,risk_time,price,dPricedVol1,dPricedVol2,dPricedCorr,dPricedSpot1,dPricedSpot2,gamma_spot1,gamma_spot2,smooth_price_time,smooth_risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_dPricedSpot1,smooth_dPricedSpot2,smooth_gamma_spot1,smooth_gamma_spot2,aadc_price_time,aadc_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_dPricedSpot1,aadc_dPricedSpot2,aadc_gamma_spot1,aadc_gamma_spot2
0.3,47.1274,285.807,991.693,-420.353,-588.763,14.106,0.059163,3.36985,-0.000302657,-0.172274,29.4223,293.093,992.005,-415.694,-583.54,15.0674,0.0602813,3.34584,-0.000297606,-0.167669,54.5836,54.5836,992.005,-415.697,-583.542,15.0671,0.0601664,3.34474,-0.000305925,-0.168549
0.312,25.8293,256.349,991.874,-416.102,-590.654,16.7488,0.0583047,3.36107,-0.000299969,-0.175817,29.3734,293.409,992.188,-411.551,-582.348,15.3428,0.0594678,3.33835,-0.000294989,-0.167162,54.1305,54.1305,992.188,-411.554,-582.349,15.3432,0.0593461,3.3373,-0.000303119,-0.168397
0.324,25.6063,245.941,992.064,-411.692,-585.451,15.4811,0.0574759,3.35262,-0.000297834,-0.176746,27.7589,265.993,992.374,-407.402,-581.197,15.6636,0.0586442,3.33148,-0.000291965,-0.166474,48.9488,48.9488,992.374,-407.394,-581.202,15.664,0.0585216,3.33052,-0.000300448,-0.168307
0.336,22.9204,229.19,992.247,-407.19,-581.832,16.8375,0.0566435,3.35156,-0.000293538,-0.149188,26.425,261.026,992.564,-403.228,-580.107,16.0245,0.0578132,3.32487,-0.000289614,-0.167117,49.1395,49.1395,992.564,-403.234,-580.107,16.0252,0.0576995,3.32411,-0.000297617,-0.168196
0.348,22.8514,230.046,992.451,-402.619,-585.846,16.958,0.0558595,3.34564,-0.000289408,-0.170334,26.1922,260.762,992.758,-398.952,-579.027,16.2987,0.0569761,3.31776,-0.000287059,-0.168646,48.6524,48.6524,992.758,-398.955,-579.031,16.2967,0.056854,3.3171,-0.000294759,-0.168065
0.36,22.827,229.07,992.656,-398.14,-582.328,16.6715,0.0550134,3.33672,-0.000290845,-0.187709,26.6484,266.366,992.955,-394.651,-577.848,16.4865,0.0561299,3.31,-0.000283683,-0.169015,50.3509,50.3509,992.955,-394.644,-577.854,16.4864,0.0560042,3.30913,-0.000291961,-0.167834
0.372,23.4249,234.761,992.855,-394.066,-582.581,17.3386,0.0541581,3.32959,-0.000287204,-0.185685,26.867,267.722,993.154,-390.348,-576.648,16.7088,0.0552789,3.30218,-0.000280272,-0.168791,49.6147,49.6147,993.154,-390.35,-576.648,16.7098,0.0551584,3.30108,-0.000289093,-0.167611
0.384,23.2613,232.288,993.058,-389.485,-582.521,17.7761,0.0532714,3.31939,-0.000282633,-0.178849,26.2935,261.678,993.356,-385.994,-575.461,16.9543,0.0544226,3.29447,-0.000276847,-0.168608,49.2768,49.2768,993.356,-385.978,-575.479,16.9505,0.0542959,3.2935,-0.000286122,-0.167311
0.396,22.9418,231.168,993.266,-385.053,-580.983,16.0019,0.0523812,3.304,-0.000277498,-0.195137,26.6696,263.995,993.561,-381.642,-574.215,17.2068,0.053554,3.28693,-0.000274111,-0.168566,49.3108,49.3108,993.561,-381.636,-574.223,17.2053,0.0534424,3.28557,-0.000283084,-0.167163
0.408,22.9663,236.531,993.47,-380.578,-575.994,16.2745,0.0514898,3.29521,-0.000276086,-0.18331,26.9585,267.404,993.769,-377.12,-573.144,17.4831,0.0526765,3.2799,-0.000271451,-0.168221,50.2344,50.2344,993.769,-377.107,-573.155,17.4814,0.0525473,3.27881,-0.000280208,-0.167077
