corr-noisy,price_time,risk_time,price,dPricedVol1,dPricedVol2,dPricedCorr,dPricedSpot1,dPricedSpot2,gamma_spot1,gamma_spot2,smooth_price_time,smooth_risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_dPricedSpot1,smooth_dPricedSpot2,smooth_gamma_spot1,smooth_gamma_spot2,aadc_price_time,aadc_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_dPricedSpot1,aadc_dPricedSpot2,aadc_gamma_spot1,aadc_gamma_spot2
0.3,0.043122,0.472406,989.695,-319.483,-551.467,-1.16973,0.0629533,3.24298,8.79194e-05,-0.48628,0.043911,0.388093,989.695,-319.483,-551.467,-1.16973,0.0629533,3.24298,8.79194e-05,-0.48628,0.065617,0.065617,989.695,-119.252,-249.035,2.63162,0.0204748,1.08501,-8.81221e-05,-0.0516223
0.312,0.040539,0.405789,990.742,-418.961,-493.419,17.9273,0.0428598,3.10042,-0.00102411,-0.540889,0.039492,0.366629,990.742,-418.961,-493.419,17.9273,0.0428598,3.10042,-0.00102411,-0.540889,0.054824,0.054824,990.742,-106.181,-253.546,2.46382,0.0181196,1.09588,-7.65121e-05,-0.0503015
0.324,0.042123,0.587237,991.46,-553.612,-480.313,-22.9216,0.0632424,3.36069,-0.000500034,-0.912694,0.04109,0.379272,991.46,-553.612,-480.313,-22.9216,0.0632424,3.36069,-0.000500034,-0.912694,0.090582,0.090582,991.46,-120.399,-242.567,2.2946,0.0205838,1.04974,-8.8764e-05,-0.0538085
0.336,0.073688,0.624973,991.941,-420.379,-643.125,13.5334,0.0624178,3.30292,0.000853715,-0.040729,0.038427,0.405329,991.941,-420.379,-643.125,13.5334,0.0624178,3.30292,0.000853715,-0.040729,0.087012,0.087012,991.941,-113.271,-246.322,4.62842,0.0193153,1.07805,-8.53917e-05,-0.0562445
0.348,0.041629,0.42058,994.158,-389.047,-634.751,25.1063,0.0580427,3.91342,-0.000741051,-0.0954032,0.040146,0.408278,994.158,-389.047,-634.751,25.1063,0.0580427,3.91342,-0.000741051,-0.0954032,0.08132,0.08132,994.158,-115.049,-240.782,2.24354,0.0198417,1.05035,-8.53679e-05,-0.0556943
0.36,0.041469,0.413814,993.925,-397.179,-567.971,-11.0681,0.0454011,3.43352,-0.00167532,-0.155199,0.039648,0.406154,993.925,-397.179,-567.971,-11.0681,0.0454011,3.43352,-0.00167532,-0.155199,0.080163,0.080163,993.925,-108.988,-244.154,1.69165,0.0188834,1.0575,-8.05781e-05,-0.0518688
0.372,0.027373,0.35666,994.905,-347.461,-562.939,61.9154,0.056734,3.20573,-0.00094507,-0.324567,0.040346,0.403385,994.905,-347.461,-562.939,61.9154,0.056734,3.20573,-0.00094507,-0.324567,0.073215,0.073215,994.905,-107.119,-239.249,3.43783,0.0187458,1.04144,-7.99543e-05,-0.0537406
0.384,0.187621,1.27148,994.437,-416.208,-681.328,50.6532,0.0653548,3.41803,-0.0014641,0.532486,0.094738,0.634932,994.437,-416.208,-681.328,50.6532,0.0653548,3.41803,-0.0014641,0.532486,0.103765,0.103765,994.437,-105.409,-241.257,2.49813,0.018223,1.05014,-8.17894e-05,-0.056921
0.396,0.041809,0.407612,996.046,-433.459,-575.851,-2.80309,0.0682355,2.78056,-0.00252277,-0.111079,0.04058,0.403441,996.046,-433.459,-575.851,-2.80309,0.0682355,2.78056,-0.00252277,-0.111079,0.073061,0.073061,996.046,-106.355,-234.289,3.56663,0.0181227,1.01232,-8.58792e-05,-0.0513747
0.408,0.038936,0.404991,993.13,-349.191,-604.615,16.573,0.0501691,3.20723,-0.000680557,-0.215153,0.043752,0.528862,993.13,-349.191,-604.615,16.573,0.0501691,3.20723,-0.000680557,-0.215153,0.076529,0.076529,993.13,-101.291,-245.452,4.12564,0.0174613,1.0623,-8.06301e-05,-0.0542798
0.42,0.040865,0.405555,994.682,-287.23,-505.325,56.7748,0.0394784,3.58364,-0.000582179,0.556957,0.039823,0.398214,994.682,-287.23,-505.325,56.7748,0.0394784,3.58364,-0.000582179,0.556957,0.07674,0.07674,994.682,-100.654,-240.888,1.83189,0.0170606,1.0455,-7.2937e-05,-0.0514056
0.432,0.041475,0.408886,995.212,-471.981,-546.27,8.78448,0.0550759,3.01715,0.000556198,0.324241,0.036041,0.393215,995.212,-471.981,-546.27,8.78448,0.0550759,3.01715,0.000556198,0.324241,0.076674,0.076674,995.212,-100.199,-239.641,3.52214,0.0174126,1.04156,-8.31766e-05,-0.0522785
0.444,0.106568,0.466611,996.223,-347.529,-574.27,-16.6321,0.0562631,3.71882,0.000440227,-0.102956,0.040602,0.433524,996.223,-347.529,-574.27,-16.6321,0.0562631,3.71882,0.000440227,-0.102956,0.084039,0.084039,996.223,-93.7125,-240.698,3.69405,0.0161681,1.04719,-8.35714e-05,-0.0560789
0.456,0.043524,0.396943,997.206,-361.283,-520.467,9.566,0.0582896,3.04957,0.000609561,0.00309767,0.031505,0.377965,997.206,-361.283,-520.467,9.566,0.0582896,3.04957,0.000609561,0.00309767,0.073215,0.073215,997.206,-105.053,-232.098,2.2284,0.0181663,1.00689,-8.04508e-05,-0.0521327
0.468,0.034794,0.417638,993.637,-353.893,-579.457,-37.352,0.0422984,3.573,-0.0010659,0.398309,0.040433,0.405042,993.637,-353.893,-579.457,-37.352,0.0422984,3.573,-0.0010659,0.398309,0.073297,0.073297,993.637,-99.9157,-241.243,4.56378,0.0172089,1.0521,-7.48878e-05,-0.0525947
0.48,0.041234,0.41642,996.938,-340.179,-614.809,16.1613,0.0298568,2.93413,-0.000839624,-0.380586,0.04208,0.420926,996.938,-340.179,-614.809,16.1613,0.0298568,2.93413,-0.000839624,-0.380586,0.165865,0.165865,996.938,-96.0278,-235.763,3.07189,0.0165852,1.02888,-7.7763e-05,-0.0523994
0.492,0.042565,0.426021,998.441,-291.62,-587.228,27.0719,0.0344648,3.10781,-0.00044896,-0.403936,0.041588,0.424854,998.441,-291.62,-587.228,27.0719,0.0344648,3.10781,-0.00044896,-0.403936,0.075763,0.075763,998.441,-94.2445,-237.848,3.80369,0.0163477,1.03729,-7.62029e-05,-0.0541357
0.504,0.044734,0.41311,994.613,-346.669,-588.482,34.2946,0.0422527,3.31695,-0.00107651,-0.261192,0.042676,0.421219,994.613,-346.669,-588.482,34.2946,0.0422527,3.31695,-0.00107651,-0.261192,0.075839,0.075839,994.613,-95.008,-241.565,5.13709,0.0164191,1.04806,-7.31393e-05,-0.0534115
0.516,0.12232,1.11553,998.819,-353.002,-535.677,12.7072,0.040591,3.27568,0.00109704,-0.0597638,0.099206,1.11101,998.819,-353.002,-535.677,12.7072,0.040591,3.27568,0.00109704,-0.0597638,0.20537,0.20537,998.819,-93.1483,-232.412,3.09317,0.0163142,1.01376,-7.78934e-05,-0.0532478
0.528,0.111114,1.05785,995.059,-390.481,-486.344,43.956,0.0435639,2.88971,-0.000684108,-0.348323,0.114852,0.89206,995.059,-390.481,-486.344,43.956,0.0435639,2.88971,-0.000684108,-0.348323,0.172578,0.172578,995.059,-93.1801,-236.415,2.23179,0.0158643,1.0152,-7.22482e-05,-0.0476217
0.54,0.118832,1.09098,997.102,-289.69,-568.077,82.0615,0.0365376,3.58908,-0.000449906,-0.586048,0.087539,0.424197,997.102,-289.69,-568.077,82.0615,0.0365376,3.58908,-0.000449906,-0.586048,0.077048,0.077048,997.102,-90.7727,-235.153,4.85429,0.0155199,1.03054,-8.23262e-05,-0.0567398
0.552,0.071404,0.425155,995.041,-430.736,-587.7,72.4143,0.0465002,3.49586,-0.00211368,-0.31851,0.043325,0.410284,995.041,-430.736,-587.7,72.4143,0.0465002,3.49586,-0.00211368,-0.31851,0.076605,0.076605,995.041,-85.6056,-241.298,4.60226,0.0148762,1.04106,-7.1049e-05,-0.0563928
0.564,0.041386,0.415009,999.82,-299.716,-664.831,59.1846,0.0286978,3.35206,-0.000649718,0.492655,0.041728,0.430902,999.82,-299.716,-664.831,59.1846,0.0286978,3.35206,-0.000649718,0.492655,0.078114,0.078114,999.82,-90.1654,-227.807,4.74335,0.0155791,0.995952,-7.19174e-05,-0.048935
0.576,0.042192,0.397713,998.914,-303.764,-506.625,65.8876,0.0278429,3.21819,-0.00112306,0.0519073,0.032664,0.345309,998.914,-303.764,-506.625,65.8876,0.0278429,3.21819,-0.00112306,0.0519073,0.051406,0.051406,998.914,-84.3782,-230.153,4.70534,0.0147466,0.994991,-7.50024e-05,-0.0527076
0.588,0.027909,0.387551,994.421,-261.638,-518.185,42.399,0.0458773,3.09738,0.000186655,1.11655,0.042125,0.418058,994.421,-261.638,-518.185,42.399,0.0458773,3.09738,0.000186655,1.11655,0.076784,0.076784,994.421,-84.2434,-241.365,5.91133,0.0146589,1.04759,-6.63227e-05,-0.053739
0.6,0.042319,0.386162,993.579,-351.887,-751.635,13.1434,0.0281518,3.47085,-0.000353431,-0.211101,0.028849,0.402508,993.579,-351.887,-751.635,13.1434,0.0281518,3.47085,-0.000353431,-0.211101,0.07562,0.07562,993.579,-81.7896,-246.184,4.61539,0.0142021,1.06658,-7.44716e-05,-0.0539235
0.612,0.041516,0.417812,996.508,-330.499,-548.825,3.17356,0.0466514,3.1192,0.000213684,-1.35145,0.041816,0.423204,996.508,-330.499,-548.825,3.17356,0.0466514,3.1192,0.000213684,-1.35145,0.07543,0.07543,996.508,-75.7128,-237.266,4.75709,0.0132178,1.01271,-7.25457e-05,-0.0530583
0.624,0.027887,0.367464,995.807,-372.031,-616.328,16.7289,0.0427353,3.48132,0.000590256,-0.142389,0.040227,0.403839,995.807,-372.031,-616.328,16.7289,0.0427353,3.48132,0.000590256,-0.142389,0.073243,0.073243,995.807,-78.9174,-241.338,5.87203,0.0137765,1.03472,-7.38268e-05,-0.0522225
0.636,0.040628,0.502064,999.775,-290.088,-561.811,-7.51994,0.0480117,3.26218,-0.00107125,0.136421,0.042599,0.433894,999.775,-290.088,-561.811,-7.51994,0.0480117,3.26218,-0.00107125,0.136421,0.073676,0.073676,999.775,-79.8928,-228.085,3.91528,0.0138409,0.985413,-7.06618e-05,-0.0542476
0.648,0.042308,0.4208,1002.28,-275.358,-506.32,28.9643,0.0290304,3.43606,0.000729968,-0.129612,0.041992,0.416774,1002.28,-275.358,-506.32,28.9643,0.0290304,3.43606,0.000729968,-0.129612,0.075612,0.075612,1002.28,-76.7968,-222.212,5.81038,0.0133187,0.962924,-7.1302e-05,-0.054192
0.66,0.074852,0.388518,994.818,-230.074,-538.613,23.249,0.0342987,3.15341,-0.000714011,-0.139162,0.042138,0.41951,994.818,-230.074,-538.613,23.249,0.0342987,3.15341,-0.000714011,-0.139162,0.075372,0.075372,994.818,-73.6187,-240.413,4.89047,0.0128639,1.02774,-6.69112e-05,-0.0497504
0.672,0.043565,0.425619,997.797,-252.288,-569.919,31.5086,0.0351267,3.20264,-0.00225292,-0.480185,0.050742,0.432187,997.797,-252.288,-569.919,31.5086,0.0351267,3.20264,-0.00225292,-0.480185,0.07642,0.07642,997.797,-69.8629,-237.342,5.27915,0.0120286,1.0249,-7.30612e-05,-0.0523088
0.684,0.041447,0.422674,999.706,-190.144,-547.53,28.9872,0.0220012,3.54799,0.000891252,0.474089,0.042494,0.422196,999.706,-190.144,-547.53,28.9872,0.0220012,3.54799,0.000891252,0.474089,0.075631,0.075631,999.706,-64.1597,-234.481,6.42325,0.0110272,1.01399,-6.00235e-05,-0.0518532
0.696,0.042226,0.424535,998.192,-288.785,-472.758,26.8556,0.0313214,3.41864,-0.000578756,0.267281,0.042782,0.418898,998.192,-288.785,-472.758,26.8556,0.0313214,3.41864,-0.000578756,0.267281,0.076065,0.076065,998.192,-66.262,-238.923,4.60989,0.0117211,1.038,-6.52346e-05,-0.052358
0.708,0.041735,0.417769,999.207,-264.542,-515.469,2.44796,0.0279396,2.79641,9.552e-05,0.961179,0.042883,0.815965,999.207,-264.542,-515.469,2.44796,0.0279396,2.79641,9.552e-05,0.961179,0.072912,0.072912,999.207,-66.5729,-235.209,3.73802,0.0117907,1.01812,-6.61957e-05,-0.0526846
0.72,0.042655,0.404313,998.628,-133.901,-599.55,35.5276,0.0122912,3.13673,0.000584657,-0.493737,0.041978,0.405317,998.628,-133.901,-599.55,35.5276,0.0122912,3.13673,0.000584657,-0.493737,0.076484,0.076484,998.628,-57.1681,-237.028,4.11936,0.0100166,1.02192,-6.30102e-05,-0.0534619
0.732,0.043496,0.410766,1003.3,-337.308,-572.765,37.923,0.020013,3.58364,-0.000564248,-0.135834,0.044566,0.427384,1003.3,-337.308,-572.765,37.923,0.020013,3.58364,-0.000564248,-0.135834,0.076542,0.076542,1003.3,-56.5506,-230.878,6.76348,0.00983206,0.995995,-5.51963e-05,-0.0533934
0.744,0.0422,0.429473,1003.83,-177.156,-508.015,23.1926,0.0205448,3.18364,-0.000223472,-0.976863,0.042832,0.410579,1003.83,-177.156,-508.015,23.1926,0.0205448,3.18364,-0.000223472,-0.976863,0.076452,0.076452,1003.83,-60.1289,-222.571,4.30385,0.0104163,0.96763,-6.17938e-05,-0.0521504
