vol2-noisy,price_time,risk_time,price,dPricedVol1,dPricedVol2,dPricedCorr,dPricedSpot1,dPricedSpot2,gamma_spot1,gamma_spot2,smooth_price_time,smooth_risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_dPricedSpot1,smooth_dPricedSpot2,smooth_gamma_spot1,smooth_gamma_spot2,aadc_price_time,aadc_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_dPricedSpot1,aadc_dPricedSpot2,aadc_gamma_spot1,aadc_gamma_spot2
0.15,0.413762,4.51743,1071.36,-601.495,-245.083,-16.2304,0.0653785,-0.989173,3.78006e-05,-0.221396,0.471442,5.59302,1071.36,-601.495,-245.083,-16.2304,0.0653785,-0.989173,3.78006e-05,-0.221396,0.850876,0.850876,1071.36,-156.23,-53.5616,2.59812,0.0270637,0.168743,-0.000109948,-0.0263381
0.156,0.202775,2.0471,1068.78,-545.037,-303.063,-6.43228,0.0524437,-0.844607,-0.00116914,-0.122055,0.435998,5.82991,1068.78,-545.037,-303.063,-6.43228,0.0524437,-0.844607,-0.00116914,-0.122055,1.11468,1.11468,1068.78,-155.489,-62.98,2.97428,0.026784,0.20296,-0.000105109,-0.0297538
0.162,0.353075,2.16166,1065.15,-566.945,-317.554,-14.3092,0.0637771,-0.471602,-0.000155419,-0.135621,0.204999,3.07393,1065.15,-566.945,-317.554,-14.3092,0.0637771,-0.471602,-0.000155419,-0.135621,0.744162,0.744162,1065.15,-158.679,-75.7157,3.72092,0.0272992,0.249894,-0.000108755,-0.0325122
0.168,0.336381,4.12607,1064.92,-566.486,-354.101,-1.42907,0.053349,-0.28272,0.000113196,-0.320157,0.21408,2.15747,1064.92,-566.486,-354.101,-1.42907,0.053349,-0.28272,0.000113196,-0.320157,0.381053,0.381053,1064.92,-150.776,-80.8739,4.00415,0.0259831,0.271852,-0.000107089,-0.0340268
0.174,0.677299,5.89542,1061.36,-493.543,-397.349,-0.570914,0.0594577,-0.0554778,-0.000250084,0.0976289,0.557955,3.19587,1061.36,-493.543,-397.349,-0.570914,0.0594577,-0.0554778,-0.000250084,0.0976289,0.374304,0.374304,1061.36,-148.594,-93.6987,4.40716,0.0256269,0.322308,-0.000105405,-0.0379648
0.18,0.70193,6.52372,1058.98,-582.082,-403.482,-3.86975,0.0432971,0.323308,-0.000424063,-0.199253,0.640055,6.60444,1058.98,-582.082,-403.482,-3.86975,0.0432971,0.323308,-0.000424063,-0.199253,1.02692,1.02692,1058.98,-145.973,-102.556,4.3988,0.0251434,0.354364,-0.000102598,-0.0389708
0.186,0.220875,2.05476,1056.78,-528.522,-404.489,4.40267,0.0484889,0.340643,0.000104803,0.0442563,0.214628,2.14601,1056.78,-528.522,-404.489,4.40267,0.0484889,0.340643,0.000104803,0.0442563,0.425281,0.425281,1056.78,-142.986,-111.48,5.22176,0.0245941,0.394882,-0.000100891,-0.04036
0.192,0.212959,2.12863,1054.36,-474.201,-499.124,-1.60231,0.0514854,0.8082,-0.000918692,0.0697664,0.225442,2.10093,1054.36,-474.201,-499.124,-1.60231,0.0514854,0.8082,-0.000918692,0.0697664,0.383063,0.383063,1054.36,-136.565,-120.669,5.27988,0.0235571,0.435775,-0.000102274,-0.0436958
0.198,0.252096,2.09474,1052.52,-483.807,-461.346,5.84272,0.0490867,0.910906,-0.000955689,-0.409526,0.219329,2.05955,1052.52,-483.807,-461.346,5.84272,0.0490867,0.910906,-0.000955689,-0.409526,0.335098,0.335098,1052.52,-132.199,-127.635,5.13418,0.0226762,0.465255,-0.000101919,-0.0454667
0.204,0.449404,2.61848,1049.07,-429.886,-432.469,-5.84845,0.0452456,1.23611,-0.000475195,-0.257329,0.203188,1.84337,1049.07,-429.886,-432.469,-5.84845,0.0452456,1.23611,-0.000475195,-0.257329,0.295431,0.295431,1049.07,-130.831,-140.02,5.80017,0.0224754,0.522333,-9.86871e-05,-0.047782
0.21,0.422216,2.59142,1046.27,-423.359,-483.428,28.3898,0.0455602,1.28059,-0.000694884,-0.170037,0.216404,2.13745,1046.27,-423.359,-483.428,28.3898,0.0455602,1.28059,-0.000694884,-0.170037,0.366917,0.366917,1046.27,-126.112,-148.465,5.73801,0.021642,0.559873,-9.64232e-05,-0.0490875
0.216,0.203728,2.11769,1042.74,-463.141,-505.612,11.6529,0.0406998,1.44649,8.74479e-05,-0.224391,0.212518,2.10913,1042.74,-463.141,-505.612,11.6529,0.0406998,1.44649,8.74479e-05,-0.224391,0.41963,0.41963,1042.74,-124.35,-155.607,6.03789,0.0213482,0.594209,-9.52313e-05,-0.0486646
0.222,0.227088,2.116,1039.23,-419.242,-452.023,5.67634,0.043299,1.64722,-7.64377e-05,-0.0368965,0.467575,5.46249,1039.23,-419.242,-452.023,5.67634,0.043299,1.64722,-7.64377e-05,-0.0368965,0.745091,0.745091,1039.23,-121.55,-164.837,6.10228,0.0208653,0.635466,-9.67647e-05,-0.0497662
0.228,0.223643,2.19258,1037.49,-442.502,-582.603,37.3767,0.0499227,1.91587,3.77776e-06,-0.0731905,0.204323,2.06705,1037.49,-442.502,-582.603,37.3767,0.0499227,1.91587,3.77776e-06,-0.0731905,0.404166,0.404166,1037.49,-116.356,-169.959,6.27457,0.0201116,0.664522,-9.10535e-05,-0.0520639
0.234,0.209413,2.02445,1033.77,-387.804,-554.772,7.50425,0.0352913,2.03772,-4.51798e-05,0.077618,0.205433,1.92613,1033.77,-387.804,-554.772,7.50425,0.0352913,2.03772,-4.51798e-05,0.077618,0.377508,0.377508,1033.77,-114.097,-176.974,6.2981,0.0196413,0.698285,-8.8803e-05,-0.0509075
0.24,0.220355,2.17988,1030.27,-362.007,-516.522,5.48192,0.0379793,2.16116,-0.000722919,0.100765,0.216231,2.18587,1030.27,-362.007,-516.522,5.48192,0.0379793,2.16116,-0.000722919,0.100765,0.37565,0.37565,1030.27,-110.534,-186.974,6.43513,0.0190361,0.746231,-9.08143e-05,-0.0528801
0.246,0.211264,2.10208,1026.98,-427.433,-565.008,31.8035,0.0431069,2.37353,-0.000438382,-0.379321,0.228977,2.11387,1026.98,-427.433,-565.008,31.8035,0.0431069,2.37353,-0.000438382,-0.379321,0.39104,0.39104,1026.98,-104.957,-194.168,6.37308,0.0179802,0.781467,-8.71828e-05,-0.0532054
0.252,0.225179,2.19972,1023.08,-369.012,-552.413,63.3596,0.0345246,2.40465,0.000368911,-0.201587,0.334694,3.48048,1023.08,-369.012,-552.413,63.3596,0.0345246,2.40465,0.000368911,-0.201587,0.720059,0.720059,1023.08,-105.335,-201.039,6.38839,0.0180534,0.821927,-8.4842e-05,-0.0534414
0.258,0.203867,1.84471,1021.6,-365.743,-530.762,38.13,0.0375213,2.48056,2.89559e-05,-0.294637,0.208144,1.91223,1021.6,-365.743,-530.762,38.13,0.0375213,2.48056,2.89559e-05,-0.294637,0.375151,0.375151,1021.6,-100.082,-200.607,5.40148,0.0171526,0.825326,-8.40579e-05,-0.0530085
0.264,0.208104,2.1324,1018.21,-398.772,-557.673,32.3805,0.0372118,2.47579,-0.000276803,-0.232249,0.216342,1.98015,1018.21,-398.772,-557.673,32.3805,0.0372118,2.47579,-0.000276803,-0.232249,0.33772,0.33772,1018.21,-96.7108,-207.024,5.6145,0.0166153,0.857674,-8.10195e-05,-0.0523892
