vol1,price,dPricedVol1,dPricedVol2,dPricedCorr,price_time,risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_price_time,smooth_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_price_time,aadc_risk_time
0.1, 1012.42, 9.20807, -613.078, -7.83002, 0.233307, 1.40617, 1012.51, 5.6548, -626.056, -17.0997, 0.286092, 1.71593, 1012.51, 5.69073, -626.052, -17.0991, 0.117012, 0.117012
0.11, 1012.36, -18.7069, -613.593, -7.7918, 0.233093, 1.40037, 1012.46, -15.7296, -625.062, -15.2544, 0.285816, 1.71688, 1012.46, -15.7335, -625.056, -15.2526, 0.116964, 0.116964
0.12, 1012.12, -42.0459, -614.299, -7.54728, 0.233476, 1.39693, 1012.19, -39.4103, -623.402, -13.1368, 0.287903, 1.71448, 1012.19, -39.3911, -623.399, -13.1358, 0.117662, 0.117662
0.13, 1011.58, -92.7555, -611.589, -5.01694, 0.233214, 1.4051, 1011.63, -75.6235, -620.366, -10.3208, 0.286173, 1.71415, 1011.63, -75.6329, -620.362, -10.3199, 0.117744, 0.117744
0.14, 1010.57, -116.329, -601.485, 2.80831, 0.23351, 1.40287, 1010.67, -117.073, -615.406, -6.60041, 0.285635, 1.71623, 1010.67, -117.109, -615.402, -6.59938, 0.117752, 0.117752
0.15, 1009.17, -152.994, -599.631, 3.78907, 0.233894, 1.40015, 1009.32, -152.075, -608.967, -2.38323, 0.286554, 1.71772, 1009.32, -152.063, -608.963, -2.38211, 0.116909, 0.116909
0.16, 1007.37, -211.844, -592.29, 12.1708, 0.235465, 1.41049, 1007.62, -187.218, -599.878, 2.78869, 0.288059, 1.71882, 1007.62, -187.212, -599.873, 2.78989, 0.116865, 0.116865
0.17, 1005.2, -224.507, -587.525, 19.6758, 0.235094, 1.41145, 1005.57, -222.423, -590.384, 7.76673, 0.286388, 1.71813, 1005.57, -222.456, -590.381, 7.76772, 0.117204, 0.117204
0.18, 1002.8, -247.166, -583.649, 22.4022, 0.235461, 1.41382, 1003.22, -245.899, -581.409, 12.1188, 0.286634, 1.71804, 1003.22, -245.889, -581.409, 12.1195, 0.118119, 0.118119
0.19, 1000.19, -296.57, -576.965, 24.3422, 0.234978, 1.41163, 1000.64, -271.564, -571.007, 16.6485, 0.285719, 1.7193, 1000.64, -271.567, -571.009, 16.6492, 0.117576, 0.117576
0.2, 997.265, -342.666, -570.315, 28.4087, 0.234831, 1.414, 997.787, -297.666, -558.895, 21.4709, 0.288284, 1.7163, 997.787, -297.688, -558.895, 21.4716, 0.117706, 0.117706
0.21, 994.109, -308.582, -559.631, 32.6935, 0.236151, 1.41441, 994.717, -316.461, -546.484, 26.0144, 0.286049, 1.71636, 994.717, -316.447, -546.486, 26.0151, 0.116714, 0.116714
0.22, 990.804, -341, -546.889, 35.1257, 0.237571, 1.41277, 991.442, -338.431, -532.836, 30.5749, 0.28681, 1.71709, 991.442, -338.449, -532.836, 30.5756, 0.1179, 0.1179
0.23, 987.182, -351.522, -530.08, 38.8954, 0.235615, 1.4136, 987.979, -352.206, -519.305, 34.7697, 0.286416, 1.72043, 987.979, -352.206, -519.304, 34.7704, 0.116926, 0.116926
0.24, 983.647, -378.696, -512.891, 42.2539, 0.236473, 1.41725, 984.404, -363.665, -505.763, 38.6128, 0.286998, 1.71688, 984.404, -363.655, -505.763, 38.6136, 0.117038, 0.117038
0.25, 979.918, -413.703, -496.505, 47.7899, 0.23575, 1.41698, 980.691, -378.902, -491.995, 42.1991, 0.285935, 1.71729, 980.691, -378.914, -491.996, 42.1998, 0.117532, 0.117532
0.26, 976.002, -403.83, -482.994, 51.4301, 0.237774, 1.41491, 976.842, -390.33, -478.436, 45.4745, 0.286747, 1.71839, 976.842, -390.329, -478.437, 45.4752, 0.116982, 0.116982
0.27, 972.004, -416.331, -470.475, 55.0638, 0.235647, 1.41558, 972.885, -400.979, -465.015, 48.4816, 0.286758, 1.71871, 972.885, -400.983, -465.015, 48.4823, 0.117149, 0.117149
0.28, 967.88, -410.529, -463.303, 58.1396, 0.236255, 1.41808, 968.83, -409.588, -452.273, 51.1568, 0.286627, 1.71801, 968.83, -409.584, -452.275, 51.1575, 0.116961, 0.116961
0.29, 963.789, -445.108, -449.16, 59.6786, 0.236105, 1.42398, 964.689, -419.029, -439.103, 53.6887, 0.286501, 1.7193, 964.689, -419.029, -439.104, 53.6894, 0.11875, 0.11875
0.3, 959.451, -460.57, -439.842, 62.8008, 0.237558, 1.41672, 960.448, -429.002, -426.312, 55.997, 0.286997, 1.71978, 960.448, -429.008, -426.313, 55.9977, 0.117984, 0.117984
0.31, 955.1, -437.426, -426.908, 65.8383, 0.236708, 1.41738, 956.12, -435.865, -414.644, 58.0123, 0.286344, 1.72176, 956.12, -435.875, -414.645, 58.013, 0.117058, 0.117058
0.32, 950.664, -414.328, -417.617, 68.4816, 0.235547, 1.41875, 951.747, -438.115, -403.651, 59.8051, 0.286036, 1.71639, 951.747, -438.115, -403.654, 59.8058, 0.117026, 0.117026
0.33, 946.315, -412.032, -406.513, 69.3168, 0.236322, 1.41944, 947.358, -440.155, -392.553, 61.4401, 0.286205, 1.71794, 947.358, -440.149, -392.557, 61.4408, 0.120679, 0.120679
0.34, 941.902, -416.765, -395.374, 70.354, 0.236448, 1.41885, 942.934, -444.687, -381.176, 62.9456, 0.285496, 1.7202, 942.934, -444.689, -381.177, 62.9464, 0.117472, 0.117472
0.35, 937.387, -461.387, -384.147, 70.9517, 0.236601, 1.41915, 938.466, -448.667, -370.043, 64.2896, 0.286334, 1.7193, 938.466, -448.669, -370.045, 64.2903, 0.116983, 0.116983
0.36, 932.851, -444.776, -375.33, 73.1714, 0.236304, 1.4215, 933.965, -451.329, -358.847, 65.511, 0.286556, 1.71743, 933.965, -451.33, -358.848, 65.5117, 0.11689, 0.11689
0.37, 928.374, -446.531, -364.891, 73.8827, 0.2364, 1.422, 929.443, -453.295, -348.085, 66.5988, 0.287084, 1.71739, 929.443, -453.293, -348.086, 66.5996, 0.118222, 0.118222
0.38, 923.737, -504.349, -355.258, 76.1569, 0.236404, 1.41797, 924.897, -455.789, -337.958, 67.5356, 0.286099, 1.72083, 924.897, -455.793, -337.96, 67.5363, 0.117505, 0.117505
0.39, 919.104, -438.393, -339.976, 76.7953, 0.23713, 1.42154, 920.333, -456.707, -328.082, 68.3585, 0.286447, 1.71966, 920.333, -456.706, -328.082, 68.3592, 0.117096, 0.117096
0.4, 914.578, -465.317, -333.691, 76.9639, 0.237803, 1.42074, 915.761, -457.986, -319.032, 69.0751, 0.287323, 1.72043, 915.761, -457.985, -319.033, 69.0758, 0.11682, 0.11682
0.41, 909.999, -475.686, -327.956, 77.3474, 0.236632, 1.42156, 911.172, -459.786, -310.519, 69.6933, 0.28617, 1.71925, 911.172, -459.787, -310.521, 69.6941, 0.117089, 0.117089
0.42, 905.351, -474.099, -315.808, 78.8094, 0.236379, 1.41953, 906.568, -460.726, -302.434, 70.237, 0.286084, 1.72068, 906.568, -460.729, -302.436, 70.2377, 0.117332, 0.117332
0.43, 900.781, -458.732, -307.642, 80.7378, 0.236323, 1.41959, 901.961, -460.412, -294.837, 70.7328, 0.287627, 1.71717, 901.961, -460.414, -294.84, 70.7335, 0.117243, 0.117243
0.44, 896.266, -453.063, -297.552, 81.0404, 0.235958, 1.41989, 897.362, -459.512, -287.188, 71.1745, 0.286219, 1.71725, 897.362, -459.511, -287.19, 71.1753, 0.117645, 0.117645
0.45, 891.663, -465.134, -288.259, 81.3205, 0.236289, 1.42388, 892.771, -458.635, -279.824, 71.5945, 0.287238, 1.72002, 892.771, -458.635, -279.827, 71.5952, 0.117626, 0.117626
0.46, 887.143, -465.886, -282.67, 81.6885, 0.236946, 1.41843, 888.19, -457.563, -272.86, 71.99, 0.286226, 1.71964, 888.19, -457.563, -272.863, 71.9907, 0.117434, 0.117434
0.47, 882.527, -483.284, -274.463, 82.1839, 0.235603, 1.4174, 883.62, -456.448, -265.957, 72.3115, 0.287791, 1.71633, 883.62, -456.449, -265.957, 72.3123, 0.117451, 0.117451
0.48, 877.962, -447.536, -269.203, 82.2907, 0.236271, 1.41998, 879.062, -455.055, -259.092, 72.5626, 0.286177, 1.71718, 879.062, -455.054, -259.093, 72.5633, 0.117503, 0.117503
0.49, 873.408, -445.692, -262.96, 82.512, 0.236236, 1.41943, 874.519, -453.551, -252.572, 72.7953, 0.286142, 1.71974, 874.519, -453.552, -252.573, 72.7961, 0.117395, 0.117395
