corr,price_time,risk_time,price,dPricedVol1,dPricedVol2,dPricedCorr,dPricedSpot1,dPricedSpot2,gamma_spot1,gamma_spot2,smooth_price_time,smooth_risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_dPricedSpot1,smooth_dPricedSpot2,smooth_gamma_spot1,smooth_gamma_spot2,aadc_price_time,aadc_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_dPricedSpot1,aadc_dPricedSpot2,aadc_gamma_spot1,aadc_gamma_spot2
0.3,1.38671,13.9098,991.672,-416.722,-585.907,15.3683,0.0572552,3.32571,-0.00039259,-0.187074,1.39579,14.2387,991.672,-416.722,-585.907,15.3683,0.0572552,3.32571,-0.00039259,-0.187074,2.62134,2.62134,991.672,-117.73,-244.307,2.72702,0.0201789,1.06091,-8.51725e-05,-0.0526939
0.312,1.46531,14.2953,991.869,-414.008,-581.327,18.6088,0.0563641,3.33383,-0.000382551,-0.25332,1.39177,13.9688,991.869,-414.008,-581.327,18.6088,0.0563641,3.33383,-0.000382551,-0.25332,2.4367,2.4367,991.869,-116.559,-243.791,2.81553,0.0199766,1.05823,-8.47407e-05,-0.052597
0.324,1.38632,20.1128,992.047,-410.741,-572.173,18.8003,0.0555937,3.34725,-0.000369339,-0.206533,2.0875,20.9179,992.047,-410.741,-572.173,18.8003,0.0555937,3.34725,-0.000369339,-0.206533,3.77199,3.77199,992.047,-115.394,-243.371,2.91648,0.01978,1.05616,-8.42478e-05,-0.0523824
0.336,2.08653,20.57,992.246,-406.385,-577.219,14.3795,0.0548915,3.35251,-0.00035939,-0.230365,2.04359,20.6247,992.246,-406.385,-577.219,14.3795,0.0548915,3.35251,-0.00035939,-0.230365,3.73936,3.73936,992.246,-114.259,-242.888,3.05376,0.0195861,1.05384,-8.37431e-05,-0.0523901
0.348,2.06792,21.1905,992.499,-403.238,-585.824,12.7082,0.0542974,3.33197,-0.000363406,-0.326064,2.08682,20.7558,992.499,-403.238,-585.824,12.7082,0.0542974,3.33197,-0.000363406,-0.326064,3.76781,3.76781,992.499,-113.024,-242.337,3.09052,0.0193757,1.05107,-8.34391e-05,-0.0523513
0.36,2.06651,20.7024,992.668,-399.011,-581.32,16.0386,0.0534051,3.31513,-0.000359861,-0.199721,2.03406,20.4326,992.668,-399.011,-581.32,16.0386,0.0534051,3.31513,-0.000359861,-0.199721,3.7113,3.7113,992.668,-111.737,-242.017,3.16707,0.0191601,1.04956,-8.29222e-05,-0.0524543
0.372,2.05557,20.5387,992.878,-395.681,-565.804,22.1568,0.052797,3.30855,-0.000346086,-0.189424,2.19136,21.0721,992.878,-395.681,-565.804,22.1568,0.052797,3.30855,-0.000346086,-0.189424,3.77382,3.77382,992.878,-110.458,-241.581,3.22587,0.0189453,1.04728,-8.24276e-05,-0.0526489
0.384,2.07008,20.8831,993.091,-389.564,-573.642,22.0848,0.0516503,3.29492,-0.000349614,-0.2258,2.08141,20.328,993.091,-389.564,-573.642,22.0848,0.0516503,3.29492,-0.000349614,-0.2258,3.7115,3.7115,993.091,-109.098,-241.25,3.33002,0.0187138,1.04579,-8.20293e-05,-0.0526845
0.396,2.01304,20.054,993.292,-383.449,-570.845,18.803,0.0506591,3.28136,-0.000340275,-0.248989,1.99949,13.6782,993.292,-383.449,-570.845,18.803,0.0506591,3.28136,-0.000340275,-0.248989,2.42309,2.42309,993.292,-107.752,-240.869,3.42046,0.018485,1.0439,-8.14607e-05,-0.0526685
0.408,1.34185,13.421,993.499,-379.485,-581.009,15.3505,0.0497294,3.26279,-0.000344123,-0.200589,1.33901,13.3555,993.499,-379.485,-581.009,15.3505,0.0497294,3.26279,-0.000344123,-0.200589,2.48434,2.48434,993.499,-106.413,-240.471,3.50849,0.0182583,1.04202,-8.10836e-05,-0.0525827
0.42,1.30904,12.9915,993.68,-375.162,-588.138,20.2126,0.0489203,3.25874,-0.000343956,-0.150912,1.28158,12.8769,993.68,-375.162,-588.138,20.2126,0.0489203,3.25874,-0.000343956,-0.150912,2.40584,2.40584,993.68,-105.04,-240.198,3.60147,0.0180318,1.04061,-8.05683e-05,-0.0525707
0.432,1.28588,12.8538,993.92,-369.382,-588.65,22.2753,0.0480078,3.26167,-0.000349937,-0.163312,1.28407,12.843,993.92,-369.382,-588.65,22.2753,0.0480078,3.26167,-0.000349937,-0.163312,2.39995,2.39995,993.92,-103.531,-239.864,3.63641,0.0177743,1.03895,-8.00108e-05,-0.0525298
