vol1,price,dPricedVol1,dPricedVol2,dPricedCorr,price_time,risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_price_time,smooth_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_price_time,aadc_risk_time
0.1, 1011.96, 24.4157, -527.893, 22.016, 0.023434, 0.140002, 1014, -3.61708, -614.324, -7.72864, 0.028876, 0.172775, 1014, -3.60488, -614.322, -7.72833, 0.010742, 0.010742
0.11, 1012.1, -0.749833, -527.907, 22.2304, 0.023421, 0.140688, 1013.88, -20.4213, -614.381, -6.8095, 0.0288, 0.172195, 1013.88, -20.411, -614.38, -6.80922, 0.010702, 0.010702
0.12, 1011.67, -67.1372, -529.613, 22.4753, 0.023576, 0.141417, 1013.57, -43.4351, -613.223, -5.12193, 0.028785, 0.171572, 1013.57, -43.4275, -613.222, -5.12171, 0.011073, 0.011073
0.13, 1011.13, -78.3954, -529.051, 23.0431, 0.023374, 0.139812, 1013, -71.0743, -610.599, -2.62646, 0.028476, 0.171321, 1013, -71.0674, -610.598, -2.62623, 0.011035, 0.011035
0.14, 1010.18, -124.066, -527.197, 24.845, 0.023342, 0.139839, 1012.13, -102.697, -606.696, 0.388389, 0.028532, 0.17342, 1012.13, -102.693, -606.695, 0.388563, 0.011041, 0.011041
0.15, 1008.86, -185.514, -526.486, 25.2815, 0.023262, 0.140239, 1010.94, -136.658, -601.166, 3.96412, 0.028545, 0.171476, 1010.94, -136.655, -601.166, 3.9642, 0.010847, 0.010847
0.16, 1006.91, -238.107, -524.641, 26.6004, 0.023452, 0.139972, 1009.39, -171.895, -593.491, 8.28391, 0.028528, 0.171049, 1009.39, -171.898, -593.491, 8.28403, 0.010767, 0.010767
0.17, 1004.44, -251.002, -522.614, 27.8216, 0.023448, 0.140021, 1007.5, -205.475, -584.246, 12.9778, 0.02852, 0.172069, 1007.5, -205.484, -584.246, 12.9779, 0.010788, 0.010788
0.18, 1001.54, -185.139, -517.992, 30.6649, 0.023193, 0.139659, 1005.3, -234.274, -574.116, 17.6588, 0.028532, 0.17114, 1005.3, -234.281, -574.116, 17.6589, 0.010814, 0.010814
0.19, 998.841, -320.76, -513.892, 31.8581, 0.023425, 0.140406, 1002.83, -258.819, -563.129, 22.2792, 0.028481, 0.194105, 1002.83, -258.822, -563.13, 22.2793, 0.010474, 0.010474
0.2, 995.878, -243.775, -507.643, 32.1324, 0.023533, 0.140562, 1000.13, -281.262, -551.198, 26.8723, 0.028578, 0.171403, 1000.13, -281.263, -551.198, 26.8724, 0.010507, 0.010507
0.21, 992.813, -339.54, -500.692, 33.7193, 0.023469, 0.140587, 997.211, -302.485, -538.642, 31.3233, 0.02884, 0.171507, 997.211, -302.488, -538.642, 31.3234, 0.010473, 0.010473
0.22, 989.048, -328.355, -491.72, 34.9827, 0.02349, 0.140368, 994.088, -321.643, -525.925, 35.4772, 0.028554, 0.173875, 994.088, -321.648, -525.925, 35.4773, 0.011115, 0.011115
0.23, 985.283, -381.68, -469.941, 34.9488, 0.023471, 0.140621, 990.788, -337.962, -513.132, 39.3021, 0.028469, 0.171318, 990.788, -337.966, -513.132, 39.3021, 0.010487, 0.010487
0.24, 981.647, -343.026, -445.067, 36.1869, 0.023578, 0.140621, 987.336, -352.209, -499.936, 42.8895, 0.028571, 0.171692, 987.336, -352.21, -499.937, 42.8896, 0.010502, 0.010502
0.25, 978.043, -328.922, -437.893, 38.9052, 0.023505, 0.140951, 983.746, -365.653, -486.181, 46.3062, 0.028547, 0.171507, 983.746, -365.653, -486.181, 46.3063, 0.01052, 0.01052
0.26, 974.357, -450.718, -427.979, 41.4875, 0.023639, 0.140829, 980.024, -378.759, -472.201, 49.5105, 0.028619, 0.171326, 980.024, -378.761, -472.202, 49.5105, 0.01048, 0.01048
0.27, 970.18, -508.513, -421.363, 42.8369, 0.023467, 0.140898, 976.174, -390.993, -458.521, 52.4258, 0.02868, 0.171652, 976.174, -390.996, -458.521, 52.4259, 0.010484, 0.010484
0.28, 965.905, -406.018, -410.288, 46.5127, 0.023527, 0.141557, 972.209, -401.705, -445.524, 55.0084, 0.028516, 0.171489, 972.209, -401.708, -445.524, 55.0085, 0.01045, 0.01045
0.29, 962.044, -444.255, -402.511, 47.1556, 0.023516, 0.141181, 968.145, -411.014, -433.197, 57.2859, 0.028642, 0.171618, 968.145, -411.016, -433.198, 57.286, 0.010497, 0.010497
0.3, 957.503, -524.147, -396.549, 48.0939, 0.023494, 0.141003, 963.992, -419.419, -421.236, 59.3324, 0.028623, 0.173304, 963.992, -419.42, -421.237, 59.3325, 0.010453, 0.010453
0.31, 953.555, -414.762, -387.521, 48.7687, 0.023568, 0.140799, 959.759, -427.095, -409.407, 61.2035, 0.028629, 0.171451, 959.759, -427.097, -409.408, 61.2036, 0.010435, 0.010435
0.32, 948.985, -465.69, -383.065, 66.1432, 0.023552, 0.140914, 955.453, -433.874, -397.599, 62.9264, 0.028603, 0.171735, 955.453, -433.876, -397.601, 62.9265, 0.010524, 0.010524
0.33, 944.256, -368.441, -377.547, 68.6315, 0.023572, 0.140819, 951.085, -439.521, -385.837, 64.5065, 0.028599, 0.172337, 951.085, -439.523, -385.839, 64.5066, 0.010434, 0.010434
0.34, 939.925, -427.948, -370.539, 69.6523, 0.023542, 0.141094, 946.666, -444.078, -374.249, 65.9365, 0.028586, 0.171401, 946.666, -444.08, -374.25, 65.9365, 0.010512, 0.010512
0.35, 935.201, -511.246, -343.108, 70.7496, 0.02362, 0.141006, 942.206, -447.84, -362.927, 67.2129, 0.028628, 0.172013, 942.206, -447.84, -362.928, 67.2129, 0.010445, 0.010445
0.36, 930.643, -402.293, -368.694, 88.2451, 0.023535, 0.141187, 937.711, -451.091, -351.915, 68.3415, 0.028655, 0.171428, 937.711, -451.092, -351.916, 68.3416, 0.010505, 0.010505
0.37, 926.564, -431.16, -362.544, 89.6269, 0.023645, 0.141137, 933.185, -454.033, -341.291, 69.3317, 0.028558, 0.171532, 933.185, -454.034, -341.292, 69.3317, 0.010474, 0.010474
0.38, 921.958, -501.363, -354.596, 90.8397, 0.023567, 0.142593, 928.631, -456.747, -331.144, 70.1946, 0.02858, 0.174008, 928.631, -456.748, -331.144, 70.1946, 0.010481, 0.010481
0.39, 917.062, -385.868, -345.265, 93.3122, 0.0236, 0.141937, 924.051, -459.16, -321.503, 70.945, 0.028649, 0.171595, 924.051, -459.16, -321.504, 70.945, 0.010492, 0.010492
