spot1-noisy,price_time,risk_time,price,dPricedVol1,dPricedVol2,dPricedCorr,dPricedSpot1,dPricedSpot2,gamma_spot1,gamma_spot2,smooth_price_time,smooth_risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_dPricedSpot1,smooth_dPricedSpot2,smooth_gamma_spot1,smooth_gamma_spot2,aadc_price_time,aadc_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_dPricedSpot1,aadc_dPricedSpot2,aadc_gamma_spot1,aadc_gamma_spot2
1047.58,10.792,76.5705,537.915,192.411,-44.2367,17.0676,0.647728,0.175128,0.000390052,-0.0191562,7.03541,78.9329,537.915,192.411,-44.2367,17.0676,0.647728,0.175128,0.000390052,-0.0191562,13.7892,13.7892,537.915,-175.455,-35.8379,9.9937,0.395025,0.124847,-0.000464047,-0.00985569
1089.48,4.40292,63.4099,565.326,169.31,-58.3329,21.3647,0.669165,0.240348,0.000875185,-0.013609,6.31358,50.3656,565.326,169.31,-58.3329,21.3647,0.669165,0.240348,0.000875185,-0.013609,9.30902,9.30902,565.326,-204.825,-45.1796,12.0982,0.37487,0.161179,-0.000505538,-0.0123915
1131.38,4.26456,41.9821,593.824,152.231,-72.513,27.1463,0.685935,0.313917,0.000110769,-0.0191816,4.26817,42.1816,593.824,152.231,-72.513,27.1463,0.685935,0.313917,0.000110769,-0.0191816,8.01463,8.01463,593.824,-233.897,-55.6863,14.3218,0.352619,0.203021,-0.00053726,-0.0151023
1173.28,4.23964,42.2873,623.037,104.864,-93.5245,33.5338,0.700369,0.415647,-0.000306055,-0.00688422,4.38457,43.4682,623.037,104.864,-93.5245,33.5338,0.700369,0.415647,-0.000306055,-0.00688422,7.09792,7.09792,623.037,-260.078,-68.262,16.7759,0.329139,0.254052,-0.000560969,-0.0180273
1215.19,4.2581,42.6822,652.914,40.3997,-111.738,38.0566,0.716692,0.527733,0.000360247,-0.0463263,4.19874,42.0598,652.914,40.3997,-111.738,38.0566,0.716692,0.527733,0.000360247,-0.0463263,7.675,7.675,652.914,-283.435,-80.4873,18.8004,0.305285,0.305187,-0.00057312,-0.0208729
1257.09,2.68894,26.8424,683.082,-38.3204,-134.81,45.6462,0.725396,0.646737,-2.85688e-05,-0.0279145,2.7168,27.2202,683.082,-38.3204,-134.81,45.6462,0.725396,0.646737,-2.85688e-05,-0.0279145,5.1198,5.1198,683.082,-302.552,-94.1625,20.7578,0.281075,0.362641,-0.000574265,-0.0237625
1298.99,2.70791,26.8828,713.42,-123.21,-171.06,58.7032,0.735522,0.813961,0.000378927,-0.0556945,2.72397,27.0348,713.42,-123.21,-171.06,58.7032,0.735522,0.813961,0.000378927,-0.0556945,5.10114,5.10114,713.42,-317.44,-108.617,22.5645,0.257014,0.424933,-0.000568682,-0.0271918
1340.9,2.69407,26.897,744.803,-224.486,-195.404,62.22,0.730948,0.960006,-5.83974e-05,-0.0550829,2.71766,27.2025,744.803,-224.486,-195.404,62.22,0.730948,0.960006,-5.83974e-05,-0.0550829,5.15047,5.15047,744.803,-326.53,-122.642,23.9037,0.233264,0.486374,-0.000555113,-0.0298809
1382.8,2.65707,26.768,774.455,-337.925,-223.204,64.4909,0.709501,1.15665,-0.000802929,-0.077915,2.73558,27.3842,774.455,-337.925,-223.204,64.4909,0.709501,1.15665,-0.000802929,-0.077915,5.09482,5.09482,774.455,-333.407,-136.199,24.8289,0.210467,0.547599,-0.000530799,-0.0327771
1424.7,2.7044,26.678,803.944,-443.693,-264.055,72.9268,0.68532,1.32428,-0.000789566,-0.062769,2.65295,26.999,803.944,-443.693,-264.055,72.9268,0.68532,1.32428,-0.000789566,-0.062769,5.15847,5.15847,803.944,-333.428,-150.497,25.3638,0.188424,0.61088,-0.000506211,-0.0355413
