spot2-noisy,price_time,risk_time,price,dPricedVol1,dPricedVol2,dPricedCorr,dPricedSpot1,dPricedSpot2,gamma_spot1,gamma_spot2,smooth_price_time,smooth_risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_dPricedSpot1,smooth_dPricedSpot2,smooth_gamma_spot1,smooth_gamma_spot2,aadc_price_time,aadc_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_dPricedSpot1,aadc_dPricedSpot2,aadc_gamma_spot1,aadc_gamma_spot2
48.91,4.40031,40.0607,547.483,-13.87,-40.3624,8.39499,0.00262254,12.9337,-2.47425e-05,0.13562,4.25374,58.8135,547.483,-13.87,-40.3624,8.39499,0.00262254,12.9337,-2.47425e-05,0.13562,8.25611,8.25611,547.483,-3.9757,-249.665,0.948905,0.000688211,7.30065,-4.73876e-06,-0.180054
50.8664,4.92776,57.0899,572.609,-17.5911,-67.7518,0.0439559,0.00295552,12.9868,-9.98139e-06,-0.0327008,4.47695,51.1951,572.609,-17.5911,-67.7518,0.0439559,0.00295552,12.9868,-9.98139e-06,-0.0327008,10.1569,10.1569,572.609,-5.18596,-272.024,1.45738,0.000898984,6.94535,-5.93883e-06,-0.179764
52.8228,8.38847,69.4402,597.968,-23.8316,-113.75,-1.64557,0.00456868,13.049,-1.81956e-05,0.175397,4.26663,45.6433,597.968,-23.8316,-113.75,-1.64557,0.00456868,13.049,-1.81956e-05,0.175397,7.50619,7.50619,597.968,-6.62638,-292.452,1.7879,0.00114921,6.59146,-7.52582e-06,-0.180841
54.7792,4.22055,42.2286,623.829,-27.8813,-159.433,4.09764,0.00525305,13.0544,-1.81696e-05,0.142722,4.1979,41.4975,623.829,-27.8813,-159.433,4.09764,0.00525305,13.0544,-1.81696e-05,0.142722,7.53379,7.53379,623.829,-8.23487,-310.967,1.96385,0.00142459,6.23346,-9.16843e-06,-0.180461
56.7356,4.22489,42.4812,649.254,-35.9723,-200.285,5.42016,0.00668125,12.96,-4.13635e-05,-0.138513,4.28763,42.4639,649.254,-35.9723,-200.285,5.42016,0.00668125,12.96,-4.13635e-05,-0.138513,7.53257,7.53257,649.254,-10.3611,-327.471,2.48242,0.00179979,5.88337,-1.10264e-05,-0.176937
58.692,4.25412,38.7552,674.141,-45.726,-256.628,8.72166,0.00851667,12.9076,-5.88386e-05,-0.169893,4.15115,39.7223,674.141,-45.726,-256.628,8.72166,0.00851667,12.9076,-5.88386e-05,-0.169893,7.82619,7.82619,674.141,-12.4707,-341.991,3.16748,0.00216263,5.54544,-1.33053e-05,-0.17429
60.6484,4.02933,40.0985,699.453,-52.4325,-301.589,10.8021,0.00969529,12.7644,-3.60699e-05,-0.176147,3.85213,39.5552,699.453,-52.4325,-301.589,10.8021,0.00969529,12.7644,-3.60699e-05,-0.176147,7.85618,7.85618,699.453,-14.7586,-354.087,3.36179,0.00255684,5.20453,-1.5391e-05,-0.171864
62.6048,4.03087,39.5912,725.337,-61.4731,-357.176,12.6369,0.01142,12.5246,-4.01068e-05,-0.379227,4.22681,39.7892,725.337,-61.4731,-357.176,12.6369,0.01142,12.5246,-4.01068e-05,-0.379227,7.85786,7.85786,725.337,-17.6344,-362.737,3.9774,0.00306138,4.8564,-1.81706e-05,-0.166349
64.5612,3.89399,40.0854,748.573,-72.1154,-417.792,17.6458,0.0136287,12.2513,-8.82168e-05,-0.449462,3.95621,39.8153,748.573,-72.1154,-417.792,17.6458,0.0136287,12.2513,-8.82168e-05,-0.449462,7.91136,7.91136,748.573,-20.8327,-370.716,4.08314,0.00361549,4.54912,-2.10223e-05,-0.161492
66.5176,3.92965,39.867,772.311,-79.9719,-475.779,25.6834,0.014981,11.8181,-0.000100117,-0.304392,3.90802,39.7048,772.311,-79.9719,-475.779,25.6834,0.014981,11.8181,-0.000100117,-0.304392,8.00442,8.00442,772.311,-23.547,-375.454,4.46381,0.00407763,4.23571,-2.35969e-05,-0.157308
68.474,4.24232,39.3664,795.354,-91.5811,-525.034,19.4533,0.0169387,11.3058,-0.000127795,-0.315945,4.003,39.958,795.354,-91.5811,-525.034,19.4533,0.0169387,11.3058,-0.000127795,-0.315945,7.97552,7.97552,795.354,-27.0038,-377.197,5.15165,0.00467425,3.93039,-2.62356e-05,-0.150263
70.4304,3.94467,40.1114,816.582,-104.76,-574.267,21.5719,0.018717,10.7864,-2.88746e-05,-0.293753,4.05869,39.6961,816.582,-104.76,-574.267,21.5719,0.018717,10.7864,-2.88746e-05,-0.293753,7.59295,7.59295,816.582,-29.7246,-378.171,5.47534,0.00515778,3.64911,-2.91762e-05,-0.143461
72.3868,3.95316,39.6865,837.079,-124.996,-604.205,18.1442,0.0213392,10.1701,-0.00013648,-0.37993,3.98835,40.0341,837.079,-124.996,-604.205,18.1442,0.0213392,10.1701,-0.00013648,-0.37993,7.80838,7.80838,837.079,-33.6125,-375.909,5.50594,0.00580927,3.37165,-3.19528e-05,-0.136688
74.3432,3.92493,39.5498,856.26,-128.557,-648.558,21.9449,0.0229126,9.56926,-9.45743e-05,-0.393293,3.99437,39.972,856.26,-128.557,-648.558,21.9449,0.0229126,9.56926,-9.45743e-05,-0.393293,7.55709,7.55709,856.26,-37.5852,-371.945,5.74966,0.00650068,3.11608,-3.51414e-05,-0.130654
76.2996,4.02772,40.115,874.951,-148.924,-663.069,26.3418,0.0251041,8.79736,-0.000111971,-0.408418,3.88573,39.5597,874.951,-148.924,-663.069,26.3418,0.0251041,8.79736,-0.000111971,-0.408418,7.46013,7.46013,874.951,-41.165,-365.132,5.71553,0.00712983,2.85775,-3.85373e-05,-0.123045
78.256,4.02098,39.7011,891.042,-168.386,-684.52,30.1743,0.0268221,8.2529,-8.82865e-05,-0.355149,4.33448,39.7066,891.042,-168.386,-684.52,30.1743,0.0268221,8.2529,-8.82865e-05,-0.355149,7.44549,7.44549,891.042,-45.1968,-358.4,6.14943,0.00784695,2.63074,-4.13316e-05,-0.11643
80.2124,3.88325,39.7398,906.986,-179.537,-698.139,18.6208,0.0287734,7.55498,-0.000245112,-0.337287,3.97674,40.0321,906.986,-179.537,-698.139,18.6208,0.0287734,7.55498,-0.000245112,-0.337287,7.55172,7.55172,906.986,-49.0232,-348.55,5.96639,0.00849656,2.4055,-4.49409e-05,-0.108643
