spot2-noisy,price_time,risk_time,price,dPricedVol1,dPricedVol2,dPricedCorr,dPricedSpot1,dPricedSpot2,gamma_spot1,gamma_spot2,smooth_price_time,smooth_risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_dPricedSpot1,smooth_dPricedSpot2,smooth_gamma_spot1,smooth_gamma_spot2,aadc_price_time,aadc_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_dPricedSpot1,aadc_dPricedSpot2,aadc_gamma_spot1,aadc_gamma_spot2
48.91,0.425082,5.67705,547.898,-14.8558,-33.3558,7.66842,0.00228838,13.0282,2.80399e-05,-0.232967,0.491967,6.93664,571.294,-15.8313,-69.4308,4.24317,0.0142526,13.163,-1.67042e-05,0.00299428,2.25717,2.25717,571.294,-15.8117,-69.4199,4.23277,0.0142408,13.1639,-1.96307e-05,0.000450699
50.8664,1.11847,10.3873,572.055,-10.8152,-64.7635,4.87193,0.00252039,12.8949,-3.83568e-05,0.0782374,0.730541,10.3166,595.709,-20.797,-114.382,4.6549,0.0153526,13.025,-2.63011e-05,-0.022156,1.35817,1.35817,595.709,-20.7576,-114.379,4.62923,0.0153544,13.0252,-2.41379e-05,-0.0189757
52.8228,1.3565,12.0575,597.041,-25.7928,-111.714,-0.993299,0.00476484,13.2137,3.76638e-05,0.236189,1.25737,8.23471,620.916,-24.4779,-150.84,5.18889,0.0162101,13.0572,-2.69005e-05,-0.0451013,0.875634,0.875634,620.916,-24.4514,-150.839,5.1829,0.0162115,13.0576,-2.92529e-05,-0.0460395
54.7792,1.32487,9.19433,623.269,-24.9828,-152.29,-15.4459,0.00419648,12.9537,-5.04141e-05,1.26584,0.512694,6.94345,647.205,-28.1644,-194.746,8.31665,0.0167881,12.9463,-3.1556e-05,-0.0676562,1.20277,1.20277,647.205,-28.1916,-194.743,8.31914,0.0168016,12.9461,-3.43795e-05,-0.0693971
56.7356,0.598187,5.51928,649.315,-37.9844,-194.084,14.7438,0.00767703,12.8304,-0.000102481,0.499922,0.763105,5.41436,672.95,-37.5292,-241.016,9.98665,0.0188126,12.7556,-3.80178e-05,-0.0779356,0.857371,0.857371,672.95,-37.578,-241.021,10.0063,0.0188205,12.7556,-4.24036e-05,-0.0857453
58.692,0.436949,4.5711,673.823,-46.6046,-281.496,7.01669,0.0081401,12.9669,-2.8635e-05,-0.216948,0.567608,5.00157,696.832,-43.0541,-289.878,10.7576,0.0198118,12.5864,-4.61496e-05,-0.118146,0.830739,0.830739,696.832,-43.0597,-289.881,10.7435,0.0198005,12.5874,-4.91585e-05,-0.121203
60.6484,0.422456,4.14056,699.647,-53.8009,-295.538,10.3752,0.00859715,12.8321,-5.85398e-05,-0.213378,0.48113,7.38327,721.462,-51.5489,-336.071,11.0047,0.0212691,12.3449,-5.64397e-05,-0.168733,1.90984,1.90984,721.462,-51.5995,-336.073,11.019,0.0212574,12.3457,-5.63208e-05,-0.1608
62.6048,0.768031,6.10141,726.055,-61.6269,-351.446,25.3411,0.0129624,12.4165,-8.73224e-05,-0.15936,0.70538,6.71856,746.911,-58.8039,-383.748,15.4626,0.0227977,11.9203,-5.74163e-05,-0.184037,1.10976,1.10976,746.911,-58.7684,-383.75,15.4495,0.0227435,11.9223,-6.43112e-05,-0.188313
64.5612,1.09642,7.17583,749.832,-55.5358,-389.158,9.93143,0.0125038,12.3657,-0.000276901,-0.103998,0.686795,7.1519,769.222,-69.979,-431.694,12.5222,0.0246826,11.5794,-7.60982e-05,-0.231489,1.43531,1.43531,769.222,-70.0335,-431.686,12.5444,0.0246542,11.5806,-7.83125e-05,-0.226588
66.5176,0.520375,4.98347,771.98,-75.2315,-471.2,36.3949,0.0156344,11.9198,-7.16521e-05,-0.0253002,0.643857,6.33417,790.539,-80.0167,-478.85,16.6646,0.0264074,11.1251,-8.37005e-05,-0.252489,1.07455,1.07455,790.539,-80.0984,-478.843,16.6866,0.0263999,11.1254,-8.41577e-05,-0.248118
68.474,0.854538,8.28508,795.141,-87.671,-526.614,37.0113,0.0161849,11.5126,-0.000411525,-0.398065,0.543607,7.67295,812.005,-89.7622,-520.6,17.3933,0.0276438,10.6104,-8.65384e-05,-0.27308,1.34245,1.34245,812.005,-89.7088,-520.603,17.3969,0.0275886,10.6121,-9.11312e-05,-0.271397
70.4304,0.728639,4.92026,817.442,-116.501,-586.479,23.2471,0.0212342,10.7677,-8.89611e-05,-0.125916,0.534343,6.62518,832.72,-101.555,-556.114,19.395,0.0294097,10.0372,-0.000104866,-0.296582,1.21703,1.21703,832.72,-101.554,-556.113,19.3931,0.0293967,10.0371,-0.000105065,-0.29127
72.3868,0.54945,4.88085,836.735,-125.287,-607.802,10.9462,0.0214494,10.0985,-0.000166579,0.229456,0.479095,8.07374,851.075,-111.914,-587.324,18.0695,0.0308134,9.45763,-0.000100602,-0.294192,1.07143,1.07143,851.075,-111.965,-587.321,18.0701,0.0307902,9.45778,-0.000107487,-0.29269
74.3432,0.458297,4.97271,856.107,-131.861,-668.526,33.1903,0.0228999,9.54204,-4.98409e-05,-0.51471,0.697234,5.58858,869.294,-123.615,-611.57,20.7266,0.0326723,8.88729,-0.00011488,-0.307174,0.90329,0.90329,869.294,-123.583,-611.562,20.7171,0.0326066,8.88848,-0.000118294,-0.303011
76.2996,0.436556,5.1437,874.048,-154.266,-679.731,52.4527,0.0252403,8.68565,-0.000230554,-0.749853,0.511941,5.15191,885.567,-137.905,-630.109,21.8332,0.0348219,8.26473,-0.000126577,-0.305612,1.1904,1.1904,885.567,-137.898,-630.106,21.829,0.0347594,8.265,-0.00013265,-0.307475
78.256,0.436857,5.57628,892.03,-162.761,-693.926,46.4498,0.0279497,8.21573,-0.000301496,-0.389606,0.583841,5.66696,902.296,-149.707,-641.024,21.4412,0.0357813,7.63758,-0.000134762,-0.306145,1.0536,1.0536,902.296,-149.739,-641,21.4545,0.0357143,7.63783,-0.000143456,-0.304491
80.2124,0.433729,4.79632,905.265,-203.288,-717.029,40.5752,0.0298511,7.55999,-0.000417443,-0.769716,0.721274,5.98433,914.471,-162.096,-652.341,20.9527,0.0376594,7.10322,-0.000143364,-0.297902,1.18311,1.18311,914.471,-162.114,-652.324,20.9632,0.0376366,7.10192,-0.000151003,-0.296556
82.1688,0.424003,4.65609,920.031,-183.028,-685.096,23.8987,0.030148,7.00035,4.62831e-05,-0.469297,0.510255,5.06767,928.315,-171.02,-652.243,23.3669,0.0384519,6.51648,-0.000154184,-0.285324,0.85397,0.85397,928.315,-171.001,-652.246,23.3693,0.0383628,6.5167,-0.000163987,-0.284308
