vol2,price_time,risk_time,price,dPricedVol1,dPricedVol2,dPricedCorr,dPricedSpot1,dPricedSpot2,gamma_spot1,gamma_spot2,smooth_price_time,smooth_risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_dPricedSpot1,smooth_dPricedSpot2,smooth_gamma_spot1,smooth_gamma_spot2,aadc_price_time,aadc_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_dPricedSpot1,aadc_dPricedSpot2,aadc_gamma_spot1,aadc_gamma_spot2
0.15,0.04215,0.653791,1071.06,-554.569,-216.094,6.0208,0.0731623,-1.17259,3.24115e-05,-0.492866,0.049447,0.664699,1070.03,-594.97,-259.421,-8.29359,0.0726868,-0.984218,-0.000443021,-0.0864229,0.112939,0.112939,1070.03,-595.298,-258.756,-8.29451,0.073413,-1.01354,-0.000377982,-0.0287702
0.156,0.041342,0.574724,1069.24,-536.547,-212.639,-25.1996,0.0709307,-0.898663,0.000199628,-0.169946,0.048247,0.571013,1068.37,-584.737,-290.482,-6.34379,0.0709786,-0.735528,-0.000426199,-0.0944674,0.080037,0.080037,1068.37,-584.95,-290.016,-6.34414,0.0716646,-0.763371,-0.000373051,-0.0567042
0.162,0.040824,0.411868,1067.3,-497.254,-367.215,12.7531,0.0662785,-0.80846,8.68659e-05,-0.0954646,0.048052,0.480485,1066.53,-565.212,-326.177,-4.18575,0.0680921,-0.475255,-0.000457635,-0.15271,0.080157,0.080157,1066.53,-564.685,-327.031,-4.18354,0.0677825,-0.48534,-0.000368424,-0.077533
0.168,0.040737,0.406504,1065.46,-460.667,-448.096,45.5127,0.0644721,-0.48658,0.000160948,-0.720897,0.04762,0.477023,1064.48,-551.479,-360.387,-1.23397,0.0655152,-0.191844,-0.000433973,-0.208363,0.080272,0.080272,1064.48,-551.633,-360.321,-1.23473,0.065767,-0.213557,-0.000368773,-0.0874221
0.174,0.040669,0.574171,1063.02,-453.261,-421.394,-25.1659,0.060786,-0.105572,0.000142639,-0.395651,0.048248,0.62883,1062.19,-534.509,-400.666,1.47054,0.0629818,0.106813,-0.000396585,-0.21279,0.146717,0.146717,1062.19,-534.08,-401.241,1.4697,0.0628233,0.0992717,-0.000359187,-0.102481
0.18,0.041704,0.566515,1060.17,-431.301,-505.172,-9.92376,0.0613757,0.430268,0.00021324,-0.258667,0.048682,0.635238,1059.71,-519.113,-428.199,3.64105,0.0606098,0.36521,-0.000394765,-0.20672,0.08323,0.08323,1059.71,-517.84,-429.712,3.6106,0.0602178,0.365251,-0.000349036,-0.116845
0.186,0.042404,0.429301,1057.52,-407.767,-380.509,-29.8627,0.0566134,0.454002,0.000258641,-0.312362,0.048815,0.494754,1057.1,-503.399,-439.621,5.38334,0.0578855,0.561574,-0.000354316,-0.166094,0.134616,0.134616,1057.1,-503.96,-438.884,5.38479,0.0583973,0.546888,-0.00033734,-0.123096
0.192,0.090372,0.527065,1054.83,-398.754,-429.415,44.6391,0.0548843,0.486328,5.06544e-05,0.0100078,0.051656,0.706805,1054.45,-487.997,-445.108,6.85359,0.0558674,0.733944,-0.000370042,-0.201481,0.104878,0.104878,1054.45,-487.042,-446.003,6.85783,0.0559921,0.718255,-0.000330607,-0.125128
0.198,0.092208,0.607225,1052.45,-394.919,-452.653,-3.21479,0.0536991,0.88032,3.10587e-05,-0.786807,0.048426,0.643177,1051.72,-473.345,-464.025,8.26676,0.0539675,0.951455,-0.000336005,-0.255121,0.112653,0.112653,1051.72,-473.597,-463.693,8.26785,0.0543034,0.936631,-0.000326275,-0.134596
0.204,0.04137,0.654822,1049.15,-390.572,-478.956,2.47084,0.0520986,1.234,0.000142604,-0.0545908,0.096766,0.693114,1048.87,-458.859,-487.062,9.27517,0.052209,1.17553,-0.000320778,-0.223653,0.11493,0.11493,1048.87,-458.267,-487.7,9.26003,0.052285,1.18077,-0.000317354,-0.147469
0.21,0.041983,0.549957,1046.22,-384.879,-498.787,5.66879,0.0517361,1.27179,-0.000166332,-0.341439,0.049444,0.826383,1045.92,-449.759,-489.961,9.65983,0.0513903,1.33322,-0.00028161,-0.185171,0.113468,0.113468,1045.92,-450.171,-489.507,9.67216,0.0519735,1.31718,-0.000309244,-0.163697
0.216,0.041301,0.414731,1043.23,-379.786,-514.2,-10.5329,0.0508223,1.45668,-0.000114704,-0.360906,0.048364,0.483505,1042.97,-440.584,-493.401,9.95369,0.0509008,1.47502,-0.000280899,-0.207563,0.079818,0.079818,1042.97,-440.423,-493.53,9.94717,0.0513195,1.46579,-0.000302117,-0.177862
0.222,0.04116,0.412485,1040.4,-340.199,-476.327,33.1327,0.0491294,1.64616,-7.43802e-05,-0.663617,0.048685,0.484956,1039.99,-428.145,-502.781,11.4037,0.0496689,1.64385,-0.000341879,-0.244476,0.079683,0.079683,1039.99,-428.318,-502.623,11.4396,0.0501005,1.63568,-0.000291851,-0.180124
0.228,0.041768,0.413593,1037.32,-319.744,-501.895,5.54609,0.0463233,1.87599,-0.000462457,-0.392562,0.064815,0.98953,1036.93,-411.793,-516.129,12.8904,0.0474588,1.83295,-0.000332069,-0.256434,0.157496,0.157496,1036.93,-412.481,-515.463,12.8948,0.0480212,1.81863,-0.00028088,-0.183612
0.234,0.080746,0.864753,1034.29,-312.475,-511.19,43.1647,0.0431249,2.03162,-0.000693244,-0.883971,0.098344,0.631915,1033.79,-396.213,-532.276,14.3645,0.0453796,2.02863,-0.000321924,-0.27316,0.130103,0.130103,1033.79,-396.468,-532.033,14.3849,0.0457819,2.02034,-0.000279684,-0.194584
0.24,0.074989,0.568436,1030.94,-290.625,-520.133,-12.432,0.0416822,2.30638,-0.000452378,-0.929132,0.049453,0.639534,1030.54,-383.482,-546.268,16.957,0.0441383,2.20975,-0.000264851,-0.250812,0.130879,0.130879,1030.54,-383.442,-546.26,16.9552,0.0443314,2.2063,-0.000269216,-0.200836
0.246,0.074886,0.604571,1027.53,-269.554,-601.981,10.7154,0.0400074,2.38931,-0.000474026,-0.758663,0.051415,0.64219,1027.24,-372.181,-555.931,18.7904,0.0433668,2.36706,-0.000274322,-0.261685,0.174501,0.174501,1027.24,-371.408,-556.54,18.6612,0.0429746,2.37588,-0.000263245,-0.199222
0.252,0.059235,0.442724,1024.09,-259.385,-606.218,26.2598,0.0386456,2.4348,-0.00037914,-0.760359,0.051067,0.508319,1023.89,-363.932,-560.707,20.0818,0.0425105,2.51469,-0.000232718,-0.256007,0.083154,0.083154,1023.89,-363.77,-560.775,20.07,0.0428343,2.50975,-0.000253757,-0.19115
0.258,0.043334,0.46629,1020.8,-254.972,-574.051,16.6766,0.0390048,2.60202,-0.000463844,-0.964889,0.111589,0.679401,1020.5,-353.052,-569.913,22.3461,0.0422773,2.66461,-0.000215452,-0.279691,0.131164,0.131164,1020.5,-352.828,-569.959,22.3461,0.0420733,2.67163,-0.000244268,-0.180477
0.264,0.042936,0.671472,1017.38,-252.182,-622.153,26.2493,0.0405837,2.83749,-0.000502385,-1.03553,0.050424,0.712018,1017.06,-348.479,-578.407,25.5916,0.0427452,2.81584,-0.000167981,-0.265382,0.130444,0.130444,1017.06,-348.456,-578.403,25.6066,0.0430523,2.82367,-0.000238872,-0.172274
0.27,0.090442,0.452183,1013.6,-248.498,-624.399,49.8426,0.0411376,3.07075,-0.000386452,-0.683554,0.051425,0.516834,1013.57,-343.625,-583.616,27.6406,0.043625,2.93906,-0.00017261,-0.227249,0.084018,0.084018,1013.57,-343.416,-583.742,27.6353,0.0441106,2.95029,-0.000237217,-0.174078
0.276,0.044285,0.439105,1009.84,-259.992,-698.266,74.3724,0.0446929,3.05762,-0.000266697,-0.25089,0.051342,0.68884,1010.07,-335.447,-582.389,28.5997,0.0440799,3.02083,-0.000190886,-0.188016,0.084659,0.084659,1010.07,-334.616,-582.933,28.5947,0.044301,3.03629,-0.000227006,-0.175411
0.282,0.044398,0.451938,1006.35,-254.631,-541.839,-12.3103,0.0451681,3.0795,-0.000122328,-0.405449,0.063515,0.568782,1006.59,-326.395,-575.659,27.9819,0.0440846,3.07136,-0.000168647,-0.1659,0.089458,0.089458,1006.59,-326.532,-575.474,28.0866,0.0445007,3.07788,-0.000220675,-0.179121
0.288,0.044788,0.442394,1002.77,-252.866,-665.296,15.988,0.0444691,3.19055,-4.99261e-05,-0.0806607,0.051588,0.5117,1003.16,-318.683,-568.305,27.0645,0.0439327,3.11339,-0.000161417,-0.167137,0.084307,0.084307,1003.16,-318.735,-568.347,27.0303,0.0447156,3.11536,-0.000214776,-0.177935
