vol1,price,dPricedVol1,dPricedVol2,dPricedCorr,price_time,risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_price_time,smooth_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_price_time,aadc_risk_time
0.1, 1011.96, 24.4157, -527.893, 22.016, 0.023447, 0.140075, 1012.25, 6.18762, -624.033, -5.83353, 0.028588, 0.171525, 1012.25, 6.22107, -623.98, -5.82857, 0.010646, 0.010646
0.11, 1012.1, -0.749833, -527.907, 22.2304, 0.023421, 0.139581, 1012.22, -17.4281, -624.323, -5.01117, 0.028577, 0.17118, 1012.22, -17.4291, -624.27, -5.00559, 0.010618, 0.010618
0.12, 1011.67, -67.1372, -529.613, 22.4753, 0.023336, 0.139609, 1011.91, -43.0309, -623.33, -3.4129, 0.029162, 0.170987, 1011.91, -43.0237, -623.278, -3.40787, 0.010617, 0.010617
0.13, 1011.13, -78.3954, -529.051, 23.0431, 0.023343, 0.140053, 1011.34, -73.2436, -621.044, -1.15237, 0.028526, 0.171184, 1011.34, -73.2025, -620.995, -1.14855, 0.010638, 0.010638
0.14, 1010.18, -124.066, -527.197, 24.845, 0.023349, 0.139698, 1010.38, -119.144, -617.576, 1.6149, 0.028528, 0.171358, 1010.38, -119.199, -617.526, 1.61887, 0.010661, 0.010661
0.15, 1008.86, -185.514, -526.486, 25.2815, 0.023188, 0.140098, 1009.01, -155.211, -613.594, 4.37258, 0.02871, 0.171332, 1009.01, -155.202, -613.549, 4.37537, 0.011225, 0.011225
0.16, 1006.91, -238.107, -524.641, 26.6004, 0.024312, 0.140391, 1007.25, -198.568, -603.304, 10.1196, 0.028536, 0.172864, 1007.25, -198.551, -603.25, 10.1238, 0.01048, 0.01048
0.17, 1004.44, -251.002, -522.614, 27.8216, 0.023391, 0.139824, 1005.01, -247.244, -592.642, 15.5418, 0.028536, 0.1713, 1005.01, -247.305, -592.592, 15.5454, 0.010556, 0.010556
0.18, 1001.54, -185.139, -517.992, 30.6649, 0.023342, 0.140245, 1002.41, -266.904, -583.726, 19.8043, 0.028589, 0.171282, 1002.41, -266.874, -583.682, 19.8075, 0.010476, 0.010476
0.19, 998.841, -320.76, -513.892, 31.8581, 0.023427, 0.1401, 999.66, -286.094, -572.254, 24.6749, 0.028502, 0.170966, 999.66, -286.13, -572.21, 24.6779, 0.010882, 0.010882
0.2, 995.878, -243.775, -507.643, 32.1324, 0.023357, 0.140125, 996.729, -298.526, -560.509, 29.3165, 0.028544, 0.171652, 996.729, -298.477, -560.472, 29.3193, 0.010799, 0.010799
0.21, 992.813, -339.54, -500.692, 33.7193, 0.023589, 0.140392, 993.617, -328.699, -545.812, 34.5183, 0.028525, 0.171334, 993.617, -328.721, -545.776, 34.521, 0.010857, 0.010857
0.22, 989.048, -328.355, -491.72, 34.9827, 0.02345, 0.140632, 990.186, -352.062, -529.784, 39.7335, 0.028559, 0.170871, 990.186, -352.058, -529.746, 39.7362, 0.010807, 0.010807
0.23, 985.283, -381.68, -469.941, 34.9488, 0.023552, 0.141057, 986.599, -364.453, -517.233, 43.629, 0.028586, 0.171249, 986.599, -364.489, -517.195, 43.6316, 0.011503, 0.011503
0.24, 981.647, -343.026, -445.067, 36.1869, 0.02437, 0.14096, 982.943, -366.282, -505.403, 46.9643, 0.028552, 0.171228, 982.943, -366.276, -505.376, 46.9668, 0.010868, 0.010868
0.25, 978.043, -328.922, -437.893, 38.9052, 0.023471, 0.140458, 979.261, -371.601, -490.267, 50.7426, 0.02859, 0.171371, 979.261, -371.569, -490.239, 50.745, 0.010802, 0.010802
0.26, 974.357, -450.718, -427.979, 41.4875, 0.023465, 0.140875, 975.459, -390.589, -476.254, 54.0176, 0.028596, 0.171473, 975.459, -390.596, -476.23, 54.02, 0.010846, 0.010846
0.27, 970.18, -508.513, -421.363, 42.8369, 0.023525, 0.14083, 971.456, -408.564, -462.559, 56.9938, 0.028555, 0.171143, 971.456, -408.596, -462.539, 56.9962, 0.010805, 0.010805
0.28, 965.905, -406.018, -410.288, 46.5127, 0.023501, 0.140664, 967.338, -413.053, -450.02, 59.5939, 0.028642, 0.171864, 967.338, -413.046, -449.996, 59.5963, 0.010855, 0.010855
0.29, 962.044, -444.255, -402.511, 47.1556, 0.023471, 0.140851, 963.185, -419.353, -439.767, 61.6286, 0.028538, 0.171194, 963.185, -419.345, -439.755, 61.631, 0.010839, 0.010839
0.3, 957.503, -524.147, -396.549, 48.0939, 0.023524, 0.140713, 958.939, -428.891, -427.608, 63.7486, 0.02855, 0.171115, 958.939, -428.898, -427.59, 63.751, 0.010856, 0.010856
0.31, 953.555, -414.762, -387.521, 48.7687, 0.023545, 0.141115, 954.612, -438.197, -417.074, 65.5813, 0.028771, 0.171294, 954.612, -438.183, -417.059, 65.5837, 0.01147, 0.01147
0.32, 948.985, -465.69, -383.065, 66.1432, 0.024404, 0.141496, 950.156, -451.538, -406.894, 67.366, 0.028612, 0.170911, 950.156, -451.571, -406.886, 67.3685, 0.010798, 0.010798
0.33, 944.256, -368.441, -377.547, 68.6315, 0.023565, 0.14092, 945.638, -449.993, -395.646, 69.1092, 0.02862, 0.171173, 945.638, -449.987, -395.639, 69.1117, 0.010817, 0.010817
0.34, 939.925, -427.948, -370.539, 69.6523, 0.02343, 0.141513, 941.149, -449.879, -384.714, 70.6372, 0.028594, 0.171136, 941.149, -449.864, -384.706, 70.6398, 0.010768, 0.010768
0.35, 935.201, -511.246, -343.108, 70.7496, 0.023537, 0.140838, 936.616, -456.043, -374.235, 71.9772, 0.02852, 0.171049, 936.616, -456.061, -374.229, 71.9797, 0.010848, 0.010848
