vol2-noisy,price_time,risk_time,price,dPricedVol1,dPricedVol2,dPricedCorr,dPricedSpot1,dPricedSpot2,gamma_spot1,gamma_spot2,smooth_price_time,smooth_risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_dPricedSpot1,smooth_dPricedSpot2,smooth_gamma_spot1,smooth_gamma_spot2,aadc_price_time,aadc_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_dPricedSpot1,aadc_dPricedSpot2,aadc_gamma_spot1,aadc_gamma_spot2
0.15,1.05306,5.18375,1070.44,-627.743,-257.047,-8.96395,0.0630795,-0.939312,-0.00028878,-0.209213,1.34913,6.46607,1067.24,-529.213,-250.622,-2.98665,0.0607189,-0.610094,-0.0003349,-0.0299023,1.47062,1.47062,1067.24,-529.278,-250.537,-2.98671,0.0605898,-0.613511,-0.000348998,-0.0452253
0.156,1.21192,9.94383,1068.8,-565.401,-323.57,-3.62851,0.0572137,-0.718914,-0.000643699,-0.061611,0.836005,11.8306,1065.72,-514.483,-282.441,-1.66695,0.0581599,-0.39301,-0.000334729,-0.054331,2.31528,2.31528,1065.72,-514.399,-282.526,-1.66743,0.0580627,-0.397561,-0.000344331,-0.0655424
0.162,0.430972,8.9764,1065.74,-578.802,-355.276,-13.9532,0.0619959,-0.361467,-0.000522372,-0.181673,0.890602,8.96087,1062.97,-513.474,-314.174,1.20133,0.0595171,-0.145769,-0.000330841,-0.0654656,0.955038,0.955038,1062.97,-513.536,-314.107,1.20153,0.0594038,-0.149169,-0.000344649,-0.0782895
0.168,0.442617,9.54222,1064.33,-554.846,-355.489,3.31991,0.0547267,-0.328151,0.000197256,-0.176204,1.29045,10.4249,1061.98,-498.719,-324.625,1.98104,0.0578313,-0.0026342,-0.000322697,-0.0791974,0.809008,0.809008,1061.98,-498.795,-324.539,1.98077,0.0577816,-0.00746415,-0.000335353,-0.0905493
0.174,0.503278,5.44601,1062.56,-506.876,-388.91,-0.762777,0.0542889,-0.0133963,-0.00041358,-0.0882542,0.496015,6.51672,1060.24,-485.761,-352.872,3.85846,0.0549702,0.216501,-0.000311645,-0.0932515,0.963813,0.963813,1060.24,-485.905,-352.729,3.85656,0.0548896,0.212632,-0.000329421,-0.103981
0.18,0.620067,4.44777,1059.03,-557.42,-412.617,1.56479,0.0458728,0.322062,-0.000163311,-0.174504,0.52917,6.84579,1057.13,-472.655,-374.957,5.54698,0.0534413,0.442519,-0.000308702,-0.106038,0.981161,0.981161,1057.13,-472.615,-375.01,5.54626,0.0533118,0.439363,-0.000322884,-0.116339
0.186,0.732837,5.89484,1056.28,-508.285,-435.609,6.16524,0.0496636,0.412696,-0.00022257,0.0768508,0.505771,5.72554,1054.65,-463.195,-392.85,6.9292,0.0523988,0.616605,-0.000299621,-0.10726,0.74039,0.74039,1054.65,-463.133,-392.923,6.93063,0.0522827,0.613222,-0.000316157,-0.119969
0.192,0.855487,6.262,1055.16,-492.708,-465.548,-2.20444,0.0537329,0.715539,-0.000716751,0.000501937,0.879448,5.37857,1053.7,-446.79,-405.848,8.42032,0.050432,0.798335,-0.000312138,-0.130222,1.12694,1.12694,1053.7,-446.871,-405.777,8.42138,0.0503977,0.794221,-0.000316725,-0.135321
0.198,0.836131,4.56401,1052.09,-479.033,-454.467,5.89063,0.0464989,0.920103,-0.000484504,-0.184054,0.611015,6.56675,1050.64,-439.495,-424.883,9.49537,0.0505548,0.994784,-0.000300425,-0.135792,0.837969,0.837969,1050.64,-439.556,-424.842,9.48804,0.050465,0.991496,-0.000312939,-0.141562
0.204,1.4156,11.3249,1049.14,-425.629,-421.937,-7.63919,0.0474446,1.17378,-1.46647e-05,-0.034275,1.18514,5.13256,1048.25,-430.061,-441.986,11.5082,0.0492908,1.16758,-0.000300137,-0.135782,0.835366,0.835366,1048.25,-430,-442.056,11.513,0.0491758,1.16493,-0.000304791,-0.14173
0.21,0.507702,4.24732,1046.48,-455.764,-508.617,36.6165,0.0436225,1.33286,-0.000564843,-0.0538109,0.489288,7.22506,1045.55,-415.084,-463.563,12.8579,0.0474626,1.37466,-0.000288656,-0.143952,1.49946,1.49946,1045.55,-414.957,-463.697,12.8516,0.0472985,1.37331,-0.000304483,-0.15276
0.216,0.475361,4.5149,1042.89,-458.373,-499.234,4.15891,0.0413128,1.49504,-0.000195429,-0.340335,0.501126,5.74056,1042.36,-404.646,-471.285,13.2414,0.0461443,1.50512,-0.00028379,-0.143834,1.77902,1.77902,1042.36,-404.719,-471.223,13.2438,0.046013,1.50308,-0.000301125,-0.152122
0.222,0.408945,4.23488,1039.56,-439.507,-495.779,12.8793,0.0426153,1.63666,-0.000364523,-0.287328,0.707507,6.466,1039.02,-399.762,-478.426,13.9423,0.0468459,1.64011,-0.000273967,-0.157048,1.0509,1.0509,1039.02,-399.764,-478.442,13.9413,0.0467352,1.63778,-0.000286019,-0.157403
0.228,0.497074,4.57656,1036.9,-465.25,-555.688,33.9945,0.0459192,1.83919,-0.000369192,-0.286628,0.515805,5.16849,1036.84,-383.779,-486.968,14.7197,0.0456737,1.78337,-0.00026152,-0.158993,0.849928,0.849928,1036.84,-383.92,-486.862,14.721,0.0456127,1.78037,-0.000274465,-0.161248
0.234,0.502606,6.70893,1033.66,-382.492,-545.273,18.6071,0.0360149,2.04753,-0.000179058,-0.108216,0.759504,9.4197,1033.61,-370.143,-500.724,15.7467,0.0429894,1.96657,-0.000261994,-0.166753,1.75002,1.75002,1033.61,-370.016,-500.837,15.7446,0.0428085,1.96559,-0.000275554,-0.165457
0.24,0.767102,8.62603,1030.52,-380.521,-558.605,9.73872,0.0383953,2.08552,-0.000736362,-0.0603833,1.05727,9.97109,1030.7,-361.978,-503.302,16.6347,0.0423876,2.05206,-0.000262062,-0.161643,1.07895,1.07895,1030.7,-362.01,-503.289,16.6386,0.0423264,2.04859,-0.000271047,-0.162774
0.246,0.593842,5.1842,1027.01,-416.43,-574.508,25.7101,0.0397551,2.32728,-0.000320412,-0.440619,0.546667,5.12873,1027.21,-352.88,-518.703,16.9719,0.043651,2.23911,-0.000257521,-0.17017,0.833119,0.833119,1027.21,-352.775,-518.786,16.9737,0.043507,2.23823,-0.000269835,-0.170834
0.252,0.443486,4.35013,1023.2,-365.428,-570.533,35.9669,0.0357765,2.3492,0.000169303,-0.054907,0.489556,9.11075,1024,-338.366,-519.576,19.2672,0.0417807,2.31971,-0.000245378,-0.164267,1.45491,1.45491,1024,-338.448,-519.511,19.2763,0.0416727,2.31718,-0.000263276,-0.166711
0.258,0.435344,4.54793,1021.11,-376.166,-539.882,32.7654,0.0386794,2.52743,0.0001354,-0.115039,0.844089,5.38365,1021.92,-335.77,-520.059,16.5051,0.0425577,2.41911,-0.000251818,-0.165505,0.86178,0.86178,1021.92,-335.807,-520.047,16.4973,0.0424566,2.41725,-0.000263004,-0.169042
0.264,0.446612,4.77661,1017.44,-378.251,-553.94,25.3464,0.0395487,2.57366,-0.00013727,-0.401803,0.5062,6.82242,1018.3,-325.872,-525.062,17.7415,0.0420273,2.53853,-0.000243547,-0.167068,1.10436,1.10436,1018.3,-325.776,-525.15,17.7356,0.0419126,2.53688,-0.000250756,-0.16446
0.27,0.868523,6.72817,1013.87,-305.258,-589.527,56.6559,0.0322175,2.79147,-3.67737e-05,-0.033951,0.587387,8.28976,1015.05,-317.961,-530.701,20.0891,0.0414925,2.67288,-0.000236928,-0.170957,0.982196,0.982196,1015.05,-317.968,-530.678,20.0889,0.0414259,2.67101,-0.000243978,-0.168613
0.276,0.428979,4.59075,1010.98,-387.326,-582.08,29.078,0.0403667,2.99389,-0.000116364,-0.106036,0.499604,4.99059,1012.16,-306.44,-537.304,20.4525,0.0412361,2.79229,-0.000247948,-0.176177,0.836321,0.836321,1012.16,-306.393,-537.344,20.4481,0.0411601,2.79077,-0.000252822,-0.170547
0.282,0.430251,4.26688,1008.42,-336.965,-532.049,15.1342,0.0354336,2.93183,-0.000548811,-0.124592,0.501408,4.97998,1009.66,-296.988,-531.66,20.4388,0.0400141,2.79005,-0.000234373,-0.165435,0.837341,0.837341,1009.66,-297.112,-531.564,20.4479,0.0399479,2.78823,-0.000249369,-0.166461
0.288,0.428474,4.36864,1004.01,-325.425,-577.432,26.0016,0.0352827,3.11403,-0.000719551,0.0450134,0.49131,4.87573,1005.68,-296.258,-537.97,18.3913,0.0413456,2.92207,-0.00022448,-0.163741,0.800948,0.800948,1005.68,-296.198,-538.018,18.3782,0.0411412,2.92316,-0.000236113,-0.163034
0.294,0.415475,4.16841,1000.26,-298.73,-567.942,29.7248,0.0345636,3.22698,-8.84056e-05,-0.0959534,0.489198,4.97746,1002.08,-285.157,-543.11,21.5807,0.0418274,3.02445,-0.000223479,-0.167651,0.837167,0.837167,1002.08,-285.193,-543.081,21.5886,0.0417582,3.02271,-0.000230728,-0.166979
0.3,0.428594,4.29205,997.505,-298.274,-564.275,31.8601,0.0335096,3.23448,-0.00055374,-0.200914,0.501277,4.99972,999.372,-278.004,-541.113,21.0211,0.0413263,3.07881,-0.000224418,-0.163686,0.836849,0.836849,999.372,-277.956,-541.137,21.0245,0.0411446,3.07894,-0.00022894,-0.163465
0.306,0.42714,4.27971,992.632,-281.285,-559.805,22.6937,0.0328738,3.26124,5.68112e-05,-0.0252266,0.50381,4.9996,994.821,-272.685,-544.357,21.2307,0.0414627,3.14791,-0.000224145,-0.156383,0.836211,0.836211,994.821,-272.739,-544.323,21.235,0.0413695,3.14631,-0.000228381,-0.157771
0.312,0.429011,4.28792,990.786,-316.035,-554.487,40.5651,0.039815,3.24929,-0.000255153,-0.141315,0.503295,4.98583,992.911,-265.034,-539.943,20.67,0.0408547,3.18682,-0.000220005,-0.160416,0.914952,0.914952,992.911,-264.99,-539.97,20.6612,0.0407443,3.18604,-0.000228362,-0.162301
0.318,0.414461,4.15469,985.818,-272.456,-553.669,16.0508,0.0331995,3.60371,-0.000365978,-0.132413,0.487932,4.84894,988.109,-255.172,-550.751,21.7645,0.0412164,3.35056,-0.000195596,-0.156436,0.800286,0.800286,988.109,-255.107,-550.766,21.765,0.0410402,3.35152,-0.000218513,-0.158896
0.324,0.414538,4.26268,984.592,-256.961,-551.784,13.9258,0.0342482,3.51984,0.000228886,-0.380524,0.502002,4.99609,986.88,-249.091,-541.834,22.38,0.0400389,3.34443,-0.00020957,-0.157961,0.836554,0.836554,986.88,-249.232,-541.773,22.3866,0.0400279,3.34191,-0.000220956,-0.159053
0.33,0.431831,4.31511,979.519,-283.918,-549.156,19.9636,0.0411499,3.48618,-0.000138228,0.0205705,0.49786,4.95401,982.067,-247.072,-543.567,23.0586,0.0441636,3.40999,-0.000199097,-0.163774,0.836135,0.836135,982.067,-247.177,-543.533,23.0672,0.0441821,3.40693,-0.000210218,-0.158413
0.336,0.426308,4.24607,977.202,-260.759,-548.613,38.2148,0.0429615,3.53514,-0.000656208,-0.314494,0.497009,4.9812,979.692,-241.061,-540.427,21.175,0.0434343,3.44118,-0.000191073,-0.153343,0.836341,0.836341,979.692,-241.012,-540.443,21.1819,0.043361,3.43982,-0.000216118,-0.156738
0.342,0.429032,4.25578,974.636,-255.54,-550.937,30.2575,0.0363134,3.57319,6.30978e-05,-0.0700396,0.500425,5.08832,977.163,-231.635,-540.424,22.6782,0.0424963,3.50067,-0.000205968,-0.155948,0.813418,0.813418,977.163,-231.569,-540.427,22.6882,0.0423833,3.49951,-0.000217612,-0.159756
0.348,0.435207,4.2093,970.66,-260.852,-540.703,25.6292,0.0393604,3.66733,-0.000287477,-0.218999,0.492423,4.64177,973.26,-226.658,-536.147,23.264,0.0425406,3.532,-0.000203555,-0.160709,0.551865,0.551865,973.26,-226.565,-536.189,23.2579,0.0424773,3.53081,-0.000213922,-0.155538
0.354,0.435811,4.29709,966.023,-265.479,-572.115,42.1594,0.0417595,3.8228,0.000270124,-0.170853,0.519725,4.45497,969.105,-226.687,-541.677,22.1465,0.045865,3.60598,-0.000194304,-0.148752,0.792376,0.792376,969.105,-226.641,-541.7,22.1398,0.0458032,3.60533,-0.000208015,-0.149749
0.36,0.427315,3.14639,963.816,-233.559,-554.534,21.3636,0.0330977,3.84049,-2.68998e-05,-0.2166,0.497779,4.96088,966.672,-220.265,-541.04,24.1579,0.0436305,3.66595,-0.000194618,-0.158043,0.824891,0.824891,966.672,-220.425,-540.971,24.1678,0.0436017,3.66384,-0.000204825,-0.153255
0.366,0.411978,4.26578,959.505,-251.009,-568.684,47.1957,0.0365235,3.77103,-0.000305277,-0.163642,0.499266,5.00388,962.647,-215.673,-537.052,23.0334,0.0446158,3.66958,-0.000188918,-0.143082,0.838292,0.838292,962.647,-215.859,-536.977,23.0608,0.0445816,3.66755,-0.000202872,-0.144752
0.372,0.291507,3.98599,957.815,-226.797,-545.951,22.8445,0.0394361,3.84882,-0.000143531,-0.178549,0.514792,4.28457,961.022,-210.885,-530.308,22.4543,0.045069,3.67415,-0.000170416,-0.140064,0.567846,0.567846,961.022,-210.952,-530.279,22.462,0.0450099,3.67339,-0.000194614,-0.144523
0.378,0.40505,4.19529,952.878,-215.456,-527.403,18.5534,0.0478582,3.89369,-1.84621e-05,-0.187185,0.485853,4.96177,955.964,-206.646,-535.627,22.473,0.0475077,3.75471,-0.000200308,-0.143995,0.835606,0.835606,955.964,-206.634,-535.629,22.4804,0.0474496,3.7541,-0.000202597,-0.142886
0.384,0.418696,4.31133,949.465,-228.054,-542.709,18.3544,0.0461358,3.92943,-7.49706e-05,0.197781,0.508615,5.02947,953.042,-203.772,-532.967,23.7547,0.0480448,3.80808,-0.000187647,-0.142138,0.826751,0.826751,953.042,-203.861,-532.913,23.7755,0.0480342,3.80625,-0.000197653,-0.14241
0.39,0.416121,4.17014,949.656,-213.984,-551.62,28.0169,0.0473363,3.84854,-1.90288e-05,-0.1793,0.48889,4.87374,952.877,-197.342,-523.826,23.5043,0.0461999,3.76145,-0.000189689,-0.13099,0.801165,0.801165,952.877,-197.39,-523.802,23.5216,0.0461664,3.76047,-0.00019973,-0.135034
