corr,price_time,risk_time,price,dPricedVol1,dPricedVol2,dPricedCorr,dPricedSpot1,dPricedSpot2,gamma_spot1,gamma_spot2,smooth_price_time,smooth_risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_dPricedSpot1,smooth_dPricedSpot2,smooth_gamma_spot1,smooth_gamma_spot2,aadc_price_time,aadc_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_dPricedSpot1,aadc_dPricedSpot2,aadc_gamma_spot1,aadc_gamma_spot2
0.3,0.041227,0.515275,989.695,-319.483,-551.467,-1.16973,0.0629533,3.24298,8.79194e-05,-0.48628,0.066341,0.748258,990.046,-412.62,-579.152,13.1567,0.0653743,3.31456,-0.000309237,-0.172316,0.120397,0.120397,990.046,-411.731,-579.568,13.0666,0.0653553,3.3362,-0.000300901,-0.144207
0.312,0.052694,0.619111,989.865,-317.147,-647.769,-25.2227,0.0603691,3.22403,-4.07471e-06,-0.655256,0.064125,0.606754,990.195,-408.819,-574.263,11.5319,0.0642338,3.27375,-0.000301343,-0.175747,0.082532,0.082532,990.195,-408.109,-574.67,11.4455,0.0646903,3.27415,-0.000300672,-0.140935
0.324,0.041758,0.498517,989.806,-315.944,-528.899,-36.3762,0.0597225,3.34881,6.96896e-05,-0.0096501,0.063762,0.74398,990.326,-403.54,-570.601,10.1797,0.0632764,3.23191,-0.000301719,-0.157864,0.101286,0.101286,990.326,-404.143,-570.109,10.3348,0.0639753,3.21689,-0.000296179,-0.139759
0.336,0.078977,0.541583,989.976,-298.604,-443.901,-13.7259,0.0587048,3.15284,0.000163142,-0.111836,0.079621,0.703848,990.444,-398.657,-567.267,10.0393,0.0625314,3.20018,-0.000272584,-0.111888,0.08111,0.08111,990.444,-398.802,-567.132,10.0503,0.0629071,3.1861,-0.000296001,-0.139162
0.348,0.072406,0.553147,989.975,-294.503,-566.654,21.939,0.0581887,3.06138,0.00015869,-0.225013,0.110425,0.643645,990.572,-395.556,-564.769,11.6765,0.0618151,3.18953,-0.000261209,-0.0801042,0.082078,0.082078,990.572,-395.441,-564.771,11.6757,0.0624203,3.17394,-0.000293563,-0.135727
0.36,0.080504,0.555347,990.039,-309.539,-628.089,27.1565,0.0587889,3.23778,9.88895e-05,0.274317,0.09304,0.630033,990.726,-391.41,-564.441,13.9219,0.0610919,3.19407,-0.000276527,-0.0953981,0.089693,0.089693,990.726,-391.259,-564.51,13.9134,0.0616825,3.18642,-0.000288269,-0.130547
0.372,0.08181,0.443435,990.294,-290.996,-616.923,56.0968,0.0579256,3.26822,0.000285459,-0.105964,0.048329,0.489107,990.901,-384.91,-565.357,14.7293,0.060262,3.20134,-0.000275723,-0.126422,0.144671,0.144671,990.901,-383.782,-566.038,14.5974,0.0601891,3.20941,-0.000282861,-0.126631
0.384,0.053163,0.563809,990.75,-290.411,-492.168,-15.2676,0.0571464,3.2405,0.000188803,-0.479013,0.047987,0.634596,991.081,-380.575,-563.725,15.394,0.0594289,3.20517,-0.00023912,-0.134376,0.161321,0.161321,991.081,-380.485,-563.748,15.391,0.0596456,3.20231,-0.000279188,-0.124451
0.396,0.057106,0.5677,990.734,-287.041,-481.717,-14.2653,0.055539,3.22574,0.00032546,0.0353687,0.072287,0.703492,991.271,-377.664,-561.189,16.1792,0.0587376,3.20421,-0.000215135,-0.138976,0.157132,0.157132,991.271,-377.439,-561.274,16.1786,0.0591282,3.19238,-0.00027373,-0.120898
0.408,0.093925,0.576567,990.913,-285.547,-496.829,16.0573,0.054679,3.18604,0.000232462,0.248132,0.072285,0.677268,991.469,-374.187,-559.837,16.6372,0.0580925,3.19843,-0.000217661,-0.152043,0.081385,0.081385,991.469,-374.239,-559.801,16.6222,0.0586019,3.18288,-0.000269207,-0.116976
