spot2-noisy,price_time,risk_time,price,dPricedVol1,dPricedVol2,dPricedCorr,dPricedSpot1,dPricedSpot2,gamma_spot1,gamma_spot2,smooth_price_time,smooth_risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_dPricedSpot1,smooth_dPricedSpot2,smooth_gamma_spot1,smooth_gamma_spot2,aadc_price_time,aadc_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_dPricedSpot1,aadc_dPricedSpot2,aadc_gamma_spot1,aadc_gamma_spot2
48.91,0.0439,0.439055,548.466,-3.83787,-16.8756,12.8394,0.00387082,13.143,0.000133217,-1.03005,0.041083,0.4158,548.466,-3.83787,-16.8756,12.8394,0.00387082,13.143,0.000133217,-1.03005,0.076675,0.076675,548.466,-3.83787,-254.879,-0.34276,0.000671181,7.20326,-3.99043e-06,-0.18586
50.8664,0.041652,0.442182,570.451,-23.206,-168.736,16.5344,0.00307076,12.1752,-0.000151933,-0.444905,0.041621,0.422639,570.451,-23.206,-168.736,16.5344,0.00307076,12.1752,-0.000151933,-0.444905,0.074925,0.074925,570.451,-4.31952,-274.524,2.46293,0.000767785,6.93188,-5.19492e-06,-0.178152
52.8228,0.041594,0.414708,594.445,-23.2352,-162.054,-55.5912,0.00510815,13.2802,4.78906e-05,-0.953941,0.041432,0.406197,594.445,-23.2352,-162.054,-55.5912,0.00510815,13.2802,4.78906e-05,-0.953941,0.080319,0.080319,594.445,-6.79906,-296.751,-0.27869,0.00112831,6.60757,-8.13682e-06,-0.182413
54.7792,0.044064,0.447191,624.028,-41.1932,-81.6082,1.76539,0.00607061,13.3457,-0.000283673,1.65378,0.044345,0.436581,624.028,-41.1932,-81.6082,1.76539,0.00607061,13.3457,-0.000283673,1.65378,0.13536,0.13536,624.028,-7.27128,-312.102,5.26962,0.00123609,6.23536,-9.8065e-06,-0.177018
56.7356,0.094377,0.590041,651.49,-44.8945,-182.253,0.93574,0.0108422,13.0507,-0.000492737,2.3016,0.042636,0.422732,651.49,-44.8945,-182.253,0.93574,0.0108422,13.0507,-0.000492737,2.3016,0.131971,0.131971,651.49,-9.73778,-324.357,1.2496,0.00173857,5.89781,-1.29584e-05,-0.168437
58.692,0.040935,0.425952,674.183,-95.1394,-241.737,3.21246,0.0106741,13.1398,0.000141733,0.180362,0.041149,0.403575,674.183,-95.1394,-241.737,3.21246,0.0106741,13.1398,0.000141733,0.180362,0.077335,0.077335,674.183,-12.3843,-341.443,4.14843,0.00212208,5.55121,-1.36818e-05,-0.183524
60.6484,0.041369,0.42518,706.942,-35.1718,-335.538,-39.5249,0.0049892,13.2629,0.000381675,0.325736,0.042691,0.428026,706.942,-35.1718,-335.538,-39.5249,0.0049892,13.2629,0.000381675,0.325736,0.078927,0.078927,706.942,-15.1231,-346.609,2.92324,0.002663,5.14353,-1.73953e-05,-0.179184
62.6048,0.042322,0.441908,723.975,-49.1739,-285.653,3.81165,0.0209949,12.0131,-0.000295936,-0.391843,0.045205,0.424519,723.975,-49.1739,-285.653,3.81165,0.0209949,12.0131,-0.000295936,-0.391843,0.079185,0.079185,723.975,-16.6009,-364.221,2.24183,0.00292592,4.84398,-1.81062e-05,-0.161624
64.5612,0.041411,0.427172,751.956,-64.3293,-363.093,-9.69602,0.011646,12.1359,-0.000489834,1.35877,0.042177,0.422037,751.956,-64.3293,-363.093,-9.69602,0.011646,12.1359,-0.000489834,1.35877,0.078985,0.078985,751.956,-20.3122,-366.65,2.27093,0.00350159,4.51429,-2.14761e-05,-0.158429
66.5176,0.120449,1.07024,769.958,-72.468,-485.761,97.3483,0.0161354,11.7016,-0.000408583,1.61025,0.10704,1.07338,769.958,-72.468,-485.761,97.3483,0.0161354,11.7016,-0.000408583,1.61025,0.179165,0.179165,769.958,-22.439,-377.302,5.42977,0.00389068,4.28029,-2.1657e-05,-0.148722
68.474,0.122949,1.06882,798.011,-93.5959,-551.219,-7.9936,0.0141258,11.3775,-0.000556534,-1.21419,0.130984,1.06343,798.011,-93.5959,-551.219,-7.9936,0.0141258,11.3775,-0.000556534,-1.21419,0.170529,0.170529,798.011,-25.6191,-374.706,5.70911,0.00443013,3.91053,-2.68333e-05,-0.154722
70.4304,0.114512,1.03743,823.283,-101.053,-602.036,43.106,0.0205791,10.9387,-0.000669973,-0.957123,0.098615,1.12581,823.283,-101.053,-602.036,43.106,0.0205791,10.9387,-0.000669973,-0.957123,0.189938,0.189938,823.283,-27.0633,-371.222,6.54466,0.00477886,3.57063,-2.74474e-05,-0.143736
72.3868,0.110774,1.0608,835.731,-163.13,-552.429,51.4922,0.0282808,9.90115,0.000228666,0.787022,0.100499,1.11654,835.731,-163.13,-552.429,51.4922,0.0282808,9.90115,0.000228666,0.787022,0.169286,0.169286,835.731,-30.195,-379.235,6.03079,0.00513136,3.40936,-2.88046e-05,-0.134173
74.3432,0.085897,1.04083,858.242,-158.465,-654.898,16.4045,0.0272558,9.85117,-2.46286e-05,-0.149818,0.085458,0.873095,858.242,-158.465,-654.898,16.4045,0.0272558,9.85117,-2.46286e-05,-0.149818,0.142882,0.142882,858.242,-40.2882,-368.42,4.28375,0.00708466,3.11285,-3.64354e-05,-0.133895
76.2996,0.127553,0.90604,872.647,-164.034,-707.721,91.813,0.0288096,8.99303,-0.000642426,-2.20551,0.078983,0.701681,872.647,-164.034,-707.721,91.813,0.0288096,8.99303,-0.000642426,-2.20551,0.150749,0.150749,872.647,-40.7338,-368.777,5.00342,0.00705503,2.89384,-3.68923e-05,-0.125948
78.256,0.0537,0.625324,892.979,-149.999,-741.217,106.747,0.0384338,8.32997,-0.000169154,0.690115,0.087428,0.651374,892.979,-149.999,-741.217,106.747,0.0384338,8.32997,-0.000169154,0.690115,0.114422,0.114422,892.979,-43.2439,-357.802,5.61722,0.00768061,2.65115,-4.06397e-05,-0.119209
80.2124,0.073902,0.810719,908.425,-162.588,-702.475,119.416,0.0148847,7.58295,-0.000160892,-1.7646,0.090118,0.84373,908.425,-162.588,-702.475,119.416,0.0148847,7.58295,-0.000160892,-1.7646,0.152188,0.152188,908.425,-44.4276,-350.345,5.37021,0.00768981,2.42877,-4.16517e-05,-0.107849
82.1688,0.105795,0.855903,921.525,-246.298,-696.425,47.6808,0.0288472,6.92254,-0.000175582,-0.146275,0.074052,0.853662,921.525,-246.298,-696.425,47.6808,0.0288472,6.92254,-0.000175582,-0.146275,0.138308,0.138308,921.525,-53.7063,-337.4,6.71095,0.00919171,2.18021,-4.64e-05,-0.0966874
84.1252,0.074579,0.79048,936.544,-230.558,-601.305,46.2959,0.0344689,6.41789,-0.000299419,-0.685723,0.080349,0.841523,936.544,-230.558,-601.305,46.2959,0.0344689,6.41789,-0.000299419,-0.685723,0.157294,0.157294,936.544,-53.6198,-326.609,6.3042,0.0094913,2.02075,-4.93925e-05,-0.0947832
86.0816,0.065754,0.771733,946.462,-276.104,-739.502,-1.59546,0.0339347,5.8763,-0.000872762,-0.00162028,0.090341,0.951474,946.462,-276.104,-739.502,-1.59546,0.0339347,5.8763,-0.000872762,-0.00162028,0.186519,0.186519,946.462,-62.7655,-311.976,3.35975,0.0105698,1.80122,-5.4859e-05,-0.0889747
88.038,0.118282,0.913125,957.628,-180.997,-541.382,36.8287,0.0363464,4.85136,-0.000771683,0.310991,0.065543,0.615787,957.628,-180.997,-541.382,36.8287,0.0363464,4.85136,-0.000771683,0.310991,0.120777,0.120777,957.628,-64.8679,-300.949,5.74986,0.0111602,1.6714,-6.07856e-05,-0.0745224
89.9944,0.042154,0.442015,964.03,-327.146,-666.81,-58.6555,0.0333276,4.7678,-0.0016405,-0.676742,0.040263,0.4083,964.03,-327.146,-666.81,-58.6555,0.0333276,4.7678,-0.0016405,-0.676742,0.163179,0.163179,964.03,-63.4522,-295.765,5.78458,0.0110109,1.546,-5.64093e-05,-0.0747202
91.9508,0.041875,0.415197,980.716,-259.525,-556.089,21.0833,0.0310536,4.13098,-0.000119998,-0.850728,0.042074,0.42593,980.716,-259.525,-556.089,21.0833,0.0310536,4.13098,-0.000119998,-0.850728,0.074322,0.074322,980.716,-75.2898,-262.253,5.65631,0.013055,1.31105,-6.28164e-05,-0.0705
93.9072,0.042609,0.421643,985.513,-256.715,-578.554,49.0996,0.0343168,3.98185,-0.000912793,0.122941,0.041708,0.422664,985.513,-256.715,-578.554,49.0996,0.0343168,3.98185,-0.000912793,0.122941,0.073899,0.073899,985.513,-74.6203,-256.905,5.64407,0.0130697,1.22286,-6.88162e-05,-0.062738
95.8636,0.042604,0.438646,988.767,-251.661,-679.005,56.2472,0.0486579,3.45143,0.000806728,-0.555793,0.041557,0.411531,988.767,-251.661,-679.005,56.2472,0.0486579,3.45143,0.000806728,-0.555793,0.12443,0.12443,988.767,-79.2176,-252.192,6.16612,0.0137863,1.13888,-6.29325e-05,-0.0572695
97.82,0.041855,0.41688,993.579,-351.887,-751.635,13.1434,0.0281518,3.47085,-0.000353431,-0.211101,0.040609,0.41392,993.579,-351.887,-751.635,13.1434,0.0281518,3.47085,-0.000353431,-0.211101,0.107129,0.107129,993.579,-81.7896,-246.184,4.61539,0.0142021,1.06658,-7.44716e-05,-0.0539235
99.7764,0.041534,0.402407,1002,-355.317,-532.817,31.6062,0.0503172,2.94492,0.000455142,-0.27859,0.040871,0.359499,1002,-355.317,-532.817,31.6062,0.0503172,2.94492,0.000455142,-0.27859,0.073977,0.073977,1002,-80.4873,-226.167,4.83776,0.0140113,0.927208,-7.35929e-05,-0.0459462
101.733,0.042938,0.453464,1006.78,-386.892,-484.7,43.5126,0.0458159,2.87432,0.000295406,0.319686,0.044017,0.43237,1006.78,-386.892,-484.7,43.5126,0.0458159,2.87432,0.000295406,0.319686,0.073979,0.073979,1006.78,-87.9909,-217.278,4.9935,0.0152637,0.856498,-8.1077e-05,-0.0437346
103.689,0.041141,0.41032,1013.73,-313.52,-383.333,-35.0732,0.046251,2.21404,-0.000613038,0.180269,0.041879,0.414994,1013.73,-313.52,-383.333,-35.0732,0.046251,2.21404,-0.000613038,0.180269,0.076357,0.076357,1013.73,-94.8654,-193.991,4.15687,0.0163401,0.738142,-8.10637e-05,-0.0376743
105.646,0.092558,0.841336,1020.46,-371.587,-341.921,7.04881,0.0311069,2.04429,0.000112278,0.0256718,0.091376,1.0518,1020.46,-371.587,-341.921,7.04881,0.0311069,2.04429,0.000112278,0.0256718,0.254501,0.254501,1020.46,-95.3835,-176.607,4.79979,0.0164533,0.650052,-8.1883e-05,-0.0337856
107.602,0.1153,1.33438,1017.29,-311.251,-383.226,30.0041,0.0351585,1.6724,-0.000802463,-0.255989,0.114499,1.19546,1017.29,-311.251,-383.226,30.0041,0.0351585,1.6724,-0.000802463,-0.255989,0.162513,0.162513,1017.29,-99.1572,-183.696,3.17753,0.0172525,0.642,-8.75046e-05,-0.031656
109.558,0.107092,1.09067,1023.65,-412.678,-408.131,-37.573,0.0506061,1.62899,-0.00108652,0.216943,0.111864,1.11845,1023.65,-412.678,-408.131,-37.573,0.0506061,1.62899,-0.00108652,0.216943,0.214872,0.214872,1023.65,-100.842,-168.983,3.89705,0.0173187,0.572804,-8.82792e-05,-0.0293494
111.515,0.09872,1.19158,1028.87,-253.499,-384.211,28.5743,0.0219082,1.23225,0.000967482,0.535495,0.138754,1.30324,1028.87,-253.499,-384.211,28.5743,0.0219082,1.23225,0.000967482,0.535495,0.219097,0.219097,1028.87,-96.0135,-156.481,2.9676,0.0164492,0.512128,-8.19942e-05,-0.025436
113.471,0.113155,1.33796,1031.52,-427.738,-270.733,0.341912,0.0447616,1.14964,-0.000309075,-0.0231645,0.140212,1.2893,1031.52,-427.738,-270.733,0.341912,0.0447616,1.14964,-0.000309075,-0.0231645,0.247658,0.247658,1031.52,-109.528,-143.647,3.19511,0.0190468,0.451924,-8.99503e-05,-0.0238302
115.428,0.091632,0.902076,1033.84,-408.33,-282.335,26.8048,0.025343,1.24834,-0.000258528,0.209155,0.091371,0.933599,1033.84,-408.33,-282.335,26.8048,0.025343,1.24834,-0.000258528,0.209155,0.178675,0.178675,1033.84,-111.048,-134.98,2.87557,0.019449,0.405634,-9.41316e-05,-0.0198177
