corr,price_time,risk_time,price,dPricedVol1,dPricedVol2,dPricedCorr,dPricedSpot1,dPricedSpot2,gamma_spot1,gamma_spot2,smooth_price_time,smooth_risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_dPricedSpot1,smooth_dPricedSpot2,smooth_gamma_spot1,smooth_gamma_spot2,aadc_price_time,aadc_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_dPricedSpot1,aadc_dPricedSpot2,aadc_gamma_spot1,aadc_gamma_spot2
0.3,4.31242,42.4121,991.659,-414.912,-587.991,17.0317,0.0584389,3.32412,-0.000316797,-0.113376,4.8696,48.7272,992.734,-400.214,-572.424,14.6667,0.0611691,3.28543,-0.000295735,-0.164706,8.37737,8.37737,992.734,-400.213,-572.418,14.6692,0.06105,3.28406,-0.000305956,-0.167016
0.312,4.18932,41.4555,991.833,-411.772,-587.029,19.3486,0.0575765,3.32402,-0.000310407,-0.126778,4.8911,48.6139,992.912,-396.389,-571.196,14.9932,0.0603824,3.27741,-0.000293965,-0.164719,8.39496,8.39496,992.912,-396.434,-571.179,14.9954,0.0602765,3.27578,-0.00030361,-0.167079
0.324,4.17506,41.3272,992.015,-407.553,-569.421,15.9767,0.0566641,3.3318,-0.000297547,-0.126812,4.8542,46.3951,993.094,-392.429,-570.164,15.3166,0.0595887,3.2699,-0.000290627,-0.164433,5.42587,5.42587,993.094,-392.439,-570.159,15.3185,0.0594581,3.26895,-0.000301329,-0.167058
0.336,2.77525,27.5727,992.21,-402.83,-579.825,12.3621,0.0558425,3.34051,-0.000291702,-0.129127,3.0721,30.8174,993.28,-388.575,-569.052,15.6992,0.0587799,3.26273,-0.00028753,-0.164878,5.41232,5.41232,993.28,-388.614,-569.034,15.6987,0.0586746,3.26143,-0.000298745,-0.166863
0.348,2.73838,26.8447,992.432,-398.546,-582.347,14.9559,0.0551188,3.33881,-0.00029065,-0.147138,3.04964,29.6669,993.47,-384.557,-568.03,15.9906,0.0579627,3.25524,-0.000286161,-0.166583,5.39987,5.39987,993.47,-384.558,-568.037,15.9907,0.0578445,3.25427,-0.000296327,-0.166768
0.36,2.57134,25.5283,992.644,-394.431,-582.398,18.8031,0.0543005,3.32954,-0.000287856,-0.155835,2.88854,28.8422,993.664,-380.424,-567.012,16.1993,0.0571278,3.24741,-0.000283788,-0.167705,5.41507,5.41507,993.664,-380.398,-567.034,16.1975,0.0569994,3.24655,-0.000293738,-0.166691
0.372,2.53283,25.3815,992.853,-391.04,-571.608,21.2797,0.0535064,3.32898,-0.00027894,-0.151563,2.88027,28.817,993.859,-376.228,-565.984,16.3615,0.0562873,3.2392,-0.000280337,-0.167934,5.40596,5.40596,993.859,-376.223,-565.986,16.3617,0.0561468,3.23848,-0.000291082,-0.166719
0.384,2.52666,25.3345,993.062,-385.99,-583.584,22.0326,0.052484,3.325,-0.000276606,-0.163401,2.88568,28.9097,994.057,-372.162,-564.832,16.5645,0.0554458,3.23102,-0.000276269,-0.167327,5.37326,5.37326,994.057,-372.156,-564.835,16.5623,0.0553217,3.22989,-0.000288244,-0.166641
0.396,2.54001,25.4133,993.266,-380.551,-575.705,16.7005,0.0514694,3.30816,-0.000273644,-0.18086,2.90886,29.0285,994.257,-367.968,-563.798,16.7838,0.054596,3.22339,-0.000273652,-0.167085,5.37276,5.37276,994.257,-367.933,-563.827,16.7807,0.0544677,3.2224,-0.00028555,-0.166742
0.408,2.54689,25.4058,993.494,-376.189,-573.232,15.4201,0.0506203,3.28767,-0.000273426,-0.215507,2.9095,29.0858,994.46,-363.711,-562.842,17.0559,0.0537402,3.21625,-0.000271373,-0.167043,5.36721,5.36721,994.46,-363.726,-562.832,17.0577,0.0536172,3.21518,-0.000282864,-0.166647
