vol1,price_time,risk_time,price,dPricedVol1,dPricedVol2,dPricedCorr,dPricedSpot1,dPricedSpot2,gamma_spot1,gamma_spot2,smooth_price_time,smooth_risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_dPricedSpot1,smooth_dPricedSpot2,smooth_gamma_spot1,smooth_gamma_spot2,aadc_price_time,aadc_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_dPricedSpot1,aadc_dPricedSpot2,aadc_gamma_spot1,aadc_gamma_spot2
0.1,2.12119,21.4149,1012.14,1.48881,-636.854,-12.385,-0.0852426,3.55764,0.000638989,-0.134749,2.5192,25.4844,1013.2,-12.4782,-604.461,-13.5562,-0.0533689,3.39194,0.000342792,-0.164032,4.26385,4.26385,1013.2,-12.4489,-604.467,-13.561,-0.0533719,3.39071,0.000288866,-0.165992
0.104,2.19961,21.925,1012.15,-1.24429,-636.813,-12.0719,-0.0815805,3.55761,0.00054892,-0.131826,2.55209,25.5781,1013.14,-19.0618,-604.367,-13.2246,-0.0508898,3.39235,0.000309227,-0.164064,4.25388,4.25388,1013.14,-19.0157,-604.376,-13.2317,-0.0509083,3.39119,0.000259374,-0.165795
0.108,2.22763,22.6238,1012.11,-9.21183,-636.74,-11.6891,-0.0776474,3.55705,0.000528491,-0.134983,2.61396,26.3345,1013.05,-26.6418,-604.068,-12.7437,-0.048245,3.39141,0.000275794,-0.164334,4.55837,4.55837,1013.05,-26.6629,-604.056,-12.7323,-0.0482717,3.39018,0.000229953,-0.165684
0.112,2.28204,22.9955,1012.05,-28.4448,-636.425,-11.2594,-0.0736165,3.55452,0.00041326,-0.132373,2.63037,26.7408,1012.93,-35.4456,-603.427,-12.0139,-0.0454136,3.38873,0.000243658,-0.164327,4.52166,4.52166,1012.93,-35.4591,-603.424,-12.0113,-0.045435,3.38715,0.000200916,-0.165593
0.116,2.29175,23.753,1011.92,-38.376,-635.459,-9.79274,-0.0697363,3.54952,0.000386939,-0.128175,2.73559,27.0596,1012.77,-44.6627,-602.769,-11.3147,-0.0424453,3.3853,0.000213974,-0.163593,3.9053,3.9053,1012.77,-44.6227,-602.78,-11.32,-0.042493,3.38412,0.000172442,-0.16554
0.12,2.21213,21.4333,1011.76,-49.4276,-633.917,-8.58095,-0.0652008,3.54088,0.000261045,-0.135136,2.4868,25.0164,1012.57,-54.4361,-601.935,-10.514,-0.0393398,3.38098,0.000184111,-0.163437,4.2163,4.2163,1012.57,-54.4258,-601.935,-10.5142,-0.0394014,3.37993,0.0001442,-0.165528
0.124,2.12073,21.1886,1011.54,-62.1896,-632.529,-7.56364,-0.0608794,3.53311,0.000268448,-0.128611,2.47816,24.9542,1012.33,-64.9615,-600.782,-9.52991,-0.0360757,3.37524,0.00015463,-0.163367,4.2221,4.2221,1012.33,-64.9941,-600.772,-9.52305,-0.0361265,3.37374,0.000116948,-0.165415
0.128,2.10049,21.0257,1011.28,-73.2695,-631.763,-6.88411,-0.0567061,3.52491,0.000143568,-0.128649,2.46729,24.9717,1012.05,-75.9358,-599.456,-8.47396,-0.0326593,3.36811,0.000124995,-0.163648,4.21502,4.21502,1012.05,-75.9426,-599.452,-8.46984,-0.0327245,3.36679,9.01698e-05,-0.165307
0.132,2.10003,21.0473,1010.97,-74.4267,-627.608,-3.79169,-0.0522448,3.50941,0.000198414,-0.131933,2.47755,18.0912,1011.72,-87.2823,-597.923,-7.32807,-0.0291106,3.35989,9.8156e-05,-0.16314,2.95828,2.95828,1011.72,-87.2422,-597.943,-7.33976,-0.0291886,3.35873,6.44696e-05,-0.16528
0.136,1.39067,13.9342,1010.61,-107.582,-625.595,-3.02842,-0.0459087,3.49511,6.12773e-05,-0.12864,1.58115,15.7678,1011.35,-99.0939,-596.076,-6.03017,-0.0254226,3.35016,6.9963e-05,-0.163774,2.90774,2.90774,1011.35,-99.1783,-596.044,-6.01027,-0.025482,3.34849,3.90169e-05,-0.16528
0.14,1.37789,13.6831,1010.14,-119.394,-624.315,-1.23488,-0.0399175,3.47918,0.000166226,-0.13145,1.5359,15.5252,1010.93,-111.002,-594.085,-4.70272,-0.0216167,3.3391,4.43472e-05,-0.163607,2.90295,2.90295,1010.93,-110.972,-594.098,-4.70767,-0.0217136,3.33807,1.43824e-05,-0.165338
0.144,1.34624,13.468,1009.64,-138.364,-620.885,0.894781,-0.0358159,3.46208,6.90596e-05,-0.138176,1.52855,15.2396,1010.46,-123.278,-591.699,-3.19642,-0.0176972,3.32647,1.78859e-05,-0.164226,2.90708,2.90708,1010.46,-123.283,-591.706,-3.19793,-0.0177761,3.325,-8.89255e-06,-0.1652
0.148,1.34135,13.4044,1009.08,-137.813,-618.552,2.35968,-0.0315155,3.4415,5.69789e-05,-0.136936,1.52299,15.2362,1009.94,-135.554,-589.126,-1.63427,-0.0137015,3.31284,-2.72931e-06,-0.162787,2.90725,2.90725,1009.94,-135.586,-589.11,-1.62628,-0.0137748,3.31118,-3.11453e-05,-0.165242
0.152,1.34265,13.4362,1008.47,-157.736,-615.992,4.952,-0.0270873,3.42433,8.51491e-05,-0.131792,1.52876,15.2435,1009.38,-147.491,-586.509,-0.115384,-0.0096615,3.29873,-2.67755e-05,-0.163231,2.90571,2.90571,1009.38,-147.492,-586.505,-0.111691,-0.00976049,3.29753,-5.28618e-05,-0.165392
0.156,1.34145,13.4049,1007.82,-169.978,-614.291,5.63605,-0.0213192,3.41181,-2.264e-05,-0.133701,1.52367,15.2242,1008.76,-159.614,-583.53,1.53792,-0.00552916,3.28304,-5.07467e-05,-0.163938,2.90384,2.90384,1008.76,-159.601,-583.541,1.53271,-0.0056338,3.28183,-7.30112e-05,-0.165217
0.16,1.34282,13.4256,1007.09,-197.934,-611.224,7.4837,-0.0150565,3.39436,-7.06588e-06,-0.128519,1.52511,15.2318,1008.1,-171.863,-580.242,3.28541,-0.0013239,3.26597,-7.16279e-05,-0.163605,2.90635,2.90635,1008.1,-171.9,-580.223,3.29482,-0.0014028,3.26419,-9.20874e-05,-0.164982
0.164,1.34623,13.3947,1006.3,-202.241,-609.27,9.21607,-0.00995742,3.37559,-2.19629e-05,-0.120843,1.52777,15.2462,1007.39,-183.599,-576.998,4.96404,0.00289309,3.24858,-8.90374e-05,-0.162387,2.91756,2.91756,1007.39,-183.661,-576.967,4.96755,0.00279144,3.24734,-0.000110061,-0.16477
0.168,1.3438,13.4375,1005.46,-223.086,-605.528,12.4215,-0.00533521,3.35827,-1.29401e-05,-0.119917,1.52586,15.2557,1006.63,-195.345,-573.437,6.70971,0.00712791,3.23042,-0.000109386,-0.163292,2.90924,2.90924,1006.63,-195.346,-573.439,6.7073,0.0070268,3.2292,-0.000127378,-0.164542
0.172,1.34194,13.4186,1004.6,-228.077,-603.554,13.6736,0.000176868,3.34112,-9.50812e-05,-0.113501,1.52551,15.2499,1005.83,-206.883,-569.66,8.49417,0.0113832,3.21121,-0.000125923,-0.162902,2.90785,2.90785,1005.83,-206.827,-569.691,8.48782,0.0112785,3.20998,-0.000143838,-0.164358
0.176,1.34442,13.4079,1003.69,-234.403,-599.198,16.0632,0.0052614,3.31756,-0.000249023,-0.109043,1.52431,15.2288,1004.98,-217.894,-565.843,10.2655,0.0155969,3.19204,-0.000139721,-0.16157,2.91158,2.91158,1004.98,-218.031,-565.768,10.285,0.015527,3.19002,-0.00015902,-0.164182
0.18,1.34197,13.4092,1002.69,-259.993,-595.215,17.2875,0.0109666,3.29985,-0.000137903,-0.109927,1.52304,15.2248,1004.08,-228.355,-562.08,11.921,0.0197705,3.17275,-0.000155065,-0.161351,2.91147,2.91147,1004.08,-228.367,-562.069,11.9255,0.0196586,3.17166,-0.00017303,-0.163708
0.184,1.34143,13.4279,1001.65,-262.262,-592.17,18.9108,0.0154789,3.27718,-0.000136574,-0.110573,1.52285,15.2265,1003.15,-238.623,-558.067,13.627,0.0239327,3.15272,-0.000170563,-0.161555,2.90853,2.90853,1003.15,-238.598,-558.08,13.6281,0.023809,3.15184,-0.000186878,-0.163586
