vol1,price,dPricedVol1,dPricedVol2,dPricedCorr,price_time,risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_price_time,smooth_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_price_time,aadc_risk_time
0.1, 1012.42, 9.20807, -613.078, -7.83002, 0.23362, 1.40078, 1012.42, 7.04897, -627.512, -17.3043, 0.286415, 1.71678, 1012.42, 7.10627, -627.489, -17.2984, 0.117914, 0.117914
0.11, 1012.36, -18.7069, -613.593, -7.7918, 0.234197, 1.40009, 1012.37, -16.0647, -625.997, -14.967, 0.285873, 1.71859, 1012.37, -16.0361, -625.971, -14.9583, 0.117326, 0.117326
0.12, 1012.12, -42.0459, -614.299, -7.54728, 0.233586, 1.40023, 1012.11, -39.2647, -624.833, -13.2231, 0.286608, 1.71642, 1012.11, -39.3304, -624.817, -13.2193, 0.11762, 0.11762
0.13, 1011.58, -92.7555, -611.589, -5.01694, 0.233907, 1.40303, 1011.54, -78.8846, -621.739, -10.3437, 0.285825, 1.71572, 1011.54, -79.0509, -621.723, -10.3394, 0.117865, 0.117865
0.14, 1010.57, -116.329, -601.485, 2.80831, 0.233379, 1.40386, 1010.55, -124.455, -616.663, -6.53867, 0.304286, 1.7215, 1010.55, -124.574, -616.643, -6.53307, 0.115323, 0.115323
0.15, 1009.17, -152.994, -599.631, 3.78907, 0.235659, 1.40504, 1009.16, -155.15, -610.332, -2.34807, 0.285826, 1.71696, 1009.16, -155.046, -610.313, -2.34247, 0.117911, 0.117911
0.16, 1007.37, -211.844, -592.29, 12.1708, 0.234263, 1.40851, 1007.41, -189.833, -600.97, 2.97756, 0.288132, 1.7176, 1007.41, -189.863, -600.953, 2.98278, 0.117649, 0.117649
0.17, 1005.2, -224.507, -587.525, 19.6758, 0.235183, 1.41614, 1005.32, -230.66, -591.585, 7.94786, 0.289433, 1.72832, 1005.32, -230.757, -591.575, 7.95233, 0.117407, 0.117407
0.18, 1002.8, -247.166, -583.649, 22.4022, 0.23592, 1.41713, 1002.91, -248.344, -583.497, 12.0106, 0.289161, 1.74251, 1002.91, -248.322, -583.499, 12.0142, 0.117643, 0.117643
0.19, 1000.19, -296.57, -576.965, 24.3422, 0.235092, 1.4109, 1000.31, -275.98, -573.406, 16.4416, 0.286158, 1.71774, 1000.31, -276.031, -573.419, 16.4447, 0.117154, 0.117154
0.2, 997.265, -342.666, -570.315, 28.4087, 0.234915, 1.41229, 997.399, -306.342, -560.715, 21.5031, 0.287609, 1.71727, 997.399, -306.477, -560.717, 21.5067, 0.117762, 0.117762
0.21, 994.109, -308.582, -559.631, 32.6935, 0.235494, 1.41538, 994.286, -317.951, -548.681, 25.9213, 0.286218, 1.71761, 994.286, -317.892, -548.693, 25.9246, 0.117499, 0.117499
0.22, 990.804, -341, -546.889, 35.1257, 0.236888, 1.41613, 990.971, -345.221, -534.344, 30.6896, 0.286615, 1.71919, 990.971, -345.255, -534.365, 30.6927, 0.117485, 0.117485
0.23, 987.182, -351.522, -530.08, 38.8954, 0.235687, 1.4128, 987.442, -354.932, -520.513, 35.0057, 0.285751, 1.71897, 987.442, -354.908, -520.526, 35.0089, 0.117435, 0.117435
0.24, 983.647, -378.696, -512.891, 42.2539, 0.235564, 1.41105, 983.861, -363.365, -506.964, 38.8627, 0.288849, 1.73442, 983.861, -363.339, -506.976, 38.866, 0.118711, 0.118711
0.25, 979.918, -413.703, -496.505, 47.7899, 0.236078, 1.42283, 980.124, -384.955, -493.228, 42.4352, 0.288187, 1.72315, 980.124, -385.036, -493.237, 42.4385, 0.114639, 0.114639
0.26, 976.002, -403.83, -482.994, 51.4301, 0.240068, 1.41926, 976.239, -392.359, -480.049, 45.6403, 0.287623, 1.74912, 976.239, -392.351, -480.068, 45.6435, 0.114863, 0.114863
0.27, 972.004, -416.331, -470.475, 55.0638, 0.238115, 1.43514, 972.266, -403.111, -465.97, 48.7579, 0.290763, 1.749, 972.266, -403.099, -465.985, 48.7612, 0.121121, 0.121121
0.28, 967.88, -410.529, -463.303, 58.1396, 0.243551, 1.42241, 968.183, -409.991, -453.921, 51.3496, 0.285765, 1.73198, 968.183, -409.966, -453.948, 51.3528, 0.114842, 0.114842
0.29, 963.789, -445.108, -449.16, 59.6786, 0.238537, 1.42935, 964.043, -420.806, -440.646, 53.9204, 0.291447, 1.73357, 964.043, -420.845, -440.671, 53.9236, 0.118821, 0.118821
0.3, 959.451, -460.57, -439.842, 62.8008, 0.236294, 1.41776, 959.777, -432.503, -428.179, 56.203, 0.285954, 1.71965, 959.777, -432.544, -428.214, 56.2063, 0.117638, 0.117638
0.31, 955.1, -437.426, -426.908, 65.8383, 0.236294, 1.41836, 955.413, -440.584, -416.73, 58.2534, 0.286147, 1.71899, 955.413, -440.622, -416.764, 58.2568, 0.117266, 0.117266
