corr-noisy,price_time,risk_time,price,dPricedVol1,dPricedVol2,dPricedCorr,dPricedSpot1,dPricedSpot2,gamma_spot1,gamma_spot2,smooth_price_time,smooth_risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_dPricedSpot1,smooth_dPricedSpot2,smooth_gamma_spot1,smooth_gamma_spot2,aadc_price_time,aadc_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_dPricedSpot1,aadc_dPricedSpot2,aadc_gamma_spot1,aadc_gamma_spot2
0.3,0.44333,4.41212,991.298,-451.394,-599.125,14.4039,0.0585532,3.35182,-0.000505024,-0.075103,0.478721,8.61486,991.291,-438.871,-592.69,23.648,0.0585716,3.36045,-0.000433108,-0.0946708,1.33056,1.33056,991.291,-440.216,-594.24,23.7512,0.0661837,3.50712,-0.000312571,-0.15017
0.312,0.466455,5.40915,991.131,-406.006,-572.483,16.8449,0.0519994,3.267,-0.000563196,-0.245603,0.485886,6.23274,991.14,-409.974,-570.236,12.149,0.0528484,3.26627,-0.000524857,-0.169983,1.33031,1.33031,991.14,-411.307,-570.283,12.083,0.0542073,3.07447,-0.000290768,-0.167007
0.324,0.742751,5.20298,991.206,-416.82,-581.767,6.92711,0.0590238,3.38253,-0.000439575,-0.189204,1.25695,11.2275,991.218,-436.871,-593.421,14.1646,0.059192,3.38814,-0.000590948,-0.149134,2.47865,2.47865,991.218,-436.073,-593.053,14.1223,0.0596478,3.43342,-0.000330452,-0.170524
0.336,1.31543,12.4658,992.248,-420.786,-589.511,29.9476,0.0567594,3.39698,0.000486282,-0.198869,0.612823,10.0145,992.313,-412.639,-593.485,17.8014,0.0582357,3.40724,0.00015731,-0.197641,0.999737,0.999737,992.313,-414.009,-592.255,17.7887,0.0655872,3.46375,-0.000330786,-0.148835
0.348,0.681286,6.82649,992.828,-396.864,-650.997,14.4268,0.0555149,3.41828,-0.000723727,-0.160475,0.808755,7.15613,992.807,-411.189,-616.758,18.5077,0.0561339,3.41953,-0.000535949,-0.165239,1.0276,1.0276,992.807,-407.996,-618.899,18.6222,0.0508911,3.54591,-0.000298999,-0.17407
0.36,0.867944,9.47983,992.003,-434.759,-587.737,25.7145,0.0489085,3.41353,-0.000343684,-0.147511,0.822166,6.35037,992.014,-418.353,-596.981,15.9935,0.0505306,3.38727,-0.000362486,-0.121729,0.924814,0.924814,992.014,-422.203,-596.111,15.9884,0.0540695,3.24981,-0.000216552,-0.141792
0.372,0.751366,5.04177,992.304,-388.161,-613.703,35.5364,0.0516581,3.32678,-0.000388767,-0.271152,0.622824,6.33221,992.32,-400.029,-594.66,18.0971,0.0528311,3.32824,-0.000457336,-0.265569,0.881506,0.881506,992.32,-400.503,-596.667,18.1791,0.0510619,3.38098,-0.000316593,-0.192731
0.384,0.452354,5.14285,994.108,-398.57,-551.787,0.376452,0.0599608,3.2537,-0.000981184,-0.377154,0.442463,9.74734,994.059,-393.862,-554.198,13.1008,0.0590135,3.25097,-0.000719047,-0.285553,0.951169,0.951169,994.059,-392.663,-554.671,12.9848,0.0582512,3.2142,-0.000274101,-0.189207
0.396,0.851908,4.67307,993.344,-389.568,-594.09,13.4622,0.0534593,3.23404,-0.000411286,-0.0430187,0.494851,6.57261,993.372,-375.796,-580.725,15.4827,0.0541774,3.2611,-0.000279906,-0.104073,0.961589,0.961589,993.372,-376.507,-581.387,15.3571,0.0521081,3.30121,-0.000291236,-0.165595
0.408,0.464156,4.43673,993.518,-345.74,-569.643,18.6106,0.0546725,3.20937,0.000102651,0.0162754,0.498995,6.59003,993.581,-374.024,-569.538,20.7251,0.0547226,3.24081,-3.34739e-05,-0.0932272,0.855386,0.855386,993.581,-372.112,-569.504,20.5173,0.0470484,3.30438,-0.000271827,-0.168593
0.42,0.427924,4.31047,993.219,-366.977,-562.494,19.1995,0.0514864,3.33835,-0.000543621,-0.218812,0.496579,5.02907,993.198,-372.266,-572.529,18.5875,0.0508535,3.33244,-0.0004371,-0.176708,0.914964,0.914964,993.198,-371.323,-572.981,18.5421,0.0497236,3.32533,-0.000265665,-0.176336
0.432,0.813876,4.9926,993.983,-385.042,-604.581,14.6345,0.0472368,3.36619,-0.000247623,0.0929821,0.525107,5.2226,994,-390.938,-589.757,17.3621,0.0475336,3.37484,-0.000198695,0.0575601,0.83121,0.83121,994,-390.789,-590.16,17.3306,0.0440464,3.36975,-0.000311617,-0.153444
0.444,0.446588,5.34092,993.877,-395.681,-577.685,10.2261,0.0532356,3.30077,-0.000292328,-0.088252,0.670845,8.88415,993.888,-389.389,-572.392,17.0329,0.0531404,3.25303,-0.000296172,-0.174409,1.48568,1.48568,993.888,-389.858,-572.139,16.9816,0.051775,3.15832,-0.000245613,-0.191574
0.456,0.875071,4.78975,994.629,-401.479,-573.112,20.5959,0.0509156,3.32072,-0.000319724,-0.0607407,0.503119,9.04487,994.658,-388.26,-573.262,17.9375,0.0513998,3.30522,-0.000380818,-0.0984763,1.064,1.064,994.658,-389.607,-573.579,17.9112,0.0582768,3.33422,-0.000280174,-0.198512
0.468,0.884165,4.64426,994.089,-344.623,-574.145,27.0741,0.0448172,3.31271,-0.000174821,-0.35593,0.493501,5.48659,994.107,-345.827,-570.709,18.3797,0.0451312,3.32495,-0.000254601,-0.327427,0.85291,0.85291,994.107,-345.197,-571.108,18.3234,0.0462031,3.26398,-0.000248861,-0.154867
0.48,0.466423,4.2978,994.597,-336.959,-556.029,15.1982,0.0436081,3.20913,-0.000634399,-0.322455,0.529113,5.97978,994.564,-357.555,-566.207,14.798,0.0435844,3.22848,-0.000457856,-0.282269,1.3121,1.3121,994.564,-354.948,-565.222,14.6812,0.0398526,3.16799,-0.000278409,-0.177261
0.492,0.441557,5.31953,994.164,-384.595,-580.578,14.7495,0.0458692,3.23485,-0.000517133,-0.38759,0.495672,5.1098,994.111,-371.451,-572.549,12.1697,0.0475558,3.22795,-0.000420253,-0.289509,0.852786,0.852786,994.111,-373.852,-571.757,12.0153,0.0467595,3.15261,-0.00019214,-0.161201
0.504,0.437168,4.36973,994.291,-336.993,-575.017,24.9946,0.0426797,3.24372,6.34071e-05,-0.0839017,0.513071,5.15921,994.314,-336.775,-571.737,24.1344,0.0432383,3.24968,-2.09422e-05,-0.0376611,0.858203,0.858203,994.314,-335.425,-572.314,24.0668,0.0426564,3.279,-0.00030346,-0.159038
0.516,0.439324,4.34562,996.12,-346.14,-567.817,28.67,0.0441825,3.2208,-5.12701e-05,-0.175607,0.511205,8.31164,996.122,-352.95,-572.478,16.9258,0.0451826,3.24882,-6.37693e-05,-0.147194,1.57473,1.57473,996.122,-350.831,-572.526,17.0004,0.0460324,3.30327,-0.000246357,-0.168114
0.528,0.4182,4.29691,995.74,-351.731,-559.425,25.3719,0.0441095,3.1606,-0.000211927,-0.25684,0.494788,5.00449,995.712,-338.597,-550.799,17.3931,0.0440431,3.17342,-0.000200115,-0.18098,0.840424,0.840424,995.712,-337.64,-550.716,17.4789,0.0512848,3.15532,-0.000249352,-0.159713
0.54,0.426181,4.30395,995.57,-295.431,-565.73,29.9072,0.0384796,3.33424,-0.000340543,-0.155117,0.495311,5.60773,995.621,-310.321,-574.881,24.5349,0.038764,3.34781,-0.000312687,-0.174913,0.849056,0.849056,995.621,-307.986,-574.277,24.4082,0.0321255,3.31318,-0.000279782,-0.163021
0.552,0.611079,5.32479,996.412,-371.657,-568.774,35.6751,0.0447507,3.4173,-0.000125583,-0.212048,0.54867,5.39338,996.38,-346.389,-571.104,23.6574,0.0448824,3.37897,-0.000150488,-0.164129,1.62414,1.62414,996.38,-349.569,-570.617,23.7025,0.0511567,3.35347,-0.000207261,-0.170569
0.564,0.430524,4.24518,997.543,-335.085,-551.915,32.799,0.0387973,3.19074,-0.000566382,-0.18334,0.502676,5.08836,997.532,-336.655,-559.739,25.9589,0.0392703,3.19474,-0.000424954,-0.164047,0.849632,0.849632,997.532,-338.179,-559.103,26.0018,0.0441712,3.24015,-0.000245278,-0.186387
0.576,0.421138,4.31834,996.827,-321.156,-573.295,25.1744,0.0381542,3.23582,-0.000737137,-0.365953,0.504533,5.10782,996.794,-322.688,-577.618,23.2458,0.0384004,3.22721,-0.000520187,-0.29991,0.974149,0.974149,996.794,-325.6,-577.717,23.1749,0.0387086,3.3202,-0.000196936,-0.162328
0.588,0.427388,4.27583,996.632,-294.845,-556.993,33.9951,0.0354098,3.18972,-0.000148429,-0.184405,0.498974,5.00326,996.642,-293.973,-560.053,25.7901,0.03675,3.20583,-0.000195632,-0.160033,0.839377,0.839377,996.642,-293.302,-560.123,25.7637,0.0354276,3.30665,-0.000234954,-0.15413
0.6,0.424506,4.19291,997.505,-298.274,-564.275,31.8601,0.0335096,3.23448,-0.00055374,-0.200914,0.50338,4.74378,997.485,-298.296,-562.388,25.539,0.0347909,3.22387,-0.000426192,-0.178077,0.791974,0.791974,997.485,-297.485,-563.325,25.6164,0.0346883,3.23536,-0.000224452,-0.182213
0.612,0.435213,4.29275,996.332,-283.652,-551.37,27.8482,0.0318916,3.15655,8.80617e-05,-0.207655,0.495738,5.11953,996.362,-285.296,-554.207,23.4645,0.0327564,3.17251,-4.96686e-05,-0.162081,0.926449,0.926449,996.362,-285.798,-554.412,23.3756,0.0315525,3.13699,-0.000199745,-0.152049
