corr-noisy,price_time,risk_time,price,dPricedVol1,dPricedVol2,dPricedCorr,dPricedSpot1,dPricedSpot2,gamma_spot1,gamma_spot2,smooth_price_time,smooth_risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_dPricedSpot1,smooth_dPricedSpot2,smooth_gamma_spot1,smooth_gamma_spot2,aadc_price_time,aadc_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_dPricedSpot1,aadc_dPricedSpot2,aadc_gamma_spot1,aadc_gamma_spot2
0.3,9.82427,71.2297,991.659,-414.912,-587.991,17.0317,0.0584389,3.32412,-0.000316797,-0.113376,5.75183,74.1028,995.873,-360.478,-541.104,12.5347,0.0645138,3.12609,-0.000288024,-0.158771,11.5929,11.5929,995.873,-360.476,-541.103,12.5355,0.0644221,3.12493,-0.000295694,-0.159476
0.312,6.38743,58.8561,991.897,-411.838,-585.232,18.2107,0.056434,3.33595,-0.000319774,-0.0802278,9.44054,58.3475,996.118,-355.444,-540.935,12.6519,0.0632391,3.12674,-0.000283317,-0.157794,10.9644,10.9644,996.118,-355.449,-540.931,12.6524,0.0631439,3.12564,-0.000292133,-0.159111
0.324,4.24367,42.2772,992.051,-427.58,-591.242,16.1339,0.0597903,3.36188,-0.00018991,-0.134745,4.9069,49.5166,996.262,-354.915,-540.23,13.3243,0.0635012,3.12748,-0.000286161,-0.160063,8.34236,8.34236,996.262,-354.922,-540.231,13.3228,0.0634093,3.12638,-0.000293322,-0.160243
0.336,4.21984,42.2029,992.247,-406.179,-582.231,20.4385,0.0552988,3.32412,-0.000275991,-0.243511,4.92476,49.4812,996.375,-349.58,-539.092,12.9837,0.0620873,3.11377,-0.000281725,-0.158876,8.278,8.278,996.375,-349.582,-539.095,12.9837,0.0619961,3.11261,-0.000288632,-0.158983
0.348,4.21378,41.9469,992.289,-402.709,-592.404,23.3779,0.0563233,3.36266,-0.000296921,-0.18254,4.85152,34.2561,996.427,-347.758,-537.887,13.814,0.0616323,3.11134,-0.000280594,-0.159506,5.5396,5.5396,996.427,-347.751,-537.895,13.8118,0.0615464,3.11012,-0.000287388,-0.159366
0.36,2.61612,26.5977,992.225,-404.464,-578.561,12.8295,0.0546106,3.31072,-0.000233005,-0.244339,3.09617,30.8255,996.407,-342.658,-538.785,13.731,0.0605915,3.10553,-0.000273312,-0.157761,5.60059,5.60059,996.407,-342.641,-538.799,13.7271,0.0605041,3.10429,-0.000281652,-0.158739
0.372,2.63088,26.624,992.521,-397.26,-584.51,13.9152,0.0532235,3.28844,-0.000269537,-0.167969,3.01791,30.4547,996.596,-339.511,-537.071,14.2291,0.0597845,3.09228,-0.000273148,-0.158316,5.5351,5.5351,996.596,-339.544,-537.058,14.228,0.0597077,3.09077,-0.000280721,-0.158991
0.384,2.64322,26.6295,993.155,-391.538,-574.893,13.7748,0.0539559,3.30857,-0.000136885,-0.101106,3.02231,30.6396,997.19,-334.285,-535.263,14.4009,0.0588436,3.08572,-0.00027088,-0.158627,5.51978,5.51978,997.19,-334.295,-535.263,14.4011,0.058761,3.08448,-0.000277681,-0.159007
0.396,2.61051,26.6657,993.213,-396.09,-575.153,15.6056,0.0531171,3.30763,-0.000354623,-0.166923,3.07316,31.1794,997.208,-334.859,-534.119,14.7388,0.0587921,3.07672,-0.000271147,-0.159456,5.62211,5.62211,997.208,-334.866,-534.115,14.7433,0.0586898,3.07579,-0.000277013,-0.159433
0.408,2.61422,26.4269,993.429,-377.417,-571.217,19.7733,0.0504803,3.2864,-0.000145295,-0.129213,3.0173,30.5264,997.442,-329.389,-533.635,14.87,0.0576128,3.0726,-0.000267725,-0.158992,5.52741,5.52741,997.442,-329.416,-533.622,14.8714,0.0575285,3.0713,-0.000274211,-0.158732
