spot2,price_time,risk_time,price,dPricedVol1,dPricedVol2,dPricedCorr,dPricedSpot1,dPricedSpot2,gamma_spot1,gamma_spot2,smooth_price_time,smooth_risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_dPricedSpot1,smooth_dPricedSpot2,smooth_gamma_spot1,smooth_gamma_spot2,aadc_price_time,aadc_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_dPricedSpot1,aadc_dPricedSpot2,aadc_gamma_spot1,aadc_gamma_spot2
48.91,4.22137,42.9245,547.483,-13.87,-40.3624,8.39499,0.00262254,12.9337,-2.47425e-05,0.13562,4.27709,42.7943,547.483,-13.87,-40.3624,8.39499,0.00262254,12.9337,-2.47425e-05,0.13562,7.65921,7.65921,547.483,-3.9757,-249.665,0.948905,0.000688211,7.30065,-4.73876e-06,-0.180054
50.8664,4.25986,42.8494,572.947,-17.7928,-64.6214,2.80967,0.00353781,13.0677,-2.29257e-05,-0.122256,4.30324,44.1531,572.947,-17.7928,-64.6214,2.80967,0.00353781,13.0677,-2.29257e-05,-0.122256,7.79889,7.79889,572.947,-5.28437,-271.588,1.28414,0.000917313,6.94502,-6.11445e-06,-0.181593
52.8228,4.30836,43.2715,598.45,-22.6764,-105.333,5.53411,0.0045766,13.0931,-2.26441e-05,0.0554597,4.25941,42.4226,598.45,-22.6764,-105.333,5.53411,0.0045766,13.0931,-2.26441e-05,0.0554597,7.94395,7.94395,598.45,-6.84228,-291.883,1.72755,0.00118656,6.58979,-7.63057e-06,-0.182583
54.7792,4.12026,41.3202,624.087,-27.9442,-155.305,7.12872,0.00553761,13.1301,-2.84374e-05,-0.0236058,4.08802,41.3822,624.087,-27.9442,-155.305,7.12872,0.00553761,13.1301,-2.84374e-05,-0.0236058,7.95352,7.95352,624.087,-8.63787,-310.465,2.22095,0.00149581,6.23204,-9.35029e-06,-0.180488
56.7356,4.1024,41.3241,649.576,-35.8222,-197.186,5.3223,0.00691651,12.9977,-2.34649e-05,0.197405,4.07654,27.8923,649.576,-35.8222,-197.186,5.3223,0.00691651,12.9977,-2.34649e-05,0.197405,5.28153,5.28153,649.576,-10.5779,-326.934,2.58584,0.00183246,5.88233,-1.11833e-05,-0.178363
58.692,2.70985,26.7996,675.018,-45.6731,-248.9,5.39178,0.00828805,12.9622,-3.95007e-05,-0.0450846,2.66151,26.5378,675.018,-45.6731,-248.9,5.39178,0.00828805,12.9622,-3.95007e-05,-0.0450846,5.24359,5.24359,675.018,-12.8947,-341.229,2.96902,0.00223344,5.53505,-1.33225e-05,-0.174953
60.6484,2.63842,26.3719,700.238,-54.6753,-310.161,12.5619,0.00994221,12.8065,-6.13664e-05,-0.133698,2.64507,26.3711,700.238,-54.6753,-310.161,12.5619,0.00994221,12.8065,-6.13664e-05,-0.133698,5.22599,5.22599,700.238,-15.3318,-353.234,3.37599,0.00265803,5.19383,-1.55757e-05,-0.172229
62.6048,2.64382,26.3564,725.037,-64.2263,-363.023,22.6682,0.0115043,12.5779,-6.58023e-05,-0.21557,2.63308,26.3598,725.037,-64.2263,-363.023,22.6682,0.0115043,12.5779,-6.58023e-05,-0.21557,5.2376,5.2376,725.037,-18.0529,-362.828,3.80596,0.00312977,4.86131,-1.81827e-05,-0.167257
64.5612,2.63581,26.3854,749.261,-73.1057,-422.332,18.8082,0.0132016,12.2134,-0.000104184,-0.0923657,2.63553,26.3549,749.261,-73.1057,-422.332,18.8082,0.0132016,12.2134,-0.000104184,-0.0923657,5.3133,5.3133,749.261,-20.9797,-369.985,4.17357,0.00363476,4.53811,-2.07782e-05,-0.161228
66.5176,2.63401,26.4117,772.654,-83.6537,-478.051,20.062,0.0154018,11.7157,-0.000111257,-0.187837,2.64448,26.4498,772.654,-83.6537,-478.051,20.062,0.0154018,11.7157,-0.000111257,-0.187837,5.27898,5.27898,772.654,-24.1355,-374.822,4.52899,0.00418064,4.22984,-2.36359e-05,-0.155246
68.474,2.64206,26.3379,795.159,-97.467,-528.258,17.5422,0.017395,11.2968,-0.000103359,-0.182378,2.63666,26.4254,795.159,-97.467,-528.258,17.5422,0.017395,11.2968,-0.000103359,-0.182378,5.36294,5.36294,795.159,-27.5671,-377.267,4.94312,0.0047755,3.93233,-2.63316e-05,-0.149077
70.4304,2.62882,26.3481,816.761,-110.677,-563.96,23.3168,0.0192679,10.8156,-0.000105184,-0.233304,2.63421,26.5414,816.761,-110.677,-563.96,23.3168,0.0192679,10.8156,-0.000105184,-0.233304,5.23919,5.23919,816.761,-31.0326,-377.402,5.29203,0.00537127,3.64534,-2.93736e-05,-0.143167
72.3868,2.63561,26.4416,837.224,-124.486,-601.45,20.849,0.0209718,10.1002,-0.000134109,-0.452749,2.64662,26.4631,837.224,-124.486,-601.45,20.849,0.0209718,10.1002,-0.000134109,-0.452749,5.25891,5.25891,837.224,-34.5107,-375.429,5.51768,0.00597284,3.37065,-3.23052e-05,-0.136868
74.3432,2.6543,26.5116,856.485,-136.954,-643.291,24.6168,0.0229666,9.57093,-0.000144719,-0.374609,2.6521,26.5402,856.485,-136.954,-643.291,24.6168,0.0229666,9.57093,-0.000144719,-0.374609,5.25962,5.25962,856.485,-38.2168,-371.367,5.80347,0.00661705,3.10994,-3.53848e-05,-0.130198
76.2996,2.65902,26.3844,874.59,-149.544,-662.361,24.0768,0.0245104,8.87307,-0.000167246,-0.504759,2.6302,26.3664,874.59,-149.544,-662.361,24.0768,0.0245104,8.87307,-0.000167246,-0.504759,5.26141,5.26141,874.59,-41.9071,-365.356,5.94979,0.00725768,2.86061,-3.83734e-05,-0.123012
78.256,2.64176,26.4423,891.304,-163.116,-671.449,21.6942,0.0261445,8.17502,-0.000159375,-0.448935,2.64778,26.4592,891.304,-163.116,-671.449,21.6942,0.0261445,8.17502,-0.000159375,-0.448935,5.34856,5.34856,891.304,-45.6136,-357.801,6.04208,0.0078985,2.62715,-4.14e-05,-0.116445
80.2124,2.64897,26.3965,906.724,-177.601,-702.884,29.8584,0.0281639,7.67357,-0.000181079,-0.30482,2.63131,26.4258,906.724,-177.601,-702.884,29.8584,0.0281639,7.67357,-0.000181079,-0.30482,5.24728,5.24728,906.724,-49.275,-348.898,5.98043,0.00852539,2.40833,-4.46052e-05,-0.109142
82.1688,2.64462,26.4594,921.087,-191.131,-703.872,25.6708,0.0298907,6.96661,-0.000228047,-0.480108,2.65607,26.6158,921.087,-191.131,-703.872,25.6708,0.0298907,6.96661,-0.000228047,-0.480108,5.27213,5.27213,921.087,-53.0087,-338.316,5.98329,0.00916767,2.19869,-4.77521e-05,-0.10204
84.1252,2.65391,26.5429,934.069,-206.808,-699.791,27.949,0.0312021,6.37562,-0.000206898,-0.363306,2.65807,26.4324,934.069,-206.808,-699.791,27.949,0.0312021,6.37562,-0.000206898,-0.363306,5.2686,5.2686,934.069,-56.7592,-327.023,5.96059,0.00981548,2.00672,-5.10737e-05,-0.0953258
86.0816,2.66765,26.6056,945.914,-219.166,-678.242,24.8952,0.0325565,5.79574,-0.000175599,-0.331972,2.63954,26.5054,945.914,-219.166,-678.242,24.8952,0.0325565,5.79574,-0.000175599,-0.331972,5.23849,5.23849,945.914,-60.5932,-314.843,5.86317,0.0104719,1.82801,-5.39652e-05,-0.0879742
88.038,2.65225,26.5435,956.717,-232.323,-676.499,24.7122,0.0337143,5.26416,-0.000242163,-0.278564,2.65667,26.5117,956.717,-232.323,-676.499,24.7122,0.0337143,5.26416,-0.000242163,-0.278564,5.24753,5.24753,956.717,-64.3427,-301.998,5.75822,0.0111192,1.66218,-5.67712e-05,-0.0812478
89.9944,2.65085,26.5726,966.478,-245.41,-647.266,24.1921,0.0343301,4.75001,-0.000248421,-0.209187,2.65352,27.4133,966.478,-245.41,-647.266,24.1921,0.0343301,4.75001,-0.000248421,-0.209187,9.47518,9.47518,966.478,-67.8581,-288.863,5.56911,0.0117298,1.51006,-5.99733e-05,-0.0748624
91.9508,6.42704,47.0571,975.326,-257.696,-630.968,22.8492,0.0346222,4.30149,-0.000196083,-0.16921,2.71564,27.6018,975.326,-257.696,-630.968,22.8492,0.0346222,4.30149,-0.000196083,-0.16921,5.29099,5.29099,975.326,-71.3607,-275.636,5.47494,0.0123271,1.37121,-6.26773e-05,-0.0687014
93.9072,2.76098,27.7385,983.387,-271.157,-613.69,20.8659,0.0350088,3.91709,-0.000167331,-0.248856,2.76212,27.6552,983.387,-271.157,-613.69,20.8659,0.0350088,3.91709,-0.000167331,-0.248856,5.23789,5.23789,983.387,-74.7157,-262.224,5.19357,0.0129028,1.2432,-6.5742e-05,-0.0627442
95.8636,2.76319,27.6632,990.644,-283.309,-586.263,21.4064,0.0352348,3.54038,-0.000212374,-0.195747,2.742,27.6174,990.644,-283.309,-586.263,21.4064,0.0352348,3.54038,-0.000212374,-0.195747,5.28104,5.28104,990.644,-78.1569,-248.799,4.94283,0.0134944,1.1258,-6.85102e-05,-0.057526
97.82,2.79348,32.2959,997.188,-295.652,-565.084,22.6023,0.0350764,3.19228,-0.000234013,-0.0989445,3.06624,31.4571,997.188,-295.652,-565.084,22.6023,0.0350764,3.19228,-0.000234013,-0.0989445,5.23677,5.23677,997.188,-81.4658,-235.68,4.72347,0.0140637,1.01948,-7.14072e-05,-0.0525019
99.7764,3.63036,33.1914,1003.18,-309.388,-542.271,23.2983,0.0347286,2.89274,-0.000258907,-0.201971,4.11559,35.6613,1003.18,-309.388,-542.271,23.2983,0.0347286,2.89274,-0.000258907,-0.201971,5.27009,5.27009,1003.18,-84.7892,-222.555,4.51947,0.0146405,0.921295,-7.41639e-05,-0.0477889
101.733,2.7676,27.4838,1008.51,-321.908,-498.904,21.3268,0.0346215,2.58296,-0.000215537,-0.131882,2.70451,28.2741,1008.51,-321.908,-498.904,21.3268,0.0346215,2.58296,-0.000215537,-0.131882,5.27304,5.27304,1008.51,-87.9971,-209.989,4.31318,0.0151892,0.833178,-7.66946e-05,-0.0433689
103.689,2.74455,26.7933,1013.37,-331.616,-489.772,24.5292,0.0335905,2.35039,-0.000242774,-0.169517,2.67955,26.3715,1013.37,-331.616,-489.772,24.5292,0.0335905,2.35039,-0.000242774,-0.169517,4.91563,4.91563,1013.37,-91.1318,-197.716,4.077,0.0157251,0.752522,-7.91804e-05,-0.0393549
105.646,2.54816,25.5611,1017.73,-343.489,-456.386,15.3147,0.0328276,2.13258,-0.000128593,-0.112997,2.55408,25.4838,1017.73,-343.489,-456.386,15.3147,0.0328276,2.13258,-0.000128593,-0.112997,4.81808,4.81808,1017.73,-94.1513,-186.047,3.82133,0.016245,0.680351,-8.14604e-05,-0.0354107
107.602,2.53836,25.4037,1021.7,-354.645,-440.675,19.8896,0.0317484,1.91117,-0.000112742,-0.132991,2.5395,25.4124,1021.7,-354.645,-440.675,19.8896,0.0317484,1.91117,-0.000112742,-0.132991,4.83208,4.83208,1021.7,-97.0315,-174.916,3.58332,0.0167447,0.615346,-8.37576e-05,-0.0321478
109.558,2.54616,25.3345,1025.23,-365.996,-411.452,17.1085,0.0311273,1.70435,-0.000153409,-0.0961019,2.52251,25.3268,1025.23,-365.996,-411.452,17.1085,0.0311273,1.70435,-0.000153409,-0.0961019,4.81142,4.81142,1025.23,-99.965,-164.375,3.40156,0.0172496,0.556862,-8.58018e-05,-0.0289256
111.515,2.54344,25.6148,1028.44,-376.725,-397.818,19.3414,0.0303606,1.59316,-0.000191682,-0.0664747,2.53182,25.2828,1028.44,-376.725,-397.818,19.3414,0.0303606,1.59316,-0.000191682,-0.0664747,4.80892,4.80892,1028.44,-102.779,-154.32,3.20882,0.017737,0.503877,-8.77465e-05,-0.0260136
113.471,2.53358,25.2525,1031.37,-385.816,-366.331,19.3429,0.0292279,1.4012,-0.000193134,-0.0517368,2.5184,25.2713,1031.37,-385.816,-366.331,19.3429,0.0292279,1.4012,-0.000193134,-0.0517368,4.81163,4.81163,1031.37,-105.42,-144.728,3.01442,0.0181918,0.455747,-8.96924e-05,-0.0234472
115.428,2.52881,25.1959,1034,-397.571,-351.196,18.6113,0.028634,1.27537,-0.000197982,-0.0521214,2.51563,25.1791,1034,-397.571,-351.196,18.6113,0.028634,1.27537,-0.000197982,-0.0521214,4.99421,4.99421,1034,-108.021,-135.693,2.85149,0.0186421,0.412686,-9.14613e-05,-0.021162
117.384,2.52474,25.2317,1036.39,-407.556,-331.326,11.272,0.0278428,1.1668,-0.000203392,-0.0391383,2.52257,25.215,1036.39,-407.556,-331.326,11.272,0.0278428,1.1668,-0.000203392,-0.0391383,4.80501,4.80501,1036.39,-110.353,-127.425,2.68671,0.0190427,0.374598,-9.322e-05,-0.019031
119.34,2.52298,25.1695,1038.58,-414.404,-310.944,14.8198,0.0272227,1.05921,-0.000199433,-0.0463157,2.51622,25.1954,1038.58,-414.404,-310.944,14.8198,0.0272227,1.05921,-0.000199433,-0.0463157,5.07537,5.07537,1038.58,-112.763,-119.413,2.56651,0.0194554,0.339642,-9.4888e-05,-0.0170899
121.297,2.53228,25.2493,1040.54,-423.03,-294.922,11.699,0.0264671,0.944536,-0.00020662,-0.0448825,2.50928,25.2483,1040.54,-423.03,-294.922,11.699,0.0264671,0.944536,-0.00020662,-0.0448825,4.80593,4.80593,1040.54,-114.941,-112.076,2.4478,0.0198331,0.308557,-9.6464e-05,-0.0153394
123.253,2.51966,25.141,1042.3,-431.338,-275.115,15.6626,0.025755,0.853366,-0.000221106,-0.0320972,2.51279,25.1648,1042.3,-431.338,-275.115,15.6626,0.025755,0.853366,-0.000221106,-0.0320972,4.80571,4.80571,1042.3,-117.19,-105.155,2.37662,0.0202239,0.280483,-9.80458e-05,-0.0138969
125.21,2.51649,25.1522,1043.91,-441.145,-259.15,13.6587,0.0246438,0.787091,-0.000227409,-0.0313443,2.52232,25.2135,1043.91,-441.145,-259.15,13.6587,0.0246438,0.787091,-0.000227409,-0.0313443,4.82381,4.82381,1043.91,-119.292,-98.7257,2.32118,0.0205916,0.255314,-9.94281e-05,-0.0125362
