spot1,price_time,risk_time,price,dPricedVol1,dPricedVol2,dPricedCorr,dPricedSpot1,dPricedSpot2,gamma_spot1,gamma_spot2,smooth_price_time,smooth_risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_dPricedSpot1,smooth_dPricedSpot2,smooth_gamma_spot1,smooth_gamma_spot2,aadc_price_time,aadc_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_dPricedSpot1,aadc_dPricedSpot2,aadc_gamma_spot1,aadc_gamma_spot2
1047.58,0.604847,6.21184,537.634,173.599,-53.1922,24.9727,0.643878,0.191705,0.000361161,-0.00071909,0.631296,6.45184,537.634,173.599,-53.1922,24.9727,0.643878,0.191705,0.000361161,-0.00071909,1.47392,1.47392,537.634,-175.728,-36.3883,9.94464,0.394879,0.125695,-0.000458261,-0.00969806
1089.48,0.771178,7.12509,565.125,168.204,-66.1567,29.1238,0.662135,0.25654,-0.000331386,-0.00270019,0.648631,7.83153,565.125,168.204,-66.1567,29.1238,0.662135,0.25654,-0.000331386,-0.00270019,1.51876,1.51876,565.125,-205.351,-45.581,12.0988,0.374641,0.161689,-0.000502108,-0.0122496
1131.38,0.886381,7.48193,593.387,179.881,-80.6388,33.2693,0.693881,0.328832,0.000662878,-0.0194606,0.539458,6.62362,593.387,179.881,-80.6388,33.2693,0.693881,0.328832,0.000662878,-0.0194606,1.44286,1.44286,593.387,-233.617,-56.2437,14.3609,0.352927,0.204251,-0.000529229,-0.0150229
1173.28,0.860976,8.44469,622.277,87.1961,-98.2985,41.2283,0.688944,0.415191,0.00136596,-0.0446944,0.884316,8.81954,622.277,87.1961,-98.2985,41.2283,0.688944,0.415191,0.00136596,-0.0446944,1.52273,1.52273,622.277,-259.457,-68.0213,16.537,0.330245,0.251841,-0.000557341,-0.01792
1215.19,0.885617,8.86399,651.943,38.5643,-118.304,48.9593,0.715469,0.515687,0.00120871,-0.0784964,0.861268,6.76703,651.943,38.5643,-118.304,48.9593,0.715469,0.515687,0.00120871,-0.0784964,1.1525,1.1525,651.943,-282.583,-81.4528,18.8773,0.306153,0.308272,-0.000568344,-0.020793
1257.09,0.666933,6.3007,682.451,-23.4184,-140.523,52.0425,0.732102,0.633124,-0.00149786,-0.078999,0.679737,7.03339,682.451,-23.4184,-140.523,52.0425,0.732102,0.633124,-0.00149786,-0.078999,0.745277,0.745277,682.451,-301.872,-94.5266,20.6805,0.281981,0.362911,-0.000572079,-0.0236247
1298.99,0.425113,5.11767,713.041,-134.075,-166.578,59.0576,0.731149,0.772958,-0.000405433,-0.0944985,0.470658,5.14744,713.041,-134.075,-166.578,59.0576,0.731149,0.772958,-0.000405433,-0.0944985,0.751804,0.751804,713.041,-316.488,-108.614,22.3481,0.257947,0.423342,-0.000565812,-0.0263069
1340.9,0.462209,5.80142,743.588,-216.212,-201.529,67.9142,0.728063,0.944874,8.14728e-07,-0.0893977,0.438799,4.40226,743.588,-216.212,-201.529,67.9142,0.728063,0.944874,8.14728e-07,-0.0893977,0.985197,0.985197,743.588,-326.737,-122.275,23.6663,0.234577,0.483276,-0.000555212,-0.0295678
1382.8,0.577337,5.43777,774.023,-321.706,-241.557,79.4706,0.722254,1.13375,-0.00075633,-0.138117,0.432258,6.84272,774.023,-321.706,-241.557,79.4706,0.722254,1.13375,-0.00075633,-0.138117,1.20602,1.20602,774.023,-332.17,-136.259,24.6937,0.211387,0.545662,-0.000538169,-0.0326453
1424.7,0.450383,4.43236,803.574,-482.053,-273.191,84.0875,0.687795,1.32115,-0.000725646,-0.129002,0.438272,4.41961,803.574,-482.053,-273.191,84.0875,0.687795,1.32115,-0.000725646,-0.129002,0.772634,0.772634,803.574,-332.821,-150.349,25.3932,0.189134,0.609546,-0.000518774,-0.0355697
