vol2,price_time,risk_time,price,dPricedVol1,dPricedVol2,dPricedCorr,dPricedSpot1,dPricedSpot2,gamma_spot1,gamma_spot2,smooth_price_time,smooth_risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_dPricedSpot1,smooth_dPricedSpot2,smooth_gamma_spot1,smooth_gamma_spot2,aadc_price_time,aadc_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_dPricedSpot1,aadc_dPricedSpot2,aadc_gamma_spot1,aadc_gamma_spot2
0.15,0.22133,3.70936,1071.36,-601.495,-245.083,-16.2304,0.0653785,-0.989173,3.78006e-05,-0.221396,0.404856,3.82387,1071.36,-601.495,-245.083,-16.2304,0.0653785,-0.989173,3.78006e-05,-0.221396,0.577852,0.577852,1071.36,-156.23,-53.5616,2.59812,0.0270637,0.168743,-0.000109948,-0.0263381
0.156,0.290621,3.26536,1069.71,-587.786,-260.578,-3.97702,0.0629327,-0.801325,-2.02967e-06,-0.0751035,0.415045,3.39256,1069.71,-587.786,-260.578,-3.97702,0.0629327,-0.801325,-2.02967e-06,-0.0751035,0.752932,0.752932,1069.71,-153.79,-62.1342,3.01029,0.0266104,0.199929,-0.000109939,-0.0296007
0.162,0.415041,4.09646,1067.92,-563.455,-325.807,-4.13185,0.0599043,-0.49586,-1.57776e-05,-0.0864589,0.422475,3.13646,1067.92,-563.455,-325.807,-4.13185,0.0599043,-0.49586,-1.57776e-05,-0.0864589,0.810038,0.810038,1067.92,-151.029,-70.8572,3.36711,0.0260983,0.232535,-0.000109538,-0.0329204
0.168,0.49262,4.90505,1065.89,-548.941,-351.793,6.95337,0.0585265,-0.154609,3.90715e-05,-0.300991,0.425639,4.27832,1065.89,-548.941,-351.793,6.95337,0.0585265,-0.154609,3.90715e-05,-0.300991,0.84892,0.84892,1065.89,-147.741,-80.7057,3.75805,0.0255025,0.270216,-0.000108436,-0.0353003
0.174,0.455179,4.16698,1063.41,-531.093,-409.891,-4.31284,0.0559115,0.0416909,2.58147e-05,0.0597139,0.4084,4.02123,1063.41,-531.093,-409.891,-4.31284,0.0559115,0.0416909,2.58147e-05,0.0597139,0.626432,0.626432,1063.41,-144.442,-91.9875,4.11549,0.0248956,0.315431,-0.000107992,-0.0383407
0.18,0.434015,4.32171,1060.99,-515.375,-471.971,9.82415,0.0547152,0.32674,2.5505e-05,-0.247332,0.414545,2.86884,1060.99,-515.375,-471.971,9.82415,0.0547152,0.32674,2.5505e-05,-0.247332,0.816581,0.816581,1060.99,-141.063,-101.747,4.49964,0.0242795,0.355456,-0.000106386,-0.0408116
0.186,0.423338,3.96312,1058.4,-498.133,-379.192,-11.1049,0.0530071,0.451848,2.3947e-05,-0.0388718,0.311828,3.39904,1058.4,-498.133,-379.192,-11.1049,0.0530071,0.451848,2.3947e-05,-0.0388718,0.646464,0.646464,1058.4,-137.716,-111.616,4.91681,0.0237107,0.396224,-0.000104655,-0.0432042
0.192,0.341721,3.35903,1055.8,-491.319,-456.35,12.8426,0.0509685,0.710538,3.09991e-05,-0.140513,0.296276,3.55089,1055.8,-491.319,-456.35,12.8426,0.0509685,0.710538,3.09991e-05,-0.140513,0.635642,0.635642,1055.8,-133.957,-121.041,5.13266,0.0230607,0.436029,-0.000103415,-0.0444285
0.198,0.275129,3.37962,1053.04,-482.844,-465.132,10.6651,0.0493963,1.04371,-1.21029e-05,-0.0928377,0.215943,3.57238,1053.04,-482.844,-465.132,10.6651,0.0493963,1.04371,-1.21029e-05,-0.0928377,0.717361,0.717361,1053.04,-131.051,-129.58,5.44756,0.022556,0.473897,-0.000101463,-0.0460519
0.204,0.406092,4.31518,1050.08,-472.849,-447.057,7.39783,0.0472406,1.13772,-3.20442e-05,-0.10829,0.437249,3.98023,1050.08,-472.849,-447.057,7.39783,0.0472406,1.13772,-3.20442e-05,-0.10829,0.404005,0.404005,1050.08,-127.161,-139.201,5.57942,0.0218856,0.516899,-9.9416e-05,-0.047141
