corr,price_time,risk_time,price,dPricedVol1,dPricedVol2,dPricedCorr,dPricedSpot1,dPricedSpot2,gamma_spot1,gamma_spot2,smooth_price_time,smooth_risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_dPricedSpot1,smooth_dPricedSpot2,smooth_gamma_spot1,smooth_gamma_spot2,aadc_price_time,aadc_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_dPricedSpot1,aadc_dPricedSpot2,aadc_gamma_spot1,aadc_gamma_spot2
0.3,0.068789,0.663872,989.695,-319.483,-551.467,-1.16973,0.0629533,3.24298,8.79194e-05,-0.48628,0.041253,0.554144,989.695,-319.483,-551.467,-1.16973,0.0629533,3.24298,8.79194e-05,-0.48628,0.13669,0.13669,989.695,-119.252,-249.035,2.63162,0.0204748,1.08501,-8.81221e-05,-0.0516223
0.312,0.041046,0.535617,989.865,-317.147,-647.769,-25.2227,0.0603691,3.22403,-4.07471e-06,-0.655256,0.083011,0.554683,989.865,-317.147,-647.769,-25.2227,0.0603691,3.22403,-4.07471e-06,-0.655256,0.156075,0.156075,989.865,-118.052,-248.718,2.53018,0.0202769,1.08279,-8.78363e-05,-0.0516879
0.324,0.041159,0.682936,989.806,-315.944,-528.899,-36.3762,0.0597225,3.34881,6.96896e-05,-0.0096501,0.041128,0.573206,989.806,-315.944,-528.899,-36.3762,0.0597225,3.34881,6.96896e-05,-0.0096501,0.140098,0.140098,989.806,-116.906,-248.907,2.85798,0.0200688,1.08454,-8.70767e-05,-0.0510331
0.336,0.057304,0.555944,989.976,-298.604,-443.901,-13.7259,0.0587048,3.15284,0.000163142,-0.111836,0.041184,0.540257,989.976,-298.604,-443.901,-13.7259,0.0587048,3.15284,0.000163142,-0.111836,0.136993,0.136993,989.976,-116.099,-248.054,3.29166,0.019916,1.08031,-8.71402e-05,-0.0511652
0.348,0.041073,0.579395,989.975,-294.503,-566.654,21.939,0.0581887,3.06138,0.00015869,-0.225013,0.073024,0.60367,989.975,-294.503,-566.654,21.939,0.0581887,3.06138,0.00015869,-0.225013,0.074574,0.074574,989.975,-114.306,-248.731,3.49595,0.0196509,1.08292,-8.6328e-05,-0.0511966
0.36,0.072656,0.656666,990.039,-309.539,-628.089,27.1565,0.0587889,3.23778,9.88895e-05,0.274317,0.089608,0.649716,990.039,-309.539,-628.089,27.1565,0.0587889,3.23778,9.88895e-05,0.274317,0.074537,0.074537,990.039,-113.097,-248.556,3.81585,0.0194537,1.08291,-8.5353e-05,-0.0502052
0.372,0.041146,0.872187,990.294,-290.996,-616.923,56.0968,0.0579256,3.26822,0.000285459,-0.105964,0.089813,0.743287,990.294,-290.996,-616.923,56.0968,0.0579256,3.26822,0.000285459,-0.105964,0.155184,0.155184,990.294,-112.059,-248.002,3.84735,0.0192868,1.081,-8.41687e-05,-0.050627
0.384,0.089618,0.881392,990.75,-290.411,-492.168,-15.2676,0.0571464,3.2405,0.000188803,-0.479013,0.09183,0.869227,990.75,-290.411,-492.168,-15.2676,0.0571464,3.2405,0.000188803,-0.479013,0.163561,0.163561,990.75,-111.197,-246.603,4.13254,0.0191465,1.07332,-8.39771e-05,-0.0505677
0.396,0.090928,0.832233,990.734,-287.041,-481.717,-14.2653,0.055539,3.22574,0.00032546,0.0353687,0.087047,0.803702,990.734,-287.041,-481.717,-14.2653,0.055539,3.22574,0.00032546,0.0353687,0.152791,0.152791,990.734,-110.336,-246.812,4.5491,0.019006,1.07482,-8.36439e-05,-0.0497171
0.408,0.072749,0.824266,990.913,-285.547,-496.829,16.0573,0.054679,3.18604,0.000232462,0.248132,0.088864,0.80822,990.913,-285.547,-496.829,16.0573,0.054679,3.18604,0.000232462,0.248132,0.152811,0.152811,990.913,-108.957,-246.765,4.88912,0.0187814,1.07537,-8.32267e-05,-0.0491513
0.42,0.072669,0.832621,991.203,-281.044,-563.125,31.0147,0.0541929,3.15789,0.000245305,0.127769,0.090119,0.848206,991.203,-281.044,-563.125,31.0147,0.0541929,3.15789,0.000245305,0.127769,0.154888,0.154888,991.203,-106.734,-246.915,4.8367,0.018411,1.07588,-8.24755e-05,-0.0492586
0.432,0.073843,0.846577,991.394,-277.262,-550.596,-3.94822,0.0531723,3.19264,0.000158544,-0.0942095,0.089462,0.828975,991.394,-277.262,-550.596,-3.94822,0.0531723,3.19264,0.000158544,-0.0942095,0.137076,0.137076,991.394,-105.441,-246.933,4.98858,0.0181685,1.07725,-8.17916e-05,-0.0488503
0.444,0.089221,0.734304,991.556,-274.968,-530.465,21.7598,0.0529128,3.25823,0.000176791,-0.0560004,0.089468,0.828261,991.556,-274.968,-530.465,21.7598,0.0529128,3.25823,0.000176791,-0.0560004,0.152503,0.152503,991.556,-104.418,-246.497,5.31782,0.0180002,1.07589,-8.07825e-05,-0.0484849
0.456,0.073474,0.82269,991.646,-272.923,-682.531,44.2158,0.052209,3.21562,0.000182333,0.168213,0.057722,0.829159,991.646,-272.923,-682.531,44.2158,0.052209,3.21562,0.000182333,0.168213,0.153668,0.153668,991.646,-103.496,-246.345,5.75234,0.0178821,1.07542,-7.97415e-05,-0.0486439
0.468,0.081363,0.850682,991.625,-271.009,-511.66,-29.7266,0.0522999,3.26627,0.000216021,0.381751,0.090842,0.81171,991.625,-271.009,-511.66,-29.7266,0.0522999,3.26627,0.000216021,0.381751,0.168672,0.168672,991.625,-101.565,-247.071,5.69981,0.017582,1.08064,-7.97504e-05,-0.0496327
0.48,0.07403,0.7786,992.073,-270.201,-663.004,18.4174,0.0532032,3.19858,0.000300213,0.210704,0.042237,0.647119,992.073,-270.201,-663.004,18.4174,0.0532032,3.19858,0.000300213,0.210704,0.146782,0.146782,992.073,-100.546,-246.09,5.96204,0.0174089,1.0758,-7.85918e-05,-0.0510861
0.492,0.042239,0.578097,992.262,-268.687,-537.979,8.25134,0.0530481,3.11382,0.000312927,0.370447,0.058248,0.770081,992.262,-268.687,-537.979,8.25134,0.0530481,3.11382,0.000312927,0.370447,0.139101,0.139101,992.262,-98.8285,-246.411,5.96896,0.0171261,1.07793,-7.82738e-05,-0.0512321
0.504,0.074444,0.862962,992.652,-266.282,-598.215,22.1618,0.0518335,3.34475,0.000387981,0.512443,0.09077,0.740402,992.652,-266.282,-598.215,22.1618,0.0518335,3.34475,0.000387981,0.512443,0.155823,0.155823,992.652,-97.7454,-245.469,5.86218,0.0169723,1.07265,-7.74464e-05,-0.0511694
0.516,0.075014,0.632779,993.181,-263.447,-617.414,41.3541,0.0501079,3.4046,0.000389659,0.192291,0.058316,0.741411,993.181,-263.447,-617.414,41.3541,0.0501079,3.4046,0.000389659,0.192291,0.139884,0.139884,993.181,-96.0004,-244.614,5.55667,0.0167,1.06676,-7.76679e-05,-0.0520913
0.528,0.059018,0.614991,993.265,-261.025,-537.912,43.4273,0.0492953,3.27346,0.00028131,0.811687,0.102979,0.657116,993.265,-261.025,-537.912,43.4273,0.0492953,3.27346,0.00028131,0.811687,0.091921,0.091921,993.265,-94.9604,-244.287,5.95529,0.0165329,1.06621,-7.75857e-05,-0.0530373
0.54,0.090881,0.721048,993.615,-256.231,-716.621,40.3191,0.0497126,3.40281,0.000331452,0.578496,0.09098,0.722994,993.615,-256.231,-716.621,40.3191,0.0497126,3.40281,0.000331452,0.578496,0.124289,0.124289,993.615,-93.985,-243.25,5.92358,0.016351,1.06171,-7.68397e-05,-0.053349
