corr,price_time,risk_time,price,dPricedVol1,dPricedVol2,dPricedCorr,dPricedSpot1,dPricedSpot2,gamma_spot1,gamma_spot2,smooth_price_time,smooth_risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_dPricedSpot1,smooth_dPricedSpot2,smooth_gamma_spot1,smooth_gamma_spot2,aadc_price_time,aadc_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_dPricedSpot1,aadc_dPricedSpot2,aadc_gamma_spot1,aadc_gamma_spot2
0.3,2.76328,27.5631,991.659,-414.912,-587.991,17.0317,0.0584389,3.32412,-0.000316797,-0.113376,3.13589,31.2876,995.873,-360.478,-541.104,12.5347,0.0645138,3.12609,-0.000288024,-0.158771,5.50085,5.50085,995.873,-360.476,-541.103,12.5355,0.0644221,3.12493,-0.000295694,-0.159476
0.312,2.77716,27.8002,991.833,-411.772,-587.029,19.3486,0.0575765,3.32402,-0.000310407,-0.126778,3.16416,37.3076,996.026,-357.227,-540.1,12.8281,0.0637844,3.11865,-0.00028631,-0.159013,5.67998,5.67998,996.026,-357.271,-540.079,12.8319,0.063705,3.11721,-0.000293552,-0.159472
0.324,2.85384,28.0949,992.015,-407.553,-569.421,15.9767,0.0566641,3.3318,-0.000297547,-0.126812,3.11755,32.7562,996.181,-353.874,-539.187,13.0923,0.0630502,3.11123,-0.000283467,-0.158756,5.46108,5.46108,996.181,-353.888,-539.18,13.0946,0.0629531,3.11017,-0.000291434,-0.159443
0.336,2.73822,28.2994,992.21,-402.83,-579.825,12.3621,0.0558425,3.34051,-0.000291702,-0.129127,3.10822,32.6197,996.34,-350.602,-538.19,13.3934,0.0623041,3.10399,-0.00028077,-0.158581,5.45058,5.45058,996.34,-350.636,-538.176,13.394,0.062226,3.10252,-0.000289049,-0.159306
0.348,2.74078,27.3703,992.432,-398.546,-582.347,14.9559,0.0551188,3.33881,-0.00029065,-0.147138,3.13649,30.9572,996.502,-347.185,-537.301,13.6541,0.0615496,3.09683,-0.000279537,-0.159093,5.44719,5.44719,996.502,-347.187,-537.306,13.6545,0.06146,3.09559,-0.000286814,-0.159269
0.36,2.68573,26.7627,992.644,-394.431,-582.398,18.8031,0.0543005,3.32954,-0.000287856,-0.155835,3.0306,30.2596,996.667,-343.647,-536.486,13.8929,0.0607798,3.08989,-0.000277114,-0.159053,5.48674,5.48674,996.667,-343.618,-536.508,13.8915,0.0606751,3.08896,-0.00028449,-0.159269
0.372,2.61684,25.7442,992.853,-391.04,-571.608,21.2797,0.0535064,3.32898,-0.00027894,-0.151563,2.87942,28.87,996.836,-340.11,-535.657,14.1494,0.0600021,3.08302,-0.00027413,-0.158765,5.39558,5.39558,996.836,-340.114,-535.653,14.1504,0.0598997,3.08204,-0.000282226,-0.159284
0.384,2.53694,25.2839,993.062,-385.99,-583.584,22.0326,0.052484,3.325,-0.000276606,-0.163401,2.8697,28.7069,997.007,-336.645,-534.759,14.4261,0.0592215,3.07614,-0.000271183,-0.158465,5.39693,5.39693,997.007,-336.651,-534.755,14.4271,0.0591359,3.0748,-0.000279683,-0.159178
0.396,2.52707,25.3073,993.266,-380.551,-575.705,16.7005,0.0514694,3.30816,-0.000273644,-0.18086,2.86665,28.7712,997.182,-333.019,-533.97,14.6768,0.0584317,3.0694,-0.000269022,-0.1585,5.45878,5.45878,997.182,-333.01,-533.979,14.6751,0.058337,3.06826,-0.000277303,-0.159203
0.408,2.5253,25.2612,993.494,-376.189,-573.232,15.4201,0.0506203,3.28767,-0.000273426,-0.215507,2.88124,28.7298,997.36,-329.38,-533.181,14.9431,0.0576334,3.06278,-0.000266809,-0.158486,5.40211,5.40211,997.36,-329.405,-533.166,14.945,0.0575424,3.06157,-0.000274918,-0.159069
