vol2-noisy,price_time,risk_time,price,dPricedVol1,dPricedVol2,dPricedCorr,dPricedSpot1,dPricedSpot2,gamma_spot1,gamma_spot2,smooth_price_time,smooth_risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_dPricedSpot1,smooth_dPricedSpot2,smooth_gamma_spot1,smooth_gamma_spot2,aadc_price_time,aadc_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_dPricedSpot1,aadc_dPricedSpot2,aadc_gamma_spot1,aadc_gamma_spot2
0.15,2.86232,35.4662,1070.4,-570.728,-273.119,-10.9408,0.061129,-0.957231,-0.000300943,-0.0335592,4.70071,43.9259,1065.71,-496.448,-238.464,-1.12176,0.0599522,-0.433106,-0.000341292,-0.0482119,4.74118,4.74118,1065.71,-496.507,-238.394,-1.12152,0.0598389,-0.436637,-0.000351919,-0.0606363
0.156,4.47028,39.8019,1068.78,-556.922,-313.46,-3.88197,0.0584515,-0.669124,-0.000512288,-0.00668254,3.66902,31.362,1064.29,-485.94,-264.961,0.558596,0.0584742,-0.234506,-0.000338677,-0.0644935,4.74525,4.74525,1064.29,-485.951,-264.951,0.558374,0.0583664,-0.238085,-0.000348543,-0.0758065
0.162,2.22821,28.4323,1066.77,-570.836,-331.583,-5.19399,0.0615793,-0.500473,-0.000231581,-0.0624946,2.56513,36.0135,1062.68,-477.994,-286.707,2.08887,0.058086,-0.0564515,-0.000336673,-0.0774571,5.03121,5.03121,1062.68,-477.988,-286.724,2.0892,0.0579558,-0.0594895,-0.000346071,-0.0879122
0.168,3.04344,24.3014,1064.49,-539.037,-370.623,2.20281,0.0546504,-0.201533,-0.000250072,-0.0587437,4.00931,26.163,1060.73,-467.966,-309.917,3.94304,0.0568732,0.144066,-0.000332277,-0.0921969,4.42411,4.42411,1060.73,-467.97,-309.925,3.94346,0.0567494,0.140968,-0.000340682,-0.100716
0.174,2.83625,26.0491,1062.11,-523.32,-384.139,-0.135872,0.0551028,0.0310064,-0.000430786,-0.124101,2.58431,26.8288,1058.64,-458.414,-331.961,5.10637,0.0557988,0.32665,-0.000326779,-0.102947,4.48984,4.48984,1058.64,-458.482,-331.891,5.10671,0.0556857,0.323436,-0.000336428,-0.110769
0.18,2.29685,21.3757,1059.55,-530.073,-416.904,5.77596,0.0516935,0.327603,-0.000320614,-0.0707076,2.55951,25.0886,1056.58,-446.574,-352.711,6.56343,0.0543729,0.514209,-0.000317596,-0.112274,4.13628,4.13628,1056.58,-446.547,-352.754,6.56291,0.0542453,0.511473,-0.000328853,-0.120596
0.186,2.10267,21.1581,1056.87,-510.454,-430.311,5.12318,0.0504305,0.483655,-0.000327201,-0.120184,2.54926,22.7261,1054.33,-435.317,-370.865,7.81226,0.0528996,0.678659,-0.000307784,-0.116567,3.48184,3.48184,1054.33,-435.325,-370.87,7.81411,0.0527937,0.675556,-0.000322617,-0.125912
0.192,1.68024,21.2844,1054.34,-487.785,-446.159,0.162262,0.0495684,0.726154,-0.000121926,-0.101138,2.53063,25.116,1052.13,-422.254,-389.879,9.36788,0.0515196,0.86507,-0.000308085,-0.128781,4.19029,4.19029,1052.13,-422.287,-389.859,9.36869,0.0513981,0.86258,-0.000316885,-0.133804
0.198,2.06734,21.0839,1051.52,-484.453,-466.825,11.8835,0.0473974,0.951232,-0.000426952,-0.124975,2.50867,24.9978,1049.62,-416.113,-404.013,10.4769,0.0514099,1.02935,-0.000298968,-0.134234,4.15882,4.15882,1049.62,-416.14,-403.998,10.4764,0.0512829,1.02701,-0.000311358,-0.140097
0.204,2.08062,21.1691,1048.8,-460.709,-466.556,0.247455,0.0459726,1.11784,-2.86559e-05,-0.131947,2.47301,24.0884,1047.42,-403.89,-419.267,11.3583,0.0500251,1.18665,-0.000297452,-0.14057,4.10321,4.10321,1047.42,-403.833,-419.333,11.3588,0.049877,1.18481,-0.000306837,-0.145478
0.21,1.99244,20.7458,1046.44,-444.994,-507.535,21.7509,0.0437813,1.36449,-0.000457874,-0.245382,2.35306,23.6363,1045.08,-390.36,-433.03,12.4535,0.0482993,1.34309,-0.000290054,-0.14511,4.16246,4.16246,1045.08,-390.345,-433.055,12.4533,0.0481624,1.34124,-0.000303898,-0.150332
0.216,2.05176,20.1298,1043.17,-438.093,-512.753,8.75077,0.0443255,1.53772,-0.000425156,-0.176109,2.34376,23.5569,1042.44,-382.091,-444.943,13.0731,0.0479057,1.48854,-0.000286734,-0.15034,4.10735,4.10735,1042.44,-382.141,-444.905,13.075,0.0477934,1.4862,-0.000298511,-0.154999
